sep=,
"Time","camunda-platform-elasticsearch-master-0 / camunda8 / PKG","camunda-platform-elasticsearch-master-1 / camunda8 / PKG","camunda-platform-operate-5bc7c489c4-8zrg4 / camunda8 / PKG","camunda-platform-tasklist-9968d5594-9257r / camunda8 / PKG","camunda-platform-zeebe-0 / camunda8 / PKG","camunda-platform-zeebe-gateway-5ff76496c4-n9kzj / camunda8 / PKG","camunda-platform-elasticsearch-master-0 / camunda8 / DRAM","camunda-platform-elasticsearch-master-1 / camunda8 / DRAM","camunda-platform-operate-5bc7c489c4-8zrg4 / camunda8 / DRAM","camunda-platform-tasklist-9968d5594-9257r / camunda8 / DRAM","camunda-platform-zeebe-0 / camunda8 / DRAM","camunda-platform-zeebe-gateway-5ff76496c4-n9kzj / camunda8 / DRAM","camunda-platform-elasticsearch-master-0 / camunda8 / OTHER","camunda-platform-elasticsearch-master-1 / camunda8 / OTHER","camunda-platform-operate-5bc7c489c4-8zrg4 / camunda8 / OTHER","camunda-platform-tasklist-9968d5594-9257r / camunda8 / OTHER","camunda-platform-zeebe-0 / camunda8 / OTHER","camunda-platform-zeebe-gateway-5ff76496c4-n9kzj / camunda8 / OTHER"
2024-02-13 15:28:00,0.513,0.528,0.261,0.251,0.518,0.351,0.0468,0.0468,0.0234,0.0234,0.0234,0.0234,0,0,0,0,0,0
2024-02-13 15:28:10,0.381,0.379,0.187,0.183,0.368,0.214,0.0492,0.0492,0.0246,0.0246,0.0246,0.0246,0,0,0,0,0,0
2024-02-13 15:28:20,0.372,0.367,0.187,0.192,0.355,0.232,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-13 15:28:30,0.509,0.505,0.257,0.245,0.499,0.278,0.0462,0.0462,0.0231,0.0231,0.0231,0.0231,0,0,0,0,0,0
2024-02-13 15:28:40,0.380,0.378,0.186,0.183,0.372,0.205,0.0354,0.0354,0.0177,0.0177,0.0177,0.0177,0,0,0,0,0,0
2024-02-13 15:28:50,0.370,0.627,0.184,0.184,0.311,0.201,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:29:00,0.500,0.493,0.246,0.244,0.384,0.266,0.0450,0.0450,0.0225,0.0225,0.0225,0.0225,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300
2024-02-13 15:29:10,0.368,0.384,0.186,0.887,0.287,0.221,0.0348,0.0348,0.0174,0.0174,0.0174,0.0174,0,0,0,0,0,0
2024-02-13 15:29:20,0.376,0.372,0.189,0.262,0.340,0.205,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:29:30,0.520,0.510,0.253,0.246,0.552,0.294,0.0450,0.0450,0.0225,0.0225,0.0225,0.0225,0,0,0,0,0,0
2024-02-13 15:29:40,0.369,0.371,0.185,0.183,0.278,0.200,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:29:50,0.381,0.371,0.187,0.196,0.346,0.203,0.0348,0.0348,0.0174,0.0174,0.0174,0.0174,0,0,0,0,0,0
2024-02-13 15:30:00,0.519,0.508,0.260,0.248,0.533,0.305,0.0468,0.0468,0.0234,0.0234,0.0234,0.0234,0,0,0,0,0,0
2024-02-13 15:30:10,0.374,0.370,0.184,0.183,0.292,0.198,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:30:20,0.430,0.373,0.186,0.185,0.352,0.208,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:30:30,0.504,0.488,0.255,0.244,0.386,0.281,0.0450,0.0450,0.0225,0.0225,0.0225,0.0225,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300
2024-02-13 15:30:40,0.370,0.431,0.184,0.183,0.274,0.198,0.0348,0.0348,0.0174,0.0174,0.0174,0.0174,0,0,0,0,0,0
2024-02-13 15:30:50,0.382,0.372,0.187,0.187,0.335,0.203,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:31:00,0.502,0.496,0.252,0.244,0.400,0.272,0.0450,0.0450,0.0225,0.0225,0.0225,0.0225,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300
2024-02-13 15:31:10,0.377,0.368,0.184,0.182,0.265,0.196,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:31:20,0.374,0.367,0.183,0.246,0.301,0.202,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
