sep=,
"Time","max capacity","alertmanager-kube-prometheus-stackr-alertmanager-0","camunda-platform-connectors-7fd698449b-vvm76","camunda-platform-elasticsearch-master-0","camunda-platform-elasticsearch-master-1","camunda-platform-operate-5bc7c489c4-8xh6n","camunda-platform-tasklist-9968d5594-82sgg","camunda-platform-zeebe-0","camunda-platform-zeebe-gateway-5ff76496c4-vf4q5","console-worker-console-worker-chart-camunda-8-go-console-whvxc2","coredns-77ccd57875-qkp4q","kepler-ln5kk","kube-prometheus-stackr-grafana-7ffd75f6bd-42n6h","kube-prometheus-stackr-kube-state-metrics-5f4cb89995-qf4pn","kube-prometheus-stackr-operator-7c7767ffc-sdpxc","kube-prometheus-stackr-prometheus-node-exporter-jwms7","load-controller-58b9d65bf8-mm8d9","load-controller-644684d46f-q72xk","load-controller-66cf7f68-hmt2r","load-controller-66cf7f68-rttrm","load-controller-67c58875f5-ppk6k","load-controller-684f654f8f-fwwhx","load-controller-6c875465d-9nfmj","load-controller-78654477db-7h79d","load-controller-7cd88f89fb-6h24w","load-controller-7cd88f89fb-98h2w","load-controller-7cd88f89fb-pw9k6","load-controller-84f88854fb-nwg5d","load-controller-89c75c689-mjwmf","load-controller-c48bd755c-8twph","local-path-provisioner-957fdf8bc-jnlfw","metrics-server-648b5df564-msqlc","prometheus-kube-prometheus-stackr-prometheus-0","restworkerjava-7cd449c7c9-q9lzx","restworkerjava-7f998589b5-tccv8","restworkerjava-b4485bd46-mj52s","restworkerjava-dfbc8756-4g77l","restworkerjava-dfbc8756-4lqdh","restworkerjava-dfbc8756-4q4st","restworkerjava-dfbc8756-6j9jb","restworkerjava-dfbc8756-77lrm","restworkerjava-dfbc8756-7dh9j","restworkerjava-dfbc8756-89txf","restworkerjava-dfbc8756-9kbrz","restworkerjava-dfbc8756-9rrdr","restworkerjava-dfbc8756-bhtxw","restworkerjava-dfbc8756-c4lpd","restworkerjava-dfbc8756-dh28k","restworkerjava-dfbc8756-dr98f","restworkerjava-dfbc8756-dtcnc","restworkerjava-dfbc8756-g4k92","restworkerjava-dfbc8756-j5cp6","restworkerjava-dfbc8756-j7lvh","restworkerjava-dfbc8756-js8dz","restworkerjava-dfbc8756-jx96t","restworkerjava-dfbc8756-kd64r","restworkerjava-dfbc8756-kqzlz","restworkerjava-dfbc8756-ln9ms","restworkerjava-dfbc8756-mb9l6","restworkerjava-dfbc8756-nblzj","restworkerjava-dfbc8756-pbwzt","restworkerjava-dfbc8756-rqf8k","restworkerjava-dfbc8756-rx95h","restworkerjava-dfbc8756-t6kb8","restworkerjava-dfbc8756-t6mrd","restworkerjava-dfbc8756-xpz7n","restworkerjava-dfbc8756-zjg5w","restworkerjava-dfbc8756-zxmb6","svclb-traefik-5671c552-795qx","test-responder-7f775dc4f9-9pzkz","test-responder-84465bf468-xpb5w","traefik-768bdcdcdd-4f8ms"
2023-12-12 17:08:00,12,0.000600,0.00247,0.137,0.100,0.0728,0.0206,0.331,0.0546,0.000168,0.00167,0.0120,0.00604,0.000241,0.000141,0.00217,0,,,,,,,,,,,,,,0.000323,0.00267,0.0122,,,,0.0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0157,,0.000126
2023-12-12 17:10:00,12,0.000206,0.00245,0.106,0.116,0.0737,0.0191,0.342,0.0564,0.000186,0.00169,0.0129,0.00382,0.000188,0.000174,0.00114,0,,,,,,,,,,,,,,0.000469,0.00286,0.0110,,,,0.0220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0180,,0.000124
2023-12-12 17:12:00,12,0.000121,0.00144,0.114,0.136,0.0892,0.0198,0.343,0.0562,0.000207,0.00177,0.0132,0.00204,0.000189,0.000121,0.00174,0,,,,,,,,,,,,,,0.000362,0.00297,0.0113,,,,0.0214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0180,,0.000113
2023-12-12 17:14:00,12,0.000149,0.00139,0.0968,0.137,0.0836,0.0196,0.328,0.0530,0.000182,0.00178,0.0134,0.00192,0.000165,0.000141,0.00284,0,,,,,,,,,,,,,,0.000388,0.00280,0.0126,,,,0.0223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0180,,0.000111
2023-12-12 17:16:00,12,0.000200,0.00959,0.109,0.138,0.0713,0.0188,0.322,0.0617,0.000193,0.00246,0.0143,0.00235,0.000306,0.000215,0.00143,0,,,,,,,,,,,,,,0.000355,0.00305,0.0102,,,,0.0297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0173,,0.000156
2023-12-12 17:18:00,12,0.000285,0.00147,0.109,0.117,0.0739,0.0195,0.310,0.0582,0.000188,0.00187,0.0128,0.00406,0.000193,0.000115,0.00167,0,,,,,,,,,,,,,,0.000308,0.00280,0.0119,,,,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0150,,0.0000897
2023-12-12 17:20:00,12,0.000261,0.00159,0.102,0.152,0.0788,0.0215,0.344,0.0585,0.000193,0.00189,0.0116,0.00399,0.000180,0.000413,0.00107,0,,,,,,,,,,,,,,0.000324,0.00273,0.0112,,,,0.0229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0182,,0.000104
2023-12-12 17:22:00,12,0.000220,0.00145,0.0978,0.129,0.0715,0.0219,0.328,0.0537,0.000161,0.00158,0.0135,0.00344,0.000182,0.000431,0.00150,0,,,,,,,,,,,,,,0.000398,0.00295,0.0115,,,,0.0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0169,,0.000131
2023-12-12 17:24:00,12,0.000197,0.00203,0.114,0.138,0.0755,0.0339,0.368,0.0723,0.000213,0.00175,0.0137,0.00233,0.000203,0.000500,0.00156,0,,,,,,,,,,,,,,0.000386,0.00286,0.0115,,,,0.0272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0221,,0.000121
2023-12-12 17:26:00,12,0.000226,0.00370,0.126,0.145,0.0948,0.0228,0.359,0.0653,0.000179,0.00172,0.0142,0.00111,0.000196,0.000214,0.00128,0,,,,,,,,,,,,,,0.000344,0.00284,0.0120,,,,0.0269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0225,,0.000163
2023-12-12 17:28:00,12,0.000185,0.00130,0.119,0.115,0.0703,0.0228,0.312,0.0535,0.000157,0.00184,0.0117,0.00199,0.000165,0.000328,0.00226,0,,,,,,,,,,,,,,0.000350,0.00299,0.0115,,,,0.0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0166,,0.000132
2023-12-12 17:30:00,12,0.000192,0.00159,0.124,0.129,0.0673,0.0159,0.332,0.0539,0.000164,0.00168,0.0128,0.00159,0.000196,0.000149,0.00129,0,,,,,,,,,,,,,,0.000350,0.00261,0.0111,,,,0.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0149,,0.0000855
2023-12-12 17:32:00,12,0.000188,0.00334,0.194,0.267,0.125,0.0234,0.331,0.0537,0.000212,0.00183,0.0179,0.00614,0.000298,0.000217,0.00253,,,0.00228,,,,,,,,,,,,0.000347,0.00315,0.0126,,,,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0162,,0.000200
2023-12-12 17:34:00,12,0.0000838,0.00139,0.145,0.122,0.0701,0.0207,0.322,0.0555,0.000211,0.00213,0.0146,0.00409,0.000306,0.000141,0.00146,,,0.00393,,,,,,,,,,,,0.000318,0.00292,0.0201,,,,0.0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0157,,0.000103
2023-12-12 17:36:00,12,0.000177,0.00133,0.114,0.123,0.0680,0.0203,0.330,0.0526,0.000181,0.00172,0.0132,0.00362,0.000286,0.000200,0.00182,,,0.00393,,,,,,,,,,,,0.000449,0.00336,0.0143,,,,0.0214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0153,,0.000488
2023-12-12 17:38:00,12,0.000191,0.00125,0.121,0.151,0.0850,0.0203,0.307,0.0554,0.000191,0.00172,0.0136,0.00241,0.000333,0.000172,0.00140,,,0,,,,,,,,,,,,0.000391,0.00312,0.0142,,,,0.0223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0161,,0.0000951
2023-12-12 17:40:00,12,0.000156,0.00125,0.0990,0.122,0.0755,0.0200,0.328,0.0532,0.000179,0.00182,0.0132,0.00120,0.000314,0.000108,0.00129,,,0.00183,,,,,,,,,,,,0.000425,0.00287,0.0115,,,,0.0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0155,,0.00306
2023-12-12 17:42:00,12,0.000186,0.00131,0.0789,0.0911,0.0596,0.0139,0.266,0.0436,0.000188,0.00169,0.0135,0.00168,0.000248,0.000129,0.00138,,,0.00183,,,,,,,,,,,,0.000304,0.00272,0.0165,,,,0.0174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0143,,0.000106
2023-12-12 17:44:00,12,0.000261,0.00135,0.114,0.111,0.0690,0.0185,0.299,0.0475,0.000165,0.00195,0.0121,0.00350,0.000330,0.000120,0.00114,,,0.00157,,,,,,,,,,,,0.000317,0.00303,0.0136,,,,0.0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0147,,0.000420
2023-12-12 17:46:00,12,0.000257,0.00124,0.0719,0.0996,0.0587,0.0147,0.264,0.0453,0.000179,0.00190,0.0143,0.00449,0.000264,0.000531,0.00127,,,0.00157,,,,,,,,,,,,0.000365,0.00290,0.0130,,,,0.0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0123,,0.0000836
2023-12-12 17:48:00,12,0.000256,0.00230,0.0947,0.283,0.0525,0.0136,0.260,0.0441,0.000181,0.00190,0.0112,0.00441,0.000349,0.000302,0.00133,,,0,,,,,,,,,,,,0.000339,0.00265,0.0125,,,,0.0154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0101,,0.000431
2023-12-12 17:50:00,12,0.000236,0.00125,0.0822,0.0846,0.0533,0.0152,0.275,0.0470,0.000212,0.00204,0.0120,0.00241,0.000378,0.000341,0.00161,,,0.00194,,,,,,,,,,,,0.000355,0.00295,0.0122,,,,0.0171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0135,,0.000437
2023-12-12 17:52:00,12,0.000210,0.00136,0.0842,0.0752,0.0566,0.0145,0.238,0.0424,0.000186,0.00222,0.0117,0.00165,0.000259,0.000294,0.00109,,,0.00194,,,,,,,,,,,,0.000383,0.00294,0.0122,,,,0.0154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0118,,0.000466
2023-12-12 17:54:00,12,0.000194,0.00222,0.0777,0.177,0.0533,0.0135,0.249,0.0455,0.000173,0.00203,0.0112,0.00299,0.000261,0.000331,0.00103,,,0,,,,,,,,,,,,0.000381,0.00275,0.0124,,,,0.0154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0119,,0.000355
2023-12-12 17:56:00,12,0.000123,0.00150,0.0876,0.0830,0.0496,0.0131,0.260,0.0455,0.000190,0.00190,0.0129,0.00188,0.000279,0.000630,0.00167,,,0.00185,,,,,,,,,,,,0.000433,0.00301,0.0119,,,,0.0160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0133,,0.000402
2023-12-12 17:58:00,12,0.0000918,0.00139,0.0750,0.0952,0.0559,0.0156,0.273,0.0463,0.000165,0.00198,0.0128,0.00438,0.000261,0.000674,0.00241,,,0.00173,,,,,,,,,,,,0.000383,0.00296,0.0109,,,,0.0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0133,,0.000375
2023-12-12 18:00:00,12,0.000200,0.00134,0.0898,0.0898,0.0492,0.0185,0.247,0.0446,0.000174,0.00170,0.0129,0.00418,0.000243,0.000378,0.00103,,,0.00173,,,,,,,,,,,,0.000235,0.00291,0.0167,,,,0.0230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0123,,0.000388
2023-12-12 18:02:00,12,0.000261,0.00135,0.0833,0.0957,0.109,0.0174,0.280,0.0484,0.000183,0.00171,0.0131,0.00504,0.000299,0.000509,0.00142,,,0,,,,,,,,,,,,0.000365,0.00290,0.0122,,,,0.0190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0153,,0.000384
2023-12-12 18:04:00,12,0.000197,0.00140,0.0802,0.0804,0.0580,0.0149,0.278,0.0462,0.000162,0.00170,0.0124,0.00213,0.000318,0.000582,0.00178,,,0.00204,,,,,,,,,,,,0.000364,0.00259,0.0675,,,,0.0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0135,,0.000325
2023-12-12 18:06:00,12,0.000173,0.00135,0.0845,0.107,0.0652,0.0172,0.282,0.0488,0.000202,0.00161,0.0132,0.00195,0.000277,0.000445,0.00129,,,0.00204,,,,,,,,,,,,0.000407,0.00307,0.0139,,,,0.0176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0147,,0.000152
2023-12-12 18:08:00,12,0.000186,0.00136,0.0789,0.0941,0.0589,0.0143,0.287,0.0465,0.000195,0.00168,0.0118,0.00179,0.000212,0.000136,0.00151,,,0,,,,,,,,,,,,0.000319,0.00307,0.0116,,,,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0145,,0.000351
2023-12-12 18:10:00,12,0.0000785,0.00138,0.0859,0.0961,0.0581,0.0159,0.286,0.0527,0.000200,0.00202,0.0126,0.00387,0.000159,0.000194,0.00242,,,0.00168,,,,,,,,,,,,0.000358,0.00271,0.0563,,,,0.0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0160,,0.0000728
2023-12-12 18:12:00,12,0.000235,0.00134,0.0897,0.105,0.0613,0.0169,0.300,0.0513,0.000177,0.00164,0.0110,0.00407,0.000296,0.000187,0.00146,,,0.000821,,,,,,,,,,,,0.000493,0.00283,0.0135,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0157,,0.000119
2023-12-12 18:14:00,12,0.000247,0.00135,0.0901,0.0931,0.0527,0.0166,0.287,0.0471,0.000178,0.00162,0.0142,0.00556,0.000301,0.000152,0.00133,,,0.000737,,,,,,,,,,,,0.000373,0.00292,0.0125,,,,0.0187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0137,,0.000132
2023-12-12 18:16:00,12,0.000222,0.00133,0.0801,0.0973,0.0539,0.0167,0.279,0.0455,0.000175,0.00196,0.0120,0.00153,0.000254,0.000293,0.00169,,,0.000543,,,,,,,,,,,,0.000359,0.00276,0.0145,,,,0.0174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0141,,0.000106
2023-12-12 18:18:00,12,0.000178,0.00144,0.0839,0.102,0.0548,0.0149,0.266,0.0472,0.000180,0.00159,0.0108,0.00173,0.000282,0.000216,0.00147,,,0.000553,,,,,,,,,,,,0.000353,0.00299,0.0422,,,,0.0166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0126,,0.000131
2023-12-12 18:20:00,12,0.000427,0.00138,0.125,0.119,0.0688,0.0227,0.333,0.0498,0.000178,0.00165,0.0118,0.00259,0.000158,0.000135,0.00118,,,0.000551,,,,,,,,,,,,0.000274,0.00315,0.0465,,,,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0177,,0.000135
2023-12-12 18:22:00,12,0.000325,0.00144,0.0862,0.0755,0.0561,0.0203,0.285,0.0465,0.000164,0.00180,0.0130,0.00182,0.00179,0.000185,0.000980,,,0.000540,,,,,,,,,,,,0.000250,0.00267,0.0131,,,,0.0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0140,,0.000105
2023-12-12 18:24:00,12,0.000357,0.00178,0.394,0.401,0.148,0.0146,0.267,0.0468,0.000186,0.00172,0.0122,0.00387,0.000174,0.000138,0.00266,,,0.000564,,,,,,,,,,,,0.000384,0.00289,0.0137,,,,0.0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0136,,0.000129
2023-12-12 18:26:00,12,0.000428,0.00133,0.219,0.283,0.0524,0.0150,0.278,0.0434,0.000178,0.00159,0.0113,0.00359,0.000163,0.000166,0.00133,,,0.000544,,,,,,,,,,,,0.000236,0.00300,0.0692,,,,0.0171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0143,,0.000155
2023-12-12 18:28:00,12,0.000376,0.00137,0.185,0.393,0.0516,0.0163,0.259,0.0429,0.000179,0.00161,0.0130,0.00512,0.000161,0.000176,0.00119,,,0.000576,,,,,,,,,,,,0.000218,0.00263,0.0125,,,,0.0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0127,,0.000101
2023-12-12 18:30:00,12,0.000379,0.00154,0.175,0.250,0.0507,0.0167,0.269,0.0428,0.000177,0.00168,0.0123,0.00241,0.000167,0.000111,0.00151,,,0.000581,,,,,,,,,,,,0.000368,0.00293,0.0528,,,,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0125,,0.000122
2023-12-12 18:32:00,12,0.000116,0.00124,0.191,0.108,0.0445,0.0150,0.234,0.0413,0.000178,0.00165,0.0122,0.00295,0.000179,0.000119,0.00130,,,0.000582,,,,,,,,,,,,0.000308,0.00269,0.0628,,,,0.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0113,,0.0000981
2023-12-12 18:34:00,12,0.000396,0.00131,0.101,0.268,0.0487,0.0146,0.260,0.0432,0.000195,0.00204,0.0128,0.00109,0.000164,0.000130,0.00126,,,0.000542,,,,,,,,,,,,0.000364,0.00268,0.0423,,,,0.0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0125,,0.000107
2023-12-12 18:36:00,12,0.0000826,0.00174,0.0954,0.120,0.0609,0.0181,0.287,0.0448,0.000196,0.00163,0.0123,0.00382,0.000137,0.000311,0.00149,,,0.000566,,,,,,,,,,,,0.000209,0.00310,0.0503,,,,0.0178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0141,,0.000138
2023-12-12 18:38:00,12,0.000196,0.00143,0.122,0.132,0.0546,0.0151,0.255,0.0427,0.000170,0.00172,0.0117,0.00515,0.000172,0.000112,0.00161,,,0.000563,,,,,,,,,,,,0.000395,0.00265,0.0628,,,,0.0156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0115,,0.000119
2023-12-12 18:40:00,12,0.000226,0.00164,0.151,0.440,0.0576,0.0170,0.268,0.0449,0.000175,0.00172,0.0116,0.00228,0.000169,0.000211,0.00153,,,0.000551,,,,,,,,,,,,0.000351,0.00286,0.0788,,,,0.0152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0124,,0.000101
2023-12-12 18:42:00,12,0.0000983,0.00131,0.805,1.57,0.0649,0.0195,0.293,0.0504,0.000175,0.00169,0.0135,0.00214,0.000226,0.000127,0.00122,,,0.000973,,,,,,,,,,,,0.000210,0.00297,0.0793,,,,0.0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0151,,0.000109
2023-12-12 18:44:00,12,0.000400,0.00134,0.145,0.123,0.0510,0.0180,0.267,0.0464,0.000184,0.00183,0.0120,0.00207,0.000155,0.000119,0.00101,,,0.000559,,,,,,,,,,,,0.000323,0.00300,0.0666,,,,0.0166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0134,,0.0000862
2023-12-12 18:46:00,12,0.000198,0.00207,0.0810,0.129,0.0480,0.0174,0.258,0.0426,0.000187,0.00167,0.0122,0.00281,0.000199,0.000314,0.00129,,,0.000661,,,,,,,,,,,,0.000343,0.00295,0.0514,,,,0.0154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0117,,0.000160
2023-12-12 18:48:00,12,0.000195,0.00141,0.0951,0.126,0.0486,0.0156,0.260,0.0422,0.000207,0.00164,0.0133,0.00122,0.000143,0.0000918,0.00174,,,0.000571,,,,,,,,,,,,0.000257,0.00279,0.0597,,,,0.0157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0112,,0.0000753
2023-12-12 18:50:00,12,0.000119,0.00127,0.0660,0.112,0.0408,0.0141,0.245,0.0404,0.000188,0.00162,0.0115,0.00351,0.000161,0.000150,0.00163,,,0.000561,,,,,,,,,,,,0.000223,0.00279,0.0568,,,,0.0154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0118,,0.000118
2023-12-12 18:52:00,12,0.000171,0.00134,0.153,0.112,0.0430,0.0117,0.231,0.0389,0.000171,0.00177,0.0124,0.00363,0.000181,0.000128,0.00302,,,0.000595,,,,,,,,,,,,0.000336,0.00278,0.0457,,,,0.0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0122,,0.000110
2023-12-12 18:54:00,12,0.0000844,0.00169,0.0718,0.0983,0.0522,0.0137,0.243,0.0427,0.000170,0.00197,0.0130,0.00254,0.000148,0.000207,0.00131,,,0.000549,,,,,,,,,,,,0.000224,0.00291,0.0498,,,,0.0137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0116,,0.000159
2023-12-12 18:56:00,12,0.000246,0.00178,0.0774,0.107,0.0489,0.0143,0.273,0.0393,0.000182,0.00179,0.0131,0.00110,0.000193,0.000235,0.00177,,,0.000533,,,,,,,,,,,,0.000351,0.00313,0.0929,,,,0.0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0112,,0.000138
2023-12-12 18:58:00,12,0.000153,0.00159,0.143,0.155,0.0518,0.0171,0.254,0.0415,0.000213,0.00174,0.0138,0.00215,0.000153,0.000105,0.00127,,,0.000508,,,,,,,,,,,,0.000213,0.00284,0.0643,,,,0.0158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0114,,0.000124
2023-12-12 19:00:00,12,0.0000967,0.00137,0.0696,0.0822,0.0420,0.0141,0.247,0.0415,0.000202,0.00185,0.0121,0.00197,0.000166,0.0000618,0.00139,,,0.000548,,,,,,,,,,,,0.000207,0.00288,0.0638,,,,0.0156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0116,,0.000102
2023-12-12 19:02:00,12,0.000187,0.00136,0.0788,0.0903,0.0492,0.0143,0.243,0.0427,0.000170,0.00179,0.0133,0.00302,0.000196,0.000101,0.00140,,,0.000536,,,,,,,,,,,,0.000244,0.00265,0.0156,,,,0.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0113,,0.000107
2023-12-12 19:04:00,12,0.000199,0.00119,0.0664,0.0840,0.0506,0.0142,0.252,0.0421,0.000190,0.00186,0.0124,0.00366,0.000184,0.000112,0.00147,,,0.000538,,,,,,,,,,,,0.000206,0.00293,0.0119,,,,0.0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0121,,0.0000874
2023-12-12 19:06:00,12,0.000173,0.00275,0.0665,0.0875,0.0503,0.0132,0.247,0.0404,0.000190,0.00158,0.0120,0.00340,0.000172,0.000186,0.000952,,,0.000530,,,,,,,,,,,,0.000316,0.00275,0.0134,,,,0.0146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0116,,0.000169
2023-12-12 19:08:00,12,0.000211,0.00128,0.0766,0.0845,0.0542,0.0145,0.242,0.0442,0.000185,0.00161,0.0109,0.00169,0.000234,0.000201,0.00109,,,0.000550,,,,,,,,,,,,0.000375,0.00295,0.0113,,,,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0114,,0.000119
2023-12-12 19:10:00,12,0.0000934,0.00147,0.0715,0.0763,0.0503,0.0141,0.243,0.0432,0.000185,0.00162,0.0128,0.00157,0.000211,0.000123,0.00227,,,0.000542,,,,,,,,,,,,0.000206,0.00276,0.0188,,,,0.0142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0128,,0.000104
2023-12-12 19:12:00,12,0.000162,0.00142,0.0661,0.0703,0.0439,0.0117,0.223,0.0409,0.000174,0.00154,0.0124,0.00215,0.000217,0.000143,0.00145,,,0.000532,,,,,,,,,,,,0.000211,0.00286,0.0179,,,,0.0137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0107,,0.000112
2023-12-12 19:14:00,12,0.000247,0.00141,0.111,0.0950,0.0407,0.0150,0.241,0.0419,0.000179,0.00164,0.0125,0.00211,0.000160,0.000151,0.00133,,,0.000792,,,,,,,,,,,,0.000254,0.00292,0.0105,,,,0.0156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0110,,0.0000911
2023-12-12 19:16:00,12,0.000263,0.00124,0.300,0.340,0.187,0.0487,0.893,0.129,0.000185,0.00207,0.0124,0.00444,0.000274,0.000229,0.00160,,,0.000548,,,,,,,,,,,,0.000212,0.00307,0.0144,,,,0.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0537,,0.000209
2023-12-12 19:18:00,12,0.000177,0.00129,0.0685,0.0740,0.0467,0.0147,0.258,0.0435,0.000183,0.00168,0.0134,0.00285,0.000189,0.000138,0.00172,,,0.000591,,,,,,,,,,,,0.000227,0.00262,0.0142,,,,0.0170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0113,,0.000272
2023-12-12 19:20:00,12,0.000179,0.00217,0.0740,0.0835,0.0463,0.0133,0.221,0.0411,0.000200,0.00192,0.0122,0.00429,0.000252,0.000315,0.00135,,,0.000533,,,,,,,,,,,,0.000244,0.00273,0.0124,,,,0.0162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0108,,0.000144
2023-12-12 19:22:00,12,0.000224,0.00147,0.0660,0.0957,0.0446,0.0139,0.241,0.0380,0.000167,0.00173,0.0141,0.00179,0.000152,0.000140,0.00151,,,0.000564,,,,,,,,,,,,0.000252,0.00250,0.0120,,,,0.0132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0112,,0.000383
2023-12-12 19:24:00,12,0.000196,0.00123,0.106,0.200,0.0405,0.0102,0.224,0.0474,0.000197,0.00160,0.0123,0.00228,0.000166,0.0000860,0.00153,,,0.000530,,,,,,,,,,,,0.000278,0.00312,0.0130,,,,0.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00949,,0.000620
2023-12-12 19:26:00,12,0.000267,0.00134,0.102,0.119,0.0467,0.0124,0.225,0.0385,0.000167,0.00170,0.0125,0.00310,0.000187,0.000211,0.000981,,,0.000532,,,,,,,,,,,,0.000225,0.00311,0.0115,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00942,,0.000461
2023-12-12 19:28:00,12,0.000137,0.00126,0.212,0.108,0.0471,0.0110,0.207,0.0353,0.000181,0.00167,0.0126,0.00355,0.000176,0.000234,0.00133,,,0.000539,,,,,,,,,,,,0.000221,0.00264,0.0149,,,,0.0118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00916,,0.000401
2023-12-12 19:30:00,12,0.0000645,0.00118,0.334,0.409,0.208,0.0533,0.632,0.118,0.000184,0.00189,0.0128,0.00381,0.000254,0.000384,0.00142,,,0.000520,,,,,,,,,,,,0.000201,0.00298,0.0183,,,,0.0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0396,,0.000588
