sep=,
"Time","max capacity","alertmanager-kube-prometheus-stackr-alertmanager-0","camunda-platform-connectors-7d745cc4cd-lk6h4","camunda-platform-elasticsearch-master-0","camunda-platform-elasticsearch-master-1","camunda-platform-operate-745dd6ffbd-hd2s7","camunda-platform-tasklist-595f9975f6-62bbr","camunda-platform-zeebe-0","camunda-platform-zeebe-gateway-5b66c5dffb-5swg8","console-worker-console-worker-chart-camunda-8-go-console-wfzxss","coredns-77ccd57875-qkp4q","kepler-8czsm","kube-prometheus-stackr-grafana-6b8fb957c8-62pgz","kube-prometheus-stackr-kube-state-metrics-6d5579569-7w9tb","kube-prometheus-stackr-operator-8f879775f-f2q87","kube-prometheus-stackr-prometheus-node-exporter-qw4m2","load-controller-5445f6d748-hgqvd","local-path-provisioner-957fdf8bc-jnlfw","metrics-server-648b5df564-msqlc","prometheus-kube-prometheus-stackr-prometheus-0","restworkerjava-556c56b566-dx98j","restworkerjava-5cbbbdbc55-qxwl4","restworkerjava-67c4cdf457-bc649","restworkerjava-67fb7c7c59-v7wmm","restworkerjava-6bb6fdcc85-k4kdh","restworkerjava-77c95dd488-5z6bl","restworkerjava-7f99bf486d-5rv2m","restworkerjava-86b6d57d68-95jmw","restworkerjava-fdcf7776b-dt2lz","svclb-traefik-5671c552-795qx","test-responder-5768c7fbf7-9ppfr","traefik-768bdcdcdd-4f8ms"
2023-11-29 12:30:00,12,0.000156,0.00122,0.00528,0.00633,0.00190,0.00139,0.0778,0.0145,0.000241,0.000891,0.00966,0.00183,0.000238,0.0000985,0.00117,0.000502,0.000389,0.00261,0.0122,,0.000662,,,,,,,,0,0.000503,0.000105
2023-11-29 12:32:00,12,0.000164,0.00128,0.00507,0.00649,0.00280,0.00219,0.0774,0.0148,0.000197,0.000846,0.00908,0.00164,0.000264,0.000156,0.00185,0.000499,0.000378,0.00244,0.00770,,0.000662,,,,,,,,0,0.000587,0.0000913
2023-11-29 12:34:00,12,0.000167,0.00123,0.00486,0.00591,0.00221,0.000942,0.0786,0.0151,0.000208,0.000865,0.0101,0.00419,0.000269,0.000302,0.00122,0.000505,0.000322,0.00272,0.0147,,0.000655,,,,,,,,0,0.000486,0.0000960
2023-11-29 12:36:00,12,0.000196,0.00127,0.00526,0.00642,0.00215,0.00125,0.0791,0.0154,0.000190,0.000888,0.00966,0.00509,0.000288,0.000392,0.00162,0.000554,0.000308,0.00247,0.0133,,0.000749,,,,,,,,0,0.000567,0.0000940
2023-11-29 12:38:00,12,0.000160,0.00192,0.00471,0.00639,0.00257,0.00135,0.0786,0.0149,0.000188,0.000843,0.00827,0.00204,0.000289,0.000211,0.00122,0.000517,0.000394,0.00236,0.0149,0.00110,,,,,,,,,0,0.000517,0.000109
2023-11-29 12:40:00,12,0.000180,0.00122,0.00509,0.00655,0.00201,0.00143,0.0791,0.0150,0.000202,0.000942,0.00867,0.00260,0.000344,0.000147,0.00131,0.000542,0.000335,0.00251,0.0184,0.000971,,,,,,,,,0,0.000543,0.0000938
2023-11-29 12:42:00,12,0.000161,0.00129,0.00522,0.00591,0.00213,0.00117,0.0793,0.0161,0.000205,0.000928,0.00824,0.000418,0.000262,0.000115,0.00114,0.000556,0.000321,0.00253,0.0127,0.000818,,,,,,,,,0,0.000563,0.0000913
2023-11-29 12:44:00,12,0.000194,0.00130,0.00528,0.00640,0.00215,0.00116,0.0793,0.0156,0.000187,0.000860,0.00990,0.00191,0.000175,0.000254,0.00232,0.000567,0.000370,0.00253,0.0117,0.000714,,,,,,,,,0,0.000519,0.0000812
2023-11-29 12:46:00,12,0.000167,0.00129,0.00474,0.00600,0.00339,0.00118,0.0818,0.0151,0.000183,0.000936,0.00962,0.00274,0.000231,0.000155,0.00120,0.000538,0.000367,0.00263,0.0155,0.000661,,,,,,,,,0,0.000551,0.0000885
2023-11-29 12:48:00,12,0.000157,0.00174,0.00530,0.00592,0.00251,0.00111,0.0798,0.0149,0.000204,0.000994,0.00889,0.00381,0.000230,0.000153,0.00130,0.000548,0.000352,0.00256,0.0146,0.000574,,,,,,,,,0,0.000533,0.0000814
2023-11-29 12:50:00,12,0.000151,0.00141,0.00541,0.00653,0.00208,0.00406,0.0787,0.0150,0.000241,0.000903,0.00890,0.00382,0.000275,0.000179,0.00183,0.000529,0.000342,0.00272,0.0115,0.000675,,,,,,,,,0,0.000533,0.0000843
2023-11-29 12:52:00,12,0.000194,0.00117,0.00550,0.00557,0.00290,0.00103,0.0802,0.0150,0.000183,0.000895,0.00849,0.00488,0.000179,0.0000897,0.00109,0.000515,0.000422,0.00248,0.0197,0.000654,,,,,,,,,0,0.000496,0.000329
2023-11-29 12:54:00,12,0.000151,0.00116,0.00494,0.00674,0.00218,0.00128,0.0795,0.0147,0.000191,0.000977,0.0105,0.00179,0.000233,0.000196,0.00128,0.000524,0.000352,0.00268,0.0146,0.000597,,,,,,,,,0,0.000516,0.000307
2023-11-29 12:56:00,12,0.000191,0.00124,0.00535,0.00666,0.00271,0.00212,0.0790,0.0147,0.000188,0.000947,0.00885,0.000348,0.000227,0.000239,0.00115,0.000527,0.000341,0.00252,0.0129,0.000590,,,,,,,,,0,0.000522,0.000353
2023-11-29 12:58:00,12,0.000212,0.00121,0.00578,0.00649,0.00265,0.00167,0.0797,0.0150,0.000183,0.00102,0.00909,0.00200,0.000145,0.000112,0.00150,0.000600,0.000361,0.00259,0.0150,0.000664,,,,,,,,,0,0.000558,0.000332
2023-11-29 13:00:00,12,0.000158,0.00120,0.00535,0.00618,0.00230,0.00323,0.0796,0.0150,0.000175,0.00102,0.00962,0.00150,0.000185,0.000161,0.00133,0.000537,0.000349,0.00245,0.0164,,,,,,,,0.000969,,0,0.000553,0.000342
2023-11-29 13:02:00,12,0.000172,0.00113,0.00453,0.00727,0.00219,0.00156,0.0803,0.0150,0.000223,0.000876,0.00812,0.00384,0.000182,0.000196,0.00131,0.000535,0.000353,0.00243,0.0137,,,,,,,,0.000977,,0,0.000547,0.000344
2023-11-29 13:04:00,12,0.000202,0.00126,0.00554,0.00856,0.00396,0.00120,0.0792,0.0150,0.000192,0.000841,0.00909,0.00262,0.000171,0.000223,0.00142,0.000545,0.000346,0.00260,0.0154,,,,,,,,0.000898,,0,0.000567,0.000310
2023-11-29 13:06:00,12,0.000136,0.00131,0.00519,0.00767,0.00250,0.00102,0.0800,0.0151,0.000191,0.000931,0.00896,0.00496,0.000199,0.000120,0.00175,0.000542,0.000348,0.00239,0.00710,,,,,,,,0.000623,,0,0.000516,0.000398
2023-11-29 13:08:00,12,0.000166,0.00103,0.00589,0.00532,0.00182,0.00117,0.0780,0.0146,0.000178,0.000861,0.00899,0.00104,0.000194,0.000212,0.00248,0.000514,0.000378,0.00233,0.0114,,,,,,,,0.000610,,0,0.000510,0.000312
2023-11-29 13:10:00,12,0.000206,0.00125,0.00491,0.00604,0.00191,0.00123,0.0771,0.0147,0.000223,0.00109,0.00828,0.00178,0.000172,0.0000864,0.00159,0.000510,0.000383,0.00257,0.0145,,,,,,,,0.000590,,0,0.000513,0.0000767
2023-11-29 13:12:00,12,0.000143,0.00128,0.00520,0.00581,0.00183,0.00168,0.0783,0.0146,0.000193,0.000953,0.00902,0.00225,0.000203,0.000113,0.0000423,0.000521,0.000389,0.00255,0.0156,,,,,,,,0.000590,,0,0.000476,0.000398
2023-11-29 13:14:00,12,0.000177,0.00126,0.00555,0.00625,0.00201,0.00116,0.0783,0.0147,0.000223,0.000915,0.00882,0.00289,0.000221,0.000541,0.00126,0.000536,0.000304,0.00264,0.0130,,,,,,,,0.000709,,0,0.000524,0.000309
2023-11-29 13:16:00,12,0.000159,0.00122,0.00540,0.00598,0.00202,0.00111,0.0786,0.0147,0.000204,0.000915,0.00823,0.00630,0.000245,0.000371,0.00158,0.000535,0.000382,0.00245,0.0128,,,,,,,,0.000601,,0,0.000531,0.000299
2023-11-29 13:18:00,12,0.000301,0.00217,0.00801,0.00949,0.00337,0.00287,0.122,0.0261,0.000358,0.00129,0.0124,0.00480,0.000237,0.000532,0.00184,0.000878,0.000526,0.00361,0.0612,,,,,,,,0.00101,,0,0.000783,0.000293
2023-11-29 13:20:00,12,0.000301,0.00217,0.00801,0.00949,0.00337,0.00287,0.122,0.0261,0.000358,0.00129,0.0124,0.00480,0.000237,0.000532,0.00184,0.000878,0.000526,0.00361,0.0612,,,,,,,,0.00101,,0,0.000783,0.000293

