sep=,
"Time","load-controller-5445f6d748-hgqvd / worker / PKG","restworkerjava-556c56b566-dx98j / worker / PKG","restworkerjava-5cbbbdbc55-qxwl4 / worker / PKG","restworkerjava-67c4cdf457-bc649 / worker / PKG","restworkerjava-67fb7c7c59-v7wmm / worker / PKG","restworkerjava-6bb6fdcc85-k4kdh / worker / PKG","restworkerjava-77c95dd488-5z6bl / worker / PKG","restworkerjava-7f99bf486d-5rv2m / worker / PKG","restworkerjava-86b6d57d68-95jmw / worker / PKG","restworkerjava-fdcf7776b-dt2lz / worker / PKG","load-controller-5445f6d748-hgqvd / worker / DRAM","restworkerjava-556c56b566-dx98j / worker / DRAM","restworkerjava-5cbbbdbc55-qxwl4 / worker / DRAM","restworkerjava-67c4cdf457-bc649 / worker / DRAM","restworkerjava-67fb7c7c59-v7wmm / worker / DRAM","restworkerjava-6bb6fdcc85-k4kdh / worker / DRAM","restworkerjava-77c95dd488-5z6bl / worker / DRAM","restworkerjava-7f99bf486d-5rv2m / worker / DRAM","restworkerjava-86b6d57d68-95jmw / worker / DRAM","restworkerjava-fdcf7776b-dt2lz / worker / DRAM","load-controller-5445f6d748-hgqvd / worker / OTHER","restworkerjava-556c56b566-dx98j / worker / OTHER","restworkerjava-5cbbbdbc55-qxwl4 / worker / OTHER","restworkerjava-67c4cdf457-bc649 / worker / OTHER","restworkerjava-67fb7c7c59-v7wmm / worker / OTHER","restworkerjava-6bb6fdcc85-k4kdh / worker / OTHER","restworkerjava-77c95dd488-5z6bl / worker / OTHER","restworkerjava-7f99bf486d-5rv2m / worker / OTHER","restworkerjava-86b6d57d68-95jmw / worker / OTHER","restworkerjava-fdcf7776b-dt2lz / worker / OTHER"
2023-11-29 11:52:00,0.185,,,,0.186,,,,,,0.0170,,,,0.0171,,,,,,0,,,,0,,,,,
2023-11-29 11:52:30,0.189,,,,0.191,,,,,,0.0170,,,,0.0171,,,,,,0,,,,0,,,,,
2023-11-29 11:53:00,0.187,,,,,,,1.31,,,0.0170,,,,,,,0.0703,,,0,,,,,,,0,,
2023-11-29 11:53:30,0.184,,,,,,,0.185,,,0.0169,,,,,,,0.0169,,,0,,,,,,,0,,
2023-11-29 11:54:00,0.183,,,,,,,0.200,,,0.0170,,,,,,,0.0180,,,0,,,,,,,0,,
2023-11-29 11:54:30,0.185,,,,,,,0.186,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 11:55:00,0.184,,,,,,,0.185,,,0.0169,,,,,,,0.0169,,,0,,,,,,,0,,
2023-11-29 11:55:30,0.185,,,,,,,0.186,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 11:56:00,0.184,,,,,,,0.186,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 11:56:30,0.184,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 11:57:00,0.184,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 11:57:30,0.184,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 11:58:00,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 11:58:30,0.185,,,,,,,0.186,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 11:59:00,0.184,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 11:59:30,0.184,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:00:00,0.184,,,,,,,0.184,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:00:30,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:01:00,0.184,,,,,,,0.184,,,0.0169,,,,,,,0.0169,,,0,,,,,,,0,,
2023-11-29 12:01:30,0.184,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:02:00,0.184,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:02:30,0.184,,,,,,,0.184,,,0.0169,,,,,,,0.0169,,,0,,,,,,,0,,
2023-11-29 12:03:00,0.184,,,,,,,0.185,,,0.0169,,,,,,,0.0169,,,0,,,,,,,0,,
2023-11-29 12:03:30,0.184,,,,,,,0.184,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:04:00,0.184,,,,,,,0.184,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:04:30,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:05:00,0.184,,,,,,,0.184,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:05:30,0.184,,,,,,,0.184,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:06:00,0.183,,,,,,,0.184,,,0.0169,,,,,,,0.0169,,,0,,,,,,,0,,
2023-11-29 12:06:30,0.184,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:07:00,0.184,,,,,,,0.184,,,0.0169,,,,,,,0.0169,,,0,,,,,,,0,,
2023-11-29 12:07:30,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:08:00,0.184,,,,,,,0.185,,,0.0169,,,,,,,0.0169,,,0,,,,,,,0,,
2023-11-29 12:08:30,0.186,,,,,,,0.186,,,0.0170,,,,,,,0.0171,,,0,,,,,,,0,,
2023-11-29 12:09:00,0.189,,,,,,,0.191,,,0.0178,,,,,,,0.0184,,,0,,,,,,,0,,
2023-11-29 12:09:30,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0171,,,0,,,,,,,0,,
2023-11-29 12:10:00,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:10:30,0.186,,,,,,,0.186,,,0.0170,,,,,,,0.0171,,,0,,,,,,,0,,
2023-11-29 12:11:00,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0171,,,0,,,,,,,0,,
2023-11-29 12:11:30,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:12:00,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0171,,,0,,,,,,,0,,
2023-11-29 12:12:30,0.186,,,,,,,0.186,,,0.0170,,,,,,,0.0172,,,0,,,,,,,0,,
2023-11-29 12:13:00,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0170,,,0,,,,,,,0,,
2023-11-29 12:13:30,0.185,,,,,,,0.185,,,0.0170,,,,,,,0.0171,,,0,,,,,,,0,,
2023-11-29 12:14:00,0.192,,,,,,,0.193,,,0.0176,,,,,,,0.0183,,,0,,,,,,,0,,
2023-11-29 12:14:30,0.189,,,,,,,,,,0.0170,,,,,,,,,,0,,,,,,,,,
2023-11-29 12:15:00,0.185,,0.680,,,,,,,,0.0170,,0.0491,,,,,,,,0,,0,,,,,,,
2023-11-29 12:15:30,0.185,,0.186,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:16:00,0.184,,0.186,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:16:30,0.184,,0.185,,,,,,,,0.0169,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:17:00,0.184,,0.186,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:17:30,0.184,,0.185,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:18:00,0.184,,0.186,,,,,,,,0.0170,,0.0171,,,,,,,,0,,0,,,,,,,
2023-11-29 12:18:30,0.184,,0.184,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:19:00,0.183,,0.185,,,,,,,,0.0170,,0.0171,,,,,,,,0,,0,,,,,,,
2023-11-29 12:19:30,0.183,,0.184,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:20:00,0.184,,0.185,,,,,,,,0.0170,,0.0171,,,,,,,,0,,0,,,,,,,
2023-11-29 12:20:30,0.184,,0.184,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:21:00,0.183,,0.184,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:21:30,0.184,,0.184,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:22:00,0.182,,0.183,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:22:30,0.184,,0.184,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:23:00,0.184,,0.185,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:23:30,0.183,,0.183,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:24:00,0.183,,0.185,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:24:30,0.184,,0.184,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:25:00,0.183,,0.184,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:25:30,0.183,,0.184,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:26:00,0.184,,0.185,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:26:30,0.184,,0.184,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:27:00,0.183,,0.185,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:27:30,0.183,,0.183,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:28:00,0.183,,0.183,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:28:30,0.184,,0.184,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:29:00,0.183,,0.183,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:29:30,0.183,,0.184,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:30:00,0.180,,0.180,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:30:30,0.180,,0.181,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:31:00,0.181,,0.181,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:31:30,0.180,,0.181,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:32:00,0.180,,0.180,,,,,,,,0.0169,,0.0169,,,,,,,,0,,0,,,,,,,
2023-11-29 12:32:30,0.180,,0.181,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:33:00,0.180,,0.180,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:33:30,0.179,,0.181,,,,,,,,0.0170,,0.0171,,,,,,,,0,,0,,,,,,,
2023-11-29 12:34:00,0.179,,0.179,,,,,,,,0.0170,,0.0170,,,,,,,,0,,0,,,,,,,
2023-11-29 12:34:30,0.180,,0.181,,,,,,,,0.0170,,0.0171,,,,,,,,0,,0,,,,,,,
2023-11-29 12:35:00,0.182,,0.182,,,,,,,,0.0170,,0.0171,,,,,,,,0,,0,,,,,,,
2023-11-29 12:35:30,0.182,,0.184,,,,,,,,0.0170,,0.0173,,,,,,,,0,,0,,,,,,,
2023-11-29 12:36:00,0.183,,0.183,,,,,,,,0.0170,,0.0171,,,,,,,,0,,0,,,,,,,
2023-11-29 12:36:30,0.184,,,,,,,,,,0.0170,,,,,,,,,,0,,,,,,,,,
2023-11-29 12:37:00,0.179,0.180,,,,,,,,,0.0170,0.0170,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:37:30,0.180,0.183,,,,,,,,,0.0170,0.0170,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:38:00,0.181,0.183,,,,,,,,,0.0170,0.0174,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:38:30,0.183,0.184,,,,,,,,,0.0170,0.0176,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:39:00,0.180,0.182,,,,,,,,,0.0170,0.0173,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:39:30,0.181,0.183,,,,,,,,,0.0170,0.0174,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:40:00,0.181,0.183,,,,,,,,,0.0170,0.0174,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:40:30,0.181,0.184,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:41:00,0.181,0.183,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:41:30,0.181,0.183,,,,,,,,,0.0170,0.0173,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:42:00,0.180,0.181,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:42:30,0.181,0.183,,,,,,,,,0.0170,0.0173,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:43:00,0.181,0.183,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:43:30,0.181,0.182,,,,,,,,,0.0170,0.0173,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:44:00,0.181,0.181,,,,,,,,,0.0170,0.0170,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:44:30,0.181,0.182,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:45:00,0.181,0.182,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:45:30,0.181,0.182,,,,,,,,,0.0170,0.0170,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:46:00,0.181,0.182,,,,,,,,,0.0170,0.0173,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:46:30,0.181,0.181,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:47:00,0.181,0.183,,,,,,,,,0.0170,0.0173,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:47:30,0.181,0.181,,,,,,,,,0.0170,0.0170,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:48:00,0.181,0.182,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:48:30,0.181,0.182,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:49:00,0.180,0.180,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:49:30,0.181,0.182,,,,,,,,,0.0170,0.0173,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:50:00,0.181,0.182,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:50:30,0.182,0.183,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:51:00,0.180,0.181,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:51:30,0.181,0.182,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:52:00,0.181,0.181,,,,,,,,,0.0170,0.0170,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:52:30,0.181,0.183,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:53:00,0.181,0.182,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:53:30,0.181,0.181,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:54:00,0.181,0.182,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:54:30,0.181,0.181,,,,,,,,,0.0170,0.0170,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:55:00,0.181,0.183,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:55:30,0.181,0.182,,,,,,,,,0.0170,0.0173,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:56:00,0.181,0.182,,,,,,,,,0.0170,0.0171,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:56:30,0.181,0.182,,,,,,,,,0.0170,0.0173,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:57:00,0.181,0.182,,,,,,,,,0.0170,0.0170,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:57:30,0.181,0.182,,,,,,,,,0.0170,0.0172,,,,,,,,,0,0,,,,,,,,
2023-11-29 12:58:00,0.185,,,,,,,,,,0.0168,,,,,,,,,,0,,,,,,,,,
2023-11-29 12:58:30,0.188,,,,,,,,0.607,,0.0172,,,,,,,,0.0538,,0,,,,,,,,0,
2023-11-29 12:59:00,0.181,,,,,,,,0.208,,0.0170,,,,,,,,0.0209,,0,,,,,,,,0,
2023-11-29 12:59:30,0.181,,,,,,,,0.183,,0.0170,,,,,,,,0.0174,,0,,,,,,,,0,
2023-11-29 13:00:00,0.180,,,,,,,,0.182,,0.0170,,,,,,,,0.0175,,0,,,,,,,,0,
2023-11-29 13:00:30,0.182,,,,,,,,0.184,,0.0170,,,,,,,,0.0173,,0,,,,,,,,0,
2023-11-29 13:01:00,0.180,,,,,,,,0.181,,0.0170,,,,,,,,0.0173,,0,,,,,,,,0,
2023-11-29 13:01:30,0.180,,,,,,,,0.183,,0.0170,,,,,,,,0.0176,,0,,,,,,,,0,
2023-11-29 13:02:00,0.180,,,,,,,,0.181,,0.0170,,,,,,,,0.0173,,0,,,,,,,,0,
2023-11-29 13:02:30,0.181,,,,,,,,0.182,,0.0170,,,,,,,,0.0172,,0,,,,,,,,0,
2023-11-29 13:03:00,0.181,,,,,,,,0.183,,0.0170,,,,,,,,0.0172,,0,,,,,,,,0,
2023-11-29 13:03:30,0.181,,,,,,,,0.182,,0.0170,,,,,,,,0.0172,,0,,,,,,,,0,
2023-11-29 13:04:00,0.180,,,,,,,,0.181,,0.0170,,,,,,,,0.0171,,0,,,,,,,,0,
2023-11-29 13:04:30,0.181,,,,,,,,0.182,,0.0170,,,,,,,,0.0173,,0,,,,,,,,0,
2023-11-29 13:05:00,0.180,,,,,,,,0.181,,0.0170,,,,,,,,0.0171,,0,,,,,,,,0,
2023-11-29 13:05:30,0.181,,,,,,,,0.181,,0.0170,,,,,,,,0.0171,,0,,,,,,,,0,
2023-11-29 13:06:00,0.180,,,,,,,,0.182,,0.0170,,,,,,,,0.0172,,0,,,,,,,,0,
2023-11-29 13:06:30,0.181,,,,,,,,0.183,,0.0170,,,,,,,,0.0171,,0,,,,,,,,0,
2023-11-29 13:07:00,0.181,,,,,,,,0.181,,0.0170,,,,,,,,0.0171,,0,,,,,,,,0,
2023-11-29 13:07:30,0.180,,,,,,,,0.181,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:08:00,0.180,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:08:30,0.180,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:09:00,0.180,,,,,,,,0.181,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:09:30,0.180,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:10:00,0.180,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:10:30,0.180,,,,,,,,0.181,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:11:00,0.179,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:11:30,0.179,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:12:00,0.180,,,,,,,,0.181,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:12:30,0.180,,,,,,,,0.182,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:13:00,0.180,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:13:30,0.180,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:14:00,0.180,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:14:30,0.180,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:15:00,0.179,,,,,,,,0.180,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:15:30,0.180,,,,,,,,0.181,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:16:00,0.181,,,,,,,,0.182,,0.0170,,,,,,,,0.0170,,0,,,,,,,,0,
2023-11-29 13:16:30,0.192,,,,,,,,0.193,,0.0190,,,,,,,,0.0195,,0,,,,,,,,0,

