sep=,
"Time","camunda-platform-elasticsearch-master-0 / camunda8 / PKG","camunda-platform-elasticsearch-master-1 / camunda8 / PKG","camunda-platform-operate-5bc7c489c4-xvrhr / camunda8 / PKG","camunda-platform-tasklist-9968d5594-2rj85 / camunda8 / PKG","camunda-platform-zeebe-0 / camunda8 / PKG","camunda-platform-zeebe-gateway-5ff76496c4-wrsml / camunda8 / PKG","camunda-platform-elasticsearch-master-0 / camunda8 / DRAM","camunda-platform-elasticsearch-master-1 / camunda8 / DRAM","camunda-platform-operate-5bc7c489c4-xvrhr / camunda8 / DRAM","camunda-platform-tasklist-9968d5594-2rj85 / camunda8 / DRAM","camunda-platform-zeebe-0 / camunda8 / DRAM","camunda-platform-zeebe-gateway-5ff76496c4-wrsml / camunda8 / DRAM","camunda-platform-elasticsearch-master-0 / camunda8 / OTHER","camunda-platform-elasticsearch-master-1 / camunda8 / OTHER","camunda-platform-operate-5bc7c489c4-xvrhr / camunda8 / OTHER","camunda-platform-tasklist-9968d5594-2rj85 / camunda8 / OTHER","camunda-platform-zeebe-0 / camunda8 / OTHER","camunda-platform-zeebe-gateway-5ff76496c4-wrsml / camunda8 / OTHER"
2024-02-16 11:24:10,0.420,0.426,0.201,0.200,0.270,0.212,0.0360,0.0360,0.0180,0.0180,0.0180,0.0180,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300
2024-02-16 11:24:20,0.894,0.689,0.405,0.270,1.12,0.391,0.0576,0.0576,0.0288,0.0288,0.0288,0.0288,0,0,0,0,0,0
2024-02-16 11:24:30,0.548,0.565,0.257,0.234,0.892,0.297,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-16 11:24:40,0.940,1.94,0.294,0.251,0.882,0.305,0.0396,0.0396,0.0198,0.0198,0.0198,0.0198,0,0,0,0,0,0
2024-02-16 11:24:50,11.3,3.23,0.366,0.316,1.14,0.343,0.0654,0.0654,0.0327,0.0327,0.0327,0.0327,0,0,0,0,0,0
2024-02-16 11:25:00,0.928,1.01,0.214,0.250,1.00,0.301,0.0384,0.0384,0.0192,0.0192,0.0192,0.0192,0,0,0,0,0,0
2024-02-16 11:25:10,0.735,0.716,0.330,0.261,0.898,0.285,0.0396,0.0396,0.0198,0.0198,0.0198,0.0198,0,0,0,0,0,0
2024-02-16 11:25:20,1.07,0.707,0.458,0.295,1.28,0.424,0.0516,0.0516,0.0258,0.0258,0.0258,0.0258,0,0,0,0,0,0
2024-02-16 11:25:30,0.496,0.530,0.290,0.242,0.836,0.289,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:25:40,0.556,0.523,0.266,0.259,0.770,0.265,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:25:50,0.895,0.943,0.402,0.338,1.25,0.415,0.0528,0.0528,0.0264,0.0264,0.0264,0.0264,0,0,0,0,0,0
2024-02-16 11:26:00,0.430,0.607,0.236,0.252,0.916,0.302,0.0426,0.0426,0.0213,0.0213,0.0213,0.0213,0,0,0,0,0,0
2024-02-16 11:26:10,0.495,0.456,0.273,0.231,0.653,0.250,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-16 11:26:20,1.23,0.792,0.403,0.302,1.18,0.365,0.0528,0.0528,0.0264,0.0264,0.0264,0.0264,0,0,0,0,0,0
2024-02-16 11:26:30,0.451,1.04,0.219,0.260,0.653,0.252,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-16 11:26:40,0.645,0.511,0.274,0.214,0.674,0.271,0.0360,0.0360,0.0180,0.0180,0.0180,0.0180,0,0,0,0,0,0
2024-02-16 11:26:50,0.619,0.722,0.308,0.295,1.07,0.367,0.0492,0.0492,0.0246,0.0246,0.0246,0.0246,0,0,0,0,0,0
2024-02-16 11:27:00,0.444,0.502,0.282,0.245,0.745,0.263,0.0366,0.0366,0.0183,0.0183,0.0183,0.0183,0,0,0,0,0,0
2024-02-16 11:27:10,0.611,0.567,0.321,0.240,0.914,0.283,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:27:20,1.02,2.23,0.315,0.326,1.21,0.383,0.0510,0.0510,0.0255,0.0255,0.0255,0.0255,0,0,0,0,0,0
2024-02-16 11:27:30,0.573,0.481,0.254,0.250,0.850,0.273,0.0366,0.0366,0.0183,0.0183,0.0183,0.0183,0,0,0,0,0,0
2024-02-16 11:27:40,11.3,5.78,0.323,0.236,0.787,0.290,0.0528,0.0528,0.0264,0.0264,0.0264,0.0264,0,0,0,0,0,0
2024-02-16 11:27:50,2.68,1.09,0.392,0.345,1.22,0.393,0.0522,0.0522,0.0261,0.0261,0.0261,0.0261,0,0,0,0,0,0
2024-02-16 11:28:00,0.698,0.935,0.311,0.230,1.24,0.321,0.0402,0.0402,0.0201,0.0201,0.0201,0.0201,0,0,0,0,0,0
2024-02-16 11:28:10,0.970,0.610,0.275,0.259,1.01,0.310,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-16 11:28:20,0.769,0.649,0.317,0.303,1.12,0.368,0.0528,0.0528,0.0264,0.0264,0.0264,0.0264,0,0,0,0,0,0
2024-02-16 11:28:30,0.725,0.445,0.212,0.244,0.733,0.265,0.0366,0.0366,0.0183,0.0183,0.0183,0.0183,0,0,0,0,0,0
2024-02-16 11:28:40,0.833,0.605,0.302,0.250,0.951,0.290,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:28:50,0.890,0.730,0.366,0.332,1.30,0.405,0.0498,0.0498,0.0249,0.0249,0.0249,0.0249,0,0,0,0,0,0
2024-02-16 11:29:00,0.537,0.450,0.244,0.241,0.862,0.279,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:29:10,1.06,1.66,0.224,0.218,0.879,0.304,0.0390,0.0390,0.0195,0.0195,0.0195,0.0195,0,0,0,0,0,0
2024-02-16 11:29:20,1.05,0.868,0.361,0.295,1.20,0.378,0.0492,0.0492,0.0246,0.0246,0.0246,0.0246,0,0,0,0,0,0
2024-02-16 11:29:30,6.03,2.24,0.241,0.233,0.796,0.281,0.0450,0.0450,0.0225,0.0225,0.0225,0.0225,0,0,0,0,0,0
2024-02-16 11:29:40,2.38,0.826,0.248,0.250,0.895,0.308,0.0390,0.0390,0.0195,0.0195,0.0195,0.0195,0,0,0,0,0,0
2024-02-16 11:29:50,1.27,0.953,0.402,0.324,1.17,0.381,0.0522,0.0522,0.0261,0.0261,0.0261,0.0261,0,0,0,0,0,0
2024-02-16 11:30:00,0.760,0.836,0.287,0.226,1.08,0.304,0.0432,0.0432,0.0216,0.0216,0.0216,0.0216,0,0,0,0,0,0
2024-02-16 11:30:10,0.830,0.570,0.263,0.252,1.02,0.301,0.0384,0.0384,0.0192,0.0192,0.0192,0.0192,0,0,0,0,0,0
2024-02-16 11:30:20,0.889,0.705,0.364,0.327,1.22,0.357,0.0528,0.0528,0.0264,0.0264,0.0264,0.0264,0,0,0,0,0,0
2024-02-16 11:30:30,0.619,0.492,0.257,0.234,1.01,0.303,0.0366,0.0366,0.0183,0.0183,0.0183,0.0183,0,0,0,0,0,0
2024-02-16 11:30:40,0.503,0.598,0.290,0.227,0.775,0.279,0.0366,0.0366,0.0183,0.0183,0.0183,0.0183,0,0,0,0,0,0
2024-02-16 11:30:50,0.790,0.751,0.347,0.364,1.34,0.401,0.0504,0.0504,0.0252,0.0252,0.0252,0.0252,0,0,0,0,0,0
2024-02-16 11:31:00,0.895,0.923,0.285,0.270,0.965,0.278,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-16 11:31:10,0.561,0.633,0.278,0.238,0.932,0.289,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:31:20,4.01,1.30,0.363,0.358,1.33,0.372,0.0546,0.0546,0.0273,0.0273,0.0273,0.0273,0,0,0,0,0,0
2024-02-16 11:31:30,8.28,1.26,0.233,0.240,0.822,0.278,0.0450,0.0450,0.0225,0.0225,0.0225,0.0225,0,0,0,0,0,0
2024-02-16 11:31:40,0.552,0.560,0.266,0.222,1.24,0.269,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:31:50,2.03,0.935,0.312,0.304,1.16,0.369,0.0516,0.0516,0.0258,0.0258,0.0258,0.0258,0,0,0,0,0,0
2024-02-16 11:32:00,0.701,0.621,0.265,0.256,0.849,0.288,0.0438,0.0438,0.0219,0.0219,0.0219,0.0219,0,0,0,0,0,0
2024-02-16 11:32:10,0.726,0.778,0.344,0.233,0.978,0.286,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:32:20,1.20,0.722,0.304,0.285,1.06,0.368,0.0510,0.0510,0.0255,0.0255,0.0255,0.0255,0,0,0,0,0,0
2024-02-16 11:32:30,0.643,0.511,0.281,0.271,0.951,0.293,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:32:40,0.724,0.513,0.267,0.230,0.864,0.288,0.0366,0.0366,0.0183,0.0183,0.0183,0.0183,0,0,0,0,0,0
2024-02-16 11:32:50,0.653,0.732,0.284,0.332,1.27,0.385,0.0498,0.0498,0.0249,0.0249,0.0249,0.0249,0,0,0,0,0,0
2024-02-16 11:33:00,0.668,0.610,0.249,0.245,0.790,0.271,0.0366,0.0366,0.0183,0.0183,0.0183,0.0183,0,0,0,0,0,0
2024-02-16 11:33:10,0.767,0.479,0.229,0.229,0.999,0.289,0.0372,0.0372,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0
2024-02-16 11:33:20,6.15,1.96,0.305,0.320,1.23,0.415,0.0582,0.0582,0.0291,0.0291,0.0291,0.0291,0,0,0,0,0,0
2024-02-16 11:33:30,2.50,0.533,0.276,0.227,1.01,0.307,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-16 11:33:40,0.906,1.30,0.355,0.230,1.26,0.294,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-16 11:33:50,1.04,0.760,0.379,0.333,1.20,0.364,0.0510,0.0510,0.0255,0.0255,0.0255,0.0255,0,0,0,0,0,0
2024-02-16 11:34:00,1.60,0.681,0.251,0.242,1.06,0.282,0.0438,0.0438,0.0219,0.0219,0.0219,0.0219,0,0,0,0,0,0
2024-02-16 11:34:10,0.642,0.611,0.349,0.228,1.17,0.289,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-16 11:34:20,0.728,0.642,0.287,0.297,1.08,0.354,0.0510,0.0510,0.0255,0.0255,0.0255,0.0255,0,0,0,0,0,0
2024-02-16 11:34:30,0.692,0.499,0.254,0.263,0.991,0.387,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-16 11:34:40,0.622,0.528,0.248,0.212,0.904,0.266,0.0360,0.0360,0.0180,0.0180,0.0180,0.0180,0,0,0,0,0,0
2024-02-16 11:34:50,0.736,0.750,0.338,0.360,1.18,0.348,0.0486,0.0486,0.0243,0.0243,0.0243,0.0243,0,0,0,0,0,0
2024-02-16 11:35:00,0.793,0.510,0.224,0.226,0.833,0.274,0.0366,0.0366,0.0183,0.0183,0.0183,0.0183,0,0,0,0,0,0
2024-02-16 11:35:10,0.645,1.24,0.228,0.232,0.933,0.267,0.0366,0.0366,0.0183,0.0183,0.0183,0.0183,0,0,0,0,0,0
2024-02-16 11:35:20,0.819,0.711,0.345,0.315,1.05,0.372,0.0486,0.0486,0.0243,0.0243,0.0243,0.0243,0,0,0,0,0,0
2024-02-16 11:35:30,0.704,1.13,0.290,0.236,0.703,0.284,0.0360,0.0360,0.0180,0.0180,0.0180,0.0180,0,0,0,0,0,0
2024-02-16 11:35:40,0.568,0.563,0.271,0.215,0.655,0.274,0.0360,0.0360,0.0180,0.0180,0.0180,0.0180,0,0,0,0,0,0
2024-02-16 11:35:50,0.928,0.743,0.347,0.407,1.06,0.412,0.0510,0.0510,0.0255,0.0255,0.0255,0.0255,0,0,0,0,0,0
2024-02-16 11:36:00,0.606,0.700,0.278,0.302,0.914,0.294,0.0432,0.0432,0.0216,0.0216,0.0216,0.0216,0,0,0,0,0,0
2024-02-16 11:36:10,6.29,2.74,0.243,0.234,0.875,0.298,0.0462,0.0462,0.0231,0.0231,0.0231,0.0231,0,0,0,0,0,0
2024-02-16 11:36:20,2.17,2.08,0.346,0.308,0.870,0.356,0.0522,0.0522,0.0261,0.0261,0.0261,0.0261,0,0,0,0,0,0
2024-02-16 11:36:30,1.13,0.448,0.236,0.240,0.809,0.273,0.0384,0.0384,0.0192,0.0192,0.0192,0.0192,0,0,0,0,0,0
2024-02-16 11:36:40,0.714,0.969,0.246,0.221,0.858,0.281,0.0360,0.0360,0.0180,0.0180,0.0180,0.0180,0,0,0,0,0,0
2024-02-16 11:36:50,0.779,0.797,0.361,0.331,0.918,0.371,0.0480,0.0531,0.0252,0.0237,0.0309,0.0258,0,0,0,0,0,0
2024-02-16 11:37:00,0.986,0.618,0.275,0.249,0.733,0.287,0.0351,0.0378,0.0195,0.0174,0.0243,0.0192,0,0,0,0,0,0
2024-02-16 11:37:10,0.839,0.473,0.244,0.223,0.862,0.281,0.0360,0.0378,0.0180,0.0180,0.0228,0.0192,0,0,0,0,0,0
2024-02-16 11:37:20,1.05,0.648,0.333,0.312,0.979,0.369,0.0531,0.0492,0.0246,0.0246,0.0348,0.0273,0,0,0,0,0,0
2024-02-16 11:37:30,0.779,0.611,0.297,0.246,0.814,0.286,0.0357,0.0381,0.0180,0.0183,0.0231,0.0186,0,0,0,0,0,0
2024-02-16 11:37:40,0.684,0.658,0.236,0.208,0.877,0.301,0.0348,0.0399,0.0186,0.0180,0.0213,0.0195,0,0,0,0,0,0
2024-02-16 11:37:50,0.994,0.540,0.272,0.291,0.851,0.365,0.0468,0.0579,0.0240,0.0246,0.0309,0.0258,0,0,0,0,0,0
2024-02-16 11:38:00,4.68,2.19,0.253,0.246,1.44,0.882,0.0852,0.0450,0.0186,0.0192,0.0264,0.0441,0,0,0,0,0,0
2024-02-16 11:38:10,6.26,3.58,0.226,0.211,0.720,0.274,0.0717,0.0729,0.0255,0.0204,0.0414,0.0216,0,0,0,0,0,0
2024-02-16 11:38:20,0.949,4.37,0.392,0.292,0.871,0.350,0.0522,0.0594,0.0261,0.0243,0.0363,0.0273,0,0,0,0,0,0
2024-02-16 11:38:30,1.32,0.688,0.277,0.266,0.794,0.284,0.0402,0.0453,0.0192,0.0180,0.0264,0.0219,0,0,0,0,0,0
2024-02-16 11:38:40,0.626,0.516,0.264,0.211,0.870,0.276,0.0372,0.0366,0.0195,0.0174,0.0228,0.0189,0,0,0,0,0,0
2024-02-16 11:38:50,2.37,0.697,0.338,0.382,1.25,0.396,0.0651,0.0495,0.0267,0.0234,0.0312,0.0270,0,0,0,0,0,0
2024-02-16 11:39:00,0.803,0.786,0.239,0.242,0.935,0.298,0.0354,0.0387,0.0207,0.0174,0.0270,0.0189,0,0,0,0,0,0
2024-02-16 11:39:10,1.17,0.578,0.276,0.211,0.725,0.265,0.0381,0.0378,0.0201,0.0177,0.0252,0.0192,0,0,0,0,0,0
2024-02-16 11:39:20,0.596,0.751,0.304,0.330,1.08,0.367,0.0462,0.0510,0.0255,0.0237,0.0306,0.0255,0,0,0,0,0,0
2024-02-16 11:39:30,1.04,0.505,0.230,0.231,0.894,0.265,0.0351,0.0417,0.0183,0.0183,0.0216,0.0198,0,0,0,0,0,0
2024-02-16 11:39:40,0.714,0.597,0.310,0.227,0.849,0.267,0.0351,0.0399,0.0180,0.0177,0.0228,0.0186,0,0,0,0,0,0
2024-02-16 11:39:50,0.823,0.766,0.319,0.379,1.29,0.383,0.0471,0.0552,0.0240,0.0246,0.0330,0.0270,0,0,0,0,0,0
2024-02-16 11:40:00,7.07,6.47,0.271,0.228,0.835,0.301,0.119,0.141,0.0177,0.0195,0.0330,0.0237,0,0,0,0,0,0
2024-02-16 11:40:10,1.40,0.531,0.304,0.203,0.792,0.275,0.0363,0.0387,0.0186,0.0189,0.0252,0.0198,0,0,0,0,0,0
2024-02-16 11:40:20,1.22,0.902,0.368,0.329,0.761,0.339,0.0489,0.0585,0.0261,0.0243,0.0303,0.0258,0,0,0,0,0,0
2024-02-16 11:40:30,0.771,0.656,0.339,0.236,0.946,0.307,0.0378,0.0408,0.0207,0.0177,0.0279,0.0210,0,0,0,0,0,0
2024-02-16 11:40:40,0.705,0.615,0.337,0.220,0.772,0.272,0.0351,0.0411,0.0186,0.0183,0.0216,0.0204,0,0,0,0,0,0
2024-02-16 11:40:50,1.12,0.690,0.423,0.333,1.16,0.370,0.0489,0.0522,0.0243,0.0240,0.0288,0.0252,0,0,0,0,0,0
2024-02-16 11:41:00,0.699,0.694,0.298,0.211,0.677,0.273,0.0372,0.0384,0.0180,0.0180,0.0219,0.0189,0,0,0,0,0,0
2024-02-16 11:41:10,0.863,0.478,0.323,0.244,0.852,0.289,0.0378,0.0360,0.0201,0.0183,0.0222,0.0195,0,0,0,0,0,0
2024-02-16 11:41:20,0.917,0.724,0.325,0.350,1.09,0.383,0.0504,0.0510,0.0282,0.0243,0.0294,0.0255,0,0,0,0,0,0
2024-02-16 11:41:30,0.582,0.558,0.235,0.215,0.877,0.300,0.0369,0.0351,0.0192,0.0180,0.0207,0.0186,0,0,0,0,0,0
2024-02-16 11:41:40,0.722,1.26,0.290,0.264,0.831,0.274,0.0417,0.0396,0.0186,0.0180,0.0234,0.0195,0,0,0,0,0,0
2024-02-16 11:41:50,5.61,3.10,0.312,0.313,0.997,0.464,0.144,0.0891,0.0270,0.0243,0.0321,0.0270,0,0,0,0,0,0
2024-02-16 11:42:00,5.92,1.50,0.297,0.214,1.00,0.368,0.124,0.0537,0.0228,0.0180,0.0621,0.0276,0,0,0,0,0,0
2024-02-16 11:42:10,1.24,0.629,0.246,0.232,0.786,0.263,0.0447,0.0366,0.0189,0.0183,0.0240,0.0195,0,0,0,0,0,0
2024-02-16 11:42:20,1.19,0.740,0.296,0.301,0.777,0.336,0.0570,0.0477,0.0246,0.0249,0.0297,0.0252,0,0,0,0,0,0
2024-02-16 11:42:30,0.865,0.592,0.256,0.208,0.835,0.283,0.0429,0.0381,0.0192,0.0180,0.0315,0.0228,0,0,0,0,0,0
2024-02-16 11:42:40,0.490,0.550,0.300,0.241,0.898,0.305,0.0363,0.0363,0.0186,0.0189,0.0234,0.0204,0,0,0,0,0,0
2024-02-16 11:42:50,0.993,0.735,0.389,0.355,1.24,0.386,0.0504,0.0492,0.0240,0.0240,0.0303,0.0249,0,0,0,0,0,0
2024-02-16 11:43:00,0.839,0.483,0.253,0.226,0.825,0.284,0.0411,0.0375,0.0189,0.0180,0.0222,0.0192,0,0,0,0,0,0
2024-02-16 11:43:10,0.828,0.577,0.281,0.251,0.904,0.278,0.0390,0.0369,0.0192,0.0177,0.0243,0.0189,0,0,0,0,0,0
2024-02-16 11:43:20,0.761,0.843,0.314,0.318,1.13,0.378,0.0504,0.0477,0.0243,0.0231,0.0300,0.0255,0,0,0,0,0,0
2024-02-16 11:43:30,1.09,1.40,0.255,0.224,0.643,0.269,0.0420,0.0384,0.0189,0.0180,0.0225,0.0195,0,0,0,0,0,0
2024-02-16 11:43:40,0.950,0.587,0.262,0.238,0.795,0.274,0.0378,0.0378,0.0189,0.0177,0.0243,0.0192,0,0,0,0,0,0
2024-02-16 11:43:50,9.28,3.28,0.311,0.296,1.14,0.355,0.158,0.0942,0.0294,0.0243,0.0429,0.0294,0,0,0,0,0,0
2024-02-16 11:44:00,2.64,0.634,0.251,0.218,0.703,0.265,0.0459,0.0468,0.0204,0.0180,0.0336,0.0240,0,0,0,0,0,0
2024-02-16 11:44:10,1.32,0.857,0.310,0.292,1.06,0.289,0.0408,0.0411,0.0198,0.0183,0.0273,0.0207,0,0,0,0,0,0
2024-02-16 11:44:20,1.35,0.797,0.370,0.317,1.20,0.370,0.0537,0.0513,0.0258,0.0237,0.0318,0.0252,0,0,0,0,0,0
2024-02-16 11:44:30,0.794,0.836,0.572,0.207,0.840,0.283,0.0405,0.0474,0.0207,0.0180,0.0327,0.0213,0,0,0,0,0,0
2024-02-16 11:44:40,0.951,0.798,0.270,0.230,0.760,0.251,0.0378,0.0372,0.0192,0.0183,0.0252,0.0192,0,0,0,0,0,0
2024-02-16 11:44:50,1.08,1.25,0.338,0.355,1.21,0.381,0.0498,0.0516,0.0252,0.0249,0.0354,0.0264,0,0,0,0,0,0
2024-02-16 11:45:00,0.594,0.604,0.223,0.213,0.892,0.284,0.0357,0.0387,0.0186,0.0180,0.0234,0.0186,0,0,0,0,0,0
2024-02-16 11:45:10,0.886,0.492,0.377,0.253,0.929,0.300,0.0381,0.0384,0.0186,0.0180,0.0261,0.0192,0,0,0,0,0,0
2024-02-16 11:45:20,1.00,0.734,0.401,0.365,1.29,0.365,0.0507,0.0504,0.0252,0.0246,0.0321,0.0255,0,0,0,0,0,0
2024-02-16 11:45:30,0.435,0.528,0.252,0.239,0.715,0.284,0.0360,0.0360,0.0183,0.0180,0.0210,0.0186,0,0,0,0,0,0
2024-02-16 11:45:40,0.716,0.462,0.278,0.251,1.04,0.309,0.0378,0.0375,0.0195,0.0183,0.0222,0.0189,0,0,0,0,0,0
2024-02-16 11:45:50,1.18,0.700,0.297,0.301,1.01,0.377,0.0504,0.0495,0.0249,0.0243,0.0297,0.0255,0,0,0,0,0,0
2024-02-16 11:46:00,0.910,0.506,0.272,0.225,0.854,0.273,0.0381,0.0396,0.0201,0.0183,0.0279,0.0207,0,0,0,0,0,0
2024-02-16 11:46:10,1.20,0.601,0.348,0.360,0.795,0.298,0.0387,0.0417,0.0204,0.0189,0.0273,0.0207,0,0,0,0,0,0
2024-02-16 11:46:20,1.32,0.849,0.313,0.370,0.973,0.335,0.0495,0.0492,0.0246,0.0243,0.0291,0.0249,0,0,0,0,0,0
2024-02-16 11:46:30,0.939,0.515,0.229,0.214,0.790,0.291,0.0405,0.0399,0.0204,0.0180,0.0279,0.0210,0,0,0,0,0,0
2024-02-16 11:46:40,0.842,0.516,0.244,0.258,0.906,0.290,0.0381,0.0393,0.0186,0.0186,0.0243,0.0201,0,0,0,0,0,0
2024-02-16 11:46:50,1.11,0.728,0.352,0.309,1.13,0.361,0.0501,0.0513,0.0243,0.0240,0.0309,0.0258,0,0,0,0,0,0
2024-02-16 11:47:00,0.690,0.593,0.277,0.218,0.867,0.273,0.0366,0.0372,0.0189,0.0180,0.0225,0.0189,0,0,0,0,0,0
2024-02-16 11:47:10,0.727,0.662,0.220,0.229,0.861,0.273,0.0372,0.0369,0.0186,0.0180,0.0231,0.0189,0,0,0,0,0,0
2024-02-16 11:47:20,0.980,0.743,0.363,0.348,1.28,0.391,0.0513,0.0516,0.0252,0.0246,0.0315,0.0258,0,0,0,0,0,0
2024-02-16 11:47:30,0.778,0.484,0.285,0.222,0.810,0.276,0.0363,0.0366,0.0189,0.0180,0.0216,0.0186,0,0,0,0,0,0
2024-02-16 11:47:40,0.714,0.421,0.263,0.284,1.06,0.272,0.0366,0.0366,0.0183,0.0177,0.0216,0.0186,0,0,0,0,0,0
2024-02-16 11:47:50,1.60,0.861,0.360,0.340,1.38,0.396,0.0531,0.0519,0.0258,0.0249,0.0333,0.0267,0,0,0,0,0,0
2024-02-16 11:48:00,0.457,0.762,0.317,0.204,0.875,0.272,0.0384,0.0411,0.0195,0.0183,0.0273,0.0198,0,0,0,0,0,0
2024-02-16 11:48:10,1.26,0.502,0.243,0.268,0.878,0.267,0.0381,0.0387,0.0189,0.0189,0.0249,0.0195,0,0,0,0,0,0
2024-02-16 11:48:20,0.947,0.701,0.404,0.342,1.25,0.373,0.0504,0.0516,0.0261,0.0246,0.0330,0.0258,0,0,0,0,0,0
2024-02-16 11:48:30,0.520,0.472,0.270,0.207,0.803,0.272,0.0408,0.0390,0.0198,0.0186,0.0300,0.0201,0,0,0,0,0,0
2024-02-16 11:48:40,1.10,0.497,0.224,0.233,0.831,0.285,0.0387,0.0402,0.0189,0.0186,0.0264,0.0198,0,0,0,0,0,0
