sep=,
"Time","CompleteJob (INTERNAL)","CompleteJob (NOT_FOUND)","CreateProcessInstance (NOT_FOUND)","ActivateJobs (OK)","CompleteJob (OK)","CreateProcessInstance (OK)","DeployResource (OK)","FailJob (OK)","Topology (OK)","ActivateJobs (RESOURCE_EXHAUSTED)","CreateProcessInstance (RESOURCE_EXHAUSTED)","Total requests completed"
2024-02-14 21:11:20,,0,0,34.7,206,0,0,,0,0,0,241
2024-02-14 21:11:30,,0,0,24.9,156,0,0,,0,0,0,181
2024-02-14 21:11:40,,0,0,21.9,131,0,0,,0,0,0,153
2024-02-14 21:11:50,,0,0,20.9,125,0,0,,0,0,0,146
2024-02-14 21:12:00,,0,0,15.2,91.2,0,0,,0,0,0,106
2024-02-14 21:12:10,,0.600,0,15.5,93,0,0,,0,0,0,109
2024-02-14 21:12:20,,0,0,15,90,0,0,,0,0,0,105
2024-02-14 21:12:30,,0,0,15.3,91.2,0,0,,0,0,0,107
2024-02-14 21:12:40,,0.600,0,15.6,93.6,0,0,,0,0,0,110
2024-02-14 21:12:50,,0,0,15.8,94.2,0,0,,0,0,0,110
2024-02-14 21:13:00,,0,0,15.4,92.4,2.40,0,,0,0,0,110
2024-02-14 21:13:10,,0.600,0,15.2,91.2,0,0,,0,0,0,107
2024-02-14 21:13:20,,0,0,15.8,94.2,0,0,,0,0,0,110
2024-02-14 21:13:30,,0,0,4.10,25.8,0,0,,0,0,0,29.9
2024-02-14 21:13:40,,0,0,0.900,4.80,0,0,,0,0,0,5.70
2024-02-14 21:13:50,,0,0,9.90,54.4,0,0,,0,0,0,64.3
2024-02-14 21:14:00,,0,0,22.1,133,0,0,,0,0,0,155
2024-02-14 21:14:10,,0,0,20,124,0,0,,0,0,0,144
2024-02-14 21:14:20,,0,0,19.3,115,0,0,,0,0,0,135
2024-02-14 21:14:30,,0,0,15.5,95.7,0,0,,0,0.200,0,111
2024-02-14 21:14:40,,0,0,6.60,40,0,0,,0,0.200,0,46.8
2024-02-14 21:14:50,,0,0,6.70,34.2,0,0,,0,0.200,0,41.1
2024-02-14 21:15:00,,0,0,5.90,36.6,0.100,0,,0,0.200,0.100,42.9
2024-02-14 21:15:10,,0,0,5.40,25.9,1.90,0,,0,0.200,0.300,33.7
2024-02-14 21:15:20,,0,0,2.90,30.1,0,0,,0,0.100,0,33.1
2024-02-14 21:15:30,,0,0,5.70,34.6,0,0,,0,0.200,0,40.5
2024-02-14 21:15:40,,0,0,5.30,32.2,0,0,,0,0.200,0,37.7
2024-02-14 21:15:50,,0,0,30.6,179,0,0,,0,0,0,210
2024-02-14 21:16:00,,0,0,24.2,149,0,0,,0,0,0,173
2024-02-14 21:16:10,,0.600,0,22.3,132,0,0,,0,0,0,155
2024-02-14 21:16:20,,0,0,18.8,114,0,0,,0,0,0,132
2024-02-14 21:16:30,,0,0,18.2,107,0,0,,0,0,0,126
2024-02-14 21:16:40,,0,0,17.2,105,0,0,,0,0,0,122
2024-02-14 21:16:50,,0,0,12,64.6,0,0,,0,0.200,0,76.8
2024-02-14 21:17:00,,0,0,3.90,32.9,0,0,,0,0.100,0,36.9
2024-02-14 21:17:10,,0,0,7.20,43.6,1.60,0,,0,0.200,0.400,53.0
2024-02-14 21:17:20,,0,0,6.40,38.8,0.400,0,,0,0.200,0,45.8
2024-02-14 21:17:30,,0,0,5.80,35.2,0,0,,0,0.200,0,41.2
2024-02-14 21:17:40,,0,0,6.80,35.3,0,0,,0,0.200,0,42.3
2024-02-14 21:17:50,,0,0,3.20,25.3,0,0,,0,0.100,0,28.6
2024-02-14 21:18:00,,0,0,6.10,37,0,0,,0,0.200,0,43.3
2024-02-14 21:18:10,,0,0,30.5,179,0,0,,0,0,0,210
2024-02-14 21:18:20,,0,0,30.3,180,0,0,,0,0,0,210
2024-02-14 21:18:30,,0,0,22.3,138,0,0,,0,0,0,160
2024-02-14 21:18:40,,0.600,0,18.3,109,0,0,,0,0,0,128
2024-02-14 21:18:50,,0,0,17.1,103,0,0,,0,0,0,120
2024-02-14 21:19:00,,0,0,14.8,88.1,0,0,,0,0,0,103
2024-02-14 21:19:10,,0.600,0,15.8,96.7,0,0,,0,0,0,113
2024-02-14 21:19:20,,0,0,16.2,98.3,2.40,0,,0,0.100,0,117
2024-02-14 21:19:30,,0,0,7.10,43,0,0,,0,0.200,0,50.3
2024-02-14 21:19:40,,0,0,6.40,38.8,0,0,,0,0.200,0,45.4
2024-02-14 21:19:50,,0,0,3.60,21.8,0,0,,0,0.100,0,25.5
2024-02-14 21:20:00,,0,0,6.50,39.4,0,0,,0,0.200,0,46.1
2024-02-14 21:20:10,,0,0,6.10,37,0,0,,0,0.200,0,43.3
2024-02-14 21:20:20,,0,0,5.80,35.2,0,0,,0,0.200,0,41.2
2024-02-14 21:20:30,,0,0,8.20,42.8,0,0,,0,0.100,0,51.1
2024-02-14 21:20:40,,0,0,32.8,201,0,0,,0,0,0,234
2024-02-14 21:20:50,,0,0,26.6,160,0,0,,0,0,0,186
2024-02-14 21:21:00,,0,0,21.6,128,0,0,,0,0,0,150
2024-02-14 21:21:10,,0,0,18,111,0,0,,0,0,0,129
2024-02-14 21:21:20,,0,0,17.1,99.1,0.100,0,,0,0,0,116
2024-02-14 21:21:30,,0,0,16.8,103,2.30,0,,0,0,0,122
2024-02-14 21:21:40,,0,0,11.5,72,0,0,,0,0.100,0,83.6
2024-02-14 21:21:50,,0,0,7.90,47.8,0,0,,0,0.200,0,55.9
2024-02-14 21:22:00,,0,0,6.80,41.2,0,0,,0,0.200,0,48.2
2024-02-14 21:22:10,,0,0,6.60,40,0,0,,0,0.200,0,46.8
2024-02-14 21:22:20,,0,0,6.30,38.2,0,0,,0,0.200,0,44.7
2024-02-14 21:22:30,,0,0,6.10,28.5,0,0,,0,0.200,0,34.8
2024-02-14 21:22:40,,0,0,4.70,27.9,0,0,,0,0.100,0,32.7
2024-02-14 21:22:50,,0,0,4.60,37,0,0,,0,0.200,0,41.8
2024-02-14 21:23:00,,0,0,4.40,26.8,0,0,,0,0.200,0,31.4
2024-02-14 21:23:10,,0,0,5.90,35.8,0,0,,0,0.200,0,41.9
2024-02-14 21:23:20,,0,0,5.40,32.8,0,0,,0,0.200,0,38.4
2024-02-14 21:23:30,,0,0,11.2,65.2,0.700,0,,0,0.100,0,77.2
2024-02-14 21:23:40,,0,0,28.7,173,1.70,0,,0,0,0,203
2024-02-14 21:23:50,,0,0,29,173,0,0,,0,0,0,202
2024-02-14 21:24:00,,0,0,22.7,137,0,0,,0,0,0,159
2024-02-14 21:24:10,,0,0,16.2,95.5,0,0,,0,0,0,112
2024-02-14 21:24:20,,0,0,15.7,95.4,0,0,,0,0,0,111
2024-02-14 21:24:30,,0,0,14.4,87.1,0,0,,0,0,0,102
2024-02-14 21:24:40,,0,0,15.1,88.3,0,0,,0,0,0,103
2024-02-14 21:24:50,,0,0,7.60,50.6,0,0,,0,0.200,0,58.4
2024-02-14 21:25:00,,0,0,7.40,44.8,0,0,,0,0.200,0,52.4
2024-02-14 21:25:10,,0,0,5.20,31.6,0,0,,0,0.200,0,37.0
2024-02-14 21:25:20,,0,0,6.40,38.8,0,0,,0,0.200,0,45.4
2024-02-14 21:25:30,,0,0,5.50,18.2,0,0,,0,0.100,0,23.8
2024-02-14 21:25:40,,0,0,3.50,36.4,1.80,0,,0,0.200,0.200,42.1
2024-02-14 21:25:50,,0,0,5.20,31.6,0.300,0,,0,0.200,0.100,37.4
2024-02-14 21:26:00,,0,0,5.50,33.4,0,0,,0,0.200,0,39.1
2024-02-14 21:26:10,,0,0,5.50,33.4,0,0,,0,0.200,0,39.1
2024-02-14 21:26:20,,0,0,5.50,33.4,0,0,,0,0.200,0,39.1
2024-02-14 21:26:30,,0,0,5.20,31.6,0,0,,0,0.200,0,37.0
2024-02-14 21:26:40,,0,0,5,30.4,0,0,,0,0.200,0,35.6
2024-02-14 21:26:50,,0,0,4.30,20.4,0,0,,0,0.200,0,24.9
2024-02-14 21:27:00,,0,0,2.20,19.2,0,0,,0,0.100,0,21.5
2024-02-14 21:27:10,,0,0,4.90,29.8,0,0,,0,0.200,0,34.9
2024-02-14 21:27:20,,0,0,5.70,34.6,0,0,,0,0.200,0,40.5
2024-02-14 21:27:30,,0,0,5.30,32.2,0,0,,0,0.200,0,37.7
2024-02-14 21:27:40,,0,0,5.40,32.8,0,0,,0,0.200,0,38.4
2024-02-14 21:27:50,,0,0,5.30,32.2,2.10,0,,0,0.200,0.300,40.1
2024-02-14 21:28:00,,0,0,5.50,33.4,0,0,,0,0.200,0,39.1
2024-02-14 21:28:10,,0,0,5.10,31,0,0,,0,0.200,0,36.3
2024-02-14 21:28:20,,0,0,4.70,28.6,0,0,,0,0.200,0,33.5
2024-02-14 21:28:30,,0,0,4.40,18.7,0,0,,0,0.100,0,23.2
2024-02-14 21:28:40,,0,0,2.20,21.5,0,0,,0,0.200,0,23.9
2024-02-14 21:28:50,,0,0,4.60,28,0,0,,0,0.200,0,32.8
2024-02-14 21:29:00,,0,0,4.60,28,0,0,,0,0.200,0,32.8
2024-02-14 21:29:10,,0,0,4.70,28.6,0,0,,0,0.200,0,33.5
2024-02-14 21:29:20,,0,0,4.30,26.2,0,0,,0,0.200,0,30.7
2024-02-14 21:29:30,,0,0,2.20,13.4,0,0,,0,0.100,0,15.7
2024-02-14 21:29:40,,0,0,4.20,25.6,0,0,,0,0.200,0,30
2024-02-14 21:29:50,,0,0,4,24.4,1.20,0,,0,0.200,0,29.8
2024-02-14 21:30:00,,0,0,3.40,20.8,1.10,0,,0,0.200,0.100,25.6
2024-02-14 21:30:10,,1.20,0,12.5,73.1,0,0,,0,0.100,0,86.9
2024-02-14 21:30:20,,0,0,26.6,160,0,0,,0,0,0,186
2024-02-14 21:30:30,,0,0,23.2,138,0,0,,0,0,0,161
2024-02-14 21:30:40,,0,0,19.8,118,0,0,,0,0,0,138
2024-02-14 21:30:50,,0,0,15.3,92.8,0,0,,0,0,0,108
2024-02-14 21:31:00,,0,0,19.3,114,0,0,,0,0.100,0,133
2024-02-14 21:31:10,,0,0,7.60,44.9,0,0,,0,0.200,0,52.7
2024-02-14 21:31:20,,0,0,3.60,27.6,0,0,,0,0.100,0,31.3
2024-02-14 21:31:30,,0,0,6.60,40,0,0,,0,0.200,0,46.8
2024-02-14 21:31:40,,0,0,6.60,40,0,0,,0,0.200,0,46.8
2024-02-14 21:31:50,,0,0,5.50,33.4,0,0,,0,0.200,0,39.1
2024-02-14 21:32:00,,0,0,5.80,35.2,2.20,0,,0,0.200,0.200,43.6
2024-02-14 21:32:10,,0,0,6,36.4,0,0,,0,0.200,0,42.6
2024-02-14 21:32:20,,0,0,6.50,34.8,0,0,,0,0.200,0,41.5
2024-02-14 21:32:30,,0,0,5.80,28.5,0,0,,0,0.100,0,34.4
2024-02-14 21:32:40,,0,0,2.90,28.9,0,0,,0,0.200,0,32.0
2024-02-14 21:32:50,,0,0,9.60,58,0,0,,0,0.200,0,67.8
2024-02-14 21:33:00,,0,0,2.80,17,0,0,,0,0.100,0,19.9
2024-02-14 21:33:10,,0,0,4.90,29.8,0,0,,0,0.200,0,34.9
2024-02-14 21:33:20,,0,0,7.20,43.6,0,0,,0,0.200,0,51.0
2024-02-14 21:33:30,,0,0,25.7,152,0,0,,0,0,0,177
2024-02-14 21:33:40,,0,0,27.9,166,0,0,,0,0,0,194
2024-02-14 21:33:50,,0,0,26,158,0,0,,0,0,0,184
2024-02-14 21:34:00,,0,0,23.9,141,0.100,0,,0,0,0,165
2024-02-14 21:34:10,,0,0,16.8,104,2.30,0,,0,0,0,123
2024-02-14 21:34:20,,0,0,15.7,94.1,0,0,,0,0,0,110
2024-02-14 21:34:30,,0,0,14.3,85.6,0,0,,0,0,0,99.9
2024-02-14 21:34:40,,0,0,5.20,32.7,0,0,,0,0.200,0,38.1
2024-02-14 21:34:50,,0,0,7.20,43.6,0,0,,0,0.200,0,51.0
2024-02-14 21:35:00,,0,0,6.80,41.2,0,0,,0,0.200,0,48.2
2024-02-14 21:35:10,,0,0,6.30,38.2,0,0,,0,0.200,0,44.7
2024-02-14 21:35:20,,0,0,6.30,27.2,0,0,,0,0.200,0,33.7
2024-02-14 21:35:30,,0,0,2.90,28.6,0,0,,0,0.100,0,31.6
2024-02-14 21:35:40,,0,0,6,36.4,0,0,,0,0.200,0,42.6
2024-02-14 21:35:50,,0,0,5.10,31,0,0,,0,0.200,0,36.3
2024-02-14 21:36:00,,0,0,27.7,163,0,0,,0,0,0,191
2024-02-14 21:36:10,,0,0,28.6,174,1.10,0,,0,0,0,204
2024-02-14 21:36:20,,0,0,25.3,149,1.30,0,,0,0,0,176
2024-02-14 21:36:30,,0,0,25.5,152,0,0,,0,0,0,178
2024-02-14 21:36:40,,0,0,19.6,120,0,0,,0,0,0,140
2024-02-14 21:36:50,,0,0,19.4,107,0,0,,0,0,0,127
2024-02-14 21:37:00,,0,0,8.60,62.6,0,0,,0,0.200,0,71.4
2024-02-14 21:37:10,,0,0,6.50,39.4,0,0,,0,0.200,0,46.1
2024-02-14 21:37:20,,0,0,6.70,40.6,0,0,,0,0.200,0,47.5
2024-02-14 21:37:30,,0,0,6.40,34,0,0,,0,0.100,0,40.5
2024-02-14 21:37:40,,0,0,34.9,211,0,0,,0,0,0,246
2024-02-14 21:37:50,,0,0,30.4,185,0,0,,0,0,0,215
2024-02-14 21:38:00,,0,0,28.3,168,0,0,,0,0,0,196
2024-02-14 21:38:10,,1.20,0,25.2,149,0,0,,0,0,0,175
2024-02-14 21:38:20,,0,0,22.7,137,1.80,0,,0,0,0,161
2024-02-14 21:38:30,,0,0,20.1,120,0.600,0,,0,0,0,141
2024-02-14 21:38:40,,0.600,0,15.3,92.7,0,0,,0,0,0,109
2024-02-14 21:38:50,,0,0,12.6,78,0,0,,0,0.200,0,90.8
2024-02-14 21:39:00,,0,0,25.9,150,0,0,,0,0,0,176
2024-02-14 21:39:10,,1.20,0,31.5,193,0,0,,0,0,0,225
2024-02-14 21:39:20,,0,0,30.2,179,0,0,,0,0,0,209
2024-02-14 21:39:30,,0,0,26.8,163,0,0,,0,0,0,189
2024-02-14 21:39:40,,0.600,0,24.7,148,0,0,,0,0,0,173
2024-02-14 21:39:50,,0,0,22.7,134,0,0,,0,0,0,157
2024-02-14 21:40:00,,0,0,17.8,109,0,0,,0,0,0,127
2024-02-14 21:40:10,,0.600,0,38.7,232,0,0,,0,0,0,271
2024-02-14 21:40:20,,0,0,17,102,0,0,,0,0,0,119
2024-02-14 21:40:30,,0,0,15.4,92,2.40,0,,0,0,0,110
2024-02-14 21:40:40,,0.600,0,15.3,91.6,0,0,,0,0,0,108
2024-02-14 21:40:50,,0,0,15.8,94.8,0,0,,0,0,0,111
2024-02-14 21:41:00,,0,0,15.5,92.4,0,0,,0,0,0,108
2024-02-14 21:41:10,,0.600,0,15.5,92.4,0,0,,0,0,0,109
2024-02-14 21:41:20,,0,0,16,96.5,0,0,,0,0,0,113
2024-02-14 21:41:30,,0,0,15.7,93.9,0,0,,0,0,0,110
2024-02-14 21:41:40,,0.600,0,15.3,91,0,0,,0,0,0,107
2024-02-14 21:41:50,,0,0,7.50,46.1,0,0,,0,0,0,53.6
2024-02-14 21:42:00,,0,0,0.900,5.30,0,0,,0,0,0,6.20
2024-02-14 21:42:10,,0,0,2.80,16.4,0,0,,0,0,0,19.2
2024-02-14 21:42:20,,0,0,7,43.4,0,0,,0,0.200,0,50.6
2024-02-14 21:42:30,,0,0,7.30,44.2,0.700,0,,0,0.200,0,52.4
2024-02-14 21:42:40,,0,0,6.50,39.4,1.30,0,,0,0.200,0.400,47.8
2024-02-14 21:42:50,,0,0,5.50,33.4,0,0,,0,0.200,0,39.1
2024-02-14 21:43:00,,0,0,6.10,37,0,0,,0,0.200,0,43.3
2024-02-14 21:43:10,,0,0,5.20,18.2,0,0,,0,0.100,0,23.5
2024-02-14 21:43:20,,0,0,6.50,41.4,0,0,,0,0.300,0,48.2
2024-02-14 21:43:30,,0,0,2.80,28.4,0,0,,0,0.100,0,31.3
2024-02-14 21:43:40,,0,0,5.40,32.8,0,0,,0,0.200,0,38.4
2024-02-14 21:43:50,,0,0,5,30.4,0,0,,0,0.200,0,35.6
2024-02-14 21:44:00,,0,0,4.80,29.2,0,0,,0,0.200,0,34.2
2024-02-14 21:44:10,,0,0,4.70,28.6,0,0,,0,0.200,0,33.5
2024-02-14 21:44:20,,0,0,4.50,27.4,0,0,,0,0.200,0,32.1
2024-02-14 21:44:30,,0,0,4.20,25.6,0,0,,0,0.200,0,30
2024-02-14 21:44:40,,0,0,3.90,23.6,2.20,0,,0,0.100,0.200,30
2024-02-14 21:44:50,,0,0,3.90,23.8,0,0,,0,0.200,0,27.9
2024-02-14 21:45:00,,0,0,4.60,28,0,0,,0,0.200,0,32.8
2024-02-14 21:45:10,,0,0,3.70,22.6,0,0,,0,0.200,0,26.5
2024-02-14 21:45:20,,0,0,3.80,23.2,0,0,,0,0.200,0,27.2
2024-02-14 21:45:30,,0,0,3.90,23.8,0,0,,0,0.200,0,27.9
2024-02-14 21:45:40,,0,0,3.80,13.5,0,0,,0,0.100,0,17.4
2024-02-14 21:45:50,,0,0,15.3,97.5,0,0,,0,0.100,0,113
2024-02-14 21:46:00,,0,0,25.2,153,0,0,,0,0,0,179
2024-02-14 21:46:10,,1.20,0,23.8,141,0,0,,0,0,0,166
2024-02-14 21:46:20,,0,0,22.2,134,0,0,,0,0,0,156
2024-02-14 21:46:30,,0,0,7.10,44.6,0,0,,0,0.200,0,51.9
2024-02-14 21:46:40,,0,0,6.20,37.6,0,0,,0,0.200,0,44.0
2024-02-14 21:46:50,,0,0,13.7,74.3,0,0,,0,0.100,0,88.1
2024-02-14 21:47:00,,0,0,11.5,77.5,0,0,,0,0.200,0,89.2
2024-02-14 21:47:10,,0,0,6.30,38.2,0,0,,0,0.200,0,44.7
2024-02-14 21:47:20,,0,0,24.4,144,0,0,,0,0,0,168
2024-02-14 21:47:30,,0,0,33.6,200,0,0,,0,0,0,233
2024-02-14 21:47:40,,0.600,0,25.1,154,0,0,,0,0,0,180
2024-02-14 21:47:50,,0,0,25.1,147,0,0,,0,0,0,172
2024-02-14 21:48:00,,0,0,22.8,138,0,0,,0,0,0,161
2024-02-14 21:48:10,,0,0,22.2,135,0,0,,0,0,0,157
2024-02-14 21:48:20,,0,0,20.9,123,0,0,,0,0,0,144
2024-02-14 21:48:30,,0,0,24.6,150,0,0,,0,0,0,174
2024-02-14 21:48:40,,0,0,37.8,225,0,0,,0,0,0,263
2024-02-14 21:48:50,,0,0,32.8,198,0,0,,0,0,0,231
2024-02-14 21:49:00,,0,0,28.2,168,0,0,,0,0,0,196
2024-02-14 21:49:10,,0,0,26.5,161,0,0,,0,0,0,188
2024-02-14 21:49:20,,0,0,23.9,144,0,0,,0,0,0,168
2024-02-14 21:49:30,,0,0,23.3,138,0,0,,0,0,0,161
2024-02-14 21:49:40,,0.500,0,30.1,181,0,0,,0,0,0,212
2024-02-14 21:49:50,,0,0,36,214,0,0,,0,0,0,250
2024-02-14 21:50:00,,0,0,31.8,190,0,0,,0,0,0,222
2024-02-14 21:50:10,,0.600,0,16.1,98.4,0,0,,0,0,0,115
2024-02-14 21:50:20,,0,0,16.1,97.2,0,0,,0,0,0,113
2024-02-14 21:50:30,,0,0,15.3,92.1,0,0,,0,0,0,107
2024-02-14 21:50:40,,0.600,0,14.9,89.7,0,0,,0,0,0,105
2024-02-14 21:50:50,,0,0,15.4,91.8,0,0,,0,0,0,107
2024-02-14 21:51:00,,0,0,15.6,93,0,0,,0,0,0,109
2024-02-14 21:51:10,,0.600,0,15,89.9,0,0,,0,0,0,106
2024-02-14 21:51:20,,0,0,15,89.7,0,0,,0,0,0,105
2024-02-14 21:51:30,,0,0,16.1,97,0,0,,0,0,0,113
2024-02-14 21:51:40,,0,0,15.4,91.8,0,0,,0,0,0,107
2024-02-14 21:51:50,,0,0,5.70,35.4,0,0,,0,0,0,41.1
2024-02-14 21:52:00,,0,0,0,0,0,0,0,0,0,0,0
2024-02-14 21:52:10,,0,0,0,0,0,0,0,0,0,0,0
2024-02-14 21:52:20,,0,0,0,0,0,0,0,0,0,0,0
2024-02-14 21:52:30,,0,0,0,0,0,0,0,0,0,0,0
2024-02-14 21:52:40,,0,0,0,0,0,0,0,0,0,0,0
2024-02-14 21:52:50,,0,0,0,0,0.200,0,0,0,0,0,0.200
2024-02-14 21:53:00,,0,0,0.700,0,0,0,0,0,0,0,0.700
2024-02-14 21:53:10,,0,0,0.800,69.6,0,0,0,0,0.200,0,70.6
2024-02-14 21:53:20,0,0,0,1.70,80.3,0,0,0,0,0.200,0,82.2
2024-02-14 21:53:30,3,0,0,2,90.8,0,0,0,0,0.200,0,96
2024-02-14 21:53:40,0,0,0,1.90,84.6,0,0,0,0,0.200,0,86.7
2024-02-14 21:53:50,0,0,0,2,60.1,0,0,0,0,0.100,0,62.2
2024-02-14 21:54:00,0,0,0,2,92.9,0,0,0,0,0.300,0,95.2
2024-02-14 21:54:10,0,0,0,1.60,83.5,0,0,0,0,0.100,0,85.2
2024-02-14 21:54:20,0,0,0,1.80,82.5,0,0,0,0,0.300,0,84.6
2024-02-14 21:54:30,0,0,0,0.900,76.3,0,0,0,0,0.100,0,77.3
2024-02-14 21:54:40,0,0,0,1.60,75.8,0,0,0,0,0.200,0,77.6
2024-02-14 21:54:50,0,0,0,1.90,89.3,0,0,0,0,0.200,0.200,91.6
2024-02-14 21:55:00,0,0,0,1.80,80.2,0,0,0,0,0.200,0,82.2
2024-02-14 21:55:10,0,0,0,1.40,55.9,0,0,0,0,0.200,0,57.5
2024-02-14 21:55:20,0,4.50,0,1.70,58.4,0,0,0,0,0.200,0,64.8
2024-02-14 21:55:30,0,0,0,0.800,70.8,0,0,0,0,0.100,0,71.7
2024-02-14 21:55:40,0,0,0,1.90,89.3,0,0,0,0,0.200,0,91.4
2024-02-14 21:55:50,0,0,0,2.60,121,0,0,0,0,0.200,0,124
2024-02-14 21:56:00,0,0,0,2.40,107,0,0,0,0,0.100,0,110
2024-02-14 21:56:10,0,0,0,2.10,101,0,0,0,0,0.200,0,103
2024-02-14 21:56:20,0,0,0,2.40,95.4,0,0,0,0,0.200,0,98.0
2024-02-14 21:56:30,0,0,0,2.40,84.9,0,0,0,0,0.200,0,87.5
2024-02-14 21:56:40,0,0,0,1.90,92.6,0,0,0,0,0.100,0,94.6
2024-02-14 21:56:50,0,0,0,1,86.9,0.200,0,0,0,0.200,0,88.3
2024-02-14 21:57:00,0,0,0,1.60,75.8,0,0,0,0,0.200,0,77.6
2024-02-14 21:57:10,0,0,0,2,93.8,0,0,0,0,0.200,0,96
2024-02-14 21:57:20,0,0,0,1.40,66.8,0,0,0,0,0.200,0,68.4
2024-02-14 21:57:30,0,0,0,2.40,83,0,0,0,0,0.200,0,85.6
2024-02-14 21:57:40,0,0,0,2.10,96,0,0,0,0,0.200,0,98.3
2024-02-14 21:57:50,0,0,0,1.10,82.5,0,0,0,0,0.100,0,83.7
2024-02-14 21:58:00,0,0,0,2.90,98.2,0,0,0,0,0.300,0,101
2024-02-14 21:58:10,0,0,0,1.60,84.9,0,0,0,0,0.100,0,86.6
2024-02-14 21:58:20,0,0,0,1.20,84.8,0,0,0,0,0.200,0,86.2
2024-02-14 21:58:30,0,0,0,1.70,80.3,0,0,0,0,0.200,0,82.2
2024-02-14 21:58:40,0,0,0,1.70,80.3,0,0,0,0,0.200,0,82.2
2024-02-14 21:58:50,0,0,0,1.70,80.3,0.200,0,0,0,0.200,0,82.4
2024-02-14 21:59:00,0,0,0,1.70,80.3,0,0,0,0,0.200,0,82.2
2024-02-14 21:59:10,0,0,0,1.50,71.3,0,0,0,0,0.200,0,73
2024-02-14 21:59:20,0,0,0,1.60,72.8,0,0,0,0,0.200,0,74.6
2024-02-14 21:59:30,0,0,0,2.50,104,0,0,0,0,0.200,0,106
2024-02-14 21:59:40,0,0,0,2.80,108,0,0,0,0,0.300,0,111
2024-02-14 21:59:50,0,0,0,2.60,152,0,0,0,0,0.200,0,154
2024-02-14 22:00:00,0,0,0,2.70,80.3,0,0,0,0,0.200,0,83.2
2024-02-14 22:00:10,0,0,0,2.40,146,0,0,0,0,0.200,0,148
2024-02-14 22:00:20,0,0,0,2.20,102,0,0,0,0,0.200,0,104
2024-02-14 22:00:30,0,0,0,1.90,88.9,0,0,0,0,0.200,0,91.0
2024-02-14 22:00:40,0,0,0,1.90,83.3,0,0,0,0,0.200,0,85.4
2024-02-14 22:00:50,0,4.50,0,2,72.1,0,0,0,0,0.200,0.200,79
2024-02-14 22:01:00,0,0,0,1.90,97.1,0,0,0,0,0.200,0,99.2
2024-02-14 22:01:10,0,0,0,1.80,78,0,0,0,0,0.200,0,80
2024-02-14 22:01:20,0,0,0,2.40,103,0,0,0,0,0.200,0,106
2024-02-14 22:01:30,0,0,0,2.60,113,0,0,0,0,0.200,0,116
2024-02-14 22:01:40,0,0,0,1.30,118,0,0,0,0,0.100,0,119
2024-02-14 22:01:50,0,0,0,2.30,107,0,0,0,0,0.200,0,110
2024-02-14 22:02:00,0,0,0,2.30,107,0,0,0,0,0.200,0,110
2024-02-14 22:02:10,0,0,0,2.50,116,0,0,0,0,0.200,0,119
2024-02-14 22:02:20,0,0,0,2.40,112,0,0,0,0,0.200,0,114
2024-02-14 22:02:30,0,0,0,1.60,75.8,0,0,0,0,0.200,0,77.6
2024-02-14 22:02:40,0,0,0,2.10,65.3,0,0,0,0,0.200,0,67.6
2024-02-14 22:02:50,0,0,0,1.20,83.6,0.200,0,0,0,0.200,0,85.2
2024-02-14 22:03:00,0,0,0,1.70,58.6,0,0,0,0,0.100,0,60.4
2024-02-14 22:03:10,0,0,0,1,75.8,0,0,0,0,0.200,0,77
2024-02-14 22:03:20,0,0,0,1.80,84.8,0,0,0,0,0.200,0,86.8
2024-02-14 22:03:30,0,0,0,1.90,89.3,0,0,0,0,0.200,0,91.4
2024-02-14 22:03:40,0,0,0,1.80,84.8,0,0,0,0,0.200,0,86.8
2024-02-14 22:03:50,0,0,0,1.70,80.3,0,0,0,0,0.200,0,82.2
2024-02-14 22:04:00,0,0,0,1.70,80.3,0,0,0,0,0.200,0,82.2
2024-02-14 22:04:10,0,0,0,1.70,80.3,0,0,0,0,0.200,0,82.2
2024-02-14 22:04:20,0,0,0,1.30,62.3,0,0,0,0,0.200,0,63.8
2024-02-14 22:04:30,0,0,0,2.40,112,0,0,0,0,0.200,0,114
2024-02-14 22:04:40,0,0,0,3.10,138,0,0,0,0,0.200,0,141
2024-02-14 22:04:50,0,0,0,2.60,111,0.100,0,0,0,0.200,0.100,114
2024-02-14 22:05:00,0,0,0,2.30,108,0,0,0,0,0.200,0,110
2024-02-14 22:05:10,0,0,0,1.90,85.6,0,0,0,0,0.200,0,87.7
2024-02-14 22:05:20,0,0,0,1.90,88.6,0,0,0,0,0.200,0,90.7
2024-02-14 22:05:30,0,0,0,1.10,70.6,0,0,0,0,0.100,0,71.8
2024-02-14 22:05:40,0,0,0,2.10,98.3,0,0,0,0,0.200,0,101
2024-02-14 22:05:50,0,0,0,1.80,84.8,0,0,0,0,0.200,0,86.8
2024-02-14 22:06:00,0,0,0,1.90,89.3,0,0,0,0,0.200,0,91.4
2024-02-14 22:06:10,0,0,0,1.80,76.3,0,0,0,0,0.200,0,78.3
2024-02-14 22:06:20,0,0,0,1.80,63.7,0,0,0,0,0.200,0,65.7
2024-02-14 22:06:30,0,0,0,2.60,123,0,0,0,0,0.200,0,126
2024-02-14 22:06:40,0,0,0,2.30,84.2,0,0,0,0,0.200,0,86.7
2024-02-14 22:06:50,0,0,0,2.50,130,0.100,0,0,0,0.200,0,133
