sep=,
"Time","CompleteJob (INTERNAL)","CompleteJob (NOT_FOUND)","CreateProcessInstance (NOT_FOUND)","ActivateJobs (OK)","CompleteJob (OK)","CreateProcessInstance (OK)","DeployResource (OK)","Topology (OK)","ActivateJobs (RESOURCE_EXHAUSTED)","CreateProcessInstance (RESOURCE_EXHAUSTED)","Total requests completed"
2024-02-16 13:14:00,,0.127,0,28.4,143,0.218,0,0,0,0,172
2024-02-16 13:14:10,,0.127,0,28.2,143,0.218,0,0,0,0,172
2024-02-16 13:14:20,,0.127,0,28.2,143,0.218,0,0,0,0,171
2024-02-16 13:14:30,,0.127,0,28.3,143,0.218,0,0,0,0,172
2024-02-16 13:14:40,,0.127,0,28.4,143,0.0545,0,0,0,0,171
2024-02-16 13:14:50,,0.0182,0,28.5,142,0,0,0,0,0,171
2024-02-16 13:15:00,,0.0909,0,28.3,140,0.218,0,0,0,0,168
2024-02-16 13:15:10,,0.0909,0,28.2,139,0.218,0,0,0,0,168
2024-02-16 13:15:20,,0.0727,0,28.2,139,0.218,0,0,0,0,168
2024-02-16 13:15:30,,0.200,0,28.2,139,0.218,0,0,0,0,168
2024-02-16 13:15:40,,0.200,0,28.2,139,0.218,0,0,0,0,168
2024-02-16 13:15:50,,0.200,0,28.3,140,0.218,0,0,0,0,168
2024-02-16 13:16:00,,0.309,0,28.3,140,0.218,0,0,0,0,168
2024-02-16 13:16:10,,0.309,0,28.4,139,0.218,0,0,0,0,168
2024-02-16 13:16:20,,0.309,0,28.1,139,0.218,0,0,0,0,168
2024-02-16 13:16:30,,0.336,0,27.9,138,0.218,0,0,0,0,166
2024-02-16 13:16:40,,0.336,0,27.8,138,0.218,0,0,0,0,166
2024-02-16 13:16:50,,0.264,0,26.4,132,0,0,0,0,0,159
2024-02-16 13:17:00,,0.264,0,24.7,124,0.0909,0,0,0.0182,0.0455,149
2024-02-16 13:17:10,,0.264,0,22.4,113,0.164,0,0,0.0273,0.0545,136
2024-02-16 13:17:20,,0.136,0,20.6,105,0.164,0,0,0.0455,0.0545,126
2024-02-16 13:17:30,,0.136,0,18.4,94.3,0.164,0,0,0.0545,0.0545,113
2024-02-16 13:17:40,,0.136,0,16.6,86.2,0.164,0,0,0.0727,0.0545,103
2024-02-16 13:17:50,,0.0273,0,14.8,77.6,0.164,0,0,0.0909,0.0545,92.8
2024-02-16 13:18:00,,0.0273,0,12.4,66.7,0.164,0,0,0.100,0.0545,79.5
2024-02-16 13:18:10,,0.0273,0,12.3,65.8,0.164,0,0,0.100,0.0545,78.5
2024-02-16 13:18:20,,0,0,12.0,63.7,0.164,0,0,0.100,0.0545,76.1
2024-02-16 13:18:30,,0.0636,0,11.8,61.2,0.164,0,0,0.100,0.0545,73.4
2024-02-16 13:18:40,,0.0636,0,13.0,66.5,0.164,0,0,0.100,0.0545,80.0
2024-02-16 13:18:50,,0.0636,0,14.2,71.5,0.0727,0,0,0.0818,0.00909,85.9
2024-02-16 13:19:00,,0.100,0,16.0,79.1,0,0,0,0.0727,0,95.3
2024-02-16 13:19:10,,0.100,0,18.1,89.4,0.218,0,0,0.0545,0,108
2024-02-16 13:19:20,,0.100,0,20.9,106,0.218,0,0,0.0455,0,127
2024-02-16 13:19:30,,0.100,0,23.1,118,0.218,0,0,0.0273,0,142
2024-02-16 13:19:40,,0.100,0,25.1,130,0.218,0,0,0.00909,0,156
2024-02-16 13:19:50,,0.100,0,27.6,144,0.218,0,0,0,0,172
2024-02-16 13:20:00,,0.100,0,27.8,147,0.218,0,0,0,0,175
2024-02-16 13:20:10,,0.100,0,27.9,151,0.218,0,0,0,0,180
2024-02-16 13:20:20,,0.0364,0,28.6,156,0.218,0,0,0,0,185
2024-02-16 13:20:30,,0.0364,0,29.1,159,0.218,0,0,0,0,189
2024-02-16 13:20:40,,0.0364,0,29.6,162,0.218,0,0,0,0,192
2024-02-16 13:20:50,,0,0,30.0,165,0.218,0,0,0,0,195
2024-02-16 13:21:00,,0.164,0,29.7,163,0,0,0,0,0,193
2024-02-16 13:21:10,,0.164,0,28.9,157,0.0727,0,0,0,0,186
2024-02-16 13:21:20,,0.164,0,28.6,156,0.218,0,0,0,0,185
2024-02-16 13:21:30,,0.164,0,28.2,153,0.218,0,0,0,0,182
2024-02-16 13:21:40,,0.164,0,28.6,155,0.218,0,0,0,0,184
2024-02-16 13:21:50,,0.164,0,28.6,152,0.218,0,0,0,0,181
2024-02-16 13:22:00,,0.273,0,28.8,151,0.218,0,0,0,0,180
2024-02-16 13:22:10,,0.273,0,28.6,149,0.218,0,0,0,0,178
2024-02-16 13:22:20,,0.273,0,28.5,149,0.218,0,0,0,0,178
2024-02-16 13:22:30,,0.273,0,28.4,149,0.218,0,0,0,0,178
2024-02-16 13:22:40,,0.273,0,28.4,148,0.218,0,0,0,0,177
2024-02-16 13:22:50,,0.109,0,28.2,148,0.218,0,0,0,0,177
2024-02-16 13:23:00,,0.118,0,28.4,148,0.145,0,0,0,0,177
2024-02-16 13:23:10,,0.118,0,28.2,145,0,0,0,0,0,173
2024-02-16 13:23:20,,0.118,0,28.8,147,0.218,0,0,0,0,176
2024-02-16 13:23:30,,0.118,0,28.5,146,0.218,0,0,0,0,175
2024-02-16 13:23:40,,0.118,0,28.7,147,0.218,0,0,0,0,176
2024-02-16 13:23:50,,0.00909,0,28.5,147,0.218,0,0,0,0,175
2024-02-16 13:24:00,,0.0909,0,28.4,146,0.218,0,0,0,0,175
2024-02-16 13:24:10,,0.0909,0,28.4,146,0.218,0,0,0,0,175
2024-02-16 13:24:20,,0.0909,0,28.5,147,0.218,0,0,0,0,175
2024-02-16 13:24:30,,0.0909,0,28.6,147,0.218,0,0,0,0,176
2024-02-16 13:24:40,,0.0909,0,28.8,148,0.218,0,0,0,0,177
2024-02-16 13:24:50,,0.0818,0,28.7,148,0.218,0,0,0,0,177
2024-02-16 13:25:00,,0.136,0,28.8,148,0.218,0,0,0,0,177
2024-02-16 13:25:10,,0.136,0,28.4,145,0,0,0,0,0,174
2024-02-16 13:25:20,,0.136,0,28.2,141,0.00909,0,0,0,0,170
2024-02-16 13:25:30,,0.145,0,28.5,142,0.218,0,0,0,0,171
2024-02-16 13:25:40,,0.145,0,28.7,143,0.218,0,0,0,0,172
2024-02-16 13:25:50,,0.0636,0,28.7,143,0.218,0,0,0,0,172
2024-02-16 13:26:00,,0.0636,0,28.7,143,0.218,0,0,0,0,172
2024-02-16 13:26:10,,0.0636,0,28.5,142,0.218,0,0,0,0,171
2024-02-16 13:26:20,,0.0636,0,28.3,142,0.218,0,0,0,0,170
2024-02-16 13:26:30,,0.0636,0,28.1,141,0.218,0,0,0,0,169
2024-02-16 13:26:40,,0.0636,0,28,141,0.218,0,0,0,0,169
2024-02-16 13:26:50,,0.00909,0,28.1,141,0.218,0,0,0,0,169
2024-02-16 13:27:00,,0.109,0,28.3,141,0.218,0,0,0,0,170
2024-02-16 13:27:10,,0.109,0,27.6,139,0.209,0,0,0,0,167
2024-02-16 13:27:20,,0.100,0,27.4,138,0,0,0,0,0,165
2024-02-16 13:27:30,,0.155,0,27.5,138,0.182,0,0,0,0,166
2024-02-16 13:27:40,,0.155,0,27.5,138,0.218,0,0,0,0,166
2024-02-16 13:27:50,,0.155,0,27.6,138,0.218,0,0,0,0,166
2024-02-16 13:28:00,,0.264,0,27.7,138,0.218,0,0,0,0,166
2024-02-16 13:28:10,,0.264,0,28.0,139,0.218,0,0,0,0,168
2024-02-16 13:28:20,,0.264,0,28.3,140,0.218,0,0,0,0,169
2024-02-16 13:28:30,,0.264,0,28.5,140,0.218,0,0,0,0,169
2024-02-16 13:28:40,,0.264,0,28.4,140,0.218,0,0,0,0,169
2024-02-16 13:28:50,,0.164,0,28.2,140,0.218,0,0,0,0,168
2024-02-16 13:29:00,,0.218,0,28.6,142,0.218,0,0,0,0,171
2024-02-16 13:29:10,,0.218,0,28.4,142,0.218,0,0,0,0,171
2024-02-16 13:29:20,,0.164,0,28.1,141,0.0364,0,0,0,0,169
2024-02-16 13:29:30,,0.245,0,28.1,141,0,0,0,0,0,170
2024-02-16 13:29:40,,0.245,0,28.2,140,0.218,0,0,0,0,169
2024-02-16 13:29:50,,0.136,0,28.2,141,0.218,0,0,0,0,169
2024-02-16 13:30:00,,0.255,0,28.1,140,0.218,0,0,0,0,169
2024-02-16 13:30:10,,0.255,0,28.1,140,0.218,0,0,0,0,169
2024-02-16 13:30:20,,0.255,0,28.1,140,0.218,0,0,0,0,169
2024-02-16 13:30:30,,0.255,0,28.1,140,0.218,0,0,0,0,169
2024-02-16 13:30:40,,0.255,0,28.3,141,0.218,0,0,0,0,169
2024-02-16 13:30:50,,0.200,0,28.3,141,0.218,0,0,0,0,169
2024-02-16 13:31:00,,0.200,0,28.3,141,0.218,0,0,0,0,170
2024-02-16 13:31:10,,0.200,0,28.4,141,0.218,0,0,0,0,170
2024-02-16 13:31:20,,0.118,0,28.2,140,0.218,0,0,0,0,169
2024-02-16 13:31:30,,0.136,0,28.0,141,0,0,0,0,0,169
2024-02-16 13:31:40,,0.136,0,27.7,139,0.182,0,0,0,0,167
2024-02-16 13:31:50,,0.0182,0,27.0,135,0.218,0,0,0,0,162
2024-02-16 13:32:00,,0.0182,0,26.8,134,0.218,0,0,0,0,162
2024-02-16 13:32:10,,0.0182,0,26.8,134,0.218,0,0,0,0,162
2024-02-16 13:32:20,,0.0182,0,26.9,134,0.218,0,0,0,0,162
2024-02-16 13:32:30,,0.0182,0,26.7,134,0.218,0,0,0,0,161
2024-02-16 13:32:40,,0.0182,0,26.8,134,0.218,0,0,0,0,161
2024-02-16 13:32:50,,0.0182,0,26.8,134,0.218,0,0,0,0,161
2024-02-16 13:33:00,,0.0182,0,26.8,134,0.218,0,0,0,0,161
2024-02-16 13:33:10,,0.0182,0,27.0,135,0.218,0,0,0,0,162
2024-02-16 13:33:20,,0,0,27.2,135,0.218,0,0,0,0,163
2024-02-16 13:33:30,,0.109,0,27.5,138,0.0364,0,0,0,0,166
2024-02-16 13:33:40,,0.109,0,28.2,141,0,0,0,0,0,170
2024-02-16 13:33:50,,0.109,0,28.7,143,0.218,0,0,0,0,172
2024-02-16 13:34:00,,0.109,0,28.5,143,0.218,0,0,0,0,172
2024-02-16 13:34:10,,0.109,0,28.4,143,0.218,0,0,0,0,171
2024-02-16 13:34:20,,0.109,0,28.4,143,0.218,0,0,0,0,171
2024-02-16 13:34:30,,0.173,0,28.5,143,0.218,0,0,0,0,172
2024-02-16 13:34:40,,0.173,0,28.6,143,0.218,0,0,0,0,172
2024-02-16 13:34:50,,0.173,0,28.8,144,0.218,0,0,0,0,173
2024-02-16 13:35:00,,0.173,0,28.8,144,0.218,0,0,0,0,173
2024-02-16 13:35:10,,0.173,0,28.6,144,0.218,0,0,0,0,173
2024-02-16 13:35:20,,0.0636,0,28.7,144,0.218,0,0,0,0,173
2024-02-16 13:35:30,,0.0636,0,28.7,144,0.218,0,0,0,0,173
2024-02-16 13:35:40,,0.0636,0,28.5,143,0,0,0,0,0,171
2024-02-16 13:35:50,,0.0636,0,27.9,139,0.118,0,0,0,0,167
2024-02-16 13:36:00,,0.0636,0,28.0,138,0.218,0,0,0,0,167
2024-02-16 13:36:10,,0.0636,0,28.1,139,0.218,0,0,0,0,167
2024-02-16 13:36:20,,0,0,27.8,138,0.218,0,0,0,0,166
2024-02-16 13:36:30,,0,0,27.7,137,0.218,0,0,0,0,165
2024-02-16 13:36:40,,0,0,27.5,137,0.218,0,0,0,0,164
2024-02-16 13:36:50,,0,0,26.7,133,0.218,0,0,0,0,160
2024-02-16 13:37:00,,0,0,26.4,132,0.218,0,0,0,0,159
2024-02-16 13:37:10,,0,0,26.4,132,0.218,0,0,0,0,158
2024-02-16 13:37:20,,0,0,26.4,132,0.218,0,0,0,0,158
2024-02-16 13:37:30,,0,0,26.4,132,0.218,0,0,0,0,158
2024-02-16 13:37:40,,0,0,26.9,136,0.100,0,0,0,0,163
2024-02-16 13:37:50,,0,0,26.8,136,0,0,0,0,0,163
2024-02-16 13:38:00,,0.0545,0,26.1,132,0,0,0,0,0,158
2024-02-16 13:38:10,,0.0545,0,23.6,119,0,0,0,0,0,143
2024-02-16 13:38:20,,0.0545,0,21.2,107,0,0,0,0,0,128
2024-02-16 13:38:30,,0.0545,0,18.8,94.4,0,0,0,0,0,113
2024-02-16 13:38:40,,0.0545,0,16.9,85.5,0,0,0,0,0,102
2024-02-16 13:38:50,,0.0545,0,14.7,73.6,0,0,0,0,0,88.3
2024-02-16 13:39:00,,0.0545,0,12.0,60.5,0,0,0,0,0,72.6
2024-02-16 13:39:10,,0.0545,0,9.40,47.7,0,0,0,0,0,57.1
2024-02-16 13:39:20,,0.0545,0,6.86,34.8,0,0,0,0,0,41.7
2024-02-16 13:39:30,,0.0545,0,4.35,21.9,0,0,0,0,0,26.3
2024-02-16 13:39:40,,0.0545,0,1.81,9.20,0,0,0,0,0,11.1
2024-02-16 13:39:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:40:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:40:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:40:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:40:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:40:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:40:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:41:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:41:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:41:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:41:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:41:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:41:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:42:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:42:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:42:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:42:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:42:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:42:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:43:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:43:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:43:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:43:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:43:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:43:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:44:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:44:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:44:20,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:44:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:44:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:44:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:45:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:45:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:45:20,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:45:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:45:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:45:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:46:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:46:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:46:20,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:46:30,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:46:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:46:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:47:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:47:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:47:20,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:47:30,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:47:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:47:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:48:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:48:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:48:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:48:30,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:48:40,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:48:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:49:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:49:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:49:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:49:30,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:49:40,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:49:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:50:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:50:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:50:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:50:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:50:40,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:50:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:51:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:51:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:51:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:51:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:51:40,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:51:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:52:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:52:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:52:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:52:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:52:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:52:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:53:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:53:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:53:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:53:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:53:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:53:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:54:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:54:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:54:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:54:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:54:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:54:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:55:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:55:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:55:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:55:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:55:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:55:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:56:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:56:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:56:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:56:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:56:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:56:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:57:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:57:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:57:20,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:57:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:57:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:57:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:58:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:58:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:58:20,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:58:30,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:58:40,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:58:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:59:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:59:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 13:59:20,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:59:30,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:59:40,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 13:59:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 14:00:00,,0.00909,0,0.236,0.873,0.0182,0,0,0,0,1.14
2024-02-16 14:00:10,,0.00909,0,0.518,1.90,0.0182,0,0,0,0,2.45
2024-02-16 14:00:20,,0.00909,0,0.691,2.99,0.0182,0,0,0,0,3.71
2024-02-16 14:00:30,,0.00909,0,0.945,4.07,0.0182,0,0,0,0,5.05
2024-02-16 14:00:40,,0.00909,0,1.24,5.17,0.0182,0,0,0,0,6.44
2024-02-16 14:00:50,,0.00909,0,1.51,6.33,0.0182,0,0,0,0,7.86
2024-02-16 14:01:00,,0.0727,0,1.78,7.42,0.0182,0,0,0,0,9.29
2024-02-16 14:01:10,,0.0727,0,2.07,8.58,0.0182,0,0,0,0,10.7
2024-02-16 14:01:20,,0.0727,0,2.35,9.67,0.0182,0,0,0,0,12.1
2024-02-16 14:01:30,,0.0727,0,2.62,10.8,0.0182,0,0,0,0,13.5
2024-02-16 14:01:40,,0.0727,0,2.89,11.9,0.0182,0,0,0,0,14.8
2024-02-16 14:01:50,,0.0636,0,2.95,12.1,0,0,0,0,0,15.2
2024-02-16 14:02:00,,0.0636,0,2.90,12.1,0.0182,0,0,0,0,15.0
2024-02-16 14:02:10,,0.0636,0,2.89,12.1,0.0182,0,0,0,0,15.1
2024-02-16 14:02:20,,0.0636,0,2.78,12.2,0.0182,0,0,0,0,15.0
2024-02-16 14:02:30,,0.0636,0,2.62,12.1,0.0182,0,0,0,0,14.8
2024-02-16 14:02:40,,0.0636,0,2.49,12.1,0.0182,0,0,0,0,14.7
2024-02-16 14:02:50,,0,0,2.44,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:03:00,,0,0,2.39,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:03:10,,0,0,2.41,12.1,0.0182,0,0,0,0,14.6
2024-02-16 14:03:20,,0,0,2.37,12.2,0.0182,0,0,0,0,14.6
2024-02-16 14:03:30,,0,0,2.25,12.1,0.0182,0,0,0,0,14.4
2024-02-16 14:03:40,,0,0,2.20,12.1,0.0182,0,0,0,0,14.4
2024-02-16 14:03:50,,0,0,2.17,12.2,0,0,0,0,0,14.4
2024-02-16 14:04:00,,0,0,2.23,12,0.0182,0,0,0,0,14.2
2024-02-16 14:04:10,,0,0,2.23,12.1,0.0182,0,0,0,0,14.3
2024-02-16 14:04:20,,0,0,2.33,12,0.0182,0,0,0,0,14.3
2024-02-16 14:04:30,,0,0,2.33,12,0.0182,0,0,0,0,14.3
2024-02-16 14:04:40,,0,0,2.38,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:04:50,,0,0,2.39,12,0.0182,0,0,0,0,14.4
2024-02-16 14:05:00,,0,0,2.35,12,0.0182,0,0,0,0,14.4
2024-02-16 14:05:10,,0,0,2.40,12,0.0182,0,0,0,0,14.4
2024-02-16 14:05:20,,0,0,2.54,12.0,0.0182,0,0,0,0,14.6
2024-02-16 14:05:30,,0,0,2.52,12,0.0182,0,0,0,0,14.5
2024-02-16 14:05:40,,0,0,2.48,12.1,0.0182,0,0,0,0,14.6
2024-02-16 14:05:50,,0,0,2.39,12.2,0,0,0,0,0,14.6
2024-02-16 14:06:00,,0,0,2.43,11.9,0.0182,0,0,0,0,14.4
2024-02-16 14:06:10,,0,0,2.44,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:06:20,,0,0,2.42,11.9,0.0182,0,0,0,0,14.4
2024-02-16 14:06:30,,0,0,2.28,12,0.0182,0,0,0,0,14.3
2024-02-16 14:06:40,,0,0,2.25,12.1,0.0182,0,0,0,0,14.3
2024-02-16 14:06:50,,0,0,2.14,11.9,0.0182,0,0,0,0,14.1
2024-02-16 14:07:00,,0,0,2.02,11.9,0.0182,0,0,0,0,14.0
2024-02-16 14:07:10,,0,0,2.02,12.0,0.0182,0,0,0,0,14.1
2024-02-16 14:07:20,,0,0,2.05,11.9,0.0182,0,0,0,0,14.0
2024-02-16 14:07:30,,0,0,2.16,11.9,0.0182,0,0,0,0,14.1
2024-02-16 14:07:40,,0,0,2.33,12.1,0.0182,0,0,0,0,14.4
2024-02-16 14:07:50,,0,0,2.35,12.2,0,0,0,0,0,14.6
2024-02-16 14:08:00,,0,0,2.27,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:08:10,,0,0,2.44,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:08:20,,0,0,2.58,11.9,0.0182,0,0,0,0,14.5
2024-02-16 14:08:30,,0,0,2.60,11.9,0.0182,0,0,0,0,14.5
2024-02-16 14:08:40,,0,0,2.63,12.1,0.0182,0,0,0,0,14.7
2024-02-16 14:08:50,,0,0,2.59,11.9,0.0182,0,0,0,0,14.5
2024-02-16 14:09:00,,0,0,2.45,11.9,0.0182,0,0,0,0,14.4
2024-02-16 14:09:10,,0,0,2.33,11.9,0.0182,0,0,0,0,14.3
2024-02-16 14:09:20,,0,0,2.18,11.8,0.0182,0,0,0,0,14.0
2024-02-16 14:09:30,,0,0,2.03,11.8,0.0182,0,0,0,0,13.8
2024-02-16 14:09:40,,0,0,1.97,11.9,0.0182,0,0,0,0,13.9
2024-02-16 14:09:50,,0,0,1.95,12.1,0,0,0,0,0,14.0
2024-02-16 14:10:00,,0,0,1.81,11.9,0.0182,0,0,0,0,13.8
