sep=,
"Time","CompleteJob (INTERNAL)","CompleteJob (NOT_FOUND)","CreateProcessInstance (NOT_FOUND)","ActivateJobs (OK)","CompleteJob (OK)","CreateProcessInstance (OK)","DeployResource (OK)","Topology (OK)","ActivateJobs (RESOURCE_EXHAUSTED)","CreateProcessInstance (RESOURCE_EXHAUSTED)","Total requests completed"
2024-02-16 12:20:00,,0.0818,0,18.1,74.9,0,0,0,0,0,93.1
2024-02-16 12:20:10,,0.0818,0,17.1,70.5,0.109,0,0,0,0,87.9
2024-02-16 12:20:20,,0.0182,0,17.0,70.3,0.109,0,0,0,0,87.4
2024-02-16 12:20:30,,0.0182,0,17.0,70.4,0.109,0,0,0,0,87.5
2024-02-16 12:20:40,,0.0182,0,17.0,70.2,0.109,0,0,0,0,87.4
2024-02-16 12:20:50,,0.0182,0,17,70.4,0.109,0,0,0,0,87.5
2024-02-16 12:21:00,,0.0818,0,16.9,70.4,0.109,0,0,0,0,87.5
2024-02-16 12:21:10,,0.0818,0,16.5,69.5,0.109,0,0,0,0,86.2
2024-02-16 12:21:20,,0.0727,0,16.0,68.4,0.109,0,0,0,0,84.6
2024-02-16 12:21:30,,0.0727,0,15.9,68.3,0.109,0,0,0,0,84.4
2024-02-16 12:21:40,,0.0727,0,16.0,68.3,0.109,0,0,0,0,84.4
2024-02-16 12:21:50,,0.0636,0,16.0,68.1,0.109,0,0,0,0,84.3
2024-02-16 12:22:00,,0.0636,0,17.0,72.4,0,0,0,0,0,89.5
2024-02-16 12:22:10,,0.0636,0,16.8,71.4,0.00909,0,0,0,0,88.3
2024-02-16 12:22:20,,0.0636,0,16.6,70.4,0.109,0,0,0,0,87.1
2024-02-16 12:22:30,,0.127,0,16.5,70.5,0.109,0,0,0,0,87.3
2024-02-16 12:22:40,,0.127,0,16.5,70.4,0.109,0,0,0,0,87.2
2024-02-16 12:22:50,,0.0636,0,16.5,70.3,0.109,0,0,0,0,86.9
2024-02-16 12:23:00,,0.0727,0,17.0,71.3,0.109,0,0,0,0,88.5
2024-02-16 12:23:10,,0.0727,0,17.5,72.4,0.109,0,0,0,0,90.1
2024-02-16 12:23:20,,0.0727,0,17.7,72.6,0.109,0,0,0,0,90.5
2024-02-16 12:23:30,,0.127,0,17.7,72.7,0.109,0,0,0,0,90.7
2024-02-16 12:23:40,,0.127,0,17.7,72.9,0.109,0,0,0,0,90.9
2024-02-16 12:23:50,,0.127,0,17.7,73.0,0.109,0,0,0,0,90.8
2024-02-16 12:24:00,,0.136,0,17.9,74.1,0.100,0,0,0,0,92.3
2024-02-16 12:24:10,,0.136,0,17.8,73.4,0,0,0,0,0,91.4
2024-02-16 12:24:20,,0.0727,0,17.2,70.8,0.109,0,0,0,0,88.2
2024-02-16 12:24:30,,0.0727,0,17.2,70.8,0.109,0,0,0,0,88.2
2024-02-16 12:24:40,,0.0727,0,17.2,70.8,0.109,0,0,0,0,88.3
2024-02-16 12:24:50,,0.0636,0,17.2,70.8,0.109,0,0,0,0,88.2
2024-02-16 12:25:00,,0.0636,0,17.1,70.7,0.109,0,0,0,0,88.0
2024-02-16 12:25:10,,0.0636,0,17.0,70.6,0.109,0,0,0,0,87.8
2024-02-16 12:25:20,,0.00909,0,17.1,70.5,0.109,0,0,0,0,87.7
2024-02-16 12:25:30,,0.00909,0,17.1,70.5,0.109,0,0,0,0,87.7
2024-02-16 12:25:40,,0.00909,0,17.1,70.7,0.109,0,0,0,0,87.9
2024-02-16 12:25:50,,0,0,17.1,70.6,0.109,0,0,0,0,87.9
2024-02-16 12:26:00,,0,0,17.5,72.2,0.109,0,0,0,0,89.8
2024-02-16 12:26:10,,0,0,18.1,74.7,0,0,0,0,0,92.8
2024-02-16 12:26:20,,0,0,16.6,68.9,0.0182,0,0,0,0,85.6
2024-02-16 12:26:30,,0,0,16.6,68.7,0.109,0,0,0,0,85.5
2024-02-16 12:26:40,,0,0,16.7,68.7,0.109,0,0,0,0,85.4
2024-02-16 12:26:50,,0,0,16.7,68.7,0.109,0,0,0,0,85.5
2024-02-16 12:27:00,,0,0,16.7,68.8,0.109,0,0,0,0,85.6
2024-02-16 12:27:10,,0,0,16.6,68.8,0.109,0,0,0,0,85.5
2024-02-16 12:27:20,,0,0,16.6,68.7,0.109,0,0,0,0,85.5
2024-02-16 12:27:30,,0.0727,0,16.7,68.6,0.109,0,0,0,0,85.4
2024-02-16 12:27:40,,0.0727,0,16.7,68.5,0.109,0,0,0,0,85.4
2024-02-16 12:27:50,,0.0727,0,16.7,68.5,0.109,0,0,0,0,85.4
2024-02-16 12:28:00,,0.0727,0,16.6,68.5,0.109,0,0,0,0,85.3
2024-02-16 12:28:10,,0.0727,0,18.1,74.4,0.0909,0,0,0,0,92.7
2024-02-16 12:28:20,,0.0727,0,17.5,72.5,0,0,0,0,0,90.1
2024-02-16 12:28:30,,0.136,0,17.2,70.5,0.109,0,0,0,0,88.0
2024-02-16 12:28:40,,0.136,0,17.1,70.5,0.109,0,0,0,0,87.9
2024-02-16 12:28:50,,0.136,0,17.2,70.6,0.109,0,0,0,0,88.1
2024-02-16 12:29:00,,0.209,0,17.2,70.6,0.109,0,0,0,0,88.1
2024-02-16 12:29:10,,0.209,0,17.2,70.6,0.109,0,0,0,0,88.1
2024-02-16 12:29:20,,0.136,0,16.7,69.7,0.109,0,0,0,0,86.7
2024-02-16 12:29:30,,0.136,0,16.4,69.0,0.109,0,0,0,0,85.6
2024-02-16 12:29:40,,0.136,0,15.8,67.9,0.109,0,0,0,0,84.0
2024-02-16 12:29:50,,0.136,0,15.6,67.6,0.109,0,0,0,0,83.4
2024-02-16 12:30:00,,0.136,0,15.6,67.4,0.109,0,0,0,0,83.2
2024-02-16 12:30:10,,0.136,0,16.1,69.7,0.109,0,0,0,0,86.0
2024-02-16 12:30:20,,0.0727,0,16.5,71.6,0,0,0,0,0,88.2
2024-02-16 12:30:30,,0.0727,0,16.5,71.0,0.109,0,0,0,0,87.6
2024-02-16 12:30:40,,0.0727,0,16.4,70.9,0.109,0,0,0,0,87.5
2024-02-16 12:30:50,,0,0,16.3,71.0,0.109,0,0,0,0,87.4
2024-02-16 12:31:00,,0.0273,0,16.3,70.8,0.109,0,0,0,0,87.3
2024-02-16 12:31:10,,0.0273,0,16.8,71.8,0.109,0,0,0,0,88.7
2024-02-16 12:31:20,,0.0273,0,17.1,72.7,0.109,0,0,0,0,90.0
2024-02-16 12:31:30,,0.155,0,17.7,73.6,0.109,0,0,0,0,91.6
2024-02-16 12:31:40,,0.155,0,18.0,74.2,0.109,0,0,0,0,92.4
2024-02-16 12:31:50,,0.155,0,18.0,74.2,0.109,0,0,0,0,92.5
2024-02-16 12:32:00,,0.227,0,18.0,74.2,0.109,0,0,0,0,92.6
2024-02-16 12:32:10,,0.227,0,18.0,74.1,0.109,0,0,0,0,92.4
2024-02-16 12:32:20,,0.227,0,18.0,74.6,0,0,0,0,0,92.9
2024-02-16 12:32:30,,0.227,0,17.2,70.7,0.109,0,0,0,0,88.2
2024-02-16 12:32:40,,0.227,0,17.2,70.5,0.109,0,0,0,0,88.0
2024-02-16 12:32:50,,0.200,0,17.2,70.5,0.109,0,0,0,0,88.0
2024-02-16 12:33:00,,0.200,0,17.1,70.5,0.109,0,0,0,0,88
2024-02-16 12:33:10,,0.200,0,17.2,70.5,0.109,0,0,0,0,88.0
2024-02-16 12:33:20,,0.0727,0,17.2,70.7,0.109,0,0,0,0,88.1
2024-02-16 12:33:30,,0.0727,0,17.2,70.7,0.109,0,0,0,0,88.1
2024-02-16 12:33:40,,0.0727,0,17.2,70.9,0.109,0,0,0,0,88.3
2024-02-16 12:33:50,,0,0,17.2,70.9,0.109,0,0,0,0,88.2
2024-02-16 12:34:00,,0,0,17.3,71.0,0.109,0,0,0,0,88.4
2024-02-16 12:34:10,,0,0,17.3,71.1,0.109,0,0,0,0,88.5
2024-02-16 12:34:20,,0,0,18.2,75.0,0,0,0,0,0,93.2
2024-02-16 12:34:30,,0,0,17.3,71.5,0.00909,0,0,0,0,88.8
2024-02-16 12:34:40,,0,0,17.1,70.3,0.109,0,0,0,0,87.5
2024-02-16 12:34:50,,0,0,17.0,70.3,0.109,0,0,0,0,87.4
2024-02-16 12:35:00,,0.00909,0,17.0,70.2,0.109,0,0,0,0,87.3
2024-02-16 12:35:10,,0.00909,0,16.9,70.0,0.109,0,0,0,0,86.9
2024-02-16 12:35:20,,0.00909,0,16.9,70.0,0.109,0,0,0,0,87.0
2024-02-16 12:35:30,,0.0818,0,16.9,70.0,0.109,0,0,0,0,87.1
2024-02-16 12:35:40,,0.0818,0,16.9,69.8,0.109,0,0,0,0,86.9
2024-02-16 12:35:50,,0.0818,0,16.9,70.0,0.109,0,0,0,0,87.1
2024-02-16 12:36:00,,0.0909,0,16.9,69.9,0.109,0,0,0,0,87.0
2024-02-16 12:36:10,,0.0909,0,16.9,70.0,0.109,0,0,0,0,87.0
2024-02-16 12:36:20,,0.0909,0,17.7,73.7,0.100,0,0,0,0,91.6
2024-02-16 12:36:30,,0.0909,0,17.8,73.9,0,0,0,0,0,91.7
2024-02-16 12:36:40,,0.0909,0,16.5,68.3,0.0909,0,0,0,0,85.0
2024-02-16 12:36:50,,0.0818,0,16.5,68.2,0.109,0,0,0,0,85.0
2024-02-16 12:37:00,,0.0818,0,16.6,68.4,0.109,0,0,0,0,85.2
2024-02-16 12:37:10,,0.0818,0,16.6,68.2,0.109,0,0,0,0,85.0
2024-02-16 12:37:20,,0.00909,0,16.6,67.9,0.109,0,0,0,0,84.7
2024-02-16 12:37:30,,0.0818,0,16.6,68.1,0.109,0,0,0,0,84.9
2024-02-16 12:37:40,,0.0818,0,16.6,67.9,0.109,0,0,0,0,84.6
2024-02-16 12:37:50,,0.0727,0,16.6,67.9,0.109,0,0,0,0,84.6
2024-02-16 12:38:00,,0.0818,0,16.6,67.8,0.109,0,0,0,0,84.6
2024-02-16 12:38:10,,0.0818,0,16.7,67.9,0.109,0,0,0,0,84.7
2024-02-16 12:38:20,,0.0818,0,17.0,69.0,0.109,0,0,0,0,86.1
2024-02-16 12:38:30,,0.155,0,18.3,74.6,0.0182,0,0,0,0,93.0
2024-02-16 12:38:40,,0.155,0,17.4,71.5,0,0,0,0,0,89.1
2024-02-16 12:38:50,,0.155,0,17.1,70.0,0.109,0,0,0,0,87.4
2024-02-16 12:39:00,,0.155,0,17.2,70.0,0.109,0,0,0,0,87.5
2024-02-16 12:39:10,,0.155,0,17.1,70.2,0.109,0,0,0,0,87.5
2024-02-16 12:39:20,,0.0818,0,17.1,70.3,0.109,0,0,0,0,87.5
2024-02-16 12:39:30,,0.164,0,17.0,70.3,0.109,0,0,0,0,87.6
2024-02-16 12:39:40,,0.164,0,17.0,70.5,0.109,0,0,0,0,87.8
2024-02-16 12:39:50,,0.155,0,17.0,70.4,0.109,0,0,0,0,87.6
2024-02-16 12:40:00,,0.227,0,17.1,70.3,0.109,0,0,0,0,87.7
2024-02-16 12:40:10,,0.227,0,17.0,70.2,0.109,0,0,0,0,87.5
2024-02-16 12:40:20,,0.155,0,16.9,70.2,0.109,0,0,0,0,87.3
2024-02-16 12:40:30,,0.155,0,17.8,73.4,0.109,0,0,0,0,91.4
2024-02-16 12:40:40,,0.155,0,17.8,74.0,0,0,0,0,0,92.0
2024-02-16 12:40:50,,0.155,0,16.9,70.4,0.109,0,0,0,0,87.6
2024-02-16 12:41:00,,0.155,0,17.0,70.2,0.109,0,0,0,0,87.5
2024-02-16 12:41:10,,0.155,0,17.0,70.2,0.109,0,0,0,0,87.5
2024-02-16 12:41:20,,0.0727,0,17.0,70.3,0.109,0,0,0,0,87.5
2024-02-16 12:41:30,,0.0727,0,16.9,70.2,0.109,0,0,0,0,87.3
2024-02-16 12:41:40,,0.0727,0,16.9,70.3,0.109,0,0,0,0,87.4
2024-02-16 12:41:50,,0,0,16.8,70.1,0.109,0,0,0,0,87.1
2024-02-16 12:42:00,,0.127,0,16.9,70.2,0.109,0,0,0,0,87.3
2024-02-16 12:42:10,,0.127,0,17.0,70.0,0.109,0,0,0,0,87.2
2024-02-16 12:42:20,,0.127,0,16.9,70.0,0.109,0,0,0,0,87.1
2024-02-16 12:42:30,,0.200,0,17.1,70.6,0.109,0,0,0,0,87.9
2024-02-16 12:42:40,,0.200,0,17.9,74.1,0,0,0,0,0,92.2
2024-02-16 12:42:50,,0.200,0,17.0,70.4,0.0818,0,0,0,0,87.6
2024-02-16 12:43:00,,0.273,0,17.0,70.3,0.109,0,0,0,0,87.7
2024-02-16 12:43:10,,0.273,0,17.0,70.3,0.109,0,0,0,0,87.7
2024-02-16 12:43:20,,0.273,0,17.2,70.3,0.109,0,0,0,0,87.9
2024-02-16 12:43:30,,0.273,0,17.2,70.5,0.109,0,0,0,0,88.0
2024-02-16 12:43:40,,0.273,0,17.2,70.6,0.109,0,0,0,0,88.2
2024-02-16 12:43:50,,0.145,0,17.2,70.6,0.109,0,0,0,0,88.1
2024-02-16 12:44:00,,0.145,0,17.3,70.8,0.109,0,0,0,0,88.3
2024-02-16 12:44:10,,0.145,0,17.3,70.9,0.109,0,0,0,0,88.5
2024-02-16 12:44:20,,0.0727,0,17.3,71,0.109,0,0,0,0,88.5
2024-02-16 12:44:30,,0.0727,0,17.3,71.1,0.109,0,0,0,0,88.5
2024-02-16 12:44:40,,0.0727,0,18.2,75.0,0.0273,0,0,0,0,93.3
2024-02-16 12:44:50,,0,0,17.4,71.9,0,0,0,0,0,89.4
2024-02-16 12:45:00,,0.0727,0,17.1,70.4,0.109,0,0,0,0,87.7
2024-02-16 12:45:10,,0.0727,0,17.1,70.3,0.109,0,0,0,0,87.6
2024-02-16 12:45:20,,0.0727,0,17,70.3,0.109,0,0,0,0,87.4
2024-02-16 12:45:30,,0.0727,0,17.0,70.3,0.109,0,0,0,0,87.5
2024-02-16 12:45:40,,0.0727,0,16.9,70.3,0.109,0,0,0,0,87.4
2024-02-16 12:45:50,,0.0727,0,17.0,70.3,0.109,0,0,0,0,87.5
2024-02-16 12:46:00,,0.0727,0,16.9,70.3,0.109,0,0,0,0,87.4
2024-02-16 12:46:10,,0.0727,0,16.9,70.3,0.109,0,0,0,0,87.4
2024-02-16 12:46:20,,0.0727,0,17.0,70.4,0.109,0,0,0,0,87.6
2024-02-16 12:46:30,,0.0727,0,17.0,70.3,0.109,0,0,0,0,87.5
2024-02-16 12:46:40,,0.0727,0,17.7,73.4,0.109,0,0,0,0,91.3
2024-02-16 12:46:50,,0,0,17.8,74.1,0,0,0,0,0,91.9
2024-02-16 12:47:00,,0,0,17.1,70.8,0.109,0,0,0,0,87.9
2024-02-16 12:47:10,,0,0,17.1,70.8,0.109,0,0,0,0,88.0
2024-02-16 12:47:20,,0,0,17.1,70.7,0.109,0,0,0,0,87.8
2024-02-16 12:47:30,,0,0,17.1,70.6,0.109,0,0,0,0,87.8
2024-02-16 12:47:40,,0,0,17,70.4,0.109,0,0,0,0,87.5
2024-02-16 12:47:50,,0,0,17,70.3,0.109,0,0,0,0,87.4
2024-02-16 12:48:00,,0.136,0,17.1,70.4,0.109,0,0,0,0,87.8
2024-02-16 12:48:10,,0.136,0,17.1,70.5,0.109,0,0,0,0,87.8
2024-02-16 12:48:20,,0.136,0,17.1,70.5,0.109,0,0,0,0,87.9
2024-02-16 12:48:30,,0.145,0,17.1,70.6,0.109,0,0,0,0,88.0
2024-02-16 12:48:40,,0.145,0,17.3,71.5,0.109,0,0,0,0,89.0
2024-02-16 12:48:50,,0.145,0,18.1,74.9,0,0,0,0,0,93.2
2024-02-16 12:49:00,,0.145,0,17.2,70.9,0.109,0,0,0,0,88.3
2024-02-16 12:49:10,,0.145,0,17.2,70.9,0.109,0,0,0,0,88.3
2024-02-16 12:49:20,,0.145,0,17.2,71.0,0.109,0,0,0,0,88.4
2024-02-16 12:49:30,,0.145,0,17.2,71.1,0.109,0,0,0,0,88.5
2024-02-16 12:49:40,,0.145,0,17.2,71.2,0.109,0,0,0,0,88.7
2024-02-16 12:49:50,,0.00909,0,17.2,71.1,0.109,0,0,0,0,88.4
2024-02-16 12:50:00,,0.0727,0,17.2,71.0,0.109,0,0,0,0,88.3
2024-02-16 12:50:10,,0.0727,0,17.2,70.9,0.109,0,0,0,0,88.3
2024-02-16 12:50:20,,0.0636,0,17.1,70.9,0.109,0,0,0,0,88.2
2024-02-16 12:50:30,,0.0636,0,17.2,70.8,0.109,0,0,0,0,88.2
2024-02-16 12:50:40,,0.0636,0,17.2,70.8,0.109,0,0,0,0,88.2
2024-02-16 12:50:50,,0.0636,0,18.1,74.9,0,0,0,0,0,93.1
2024-02-16 12:51:00,,0.0636,0,17.2,71.0,0,0,0,0,0,88.2
2024-02-16 12:51:10,,0.0636,0,15.5,64.1,0,0,0,0,0,79.7
2024-02-16 12:51:20,,0.0636,0,13.9,57.3,0,0,0,0,0,71.3
2024-02-16 12:51:30,,0.0636,0,12.3,50.4,0,0,0,0,0,62.8
2024-02-16 12:51:40,,0.0636,0,10.6,43.8,0,0,0,0,0,54.4
2024-02-16 12:51:50,,0,0,8.96,36.9,0,0,0,0,0,45.9
2024-02-16 12:52:00,,0,0,7.35,30.2,0,0,0,0,0,37.5
2024-02-16 12:52:10,,0,0,5.69,23.3,0,0,0,0,0,29.0
2024-02-16 12:52:20,,0,0,3.99,16.5,0,0,0,0,0,20.5
2024-02-16 12:52:30,,0,0,2.33,9.66,0,0,0,0,0,12.0
2024-02-16 12:52:40,,0,0,0.673,2.76,0,0,0,0,0,3.44
2024-02-16 12:52:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 12:53:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:53:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:53:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:53:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:53:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:53:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 12:54:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 12:54:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:54:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:54:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:54:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:54:50,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 12:55:00,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 12:55:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:55:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:55:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:55:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:55:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 12:56:00,,0,0,0.0273,0.0727,0.00909,0,0,0,0,0.109
2024-02-16 12:56:10,,0,0,2.36,10.5,0.218,0,0,0,0,13.1
2024-02-16 12:56:20,,0,0,4.95,23.7,0.218,0,0,0,0,28.9
2024-02-16 12:56:30,,0.109,0,7.60,36.6,0.218,0,0,0,0,44.5
2024-02-16 12:56:40,,0.109,0,10.2,49.5,0.218,0,0,0,0,60.0
2024-02-16 12:56:50,,0.109,0,12.8,62.3,0.218,0,0,0,0,75.4
2024-02-16 12:57:00,,0.191,0,15.3,74.9,0.218,0,0,0,0,90.6
2024-02-16 12:57:10,,0.191,0,17.8,87.5,0.218,0,0,0,0,106
2024-02-16 12:57:20,,0.191,0,20.2,100.0,0.218,0,0,0,0,121
2024-02-16 12:57:30,,0.300,0,21.9,109,0.218,0,0,0,0,131
2024-02-16 12:57:40,,0.300,0,24.0,120,0.218,0,0,0,0,144
2024-02-16 12:57:50,,0.300,0,26.7,133,0.209,0,0,0,0,160
2024-02-16 12:58:00,,0.300,0,26.9,135,0,0,0,0,0,163
2024-02-16 12:58:10,,0.300,0,27.1,136,0.173,0,0,0,0,164
2024-02-16 12:58:20,,0.191,0,27.3,137,0.218,0,0,0,0,165
2024-02-16 12:58:30,,0.355,0,27.3,137,0.218,0,0,0,0,165
2024-02-16 12:58:40,,0.355,0,27.2,137,0.218,0,0,0,0,165
2024-02-16 12:58:50,,0.273,0,27.2,137,0.218,0,0,0,0,165
2024-02-16 12:59:00,,0.273,0,27.3,138,0.218,0,0,0,0,166
2024-02-16 12:59:10,,0.273,0,27.6,139,0.218,0,0,0,0,167
2024-02-16 12:59:20,,0.164,0,28.5,143,0.218,0,0,0,0,172
2024-02-16 12:59:30,,0.164,0,29.0,145,0.218,0,0,0,0,174
2024-02-16 12:59:40,,0.164,0,29.0,145,0.218,0,0,0,0,174
2024-02-16 12:59:50,,0.164,0,28.8,144,0.218,0,0,0,0,173
2024-02-16 13:00:00,,0.218,0,28.5,143,0.0455,0,0,0,0,171
2024-02-16 13:00:10,,0.218,0,28.2,141,0,0,0,0,0,170
2024-02-16 13:00:20,,0.0545,0,28.1,140,0.218,0,0,0,0,168
2024-02-16 13:00:30,,0.136,0,28.2,140,0.218,0,0,0,0,169
2024-02-16 13:00:40,,0.136,0,28.4,140,0.218,0,0,0,0,169
2024-02-16 13:00:50,,0.136,0,28.2,140,0.218,0,0,0,0,168
2024-02-16 13:01:00,,0.136,0,28.1,139,0.218,0,0,0,0,168
2024-02-16 13:01:10,,0.136,0,28.1,139,0.218,0,0,0,0,168
2024-02-16 13:01:20,,0.136,0,28.0,139,0.218,0,0,0,0,168
2024-02-16 13:01:30,,0.164,0,27.9,139,0.218,0,0,0,0,167
2024-02-16 13:01:40,,0.164,0,28.0,139,0.218,0,0,0,0,168
2024-02-16 13:01:50,,0.109,0,28.2,140,0.218,0,0,0,0,168
2024-02-16 13:02:00,,0.109,0,28.4,140,0.218,0,0,0,0,169
2024-02-16 13:02:10,,0.109,0,26.6,133,0,0,0,0.00909,0,159
2024-02-16 13:02:20,,0.0273,0,26.5,133,0.109,0,0,0.00909,0,159
2024-02-16 13:02:30,,0.136,0,26.7,136,0.209,0,0,0.00909,0.00909,163
2024-02-16 13:02:40,,0.136,0,26.7,135,0.209,0,0,0.00909,0.00909,162
2024-02-16 13:02:50,,0.136,0,26.6,135,0.209,0,0,0.00909,0.00909,162
2024-02-16 13:03:00,,0.209,0,26.4,134,0.209,0,0,0.00909,0.00909,161
2024-02-16 13:03:10,,0.209,0,26.5,134,0.209,0,0,0.00909,0.00909,161
2024-02-16 13:03:20,,0.182,0,26.6,134,0.209,0,0,0.00909,0.00909,161
2024-02-16 13:03:30,,0.182,0,26.6,133,0.209,0,0,0.00909,0.00909,160
2024-02-16 13:03:40,,0.182,0,26.4,133,0.209,0,0,0.00909,0.00909,160
2024-02-16 13:03:50,,0.182,0,26.2,132,0.209,0,0,0.00909,0.00909,159
2024-02-16 13:04:00,,0.273,0,28.0,141,0.209,0,0,0,0.00909,169
2024-02-16 13:04:10,,0.273,0,28.0,140,0.100,0,0,0,0.00909,168
2024-02-16 13:04:20,,0.164,0,27.6,136,0,0,0,0,0,164
2024-02-16 13:04:30,,0.164,0,27.4,135,0.218,0,0,0,0,162
2024-02-16 13:04:40,,0.164,0,27.6,135,0.218,0,0,0,0,163
2024-02-16 13:04:50,,0.0909,0,27.8,136,0.218,0,0,0,0,164
2024-02-16 13:05:00,,0.255,0,28.0,136,0.218,0,0,0,0,165
2024-02-16 13:05:10,,0.255,0,27.9,137,0.218,0,0,0,0,165
2024-02-16 13:05:20,,0.255,0,27.9,138,0.218,0,0,0,0,166
2024-02-16 13:05:30,,0.273,0,28,138,0.218,0,0,0,0,166
2024-02-16 13:05:40,,0.273,0,28.0,138,0.218,0,0,0,0,166
2024-02-16 13:05:50,,0.182,0,28.0,139,0.218,0,0,0,0,167
2024-02-16 13:06:00,,0.291,0,28.1,139,0.218,0,0,0,0,168
2024-02-16 13:06:10,,0.291,0,28.1,140,0.218,0,0,0,0,168
2024-02-16 13:06:20,,0.291,0,28.1,141,0,0,0,0,0,170
2024-02-16 13:06:30,,0.291,0,27.7,140,0.0364,0,0,0,0,168
2024-02-16 13:06:40,,0.291,0,27.5,138,0.218,0,0,0,0,166
2024-02-16 13:06:50,,0.127,0,27.5,138,0.218,0,0,0,0,166
2024-02-16 13:07:00,,0.245,0,27.6,139,0.218,0,0,0,0,167
2024-02-16 13:07:10,,0.245,0,26.8,134,0.218,0,0,0,0,162
2024-02-16 13:07:20,,0.227,0,26.8,135,0.218,0,0,0,0,162
2024-02-16 13:07:30,,0.227,0,26.9,135,0.218,0,0,0,0,162
2024-02-16 13:07:40,,0.227,0,26.9,135,0.218,0,0,0,0,162
2024-02-16 13:07:50,,0.118,0,26.8,135,0.218,0,0,0,0,162
2024-02-16 13:08:00,,0.118,0,26.8,135,0.218,0,0,0,0,162
2024-02-16 13:08:10,,0.118,0,27.0,136,0.218,0,0,0,0,163
2024-02-16 13:08:20,,0.118,0,27.4,137,0.182,0,0,0,0,165
2024-02-16 13:08:30,,0.118,0,27.5,139,0,0,0,0,0,167
2024-02-16 13:08:40,,0.118,0,27.6,139,0.218,0,0,0,0,167
2024-02-16 13:08:50,,0,0,27.6,138,0.218,0,0,0,0,166
2024-02-16 13:09:00,,0,0,28.4,142,0.218,0,0,0,0,170
2024-02-16 13:09:10,,0,0,28.3,142,0.218,0,0,0,0,170
2024-02-16 13:09:20,,0,0,28.3,141,0.218,0,0,0,0,170
2024-02-16 13:09:30,,0,0,28.4,142,0.218,0,0,0,0,170
2024-02-16 13:09:40,,0,0,28.6,142,0.218,0,0,0,0,171
2024-02-16 13:09:50,,0,0,28.8,143,0.218,0,0,0,0,172
2024-02-16 13:10:00,,0.164,0,28.8,142,0.218,0,0,0,0,172
2024-02-16 13:10:10,,0.164,0,28.8,142,0.218,0,0,0,0,172
2024-02-16 13:10:20,,0.164,0,28.9,142,0.218,0,0,0,0,171
2024-02-16 13:10:30,,0.164,0,28.8,142,0,0,0,0,0,171
2024-02-16 13:10:40,,0.164,0,28.5,141,0.00909,0,0,0,0,170
2024-02-16 13:10:50,,0.164,0,28.1,138,0.218,0,0,0,0,167
2024-02-16 13:11:00,,0.164,0,28.1,138,0.218,0,0,0,0,167
2024-02-16 13:11:10,,0.164,0,28.2,138,0.218,0,0,0,0,167
2024-02-16 13:11:20,,0.164,0,28.0,138,0.218,0,0,0,0,166
2024-02-16 13:11:30,,0.218,0,27.7,137,0.218,0,0,0,0,165
2024-02-16 13:11:40,,0.218,0,27.6,136,0.218,0,0,0,0,164
2024-02-16 13:11:50,,0.0545,0,27.6,137,0.218,0,0,0,0,165
2024-02-16 13:12:00,,0.0818,0,27.0,135,0.218,0,0,0,0,162
2024-02-16 13:12:10,,0.0818,0,26.4,132,0.218,0,0,0,0,159
2024-02-16 13:12:20,,0.0818,0,26.4,132,0.218,0,0,0,0,159
2024-02-16 13:12:30,,0.0818,0,26.6,133,0.209,0,0,0,0,160
2024-02-16 13:12:40,,0.0818,0,27.0,136,0,0,0,0,0,163
2024-02-16 13:12:50,,0.0818,0,27.0,137,0.164,0,0,0,0,164
2024-02-16 13:13:00,,0.191,0,26.9,138,0.218,0,0,0,0,165
2024-02-16 13:13:10,,0.191,0,27.1,138,0.218,0,0,0,0,165
2024-02-16 13:13:20,,0.136,0,27.3,139,0.218,0,0,0,0,167
2024-02-16 13:13:30,,0.155,0,27.5,140,0.218,0,0,0,0,167
2024-02-16 13:13:40,,0.155,0,27.5,139,0.218,0,0,0,0,167
2024-02-16 13:13:50,,0.127,0,28.0,142,0.218,0,0,0,0,170
