sep=,
"Time","CompleteJob (INTERNAL)","CompleteJob (NOT_FOUND)","ActivateJobs (OK)","CompleteJob (OK)","CreateProcessInstance (OK)","DeployResource (OK)","FailJob (OK)","Topology (OK)","ActivateJobs (RESOURCE_EXHAUSTED)","CreateProcessInstance (RESOURCE_EXHAUSTED)","Total requests completed"
2024-02-10 14:17:20,0,0,0.100,73.3,0,0,0,0,0.100,0,73.5
2024-02-10 14:17:30,0,0,0.100,67.2,1.30,0,0,0,0.100,0,68.7
2024-02-10 14:17:40,0,0,0.400,148,2.10,0,0,0,0.200,1.40,152
2024-02-10 14:17:50,0,0,0.100,82,0,0,0,0,0.100,0,82.2
2024-02-10 14:18:00,0,0,0.200,119,0,0,0,0,0.100,0,119
2024-02-10 14:18:10,0,0,0.100,122,0,0,0,0,0.200,0,123
2024-02-10 14:18:20,0,0,0.200,101,0,0,0,0,0.100,0,101
2024-02-10 14:18:30,0,0,0.100,143,0,0,0,0,0.200,0,143
2024-02-10 14:18:40,0,0,0.100,79.6,0.800,0,0,0,0.100,0,80.6
2024-02-10 14:18:50,0,0,0.400,107,1.80,0,0,0,0.100,2.20,112
2024-02-10 14:19:00,0,0,0.100,158,0,0,0,0,0.200,0,159
2024-02-10 14:19:10,0,0,0.200,114,0,0,0,0,0.100,0,114
2024-02-10 14:19:20,0,0,0.100,157,0,0,0,0,0.200,0,157
2024-02-10 14:19:30,0,0,0.100,94.2,0,0,0,0,0.100,0,94.4
2024-02-10 14:19:40,0,0,0.200,141,0,0,0,0,0.100,0,141
2024-02-10 14:19:50,0,0,0.100,130,0,0,0,0,0.200,0,130
2024-02-10 14:20:00,0,0,0.100,94.2,0,0,0,0,0.100,0,94.4
2024-02-10 14:20:10,0,0,0.200,88.2,0,0,0,0,0.100,0,88.5
2024-02-10 14:20:20,0,0,0.100,106,0,0,0,0,0.100,0,106
2024-02-10 14:20:30,0,0,0.100,113,0,0,0,0,0.100,0,113
2024-02-10 14:20:40,0,0,0.100,120,0,0,0,0,0.200,0,121
2024-02-10 14:20:50,0,0,0.200,149,0,0,0,0,0.200,0.100,150
2024-02-10 14:21:00,0,0,0.100,89.8,2.70,0,0,0,0.100,1.10,93.8
2024-02-10 14:21:10,0,0,0.200,110,0.900,0,0,0,0.100,0,112
2024-02-10 14:21:20,0,0,0.100,161,0,0,0,0,0.200,0,161
2024-02-10 14:21:30,0,0,0.100,95.5,0,0,0,0,0.100,0,95.7
2024-02-10 14:21:40,0,0,0.200,113,0,0,0,0,0.100,0,114
2024-02-10 14:21:50,0,0,0.100,124,0,0,0,0,0.100,0,124
2024-02-10 14:22:00,0,0,0.100,116,0,0,0,0,0.100,0,116
2024-02-10 14:22:10,0,0,0.200,91.5,0.900,0,0,0,0.200,2.30,95.1
2024-02-10 14:22:20,0,0,0.200,113,1,0,0,0,0.100,0.600,115
2024-02-10 14:22:30,0,0,0.200,148,0,0,0,0,0.100,0,148
2024-02-10 14:22:40,0,0,0.100,115,0,0,0,0,0.200,0,115
2024-02-10 14:22:50,0,0,0.200,99.4,0,0,0,0,0.100,0,99.7
2024-02-10 14:23:00,0,0,0.100,156,0,0,0,0,0.200,0,156
2024-02-10 14:23:10,0,0,0.200,82.6,0,0,0,0,0.100,0,82.9
2024-02-10 14:23:20,0,0,0.100,134,0,0,0,0,0.100,0,134
2024-02-10 14:23:30,0,0,0.100,113,0,0,0,0,0.200,0,113
2024-02-10 14:23:40,0,0,0.100,82.5,0,0,0,0,0.100,0,82.7
2024-02-10 14:23:50,0,0,0.100,87.4,0,0,0,0,0.100,0,87.6
2024-02-10 14:24:00,0,0,0.200,158,0,0,0,0,0.200,0,158
2024-02-10 14:24:10,0,0,0.100,87.8,0,0,0,0,0.100,0,88.0
2024-02-10 14:24:20,0,0,0.200,155,0.500,0,0,0,0.200,0.900,157
2024-02-10 14:24:30,0,0,0.100,104,1.80,0,0,0,0.100,1.60,107
2024-02-10 14:24:40,0,0,0.200,167,0,0,0,0,0.200,0,168
2024-02-10 14:24:50,0,0,0.100,106,0,0,0,0,0.100,0,106
2024-02-10 14:25:00,0,0,0.200,93.7,0,0,0,0,0.100,0,94
2024-02-10 14:25:10,0,0,0.100,119,0,0,0,0,0.100,0,119
2024-02-10 14:25:20,0,0,0.100,124,0,0,0,0,0.200,0,124
2024-02-10 14:25:30,0,0,0.100,85.6,0.100,0,0,0,0.100,0,85.9
2024-02-10 14:25:40,0,0,0.200,84.4,2.50,0,0,0,0.100,1.80,89
2024-02-10 14:25:50,0,0,0.300,184,0.300,0,0,0,0.200,0.100,185
2024-02-10 14:26:00,0,0,0.100,91.9,0,0,0,0,0.100,0,92.1
2024-02-10 14:26:10,0,0,0.200,161,0,0,0,0,0.100,0,162
2024-02-10 14:26:20,0,0,0.100,124,0,0,0,0,0.200,0,125
2024-02-10 14:26:30,0,0,0.200,104,0,0,0,0,0.100,0,104
2024-02-10 14:26:40,0,0,0.100,152,0,0,0,0,0.100,0,152
2024-02-10 14:26:50,0,0,0.100,102,0,0,0,0,0.200,0,103
2024-02-10 14:27:00,0,0,0.100,79.6,0,0,0,0,0.100,0,79.8
2024-02-10 14:27:10,0,0,0.200,98.9,0,0,0,0,0.100,0,99.2
2024-02-10 14:27:20,0,0,0.100,161,0,0,0,0,0.200,0,161
2024-02-10 14:27:30,0,0,0.100,79.4,0,0,0,0,0.100,0,79.6
2024-02-10 14:27:40,0,0,0.200,168,0,0,0,0,0.200,0,168
2024-02-10 14:27:50,0,0,0.200,93,1.90,0,0,0,0.100,1.50,96.7
2024-02-10 14:28:00,0,0,0.400,186,0.900,0,0,0,0.200,0.500,188
2024-02-10 14:28:10,0,0,0.100,93.4,0,0,0,0,0.100,0,93.6
2024-02-10 14:28:20,1.90,0,0.200,103,0,0,0,0,0.100,0,105
2024-02-10 14:28:30,0,0,0.200,109,0,0,0,0,0.100,0,109
2024-02-10 14:28:40,0,0,0.100,156,0,0,0,0,0.200,0,156
2024-02-10 14:28:50,0,0,0.100,103,0,0,0,0,0.100,0,103
2024-02-10 14:29:00,0,0,0.400,167,1.50,0,0,0,0.100,1,170
2024-02-10 14:29:10,0,0,0.100,117,1.20,0,0,0,0.200,1.10,119
2024-02-10 14:29:20,0,0,0.300,108,0,0,0,0,0.100,0,109
2024-02-10 14:29:30,0,0,0.200,177,0,0,0,0,0.200,0,177
2024-02-10 14:29:40,0,0,0.100,97,0,0,0,0,0.100,0,97.2
2024-02-10 14:29:50,0,0,0.100,100,0,0,0,0,0.100,0,101
2024-02-10 14:30:00,0,0,0.200,145,0,0,0,0,0.100,0,145
2024-02-10 14:30:10,0,0,0.100,119,0,0,0,0,0.200,0,119
2024-02-10 14:30:20,0,0,0.100,106,0,0,0,0,0.100,0,106
2024-02-10 14:30:30,0,0,0.100,94.7,0,0,0,0,0.100,0,94.9
2024-02-10 14:30:40,2.30,0,0.200,90.2,0,0,0,0,0.100,0,92.8
2024-02-10 14:30:50,0,0,0.100,177,0,0,0,0,0.200,0,177
2024-02-10 14:31:00,0,0,0.100,89.4,0,0,0,0,0.100,0,89.6
2024-02-10 14:31:10,0,0,0.300,168,0.300,0,0,0,0.200,1.10,170
2024-02-10 14:31:20,0,0,0.200,102,1.70,0,0,0,0.100,1.70,105
2024-02-10 14:31:30,0,0,0.200,134,0,0,0,0,0.100,0,134
2024-02-10 14:31:40,0,0,0.100,108,0,0,0,0,0.200,0,109
2024-02-10 14:31:50,0,0,0.200,145,0,0,0,0,0.100,0,145
2024-02-10 14:32:00,0,0,0.200,101,0,0,0,0,0.200,0,101
2024-02-10 14:32:10,0,0,0.200,99,0,0,0,0,0.100,0,99.3
2024-02-10 14:32:20,0,0,0.100,187,0.100,0,0,0,0.200,0,188
2024-02-10 14:32:30,0,0,0.300,103,2.30,0,0,0,0.100,1.30,107
2024-02-10 14:32:40,0,0,0.400,122,0.700,0,0,0,0.100,0.400,123
2024-02-10 14:32:50,0,0,0.100,189,0,0,0,0,0.200,0,189
2024-02-10 14:33:00,0,0,0.100,97.7,0,0,0,0,0.100,0,97.9
2024-02-10 14:33:10,0,0,0.200,134,0,0,0,0,0.100,0,134
2024-02-10 14:33:20,0,0,0.100,140,0,0,0,0,0.200,0,140
2024-02-10 14:33:30,0,0,0.100,105,0,0,0,0,0.100,0,105
2024-02-10 14:33:40,0,0,0.100,96.7,0,0,0,0,0.100,0,96.9
2024-02-10 14:33:50,0,0,0.200,184,0,0,0,0,0.200,0,185
2024-02-10 14:34:00,0,0,0.100,104,0,0,0,0,0.100,0,104
2024-02-10 14:34:10,0,0,0.200,162,0,0,0,0,0.200,0,162
2024-02-10 14:34:20,0,0,0.100,93.3,0,0,0,0,0.100,0,93.5
2024-02-10 14:34:30,0,0,0.200,153,0,0,0,0,0.100,0,154
2024-02-10 14:34:40,0,0,0.200,103,1.10,0,0,0,0.200,1.30,106
2024-02-10 14:34:50,0,0,0.200,92.1,1.30,0,0,0,0.100,1.10,94.8
2024-02-10 14:35:00,4.30,0,0.200,127,0,0,0,0,0.100,0,132
2024-02-10 14:35:10,0,0,0.100,154,0,0,0,0,0.200,0,155
2024-02-10 14:35:20,0,0,0.100,86.6,0,0,0,0,0.100,0,86.8
2024-02-10 14:35:30,0,0,0.100,97.5,0,0,0,0,0.100,0,97.7
2024-02-10 14:35:40,0,0,0.200,180,0,0,0,0,0.200,0,180
2024-02-10 14:35:50,0,0,0.100,102,0.700,0,0,0,0.100,0.700,103
2024-02-10 14:36:00,0,0,0.400,119,1.90,0,0,0,0.100,1.50,123
2024-02-10 14:36:10,0,0,0.200,183,0,0,0,0,0.200,0,183
2024-02-10 14:36:20,0,0,0.100,98.1,0,0,0,0,0.100,0,98.3
2024-02-10 14:36:30,0,0,0.200,132,0,0,0,0,0.100,0,132
2024-02-10 14:36:40,0,0,0.100,124,0,0,0,0,0.200,0,124
2024-02-10 14:36:50,0,0,0.100,107,0,0,0,0,0.100,0,107
2024-02-10 14:37:00,0,0,0.100,93.2,0,0,0,0,0.100,0,93.4
2024-02-10 14:37:10,0,0,0.200,101,0,0,0,0,0.100,0,102
2024-02-10 14:37:20,0,0,0.100,170,0,0,0,0,0.200,0,170
2024-02-10 14:37:30,0,0,0.200,83.8,0,0,0,0,0.100,0,84.1
2024-02-10 14:37:40,0,0,0.100,166,0,0,0,0,0.200,0,167
2024-02-10 14:37:50,0,0,0.100,82.6,0,0,0,0,0.100,0,82.8
2024-02-10 14:38:00,0,0,0.200,154,0,0,0,0,0.200,0.600,155
2024-02-10 14:38:10,0,0,0.200,97.3,1.70,0,0,0,0.100,2.20,102
2024-02-10 14:38:20,0,0,0.100,91.8,0.300,0,0,0,0.100,0,92.3
2024-02-10 14:38:30,0,0,0.200,109,0,0,0,0,0.100,0,109
2024-02-10 14:38:40,0,0,0.100,104,0,0,0,0,0.100,0,105
2024-02-10 14:38:50,0,0,0.100,152,0,0,0,0,0.200,0,152
2024-02-10 14:39:00,0,0,0.200,90.6,0,0,0,0,0.100,0,90.9
2024-02-10 14:39:10,0,0,0.100,173,0,0,0,0,0.200,0,173
2024-02-10 14:39:20,0,0,0.200,102,1.90,0,0,0,0.100,1.60,106
2024-02-10 14:39:30,0.300,0,0.400,146,0.500,0,0,0,0.100,0.800,149
2024-02-10 14:39:40,0,0,0.100,146,0,0,0,0,0.200,0,147
2024-02-10 14:39:50,0,0,0.200,143,0,0,0,0,0.100,0,143
2024-02-10 14:40:00,0,0,0.100,138,0,0,0,0,0.200,0,138
2024-02-10 14:40:10,0,0,0.100,90.1,0,0,0,0,0.100,0,90.3
2024-02-10 14:40:20,3.60,0,0.200,106,0,0,0,0,0.100,0,110
2024-02-10 14:40:30,0,0,0.100,139,0,0,0,0,0.100,0,139
2024-02-10 14:40:40,0,0,0.100,105,0,0,0,0,0.200,0,105
2024-02-10 14:40:50,0,0,0.200,167,0,0,0,0,0.200,0,167
2024-02-10 14:41:00,0,0,0.100,87.8,0,0,0,0,0.100,0,88.0
2024-02-10 14:41:10,0,0,0.200,142,0,0,0,0,0.100,0,142
2024-02-10 14:41:20,0,0,0.100,102,0,0,0,0,0.200,0,102
2024-02-10 14:41:30,0,0,0.100,80,1.50,0,0,0,0.100,0.800,82.5
2024-02-10 14:41:40,0,0,0.300,110,0.500,0,0,0,0.100,2,113
2024-02-10 14:41:50,0,0,0.100,118,0,0,0,0,0.200,0,119
2024-02-10 14:42:00,0,0,0.100,121,0,0,0,0,0.100,0,121
2024-02-10 14:42:10,0,0,0.100,84.4,0,0,0,0,0.100,0,84.6
2024-02-10 14:42:20,0,0,0.200,111,0,0,0,0,0.100,0,111
2024-02-10 14:42:30,0,0,0.100,157,0,0,0,0,0.200,0,157
2024-02-10 14:42:40,0,0,0.300,95.4,1.20,0,0,0,0.200,0.200,97.3
2024-02-10 14:42:50,0,0,0.200,175,0.500,0,0,0,0.100,2.90,179
2024-02-10 14:43:00,0,0,0.200,95.6,0,0,0,0,0.100,0,95.9
2024-02-10 14:43:10,0,0,0.100,133,0,0,0,0,0.100,0,133
2024-02-10 14:43:20,0,0,0.100,124,0,0,0,0,0.200,0,125
2024-02-10 14:43:30,0,0,0.100,84.9,0,0,0,0,0.100,0,85.1
2024-02-10 14:43:40,0,0,0.200,90.2,0,0,0,0,0.100,0,90.5
2024-02-10 14:43:50,0,0,0.100,107,0,0,0,0,0.100,0,107
2024-02-10 14:44:00,0,0,0.100,139,0,0,0,0,0.200,0,139
2024-02-10 14:44:10,0,0,0.200,112,0,0,0,0,0.100,0,112
2024-02-10 14:44:20,0,0,0.100,128,0,0,0,0,0.200,0,128
2024-02-10 14:44:30,0,0,0.200,109,0,0,0,0,0.100,0,109
2024-02-10 14:44:40,0,0,0.100,112,0,0,0,0,0.200,0,113
2024-02-10 14:44:50,0,0,0.300,75,0.400,0,0,0,0.100,0,75.8
2024-02-10 14:45:00,0,0,0.100,119,1.70,0,0,0,0.200,2.40,124
2024-02-10 14:45:10,0,0,0.200,131,0,0,0,0,0.100,0.300,132
2024-02-10 14:45:20,0,0,0.100,129,0,0,0,0,0.100,0,129
2024-02-10 14:45:30,0,0,0.100,93.1,0,0,0,0,0.200,0,93.4
2024-02-10 14:45:40,0,0,0.100,85.1,0,0,0,0,0.100,0,85.3
2024-02-10 14:45:50,0,0,0.200,149,0,0,0,0,0.100,0,150
2024-02-10 14:46:00,0,0,0.100,90.3,0,0,0,0,0.200,0,90.6
2024-02-10 14:46:10,0,0,0.300,105,1.90,0,0,0,0.100,1.90,109
2024-02-10 14:46:20,0,0,0.100,154,0,0,0,0,0.200,1,155
2024-02-10 14:46:30,0,0,0.100,68.8,0,0,0,0,0.100,0,69.0
2024-02-10 14:46:40,0,0,0.200,120,0,0,0,0,0.100,0,121
2024-02-10 14:46:50,0,0,0.100,129,0,0,0,0,0.200,0,129
2024-02-10 14:47:00,0,0,0.100,73.6,0,0,0,0,0.100,0,73.8
2024-02-10 14:47:10,0,0,0.100,92.8,0,0,0,0,0.100,0,93.0
2024-02-10 14:47:20,0,0,0.200,89.8,0,0,0,0,0.100,0,90.1
2024-02-10 14:47:30,0,0,0.100,139,0,0,0,0,0.200,0,140
2024-02-10 14:47:40,0,0,0.100,82.4,0,0,0,0,0.100,0,82.6
2024-02-10 14:47:50,0,0,0.200,138,0,0,0,0,0.200,0,138
2024-02-10 14:48:00,0,0,0.100,58,0,0,0,0,0.100,0,58.2
2024-02-10 14:48:10,0,0,0.200,100,0,0,0,0,0.100,0,100
2024-02-10 14:48:20,0,0,0.200,115,0.200,0,0,0,0.200,2.30,118
2024-02-10 14:48:30,0,0,0.200,74.4,1,0,0,0,0.100,1.30,77
2024-02-10 14:48:40,0,0,0.100,133,0,0,0,0,0.200,0,133
2024-02-10 14:48:50,0,0,0.100,84.9,0,0,0,0,0.100,0,85.1
2024-02-10 14:49:00,0,0,0.200,146,0,0,0,0,0.200,0,147
2024-02-10 14:49:10,0,0,0.100,61.5,0,0,0,0,0.100,0,61.7
2024-02-10 14:49:20,0.100,0,0.200,144,0,0,0,0,0.200,0,144
2024-02-10 14:49:30,0,0,0.100,86.7,0.900,0,0,0,0.100,0.100,87.9
2024-02-10 14:49:40,0,0,0.400,152,2,0,0,0,0.200,1.80,156
2024-02-10 14:49:50,0,0,0.100,62.6,0,0,0,0,0.100,0,62.8
2024-02-10 14:50:00,0,0,0.200,108,0,0,0,0,0.100,0,108
2024-02-10 14:50:10,0,0,0.100,125,0,0,0,0,0.100,0,125
2024-02-10 14:50:20,0,0,0.100,68.6,0,0,0,0,0.200,0,68.9
2024-02-10 14:50:30,0,0,0.100,90.2,0,0,0,0,0.100,0,90.4
2024-02-10 14:50:40,0,0,0.200,127,0,0,0,0,0.100,0,127
2024-02-10 14:50:50,0,0,0.100,82.2,0,0,0,0,0.200,0,82.5
2024-02-10 14:51:00,0,0,0.200,89.2,0,0,0,0,0.100,0,89.5
2024-02-10 14:51:10,0,0,0.100,122,0,0,0,0,0.200,0,122
2024-02-10 14:51:20,0,0,0.200,95,0,0,0,0,0.100,0,95.3
2024-02-10 14:51:30,0,0,0.100,85.6,0,0,0,0,0.200,0,85.9
2024-02-10 14:51:40,0,0,0.200,121,0,0,0,0,0.200,0.100,122
2024-02-10 14:51:50,0,0,0.200,88.9,2.50,0,0,0,0.100,1.40,93.1
2024-02-10 14:52:00,0,0,0.100,66.3,0.800,0,0,0,0.100,0,67.3
2024-02-10 14:52:10,0,0,0.200,122,0,0,0,0,0.100,0,123
2024-02-10 14:52:20,0,0,0.100,124,0,0,0,0,0.200,0,124
2024-02-10 14:52:30,5.70,0,0.100,60.6,0,0,0,0,0.100,0,66.5
2024-02-10 14:52:40,0,0,0.300,71.7,0,0,0,0,0.100,0,72.1
2024-02-10 14:52:50,0,0,0.100,134,0,0,0,0,0.200,0,134
2024-02-10 14:53:00,1.30,0,0.200,97.3,1.80,0,0,0,0.100,1.20,102
2024-02-10 14:53:10,0,0,0.100,128,1.10,0,0,0,0.200,0.700,130
2024-02-10 14:53:20,0,0,0.200,126,0,0,0,0,0.100,0,127
2024-02-10 14:53:30,3.20,0,0.100,123,0,0,0,0,0.200,0,126
2024-02-10 14:53:40,0,0,0.200,93.1,0,0,0,0,0.100,0,93.4
2024-02-10 14:53:50,3.10,0,0.100,134,0,0,0,0,0.200,0,137
2024-02-10 14:54:00,0,0,0.100,88.4,0,0,0,0,0.100,0,88.6
2024-02-10 14:54:10,0,0,0.200,140,0,0,0,0,0.200,0,140
2024-02-10 14:54:20,0,0,0.100,59.2,0,0,0,0,0.100,0,59.4
2024-02-10 14:54:30,0,0,0.200,148,0,0,0,0,0.200,0,148
2024-02-10 14:54:40,0,0,0.200,83.6,0,0,0,0,0.100,0,83.9
2024-02-10 14:54:50,0,0,0.100,141,0,0,0,0,0.200,0,141
2024-02-10 14:55:00,0,0,0.200,82.2,0,0,0,0,0.100,0,82.5
2024-02-10 14:55:10,0,0,0.100,102,1,0,0,0,0.200,1.30,105
2024-02-10 14:55:20,0,0,0.200,113,0.800,0,0,0,0.100,1.70,116
2024-02-10 14:55:30,0,0,0.100,70.8,0,0,0,0,0.100,0,71.0
2024-02-10 14:55:40,0,0,0.100,87.6,0,0,0,0,0.100,0,87.8
2024-02-10 14:55:50,0,0,0.200,152,0,0,0,0,0.200,0,153
2024-02-10 14:56:00,0,0,0.100,77,0,0,0,0,0.100,0,77.2
2024-02-10 14:56:10,0,0,0.200,96.1,0,0,0,0,0.100,0,96.4
2024-02-10 14:56:20,0,0,0.100,143,0.500,0,0,0,0.200,0.100,144
2024-02-10 14:56:30,0,0,0.400,138,2,0,0,0,0.100,2.20,143
2024-02-10 14:56:40,0,0,0.100,92.7,0,0,0,0,0.200,0,93
2024-02-10 14:56:50,0,0,0.200,95.3,0,0,0,0,0.100,0,95.6
2024-02-10 14:57:00,0,0,0.100,137,0,0,0,0,0.100,0,137
2024-02-10 14:57:10,0,0,0.100,91.9,0,0,0,0,0.200,0,92.2
2024-02-10 14:57:20,0,0,0.100,87.1,0,0,0,0,0.100,0,87.3
2024-02-10 14:57:30,0,0,0.200,114,0,0,0,0,0.100,0,114
2024-02-10 14:57:40,0,0,0.100,104,0,0,0,0,0.200,0,105
2024-02-10 14:57:50,0,0,0.200,139,0,0,0,0,0.200,0,139
2024-02-10 14:58:00,0,0,0.100,92.5,0,0,0,0,0.100,0,92.7
2024-02-10 14:58:10,0,0,0.200,145,0,0,0,0,0.200,0,145
2024-02-10 14:58:20,0,0,0.100,70.3,0,0,0,0,0.100,0,70.5
2024-02-10 14:58:30,0,0,0.200,122,0,0,0,0,0.100,0.100,122
2024-02-10 14:58:40,0,0,0.100,106,1.50,0,0,0,0.200,2.40,111
2024-02-10 14:58:50,0,0,0.100,82,0.800,0,0,0,0.100,0,83.0
2024-02-10 14:59:00,0,0,0.100,89.9,0,0,0,0,0.100,0,90.1
2024-02-10 14:59:10,0,0,0.200,131,0,0,0,0,0.100,0,131
2024-02-10 14:59:20,0,0,0.100,114,0,0,0,0,0.200,0,114
2024-02-10 14:59:30,0,0,0.200,103,0,0,0,0,0.100,0,104
2024-02-10 14:59:40,0,0,0.100,146,0,0,0,0,0.200,0,147
2024-02-10 14:59:50,0,0,0.300,76.1,1.90,0,0,0,0.200,0.600,79.1
2024-02-10 15:00:00,0,0,0.200,166,0.700,0,0,0,0.100,1.60,169
2024-02-10 15:00:10,0,0,0.100,85.6,0,0,0,0,0.100,0,85.8
2024-02-10 15:00:20,0,0,0.200,104,0,0,0,0,0.100,0,104
2024-02-10 15:00:30,5,0,0.100,139,0,0,0,0,0.200,0,144
2024-02-10 15:00:40,0,0,0.100,68.7,0,0,0,0,0.100,0,68.9
2024-02-10 15:00:50,0,0,0.200,162,0,0,0,0,0.200,0,162
2024-02-10 15:01:00,0,0,0.100,83.2,0,0,0,0,0.100,0,83.4
2024-02-10 15:01:10,0,0,0.200,161,0,0,0,0,0.200,0,161
2024-02-10 15:01:20,0,0,0.100,75.5,0,0,0,0,0.100,0,75.7
2024-02-10 15:01:30,0,0,0.200,119,0,0,0,0,0.100,0,120
2024-02-10 15:01:40,0,0,0.100,119,0,0,0,0,0.200,0,119
2024-02-10 15:01:50,0,0,0.100,73.5,0,0,0,0,0.100,0,73.7
2024-02-10 15:02:00,0,0,0.300,113,0.700,0,0,0,0.100,0.800,114
2024-02-10 15:02:10,0,0,0.200,127,1.30,0,0,0,0.200,2,131
2024-02-10 15:02:20,0,0,0.100,88.8,0,0,0,0,0.100,0,89.0
2024-02-10 15:02:30,0,0,0.200,115,0,0,0,0,0.100,0,115
2024-02-10 15:02:40,0,0,0.100,146,0,0,0,0,0.200,0,146
2024-02-10 15:02:50,0,0,0.200,83.1,0,0,0,0,0.100,0,83.4
2024-02-10 15:03:00,0,0,0.100,167,0,0,0,0,0.200,0,167
2024-02-10 15:03:10,0,0,0.100,84.6,0.400,0,0,0,0.100,0,85.2
2024-02-10 15:03:20,0,0,0.400,169,0.800,0,0,0,0.200,3.30,174
2024-02-10 15:03:30,0,0,0.100,82.4,0.300,0,0,0,0.100,0,82.9
2024-02-10 15:03:40,0,0,0.100,92,0,0,0,0,0.100,0,92.2
2024-02-10 15:03:50,0,0,0.200,101,0,0,0,0,0.100,0,101
2024-02-10 15:04:00,0,0,0.100,156,0,0,0,0,0.200,0,157
2024-02-10 15:04:10,0,0,0.100,91.7,0,0,0,0,0.100,0,91.9
2024-02-10 15:04:20,0,0,0.200,160,0,0,0,0,0.200,0,161
2024-02-10 15:04:30,0,0,0.100,76.8,0,0,0,0,0.100,0,77.0
2024-02-10 15:04:40,0,0,0.200,151,0,0,0,0,0.200,0,151
2024-02-10 15:04:50,0,0,0.100,85.6,0,0,0,0,0.100,0,85.8
2024-02-10 15:05:00,0,0,0.200,148,0,0,0,0,0.200,0,148
2024-02-10 15:05:10,0,0,0.100,72.9,0,0,0,0,0.100,0,73.1
2024-02-10 15:05:20,0,0,0.100,81.9,0,0,0,0,0.100,0,82.1
2024-02-10 15:05:30,0,0,0.300,81.7,1.70,0,0,0,0.200,1.50,85.4
2024-02-10 15:05:40,0,0,0.100,152,0,0,0,0,0.100,1.60,154
2024-02-10 15:05:50,3.60,0,0.100,80,0,0,0,0,0.100,0,83.8
2024-02-10 15:06:00,0,0,0.200,156,0,0,0,0,0.200,0,156
2024-02-10 15:06:10,0,0,0.100,80.1,0,0,0,0,0.100,0,80.3
2024-02-10 15:06:20,0,0,0.200,160,0,0,0,0,0.200,0,160
2024-02-10 15:06:30,0.200,0,0.100,74.9,0,0,0,0,0.100,0,75.3
2024-02-10 15:06:40,0,0,0.200,120,1.80,0,0,0,0.200,1,123
2024-02-10 15:06:50,0,0,0.100,123,1.10,0,0,0,0.100,0.900,125
2024-02-10 15:07:00,0,0,0.100,77.4,0,0,0,0,0.100,0,77.6
2024-02-10 15:07:10,0,0,0.200,127,0,0,0,0,0.100,0,127
2024-02-10 15:07:20,0,0,0.100,120,0,0,0,0,0.200,0,120
2024-02-10 15:07:30,0,0,0.100,78.3,0,0,0,0,0.100,0,78.5
2024-02-10 15:07:40,0,0,0.200,147,0,0,0,0,0.200,0,148
2024-02-10 15:07:50,0,0,0.100,77.1,0,0,0,0,0.100,0,77.3
2024-02-10 15:08:00,0,0,0.200,137,0,0,0,0,0.200,0,137
2024-02-10 15:08:10,0,0,0.100,67,0,0,0,0,0.100,0,67.2
2024-02-10 15:08:20,0,0,0.200,122,0,0,0,0,0.200,0,123
2024-02-10 15:08:30,0,0,0.100,90.6,0,0,0,0,0.100,0,90.8
2024-02-10 15:08:40,0,0,0.200,102,0,0,0,0,0.100,0,103
2024-02-10 15:08:50,0,0,0.100,86,0.400,0,0,0,0.200,1.70,88.4
2024-02-10 15:09:00,0,0,0.200,92.7,1.10,0,0,0,0.100,1.60,95.7
2024-02-10 15:09:10,0,0,0.200,143,0,0,0,0,0.200,0,143
2024-02-10 15:09:20,0,0,0.100,79.8,0,0,0,0,0.100,0,80.0
2024-02-10 15:09:30,0,0,0.200,142,0,0,0,0,0.200,0,142
2024-02-10 15:09:40,0,0,0.100,87,0,0,0,0,0.100,0,87.2
2024-02-10 15:09:50,0,0,0.200,109,0,0,0,0,0.100,0,110
2024-02-10 15:10:00,0,0,0.100,102,0.600,0,0,0,0.200,0.200,103
2024-02-10 15:10:10,0,0,0.100,72.5,1.90,0,0,0,0.100,2.10,76.7
2024-02-10 15:10:20,0,0,0.100,80.8,0,0,0,0,0.100,0,81.0
2024-02-10 15:10:30,0,0,0.200,97.2,0,0,0,0,0.100,0,97.5
2024-02-10 15:10:40,0,0,0.100,113,0,0,0,0,0.100,0,113
2024-02-10 15:10:50,0,0,0.100,102,0,0,0,0,0.200,0,102
2024-02-10 15:11:00,0,0,0.100,75.9,0,0,0,0,0.100,0,76.1
2024-02-10 15:11:10,0,0,0.200,143,0,0,0,0,0.200,0,143
2024-02-10 15:11:20,0,0,0.100,75.5,0,0,0,0,0.100,0,75.7
2024-02-10 15:11:30,0,0,0.200,133,0,0,0,0,0.200,0,134
2024-02-10 15:11:40,0,0,0.100,69.4,0,0,0,0,0.100,0,69.6
2024-02-10 15:11:50,0,0,0.200,132,0,0,0,0,0.200,0,132
2024-02-10 15:12:00,0,0,0.100,75.8,0,0,0,0,0.100,0,76.0
2024-02-10 15:12:10,0,0,0.200,128,0,0,0,0,0.200,0.100,129
2024-02-10 15:12:20,0,0,0.200,73.8,2.10,0,0,0,0.100,1.70,77.9
2024-02-10 15:12:30,0,0,0.100,84.8,0.900,0,0,0,0.100,0,85.9
2024-02-10 15:12:40,0,0,0.200,114,0,0,0,0,0.100,0,114
2024-02-10 15:12:50,0,0,0.100,121,0,0,0,0,0.200,0,122
2024-02-10 15:13:00,0,0,0.200,97.2,0,0,0,0,0.100,0,97.5
