sep=,
"Time","worker"
2024-02-16 11:22:00,0
2024-02-16 11:22:30,0
2024-02-16 11:23:00,0
2024-02-16 11:23:30,0
2024-02-16 11:24:00,0
2024-02-16 11:24:30,12.7
2024-02-16 11:25:00,12.1
2024-02-16 11:25:30,12.8
2024-02-16 11:26:00,12.8
2024-02-16 11:26:30,12.8
2024-02-16 11:27:00,12.8
2024-02-16 11:27:30,11.9
2024-02-16 11:28:00,11.3
2024-02-16 11:28:30,12.1
2024-02-16 11:29:00,12.8
2024-02-16 11:29:30,12.1
2024-02-16 11:30:00,11.4
2024-02-16 11:30:30,12
2024-02-16 11:31:00,12.8
2024-02-16 11:31:30,11.9
2024-02-16 11:32:00,12.1
2024-02-16 11:32:30,11.2
2024-02-16 11:33:00,11.9
2024-02-16 11:33:30,12.1
2024-02-16 11:34:00,12.8
2024-02-16 11:34:30,11.2
2024-02-16 11:35:00,12.8
2024-02-16 11:35:30,12.8
2024-02-16 11:36:00,12.8
2024-02-16 11:36:30,12.8
2024-02-16 11:37:00,12
2024-02-16 11:37:30,12
2024-02-16 11:38:00,12.8
2024-02-16 11:38:30,12
2024-02-16 11:39:00,12
2024-02-16 11:39:30,12.8
2024-02-16 11:40:00,12.8
2024-02-16 11:40:30,12.8
2024-02-16 11:41:00,11.9
2024-02-16 11:41:30,12.8
2024-02-16 11:42:00,12.8
2024-02-16 11:42:30,12.8
2024-02-16 11:43:00,12.8
2024-02-16 11:43:30,11.9
2024-02-16 11:44:00,12.8
2024-02-16 11:44:30,12.7
2024-02-16 11:45:00,12.7
2024-02-16 11:45:30,12.6
2024-02-16 11:46:00,11.2
2024-02-16 11:46:30,12
2024-02-16 11:47:00,12.1
2024-02-16 11:47:30,12.8
2024-02-16 11:48:00,12.6
2024-02-16 11:48:30,12
2024-02-16 11:49:00,12
2024-02-16 11:49:30,12.8
2024-02-16 11:50:00,12.8
2024-02-16 11:50:30,12.8
2024-02-16 11:51:00,12.8
2024-02-16 11:51:30,11.2
2024-02-16 11:52:00,12.1
2024-02-16 11:52:30,12.1
2024-02-16 11:53:00,12.8
2024-02-16 11:53:30,12.8
2024-02-16 11:54:00,12.8
2024-02-16 11:54:30,11.2
2024-02-16 11:55:00,11.2
2024-02-16 11:55:30,12.1
2024-02-16 11:56:00,12.1
2024-02-16 11:56:30,8.80
2024-02-16 11:57:00,12.6
2024-02-16 11:57:30,11.2
2024-02-16 11:58:00,11.3
2024-02-16 11:58:30,7.20
2024-02-16 11:59:00,12.8
2024-02-16 11:59:30,12.8
2024-02-16 12:00:00,12.8
2024-02-16 12:00:30,8.80
2024-02-16 12:01:00,12
2024-02-16 12:01:30,11.2
2024-02-16 12:02:00,11.5
2024-02-16 12:02:30,7.20
2024-02-16 12:03:00,11.9
2024-02-16 12:03:30,11.2
2024-02-16 12:04:00,12.8
2024-02-16 12:04:30,8
2024-02-16 12:05:00,0
2024-02-16 12:05:30,0
2024-02-16 12:06:00,0
2024-02-16 12:06:30,0
2024-02-16 12:07:00,0
2024-02-16 12:07:30,0
2024-02-16 12:08:00,0
2024-02-16 12:08:30,0
2024-02-16 12:09:00,0
2024-02-16 12:09:30,0
2024-02-16 12:10:00,69.1
2024-02-16 12:10:30,75.3
2024-02-16 12:11:00,74.4
2024-02-16 12:11:30,74.4
2024-02-16 12:12:00,75
2024-02-16 12:12:30,74.4
2024-02-16 12:13:00,75.9
2024-02-16 12:13:30,75.2
2024-02-16 12:14:00,72.7
2024-02-16 12:14:30,74.3
2024-02-16 12:15:00,76
2024-02-16 12:15:30,74.4
2024-02-16 12:16:00,38.5
2024-02-16 12:16:30,74.4
2024-02-16 12:17:00,75
2024-02-16 12:17:30,73.7
2024-02-16 12:18:00,25
2024-02-16 12:18:30,76
2024-02-16 12:19:00,75.2
2024-02-16 12:19:30,75.2
2024-02-16 12:20:00,41.5
2024-02-16 12:20:30,74.3
2024-02-16 12:21:00,67.1
2024-02-16 12:21:30,75.2
2024-02-16 12:22:00,73.6
2024-02-16 12:22:30,73.6
2024-02-16 12:23:00,75.3
2024-02-16 12:23:30,76
2024-02-16 12:24:00,75.3
2024-02-16 12:24:30,73.7
2024-02-16 12:25:00,73.6
2024-02-16 12:25:30,75.9
2024-02-16 12:26:00,75.3
2024-02-16 12:26:30,73.5
2024-02-16 12:27:00,75.2
2024-02-16 12:27:30,73.6
2024-02-16 12:28:00,75.9
2024-02-16 12:28:30,75.1
2024-02-16 12:29:00,76
2024-02-16 12:29:30,64.3
2024-02-16 12:30:00,75.9
2024-02-16 12:30:30,75.2
2024-02-16 12:31:00,76
2024-02-16 12:31:30,74.4
2024-02-16 12:32:00,73.8
2024-02-16 12:32:30,58.6
2024-02-16 12:33:00,76.6
2024-02-16 12:33:30,76
2024-02-16 12:34:00,75.1
2024-02-16 12:34:30,32.2
2024-02-16 12:35:00,74.4
2024-02-16 12:35:30,74.4
2024-02-16 12:36:00,75.1
2024-02-16 12:36:30,20
2024-02-16 12:37:00,73.6
2024-02-16 12:37:30,74.3
2024-02-16 12:38:00,75.2
2024-02-16 12:38:30,67.1
2024-02-16 12:39:00,75
2024-02-16 12:39:30,76
2024-02-16 12:40:00,72.8
2024-02-16 12:40:30,73.7
2024-02-16 12:41:00,75.8
2024-02-16 12:41:30,75.2
2024-02-16 12:42:00,73.6
2024-02-16 12:42:30,72.9
2024-02-16 12:43:00,74.4
2024-02-16 12:43:30,75.2
2024-02-16 12:44:00,74.5
2024-02-16 12:44:30,74.4
2024-02-16 12:45:00,73.5
2024-02-16 12:45:30,76
2024-02-16 12:46:00,74.5
2024-02-16 12:46:30,74.3
2024-02-16 12:47:00,74.4
2024-02-16 12:47:30,74.5
2024-02-16 12:48:00,75.3
2024-02-16 12:48:30,75
2024-02-16 12:49:00,63.5
2024-02-16 12:49:30,75.2
2024-02-16 12:50:00,74.4
2024-02-16 12:50:30,76
2024-02-16 12:51:00,0
2024-02-16 12:51:30,0
2024-02-16 12:52:00,0
2024-02-16 12:52:30,0
2024-02-16 12:53:00,0
2024-02-16 12:53:30,0
2024-02-16 12:54:00,0
2024-02-16 12:54:30,0
2024-02-16 12:55:00,0
2024-02-16 12:55:30,0
2024-02-16 12:56:00,60.4
2024-02-16 12:56:30,142
2024-02-16 12:57:00,141
2024-02-16 12:57:30,74
2024-02-16 12:58:00,144
2024-02-16 12:58:30,141
2024-02-16 12:59:00,145
2024-02-16 12:59:30,142
2024-02-16 13:00:00,137
2024-02-16 13:00:30,145
2024-02-16 13:01:00,142
2024-02-16 13:01:30,138
2024-02-16 13:02:00,96.2
2024-02-16 13:02:30,140
