sep=,
"Time","camunda-platform-elasticsearch-master-0 / camunda8 / PKG","camunda-platform-elasticsearch-master-1 / camunda8 / PKG","camunda-platform-operate-5bc7c489c4-8zrg4 / camunda8 / PKG","camunda-platform-tasklist-9968d5594-9257r / camunda8 / PKG","camunda-platform-zeebe-0 / camunda8 / PKG","camunda-platform-zeebe-gateway-5ff76496c4-n9kzj / camunda8 / PKG","camunda-platform-elasticsearch-master-0 / camunda8 / DRAM","camunda-platform-elasticsearch-master-1 / camunda8 / DRAM","camunda-platform-operate-5bc7c489c4-8zrg4 / camunda8 / DRAM","camunda-platform-tasklist-9968d5594-9257r / camunda8 / DRAM","camunda-platform-zeebe-0 / camunda8 / DRAM","camunda-platform-zeebe-gateway-5ff76496c4-n9kzj / camunda8 / DRAM","camunda-platform-elasticsearch-master-0 / camunda8 / OTHER","camunda-platform-elasticsearch-master-1 / camunda8 / OTHER","camunda-platform-operate-5bc7c489c4-8zrg4 / camunda8 / OTHER","camunda-platform-tasklist-9968d5594-9257r / camunda8 / OTHER","camunda-platform-zeebe-0 / camunda8 / OTHER","camunda-platform-zeebe-gateway-5ff76496c4-n9kzj / camunda8 / OTHER"
2024-02-14 21:03:10,4.34,0.994,1.44,0.737,14.4,0.665,0.110,0.0570,0.0372,0.0270,0.165,0.0369,0,0,0,0,0,0
2024-02-14 21:03:20,4.08,1.37,2.06,0.450,14.4,0.840,0.108,0.0648,0.0396,0.0252,0.167,0.0417,0,0,0,0,0,0
2024-02-14 21:03:30,7.30,1.71,3.03,1.13,14.4,1.19,0.137,0.0945,0.0573,0.0336,0.201,0.0579,0,0,0,0,0,0
2024-02-14 21:03:40,6.33,1.16,1.61,0.977,5.55,0.792,0.0822,0.0546,0.0297,0.0246,0.0912,0.0354,0,0,0,0,0,0
2024-02-14 21:03:50,5.82,1.64,2.04,0.766,5.50,0.769,0.101,0.0645,0.0381,0.0234,0.0906,0.0327,0,0,0,0,0,0
2024-02-14 21:04:00,6.62,2.12,2.66,1.10,8.33,1.03,0.120,0.0822,0.0495,0.0312,0.141,0.0477,0,0,0,0,0,0
2024-02-14 21:04:10,5.73,2.25,1.27,0.767,7.37,0.721,0.111,0.0711,0.0567,0.0276,0.102,0.0345,0,0,0,0,0,0
2024-02-14 21:04:20,10.4,3.75,1.30,0.513,8.57,0.653,0.144,0.114,0.0327,0.0285,0.114,0.0402,0,0,0,0,0,0
2024-02-14 21:04:30,5.39,2.21,1.26,0.973,14.9,1.02,0.129,0.0966,0.0528,0.0327,0.240,0.0621,0,0,0,0,0,0
2024-02-14 21:04:40,8.93,2.39,2.13,0.681,8.77,0.634,0.127,0.0594,0.0504,0.0231,0.153,0.0390,0,0,0,0,0,0
2024-02-14 21:04:50,5.15,1.39,1.43,0.628,10.00,0.769,0.0855,0.0573,0.0285,0.0216,0.143,0.0372,0,0,0,0,0,0
2024-02-14 21:05:00,13.8,1.92,1.15,0.497,4.08,0.471,0.209,0.0585,0.0426,0.0294,0.0870,0.0315,0,0,0,0,0,0
2024-02-14 21:05:10,3.15,0.448,0.374,0.197,1.06,0.298,0.0546,0.0387,0.0237,0.0180,0.0258,0.0195,0,0,0,0,0,0
2024-02-14 21:05:20,2.31,0.463,0.225,0.175,2.80,1.16,0.0393,0.0375,0.0189,0.0198,0.0423,0.0231,0,0,0,0,0,0
2024-02-14 21:05:30,7.92,1.53,2.77,1.00,17.9,1.03,0.183,0.0795,0.0594,0.0312,0.232,0.0483,0,0,0,0,0,0
2024-02-14 21:05:40,6.68,1.25,2.42,0.560,12.8,0.712,0.0987,0.0840,0.0354,0.0225,0.194,0.0492,0,0,0,0,0,0
2024-02-14 21:05:50,2.99,1.42,1.81,0.640,5.99,0.782,0.0843,0.0522,0.0342,0.0267,0.0936,0.0291,0,0,0,0,0,0
2024-02-14 21:06:00,2.67,0.878,1.50,0.544,2.97,0.466,0.0684,0.0570,0.0450,0.0273,0.0717,0.0291,0,0,0,0,0,0
2024-02-14 21:06:10,4.64,2.90,0.641,0.266,1.31,0.374,0.0672,0.123,0.0279,0.0258,0.0411,0.0231,0,0,0,0,0,0
2024-02-14 21:06:20,2.25,1.90,0.888,0.304,2.03,0.374,0.0549,0.0516,0.0516,0.0168,0.0378,0.0267,0,0,0,0,0,0
2024-02-14 21:06:30,1.89,1.09,1.27,0.367,2.40,0.482,0.0546,0.0546,0.0273,0.0273,0.0273,0.0273,0,0,0,0,0,0
2024-02-14 21:06:40,1.62,0.703,0.658,0.338,1.95,0.403,0.0516,0.0516,0.0258,0.0258,0.0258,0.0258,0,0,0,0,0,0
2024-02-14 21:06:50,1.54,0.601,0.711,0.322,2.89,0.434,0.0426,0.0426,0.0213,0.0213,0.0213,0.0213,0,0,0,0,0,0
2024-02-14 21:07:00,2.73,1.17,0.491,0.416,7.75,0.969,0.0588,0.0588,0.0294,0.0294,0.0294,0.0294,0,0,0,0,0,0
2024-02-14 21:07:10,6.09,2.09,2.98,0.980,12.1,1.26,0.0660,0.0660,0.0330,0.0330,0.0330,0.0330,0,0,0,0,0,0
2024-02-14 21:07:20,5.48,2.73,3.20,1.48,10.2,1.18,0.0642,0.0642,0.0321,0.0321,0.0321,0.0321,0,0,0,0,0,0
2024-02-14 21:07:30,9.32,2.80,4.67,1.49,14.0,1.45,0.0846,0.0846,0.0423,0.0423,0.0423,0.0423,0,0,0,0,0,0
2024-02-14 21:07:40,3.41,1.57,4.09,0.808,12.8,0.761,0.0576,0.0576,0.0288,0.0288,0.0288,0.0288,0,0,0,0,0,0
2024-02-14 21:07:50,2.10,1.17,2.91,0.245,15.3,0.735,0.0552,0.0552,0.0276,0.0276,0.0276,0.0276,0,0,0,0,0,0
2024-02-14 21:08:00,7.87,5.20,2.62,1.19,17.9,0.817,0.0822,0.0822,0.0411,0.0411,0.0411,0.0411,0,0,0,0,0,0
2024-02-14 21:08:10,4.50,1.68,1.77,0.416,14.6,0.694,0.0576,0.0576,0.0288,0.0288,0.0288,0.0288,0,0,0,0,0,0
2024-02-14 21:08:20,3.90,2.73,2.07,0.502,12.8,0.698,0.0600,0.0600,0.0300,0.0300,0.0300,0.0300,0,0,0,0,0,0
2024-02-14 21:08:30,7.34,2.34,2.55,0.839,16.8,0.955,0.0792,0.0792,0.0396,0.0396,0.0396,0.0396,0,0,0,0,0,0
2024-02-14 21:08:40,5.42,2.06,3.02,0.898,9.45,1.37,0.0642,0.0642,0.0321,0.0321,0.0321,0.0321,0,0,0,0,0,0
2024-02-14 21:08:50,8.03,2.69,5.58,1.24,8.75,1.13,0.0816,0.0816,0.0408,0.0408,0.0408,0.0408,0,0,0,0,0,0
2024-02-14 21:09:00,7.52,2.41,3.49,1.09,16.0,1.17,0.0804,0.0804,0.0402,0.0402,0.0402,0.0402,0,0,0,0,0,0
2024-02-14 21:09:10,4.26,1.47,2.31,0.637,13.4,0.844,0.0576,0.0576,0.0288,0.0288,0.0288,0.0288,0,0,0,0,0,0
2024-02-14 21:09:20,4.34,1.70,3.32,0.813,12.6,0.756,0.0606,0.0606,0.0303,0.0303,0.0303,0.0303,0,0,0,0,0,0
2024-02-14 21:09:30,3.90,1.83,2.79,0.981,19.4,1.02,0.0762,0.0762,0.0381,0.0381,0.0381,0.0381,0,0,0,0,0,0
2024-02-14 21:09:40,4.41,1.79,1.41,0.575,13.9,0.660,0.0576,0.0576,0.0288,0.0288,0.0288,0.0288,0,0,0,0,0,0
2024-02-14 21:09:50,7.63,4.69,1.11,0.987,11.1,0.743,0.245,0.0684,0.0390,0.0249,0.118,0.0420,0,0,0,0,0,0
2024-02-14 21:10:00,11.3,12.2,4.86,1.79,11.0,1.47,0.190,0.213,0.0867,0.0513,0.241,0.0753,0,0,0,0,0,0
2024-02-14 21:10:10,8.32,1.93,4.44,1.41,8.34,0.893,0.136,0.0645,0.0648,0.0360,0.191,0.0486,0,0,0,0,0,0
2024-02-14 21:10:20,6.65,2.17,3.32,0.590,10.8,0.797,0.112,0.0645,0.0690,0.0228,0.189,0.0441,0,0,0,0,0,0
2024-02-14 21:10:30,5.66,1.90,3.20,1.03,17.6,1.13,0.157,0.0879,0.0687,0.0411,0.243,0.0558,0,0,0,0,0,0
2024-02-14 21:10:40,3.77,1.37,2.55,0.639,15.6,0.696,0.104,0.0621,0.0450,0.0273,0.207,0.0369,0,0,0,0,0,0
2024-02-14 21:10:50,7.62,1.10,0.912,0.449,12.5,0.759,0.109,0.0660,0.0480,0.0252,0.221,0.0447,0,0,0,0,0,0
2024-02-14 21:11:00,7.88,2.05,3.63,1.12,15.2,1.04,0.173,0.0846,0.0819,0.0375,0.309,0.0621,0,0,0,0,0,0
2024-02-14 21:11:10,5.36,1.83,2.38,0.715,11.5,1.44,0.112,0.0696,0.0537,0.0252,0.167,0.0531,0,0,0,0,0,0
2024-02-14 21:11:20,6.81,2.20,3.10,1.72,10.9,1.21,0.178,0.0804,0.0663,0.0345,0.183,0.0540,0,0,0,0,0,0
2024-02-14 21:11:30,7.66,2.40,3.90,1.70,14.9,1.38,0.190,0.0978,0.0744,0.0405,0.229,0.0612,0,0,0,0,0,0
2024-02-14 21:11:40,7.60,5.46,1.92,1.02,9.35,0.813,0.166,0.0963,0.0426,0.0312,0.171,0.0432,0,0,0,0,0,0
2024-02-14 21:11:50,7.06,1.89,1.92,0.910,10.8,0.739,0.128,0.0681,0.0468,0.0249,0.185,0.0408,0,0,0,0,0,0
2024-02-14 21:12:00,5.51,5.05,3.08,0.791,15.0,0.990,0.130,0.0900,0.0561,0.0315,0.212,0.0513,0,0,0,0,0,0
2024-02-14 21:12:10,10.4,0.930,0.451,0.787,7.48,0.653,0.101,0.0534,0.0321,0.0246,0.125,0.0354,0,0,0,0,0,0
2024-02-14 21:12:20,14.6,1.13,1.39,0.629,4.20,0.629,0.165,0.0594,0.0384,0.0264,0.0864,0.0363,0,0,0,0,0,0
2024-02-14 21:12:30,6.69,2.18,2.57,0.658,9.63,1.21,0.155,0.0864,0.0567,0.0336,0.196,0.0642,0,0,0,0,0,0
2024-02-14 21:12:40,3.41,1.14,0.875,0.651,6.40,0.812,0.0810,0.0537,0.0282,0.0267,0.0999,0.0357,0,0,0,0,0,0
2024-02-14 21:12:50,5.05,1.82,1.74,0.577,6.79,0.769,0.0912,0.0588,0.0411,0.0213,0.105,0.0366,0,0,0,0,0,0
2024-02-14 21:13:00,6.22,1.68,2.27,1.01,9.81,0.974,0.154,0.0810,0.0549,0.0381,0.211,0.0618,0,0,0,0,0,0
2024-02-14 21:13:10,3.45,1.41,1.86,0.681,10.3,0.728,0.0897,0.0591,0.0387,0.0234,0.124,0.0366,0,0,0,0,0,0
2024-02-14 21:13:20,3.17,1.47,1.75,0.748,9.28,0.730,0.0834,0.0570,0.0345,0.0252,0.129,0.0357,0,0,0,0,0,0
2024-02-14 21:13:30,3.15,1.24,1.21,1.01,6.46,0.599,0.0978,0.0657,0.0384,0.0300,0.0858,0.0327,0,0,0,0,0,0
2024-02-14 21:13:40,0.808,0.435,0.556,0.217,1.08,0.288,0.0417,0.0363,0.0198,0.0174,0.0255,0.0180,0,0,0,0,0,0
2024-02-14 21:13:50,3.54,0.556,0.212,0.214,3.05,0.349,0.0549,0.0375,0.0183,0.0171,0.0579,0.0225,0,0,0,0,0,0
2024-02-14 21:14:00,7.45,2.05,2.53,1.06,17.7,1.10,0.140,0.0891,0.0552,0.0321,0.246,0.0552,0,0,0,0,0,0
2024-02-14 21:14:10,4.40,1.88,1.81,0.768,13.2,0.826,0.117,0.0717,0.0435,0.0270,0.188,0.0405,0,0,0,0,0,0
2024-02-14 21:14:20,3.50,1.50,1.35,0.802,14.0,0.752,0.0879,0.0612,0.0360,0.0270,0.190,0.0387,0,0,0,0,0,0
2024-02-14 21:14:30,9.01,5.78,2.24,0.969,6.92,0.874,0.184,0.131,0.0597,0.0333,0.123,0.0438,0,0,0,0,0,0
2024-02-14 21:14:40,2.88,1.40,1.04,0.397,1.88,0.418,0.0768,0.0537,0.0315,0.0219,0.0447,0.0237,0,0,0,0,0,0
2024-02-14 21:14:50,1.97,1.30,0.417,0.336,2.32,0.404,0.0576,0.0501,0.0249,0.0192,0.0426,0.0207,0,0,0,0,0,0
2024-02-14 21:15:00,2.39,0.695,0.390,0.300,2.76,0.618,0.0762,0.0543,0.0297,0.0249,0.0642,0.0339,0,0,0,0,0,0
2024-02-14 21:15:10,2.49,0.818,0.703,0.482,1.69,0.338,0.0819,0.0576,0.0348,0.0228,0.0669,0.0303,0,0,0,0,0,0
2024-02-14 21:15:20,1.15,0.703,0.834,0.442,2.46,0.420,0.0543,0.0456,0.0249,0.0192,0.0456,0.0231,0,0,0,0,0,0
2024-02-14 21:15:30,1.61,0.783,0.638,0.433,2.76,0.515,0.0690,0.0549,0.0297,0.0252,0.0534,0.0291,0,0,0,0,0,0
2024-02-14 21:15:40,2.05,0.690,0.422,0.300,1.73,0.398,0.0543,0.0429,0.0246,0.0195,0.0414,0.0216,0,0,0,0,0,0
2024-02-14 21:15:50,3.60,1.35,1.01,0.489,9.91,1.09,0.0846,0.0639,0.0291,0.0213,0.141,0.0423,0,0,0,0,0,0
2024-02-14 21:16:00,7.22,4.21,3.44,2.30,14.6,1.19,0.168,0.115,0.0714,0.0456,0.237,0.0588,0,0,0,0,0,0
2024-02-14 21:16:10,5.91,1.31,2.18,0.678,12.8,0.802,0.112,0.0675,0.0504,0.0234,0.178,0.0405,0,0,0,0,0,0
2024-02-14 21:16:20,6.85,5.36,1.63,0.711,11.7,0.702,0.156,0.119,0.0447,0.0267,0.191,0.0408,0,0,0,0,0,0
2024-02-14 21:16:30,5.63,5.01,1.68,0.903,18.6,0.898,0.139,0.102,0.0549,0.0336,0.257,0.0516,0,0,0,0,0,0
2024-02-14 21:16:40,5.16,1.05,0.747,0.406,14.5,0.610,0.0972,0.0612,0.0324,0.0234,0.202,0.0366,0,0,0,0,0,0
2024-02-14 21:16:50,4.02,2.64,1.63,0.911,6.19,0.563,0.100,0.0762,0.0438,0.0270,0.118,0.0306,0,0,0,0,0,0
2024-02-14 21:17:00,2.04,1.11,0.847,0.535,2.99,0.636,0.0717,0.0576,0.0330,0.0261,0.0639,0.0306,0,0,0,0,0,0
2024-02-14 21:17:10,2.20,0.792,0.548,0.544,2.46,0.443,0.0690,0.0507,0.0282,0.0207,0.0654,0.0306,0,0,0,0,0,0
2024-02-14 21:17:20,2.09,0.700,1.00,0.405,1.68,0.453,0.0654,0.0516,0.0294,0.0219,0.0555,0.0285,0,0,0,0,0,0
2024-02-14 21:17:30,3.03,0.961,0.659,0.399,1.82,0.447,0.0780,0.0561,0.0300,0.0258,0.0513,0.0294,0,0,0,0,0,0
2024-02-14 21:17:40,1.32,0.653,0.874,0.347,2.09,0.393,0.0615,0.0456,0.0282,0.0210,0.0330,0.0201,0,0,0,0,0,0
2024-02-14 21:17:50,1.56,0.813,0.528,0.377,2.38,0.441,0.0561,0.0456,0.0219,0.0192,0.0390,0.0231,0,0,0,0,0,0
2024-02-14 21:18:00,2.18,0.983,0.962,0.447,1.92,0.521,0.0708,0.0561,0.0324,0.0246,0.0468,0.0288,0,0,0,0,0,0
2024-02-14 21:18:10,7.38,6.42,0.896,0.846,8.24,0.932,0.148,0.127,0.0372,0.0267,0.153,0.0483,0,0,0,0,0,0
2024-02-14 21:18:20,8.94,2.87,3.38,1.27,9.54,1.09,0.160,0.0972,0.0642,0.0330,0.188,0.0516,0,0,0,0,0,0
2024-02-14 21:18:30,9.18,3.55,2.92,0.707,16.0,1.25,0.167,0.117,0.0696,0.0363,0.240,0.0600,0,0,0,0,0,0
2024-02-14 21:18:40,4.99,1.15,0.724,0.626,14.6,0.729,0.103,0.0612,0.0297,0.0264,0.189,0.0414,0,0,0,0,0,0
2024-02-14 21:18:50,2.71,1.37,1.41,0.424,15.5,0.664,0.0906,0.0672,0.0417,0.0216,0.171,0.0369,0,0,0,0,0,0
2024-02-14 21:19:00,5.39,1.67,1.98,0.974,19.5,0.765,0.127,0.0792,0.0507,0.0339,0.243,0.0462,0,0,0,0,0,0
2024-02-14 21:19:10,3.62,1.19,1.47,0.640,14.1,0.578,0.0861,0.0585,0.0417,0.0246,0.173,0.0369,0,0,0,0,0,0
2024-02-14 21:19:20,3.02,1.48,1.34,0.310,13.4,0.643,0.0975,0.0594,0.0432,0.0216,0.246,0.0468,0,0,0,0,0,0
2024-02-14 21:19:30,3.80,1.34,1.29,0.789,3.26,0.604,0.0981,0.0723,0.0390,0.0315,0.0783,0.0342,0,0,0,0,0,0
2024-02-14 21:19:40,1.36,0.694,0.470,0.230,2.06,0.343,0.0537,0.0405,0.0237,0.0183,0.0336,0.0213,0,0,0,0,0,0
2024-02-14 21:19:50,1.71,0.653,0.758,0.335,2.02,0.379,0.0552,0.0444,0.0252,0.0204,0.0429,0.0222,0,0,0,0,0,0
2024-02-14 21:20:00,2.70,0.878,1.17,0.700,2.70,0.473,0.0798,0.0597,0.0405,0.0270,0.0501,0.0288,0,0,0,0,0,0
2024-02-14 21:20:10,3.71,0.566,0.194,0.210,1.78,0.450,0.0615,0.0399,0.0189,0.0168,0.0429,0.0222,0,0,0,0,0,0
2024-02-14 21:20:20,5.82,0.689,0.722,0.384,1.43,0.355,0.0915,0.0423,0.0225,0.0192,0.0330,0.0198,0,0,0,0,0,0
2024-02-14 21:20:30,3.31,0.953,0.787,0.434,2.95,0.582,0.0699,0.0576,0.0339,0.0264,0.0681,0.0309,0,0,0,0,0,0
2024-02-14 21:20:40,5.58,1.69,2.37,0.809,10.9,1.16,0.118,0.0708,0.0522,0.0267,0.171,0.0519,0,0,0,0,0,0
2024-02-14 21:20:50,5.50,1.68,2.40,1.27,12.6,1.03,0.113,0.0636,0.0531,0.0297,0.212,0.0477,0,0,0,0,0,0
2024-02-14 21:21:00,8.62,7.54,3.69,0.703,14.6,0.954,0.206,0.163,0.0717,0.0342,0.259,0.0579,0,0,0,0,0,0
2024-02-14 21:21:10,4.03,2.88,1.08,0.650,14.6,0.694,0.131,0.0831,0.0405,0.0279,0.153,0.0405,0,0,0,0,0,0
2024-02-14 21:21:20,5.50,1.94,2.07,0.471,13.0,0.641,0.126,0.0714,0.0477,0.0267,0.169,0.0360,0,0,0,0,0,0
2024-02-14 21:21:30,5.32,1.64,2.13,0.911,18.4,0.849,0.147,0.0945,0.0567,0.0333,0.328,0.0648,0,0,0,0,0,0
2024-02-14 21:21:40,4.84,1.60,1.42,0.551,8.36,0.545,0.0849,0.0720,0.0348,0.0243,0.123,0.0321,0,0,0,0,0,0
2024-02-14 21:21:50,1.19,0.775,0.471,0.367,3.21,0.529,0.0654,0.0462,0.0189,0.0195,0.0441,0.0231,0,0,0,0,0,0
2024-02-14 21:22:00,3.21,0.966,0.888,0.641,2.77,0.597,0.0999,0.0588,0.0279,0.0264,0.0615,0.0306,0,0,0,0,0,0
2024-02-14 21:22:10,2.21,0.709,0.698,0.509,2.43,0.453,0.0666,0.0384,0.0225,0.0213,0.0462,0.0228,0,0,0,0,0,0
2024-02-14 21:22:20,1.53,0.797,0.458,0.334,1.49,0.362,0.0513,0.0375,0.0240,0.0207,0.0252,0.0195,0,0,0,0,0,0
2024-02-14 21:22:30,1.71,0.745,0.714,0.428,2.66,0.519,0.0732,0.0543,0.0267,0.0243,0.0486,0.0285,0,0,0,0,0,0
2024-02-14 21:22:40,1.37,0.606,0.477,0.486,1.71,0.344,0.0564,0.0393,0.0198,0.0180,0.0294,0.0210,0,0,0,0,0,0
2024-02-14 21:22:50,7.87,3.59,0.723,0.241,2.37,0.352,0.102,0.135,0.0264,0.0192,0.0513,0.0243,0,0,0,0,0,0
2024-02-14 21:23:00,4.50,1.61,0.911,0.401,1.83,0.415,0.111,0.0561,0.0261,0.0273,0.0363,0.0288,0,0,0,0,0,0
2024-02-14 21:23:10,2.19,1.61,0.381,0.420,1.86,0.361,0.0594,0.0753,0.0174,0.0186,0.0432,0.0219,0,0,0,0,0,0
2024-02-14 21:23:20,1.22,0.657,0.820,0.237,2.85,0.450,0.0504,0.0429,0.0255,0.0180,0.0378,0.0243,0,0,0,0,0,0
2024-02-14 21:23:30,2.99,0.865,0.643,0.400,5.33,0.674,0.0885,0.0609,0.0252,0.0258,0.0999,0.0432,0,0,0,0,0,0
2024-02-14 21:23:40,4.95,2.04,1.60,1.09,10.8,1.07,0.152,0.0900,0.0429,0.0306,0.167,0.0624,0,0,0,0,0,0
2024-02-14 21:23:50,5.99,2.05,2.86,1.01,11.6,0.991,0.118,0.101,0.0357,0.0306,0.229,0.0429,0,0,0,0,0,0
2024-02-14 21:24:00,8.71,2.45,2.46,1.22,14.7,1.13,0.0810,0.0810,0.0405,0.0405,0.0405,0.0405,0,0,0,0,0,0
2024-02-14 21:24:10,3.70,1.34,1.58,0.446,13.9,0.591,0.0534,0.0534,0.0267,0.0267,0.0267,0.0267,0,0,0,0,0,0
2024-02-14 21:24:20,2.47,1.41,0.897,0.676,15.8,0.606,0.0540,0.0540,0.0270,0.0270,0.0270,0.0270,0,0,0,0,0,0
2024-02-14 21:24:30,4.18,1.63,2.19,0.660,20.1,0.852,0.0732,0.0732,0.0366,0.0366,0.0366,0.0366,0,0,0,0,0,0
2024-02-14 21:24:40,14.4,5.04,0.671,0.430,8.64,0.480,0.0642,0.0642,0.0321,0.0321,0.0321,0.0321,0,0,0,0,0,0
2024-02-14 21:24:50,3.36,2.56,0.574,0.515,4.39,0.515,0.0462,0.0462,0.0231,0.0231,0.0231,0.0231,0,0,0,0,0,0
2024-02-14 21:25:00,3.18,1.57,0.710,0.457,2.59,0.533,0.0528,0.0528,0.0264,0.0264,0.0264,0.0264,0,0,0,0,0,0
2024-02-14 21:25:10,2.09,1.46,0.814,0.257,1.81,0.360,0.0420,0.0420,0.0210,0.0210,0.0210,0.0210,0,0,0,0,0,0
2024-02-14 21:25:20,1.65,0.533,0.462,0.462,1.41,0.321,0.0408,0.0408,0.0204,0.0204,0.0204,0.0204,0,0,0,0,0,0
2024-02-14 21:25:30,2.45,1.06,1.05,0.406,2.78,0.499,0.0534,0.0534,0.0267,0.0267,0.0267,0.0267,0,0,0,0,0,0
2024-02-14 21:25:40,1.42,0.531,0.381,0.303,2.32,0.382,0.0462,0.0462,0.0231,0.0231,0.0231,0.0231,0,0,0,0,0,0
2024-02-14 21:25:50,1.58,0.732,0.817,0.347,2.29,0.415,0.0456,0.0456,0.0228,0.0228,0.0228,0.0228,0,0,0,0,0,0
2024-02-14 21:26:00,2.08,0.793,0.820,0.442,2.27,0.526,0.0534,0.0534,0.0267,0.0267,0.0267,0.0267,0,0,0,0,0,0
2024-02-14 21:26:10,1.85,0.922,0.835,0.396,2.18,0.544,0.0408,0.0408,0.0204,0.0204,0.0204,0.0204,0,0,0,0,0,0
2024-02-14 21:26:20,2.11,0.640,0.338,0.273,2.47,0.397,0.0408,0.0408,0.0204,0.0204,0.0204,0.0204,0,0,0,0,0,0
2024-02-14 21:26:30,6.07,3.10,0.458,0.432,2.83,0.418,0.0588,0.0588,0.0294,0.0294,0.0294,0.0294,0,0,0,0,0,0
2024-02-14 21:26:40,0.782,0.739,0.423,0.244,2.36,0.427,0.0420,0.0420,0.0210,0.0210,0.0210,0.0210,0,0,0,0,0,0
2024-02-14 21:26:50,2.79,1.26,0.403,0.237,1.65,0.266,0.0390,0.0390,0.0195,0.0195,0.0195,0.0195,0,0,0,0,0,0
2024-02-14 21:27:00,6.23,2.72,0.705,0.612,1.96,0.394,0.0558,0.0558,0.0279,0.0279,0.0279,0.0279,0,0,0,0,0,0
2024-02-14 21:27:10,1.91,0.649,0.669,0.246,2.32,0.409,0.0402,0.0402,0.0201,0.0201,0.0201,0.0201,0,0,0,0,0,0
2024-02-14 21:27:20,1.39,0.687,0.754,0.369,2.04,0.366,0.0426,0.0426,0.0213,0.0213,0.0213,0.0213,0,0,0,0,0,0
2024-02-14 21:27:30,1.24,0.607,0.637,0.362,2.39,0.445,0.0504,0.0504,0.0252,0.0252,0.0252,0.0252,0,0,0,0,0,0
2024-02-14 21:27:40,1.43,0.569,0.622,0.211,1.66,0.361,0.0378,0.0378,0.0189,0.0189,0.0189,0.0189,0,0,0,0,0,0
2024-02-14 21:27:50,1.30,0.681,0.182,0.328,2.95,0.469,0.0516,0.0516,0.0258,0.0258,0.0258,0.0258,0,0,0,0,0,0
2024-02-14 21:28:00,3.63,0.934,1.06,0.461,3.14,0.498,0.0570,0.0570,0.0285,0.0285,0.0285,0.0285,0,0,0,0,0,0
2024-02-14 21:28:10,1.76,0.701,0.731,0.436,1.97,0.397,0.0402,0.0402,0.0201,0.0201,0.0201,0.0201,0,0,0,0,0,0
2024-02-14 21:28:20,2.75,2.89,0.673,0.271,1.24,0.280,0.0438,0.0438,0.0219,0.0219,0.0219,0.0219,0,0,0,0,0,0
2024-02-14 21:28:30,4.84,3.11,1.23,0.545,2.01,0.458,0.0558,0.0558,0.0279,0.0279,0.0279,0.0279,0,0,0,0,0,0
2024-02-14 21:28:40,1.63,0.754,0.249,0.250,1.48,0.298,0.0396,0.0396,0.0198,0.0198,0.0198,0.0198,0,0,0,0,0,0
2024-02-14 21:28:50,1.84,1.14,0.499,0.409,2.09,0.379,0.0396,0.0396,0.0198,0.0198,0.0198,0.0198,0,0,0,0,0,0
2024-02-14 21:29:00,2.09,0.753,0.785,0.433,2.37,0.422,0.0516,0.0516,0.0258,0.0258,0.0258,0.0258,0,0,0,0,0,0
2024-02-14 21:29:10,1.51,0.780,0.562,0.419,2.49,0.383,0.0396,0.0396,0.0198,0.0198,0.0198,0.0198,0,0,0,0,0,0
2024-02-14 21:29:20,0.801,0.414,0.569,0.306,1.53,0.316,0.0384,0.0384,0.0192,0.0192,0.0192,0.0192,0,0,0,0,0,0
2024-02-14 21:29:30,1.51,0.887,0.725,0.620,3.23,0.489,0.0540,0.0540,0.0270,0.0270,0.0270,0.0270,0,0,0,0,0,0
2024-02-14 21:29:40,1.72,1.41,0.561,0.178,1.97,0.313,0.0402,0.0402,0.0201,0.0201,0.0201,0.0201,0,0,0,0,0,0
2024-02-14 21:29:50,1.54,0.475,0.478,0.259,2.24,0.407,0.0420,0.0420,0.0210,0.0210,0.0210,0.0210,0,0,0,0,0,0
2024-02-14 21:30:00,2.06,0.823,0.573,0.393,2.80,0.458,0.0630,0.0630,0.0315,0.0315,0.0315,0.0315,0,0,0,0,0,0
2024-02-14 21:30:10,2.55,1.14,0.279,0.181,5.09,0.488,0.0432,0.0432,0.0216,0.0216,0.0216,0.0216,0,0,0,0,0,0
2024-02-14 21:30:20,11.4,4.30,2.30,0.755,9.71,0.826,0.0684,0.0684,0.0342,0.0342,0.0342,0.0342,0,0,0,0,0,0
2024-02-14 21:30:30,8.43,3.95,2.82,0.986,16.0,1.14,0.0822,0.0822,0.0411,0.0411,0.0411,0.0411,0,0,0,0,0,0
2024-02-14 21:30:40,4.47,1.97,1.47,0.626,12.6,0.694,0.0582,0.0582,0.0291,0.0291,0.0291,0.0291,0,0,0,0,0,0
2024-02-14 21:30:50,4.38,1.17,2.21,0.732,14.4,0.634,0.0576,0.0576,0.0288,0.0288,0.0288,0.0288,0,0,0,0,0,0
2024-02-14 21:31:00,4.84,1.39,1.88,0.690,19.1,0.919,0.123,0.0687,0.0621,0.0342,0.0903,0.0417,0,0,0,0,0,0
2024-02-14 21:31:10,2.77,1.14,1.57,0.663,1.66,0.394,0.0933,0.0519,0.0384,0.0195,0.0351,0.0213,0,0,0,0,0,0
2024-02-14 21:31:20,2.28,0.632,0.467,0.524,2.58,0.553,0.0648,0.0420,0.0201,0.0252,0.0423,0.0264,0,0,0,0,0,0
2024-02-14 21:31:30,2.19,0.888,1.08,0.409,2.68,0.525,0.0777,0.0666,0.0282,0.0252,0.0657,0.0330,0,0,0,0,0,0
