sep=,
"Time","CompleteJob (NOT_FOUND)","ActivateJobs (OK)","CompleteJob (OK)","CreateProcessInstance (OK)","DeployResource (OK)","FailJob (OK)","Topology (OK)","ActivateJobs (RESOURCE_EXHAUSTED)","CreateProcessInstance (RESOURCE_EXHAUSTED)","Total requests completed"
2024-02-17 22:54:10,0,11.2,10.7,0.200,0,,0,0,,24.1
2024-02-17 22:54:20,0,11.3,11.7,0,0,,0,0,,24.0
2024-02-17 22:54:30,0,12.7,12.8,0,0,,0,0,,24.2
2024-02-17 22:54:40,0,12,12,0,0,,0,0,,24.0
2024-02-17 22:54:50,0,12,12,0,0,,0,0,,24.2
2024-02-17 22:55:00,0,12,12,0,0,,0,0,,24.0
2024-02-17 22:55:10,0,12.5,12.1,0,0,,0,0,,23.9
2024-02-17 22:55:20,0,12.3,12.7,0,0,,0,0,,24.2
2024-02-17 22:55:30,0,12.6,12.1,0,0,,0,0,,24.1
2024-02-17 22:55:40,0,11.4,11.9,0,0,,0,0,,24.1
2024-02-17 22:55:50,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 22:56:00,0,11.3,11.2,0,0,,0,0,,24.2
2024-02-17 22:56:10,0,11.1,10.7,0.200,0,,0,0,,24.1
2024-02-17 22:56:20,0,12.0,11.8,0,0,,0,0,,24.0
2024-02-17 22:56:30,0,12.0,12.7,0,0,,0,0,,24.0
2024-02-17 22:56:40,0,12,12,0,0,,0,0,,24.0
2024-02-17 22:56:50,0,12,12,0,0,,0,0,,24.0
2024-02-17 22:57:00,0,12,12,0,0,,0,0,,24.0
2024-02-17 22:57:10,0,12,12,0,0,,0,0,,23.9
2024-02-17 22:57:20,0,12.8,12.8,0,0,,0,0,,24.0
2024-02-17 22:57:30,0,11.2,11.2,0,0,,0,0,,23.9
2024-02-17 22:57:40,0,12.8,12.8,0,0,,0,0,,23.9
2024-02-17 22:57:50,0,11.2,11.2,0,0,,0,0,,23.9
2024-02-17 22:58:00,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 22:58:10,0,11.7,11.3,0.200,0,,0,0,,24.1
2024-02-17 22:58:20,0,12.4,12,0,0,,0,0,,24.1
2024-02-17 22:58:30,0,11.9,12.7,0,0,,0,0,,24.2
2024-02-17 22:58:40,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 22:58:50,0,11.2,11.2,0,0,,0,0,,24.2
2024-02-17 22:59:00,0,12.8,12.7,0,0,,0,0,,24.3
2024-02-17 22:59:10,0,12,11.4,0,0,,0,0,,24.1
2024-02-17 22:59:20,0,12,12.7,0,0,,0,0,,24.3
2024-02-17 22:59:30,0,12,12,0,0,,0,0,,24.2
2024-02-17 22:59:40,0,12,12,0,0,,0,0,,24.3
2024-02-17 22:59:50,0,12.1,12,0,0,,0,0,,24.2
2024-02-17 23:00:00,0,12.7,12.1,0,0,,0,0,,24.3
2024-02-17 23:00:10,0,10.4,11.1,0,0,,0,0,,24.1
2024-02-17 23:00:20,0,12.1,12,0.200,0,,0,0,,24.0
2024-02-17 23:00:30,0,12.7,12.1,0,0,,0,0,,24.0
2024-02-17 23:00:40,0,12,12.7,0,0,,0,0,,24.2
2024-02-17 23:00:50,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:01:00,0,12,12,0,0,,0,0,,24.1
2024-02-17 23:01:10,0.100,12.1,12,0,0,,0,0,,24.0
2024-02-17 23:01:20,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:01:30,0,12.2,12.1,0,0,,0,0,,24.1
2024-02-17 23:01:40,0,12.6,12,0,0,,0,0,,24.1
2024-02-17 23:01:50,0,11.2,11.9,0,0,,0,0,,24.0
2024-02-17 23:02:00,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:02:10,0,11.2,11.2,0,0,,0,0,,24.2
2024-02-17 23:02:20,0,12.7,11.6,0.200,0,,0,0,,24.1
2024-02-17 23:02:30,0,11.3,12.4,0,0,,0,0,,24.0
2024-02-17 23:02:40,0,12.8,12.5,0,0,,0,0,,24.2
2024-02-17 23:02:50,0,11.2,11.5,0,0,,0,0,,24.0
2024-02-17 23:03:00,0,11.3,11.2,0,0,,0,0,,23.9
2024-02-17 23:03:10,0,12.7,12.8,0,0,,0,0,,24.0
2024-02-17 23:03:20,0,12.8,12.8,0,0,,0,0,,24.1
2024-02-17 23:03:30,0,11.2,11.2,0,0,,0,0,,23.9
2024-02-17 23:03:40,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:03:50,0,11.3,11.2,0,0,,0,0,,23.9
2024-02-17 23:04:00,0,12.7,12.8,0,0,,0,0,,24.2
2024-02-17 23:04:10,0,12,12,0,0,,0,0,,24.1
2024-02-17 23:04:20,0,11.2,11.2,0.200,0,,0,0,,24.0
2024-02-17 23:04:30,0,12.8,12.8,0,0,,0,0,,24.0
2024-02-17 23:04:40,0,12,12,0,0,,0,0,,24.2
2024-02-17 23:04:50,0,12.8,12.8,0,0,,0,0,,24.4
2024-02-17 23:05:00,0,11.2,11.2,0,0,,0,0,,24.2
2024-02-17 23:05:10,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:05:20,0,11.4,11.2,0,0,,0,0,,24.2
2024-02-17 23:05:30,0,12.6,12.8,0,0,,0,0,,24.2
2024-02-17 23:05:40,0,12.8,12.8,0,0,,0,0,,24.4
2024-02-17 23:05:50,0,11.2,11.2,0,0,,0,0,,24.2
2024-02-17 23:06:00,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:06:10,0,12.2,11.4,0,0,,0,0,,24.4
2024-02-17 23:06:20,0,10.2,11,0.200,0,,0,0,,24.0
2024-02-17 23:06:30,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:06:40,0,12,11.3,0,0,,0,0,,24.0
2024-02-17 23:06:50,0,12,12.7,0,0,,0,0,,24.2
2024-02-17 23:07:00,0,12.6,12.1,0,0,,0,0,,24.1
2024-02-17 23:07:10,0.100,11.5,11.9,0,0,,0,0,,24.2
2024-02-17 23:07:20,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:07:30,0,12.8,12.1,0,0,,0,0,,24.1
2024-02-17 23:07:40,0,11.2,11.9,0,0,,0,0,,24.2
2024-02-17 23:07:50,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:08:00,0,11.2,11.2,0,0,,0,0,,24.1
2024-02-17 23:08:10,0,12.8,12.8,0,0,,0,0,,24.5
2024-02-17 23:08:20,0,10.4,10.4,0.200,0,,0,0,,24.0
2024-02-17 23:08:30,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:08:40,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:08:50,0,11.2,11.2,0,0,,0,0,,24.1
2024-02-17 23:09:00,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:09:10,0,11.3,11.2,0,0,,0,0,,24.0
2024-02-17 23:09:20,0,12.7,12.8,0,0,,0,0,,24.1
2024-02-17 23:09:30,0,11.4,11.2,0,0,,0,0,,24.0
2024-02-17 23:09:40,0,12.6,12.8,0,0,,0,0,,24.0
2024-02-17 23:09:50,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:10:00,0,11.2,11.2,0,0,,0,0,,24.0
2024-02-17 23:10:10,0,12.8,12.8,0,0,,0,0,,24.4
2024-02-17 23:10:20,0,10.4,10.4,0.200,0,,0,0,,24.0
2024-02-17 23:10:30,0,12.8,12.8,0,0,,0,0,,24.0
2024-02-17 23:10:40,0,11.2,11.2,0,0,,0,0,,24.0
2024-02-17 23:10:50,0,12.8,12.8,0,0,,0,0,,24.0
2024-02-17 23:11:00,0,12.8,12.1,0,0,,0,0,,24.2
2024-02-17 23:11:10,0,11.2,11.9,0,0,,0,0,,24.0
2024-02-17 23:11:20,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:11:30,0,11.2,11.2,0,0,,0,0,,24.0
2024-02-17 23:11:40,0,12.8,12.8,0,0,,0,0,,24.0
2024-02-17 23:11:50,0,11.2,11.2,0,0,,0,0,,24.0
2024-02-17 23:12:00,0,12.8,12.8,0,0,,0,0,,24.0
2024-02-17 23:12:10,0,12.1,11.4,0,0,,0,0,,24.2
2024-02-17 23:12:20,0,10.3,10.6,0.200,0,,0,0,,23.8
2024-02-17 23:12:30,0,12,12.4,0,0,,0,0,,24.0
2024-02-17 23:12:40,0,12,12,0,0,,0,0,,23.9
2024-02-17 23:12:50,0,12,12,0,0,,0,0,,23.8
2024-02-17 23:13:00,0,12,12,0,0,,0,0,,23.9
2024-02-17 23:13:10,0,12,12,0,0,,0,0,,23.7
2024-02-17 23:13:20,0,12,12,0,0,,0,0,,23.9
2024-02-17 23:13:30,0,12,12,0,0,,0,0,,23.7
2024-02-17 23:13:40,0,12.8,12.1,0,0,,0,0,,24.0
2024-02-17 23:13:50,0,12,12,0,0,,0,0,,23.8
2024-02-17 23:14:00,0,12,12.7,0,0,,0,0,,23.9
2024-02-17 23:14:10,0,12,12,0,0,,0,0,,24.2
2024-02-17 23:14:20,0,10.4,10.4,0.200,0,,0,0,,23.9
2024-02-17 23:14:30,0,12.1,12,0,0,,0,0,,23.9
2024-02-17 23:14:40,0,12.7,12.8,0,0,,0,0,,24.0
2024-02-17 23:14:50,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:15:00,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:15:10,0,12.1,12,0,0,,0,0,,24.0
2024-02-17 23:15:20,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:15:30,0,12.7,12.8,0,0,,0,0,,24.1
2024-02-17 23:15:40,0,12,12,0,0,,0,0,,24.1
2024-02-17 23:15:50,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:16:00,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:16:10,0,12,12,0,0,,0,0,,24.3
2024-02-17 23:16:20,0,8.80,8.80,0,0,,0,0,,23.7
2024-02-17 23:16:30,0,5.60,5.60,0.100,0,,0,0,,22.4
2024-02-17 23:16:40,0,6.40,5.70,0,0,,0,0,,21.3
2024-02-17 23:16:50,0,11.2,11.9,0.100,0,,0,0,,21.3
2024-02-17 23:17:00,0,12,12,0,0,,0,0,,21.2
2024-02-17 23:17:10,0.100,12.1,12,0,0,,0,0,,21.3
2024-02-17 23:17:20,0,12,12,0,0,,0,0,,21.1
2024-02-17 23:17:30,0,12,12,0,0,,0,0,,21.1
2024-02-17 23:17:40,0,12.8,12.1,0,0,,0,0,,21.2
2024-02-17 23:17:50,0,11.7,12,0,0,,0,0,,21.2
2024-02-17 23:18:00,0,12.3,12.7,0,0,,0,0,,21.3
2024-02-17 23:18:10,0,12,12,0,0,,0,0,,21.9
2024-02-17 23:18:20,0,12.4,12.1,0,0,,0,0,,23.1
2024-02-17 23:18:30,0,6.80,7.10,0,0,,0,0,,23.2
2024-02-17 23:18:40,0,5.60,5.60,0,0,,0,0,,22.1
2024-02-17 23:18:50,0,0.800,0.800,0,0,,0,0,,20.1
2024-02-17 23:19:00,0,4,4,0.200,0,,0,0,,18.6
2024-02-17 23:19:10,0.600,13.4,12.8,0,0,,0,0,,18.9
2024-02-17 23:19:20,0,11.4,11.2,0,0,,0,0,,18.8
2024-02-17 23:19:30,0,12.6,12.8,0,0,,0,0,,18.8
2024-02-17 23:19:40,0,12.8,12,0,0,,0,0,,18.9
2024-02-17 23:19:50,0,11.2,12,0,0,,0,0,,18.7
2024-02-17 23:20:00,0,12.8,12.8,0,0,,0,0,,18.9
2024-02-17 23:20:10,0,11.2,11.2,0,0,,0,0,,18.7
2024-02-17 23:20:20,0,12.8,12.8,0,0,,0,0,,19.8
2024-02-17 23:20:30,0,12,11.7,0,0,,0,0,,20.9
2024-02-17 23:20:40,0.700,12.7,12.3,0,0,,0,0,,23.1
2024-02-17 23:20:50,0,12,12,0,0,,0,0,,24.5
2024-02-17 23:21:00,0,10.4,10.4,0.200,0,,0,0,,24
2024-02-17 23:21:10,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:21:20,0,11.6,11.3,0,0,,0,0,,24.0
2024-02-17 23:21:30,0,12.4,12.7,0,0,,0,0,,24.1
2024-02-17 23:21:40,0,12,11.3,0,0,,0,0,,24.1
2024-02-17 23:21:50,0,12,12.7,0,0,,0,0,,24
2024-02-17 23:22:00,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:22:10,0,11.2,11.2,0,0,,0,0,,24
2024-02-17 23:22:20,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:22:30,0,11.2,11.2,0,0,,0,0,,23.9
2024-02-17 23:22:40,0,12.8,12.8,0,0,,0,0,,24.0
2024-02-17 23:22:50,0,12.8,12.1,0,0,,0,0,,24.4
2024-02-17 23:23:00,0,9.60,10.3,0.100,0,,0,0,,23.9
2024-02-17 23:23:10,0,12.8,12.5,0.100,0,,0,0,,24.1
2024-02-17 23:23:20,0,11.2,11.5,0,0,,0,0,,23.9
2024-02-17 23:23:30,0,12.8,12.8,0,0,,0,0,,24.1
2024-02-17 23:23:40,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:23:50,0,11.2,11.2,0,0,,0,0,,23.9
2024-02-17 23:24:00,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:24:10,0,12,12,0,0,,0,0,,23.9
2024-02-17 23:24:20,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:24:30,0,12,12,0,0,,0,0,,23.9
2024-02-17 23:24:40,0.100,12.9,12.1,0,0,,0,0,,23.9
2024-02-17 23:24:50,0,11.3,11.9,0,0,,0,0,,24.2
2024-02-17 23:25:00,0,11.9,12,0,0,,0,0,,24.0
2024-02-17 23:25:10,0.100,12.2,11.3,0.200,0,,0,0,,24.1
2024-02-17 23:25:20,0,11.9,12.7,0,0,,0,0,,24.1
2024-02-17 23:25:30,0,12.8,12.2,0,0,,0,0,,24
2024-02-17 23:25:40,0,11.2,11.8,0,0,,0,0,,24.1
2024-02-17 23:25:50,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:26:00,0,11.2,11.2,0,0,,0,0,,24.1
2024-02-17 23:26:10,0,12.8,12.8,0,0,,0,0,,24.2
2024-02-17 23:26:20,0,11.3,11.2,0,0,,0,0,,24.1
2024-02-17 23:26:30,0,12.7,12.8,0,0,,0,0,,24.1
2024-02-17 23:26:40,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:26:50,0,11.2,11.2,0,0,,0,0,,24.2
2024-02-17 23:27:00,0,12.8,12.8,0,0,,0,0,,24.3
2024-02-17 23:27:10,0,9.70,9.70,0.200,0,,0,0,,23.9
2024-02-17 23:27:20,0,11.1,11.1,0,0,,0,0,,23.6
2024-02-17 23:27:30,0,12.8,12.7,0,0,,0,0,,23.9
2024-02-17 23:27:40,0.100,12.1,11.4,0,0,,0,0,,23.7
2024-02-17 23:27:50,0,11.3,11.9,0,0,,0,0,,23.8
2024-02-17 23:28:00,0,12,12,0,0,,0,0,,23.6
2024-02-17 23:28:10,0,12.7,12.8,0,0,,0,0,,23.9
2024-02-17 23:28:20,0,11.3,11.2,0,0,,0,0,,23.6
2024-02-17 23:28:30,0,12.7,12.8,0,0,,0,0,,23.6
2024-02-17 23:28:40,0,12.8,12.8,0,0,,0,0,,23.9
2024-02-17 23:28:50,0,11.2,11.2,0,0,,0,0,,23.6
2024-02-17 23:29:00,0,12.8,12.8,0,0,,0,0,,24.1
2024-02-17 23:29:10,0,13.6,13.6,0.200,0,,0,0,,24.6
2024-02-17 23:29:20,0,11.2,11.2,0,0,,0,0,,24.3
2024-02-17 23:29:30,0,12.8,12.7,0,0,,0,0,,24.5
2024-02-17 23:29:40,0,12,12.1,0,0,,0,0,,24.6
2024-02-17 23:29:50,0,12,12,0,0,,0,0,,24.6
2024-02-17 23:30:00,0,12,12,0,0,,0,0,,24.5
2024-02-17 23:30:10,0,12,12,0,0,,0,0,,24.6
2024-02-17 23:30:20,0,12,12,0,0,,0,0,,24.5
2024-02-17 23:30:30,0,12,12,0,0,,0,0,,24.3
2024-02-17 23:30:40,0,12,12,0,0,,0,0,,24.5
2024-02-17 23:30:50,0,12.1,12,0,0,,0,0,,24.3
2024-02-17 23:31:00,0,12.7,12.8,0,0,,0,0,,24.1
2024-02-17 23:31:10,0,11.2,10.7,0.200,0,,0,0,,24.1
2024-02-17 23:31:20,0,11.2,11.7,0,0,,0,0,,23.9
2024-02-17 23:31:30,0,12,12,0,0,,0,0,,23.9
2024-02-17 23:31:40,0,12.8,12.1,0,0,,0,0,,24.0
2024-02-17 23:31:50,0,11.7,12,0,0,,0,0,,23.9
2024-02-17 23:32:00,0,12.3,12.2,0,0,,0,0,,24.0
2024-02-17 23:32:10,0,12,12.5,0,0,,0,0,,24.0
2024-02-17 23:32:20,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:32:30,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:32:40,0,12,12,0,0,,0,0,,24.0
2024-02-17 23:32:50,0,12,12,0,0,,0,0,,23.9
2024-02-17 23:33:00,0,12,11.3,0,0,,0,0,,24.0
2024-02-17 23:33:10,0,4.80,5.50,0,0,,0,0,,22.8
2024-02-17 23:33:20,0,0,0,0,0,,0,0,,20.7
2024-02-17 23:33:30,0,0,0,0,0,,0,0,,18.4
2024-02-17 23:33:40,0,0,0,0,0,,0,0,,16.2
2024-02-17 23:33:50,0,0,0,0,0,,0,0,,14.0
2024-02-17 23:34:00,0,0,0,0,0,,0,0,,11.8
2024-02-17 23:34:10,0,0.100,0,0,0,,0,0,,9.61
2024-02-17 23:34:20,0,0,0,0,0,,0,0,,7.43
2024-02-17 23:34:30,0,0,0,0,0,,0,0,,5.25
2024-02-17 23:34:40,0,0,0,0,0,,0,0,,3.06
2024-02-17 23:34:50,0,0,0,0,0,,0,0,,0.945
2024-02-17 23:35:00,0,0,0,0,0,,0,0,,0.00909
2024-02-17 23:35:10,0,0.100,0,0,0,,0,0,,0.0182
2024-02-17 23:35:20,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:35:30,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:35:40,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:35:50,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:36:00,0,0,0,0,0,,0,0,,0.00909
2024-02-17 23:36:10,0,0.100,0,0,0,,0,0,,0.0182
2024-02-17 23:36:20,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:36:30,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:36:40,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:36:50,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:37:00,0,0,0,0,0,,0,0,,0.00909
2024-02-17 23:37:10,0,0,0,0,0,,0,0,,0.00909
2024-02-17 23:37:20,0,0.100,0,0,0,,0,0,,0.0182
2024-02-17 23:37:30,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:37:40,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:37:50,0,0,0,0,0,,0,0,,0.0182
2024-02-17 23:38:00,0,0,0,0,0,,0,0,,0.00909
2024-02-17 23:38:10,0,28.9,28.1,1.20,0,,0,0,,5.30
2024-02-17 23:38:20,0,74.3,74.4,0,0,,0,0,,18.8
2024-02-17 23:38:30,0,74.5,74.4,0,0,,0,0,,32.4
2024-02-17 23:38:40,0,74.7,74.5,0,0,,0,0,,45.9
2024-02-17 23:38:50,0,73.2,73.5,0,0,,0,0,,59.3
2024-02-17 23:39:00,0,72.9,73,0,0,,0,0,,72.5
2024-02-17 23:39:10,0.200,73,72.6,0,0,,0,0,,85.8
2024-02-17 23:39:20,0,58.4,59.1,0,0,,0,0,,96.4
2024-02-17 23:39:30,0,55.8,55.4,0,0,,0,0,,107
2024-02-17 23:39:40,0.300,66.3,65.9,0,0,,0,0,,119
2024-02-17 23:39:50,0,72.4,71.7,0,0,,0,0,,132
2024-02-17 23:40:00,0,69.1,69.8,0,0,,0,0,,139
2024-02-17 23:40:10,0.600,71.3,70.4,0.500,0,,0,0,,138
2024-02-17 23:40:20,0,73.6,73.8,0.700,0,,0,0,,138
2024-02-17 23:40:30,0,69.3,69.4,0,0,,0,0,,137
2024-02-17 23:40:40,0,66.7,66.9,0,0,,0,0,,136
2024-02-17 23:40:50,0,75.8,76,0,0,,0,0,,137
2024-02-17 23:41:00,0,74.9,73.8,0,0,,0,0,,137
2024-02-17 23:41:10,0,74.4,75,0,0,,0,0,,140
2024-02-17 23:41:20,0,72.4,72.9,0,0,,0,0,,143
2024-02-17 23:41:30,0,74,73.5,0,0,,0,0,,144
2024-02-17 23:41:40,0.100,72.2,72,0,0,,0,0,,144
2024-02-17 23:41:50,0,71.4,71.9,0,0,,0,0,,145
2024-02-17 23:42:00,0,72.4,71.4,0,0,,0,0,,145
2024-02-17 23:42:10,0.500,71.9,71.8,0,0,,0,0,,145
2024-02-17 23:42:20,0,69,69.4,1.20,0,,0,0,,145
2024-02-17 23:42:30,0,70.5,70.7,0,0,,0,0,,145
2024-02-17 23:42:40,0.200,71.2,70.4,0,0,,0,0,,144
2024-02-17 23:42:50,0,69.5,70.4,0,0,,0,0,,144
2024-02-17 23:43:00,0,68.8,68,0,0,,0,0,,143
2024-02-17 23:43:10,0.400,70.2,69.6,0,0,,0,0,,142
2024-02-17 23:43:20,0,75.5,76,0,0,,0,0,,142
2024-02-17 23:43:30,0,74.1,73.6,0,0,,0,0,,143
2024-02-17 23:43:40,0.300,74.5,74.4,0,0,,0,0,,143
2024-02-17 23:43:50,0,74.4,74,0,0,,0,0,,144
2024-02-17 23:44:00,0,73,73.3,0,0,,0,0,,144
2024-02-17 23:44:10,0,71.9,71.9,0,0,,0,0,,144
2024-02-17 23:44:20,0,64.7,64.8,1.20,0,,0,0,,143
2024-02-17 23:44:30,0,72.8,72.8,0,0,,0,0,,144
2024-02-17 23:44:40,0.700,71.9,71.3,0,0,,0,0,,144
2024-02-17 23:44:50,0,71.2,71.1,0,0,,0,0,,145
2024-02-17 23:45:00,0,70.4,70.4,0,0,,0,0,,145
2024-02-17 23:45:10,0.600,70.5,70.4,0,0,,0,0,,144
2024-02-17 23:45:20,0,69.2,68.6,0,0,,0,0,,143
2024-02-17 23:45:30,0,68.6,68.8,0,0,,0,0,,142
2024-02-17 23:45:40,0.400,71.9,70,0,0,,0,0,,141
2024-02-17 23:45:50,0,45.8,47.7,0,0,,0,0,,136
2024-02-17 23:46:00,0,71.3,71.3,0,0,,0,0,,136
2024-02-17 23:46:10,0,74.7,74.4,0,0,,0,0,,138
2024-02-17 23:46:20,0,83.3,82.7,1.20,0,,0,0,,140
2024-02-17 23:46:30,0,81.7,82.1,0,0,,0,0,,142
2024-02-17 23:46:40,0,72,72.2,0,0,,0,0,,142
2024-02-17 23:46:50,0,52.4,52.7,0,0,,0,0,,139
2024-02-17 23:47:00,0,62.7,62.3,0,0,,0,0,,137
2024-02-17 23:47:10,0.100,71.4,70.8,0,0,,0,0,,137
2024-02-17 23:47:20,0,70.6,71,0,0,,0,0,,138
2024-02-17 23:47:30,0,70.5,70.4,0,0,,0,0,,138
2024-02-17 23:47:40,0.500,70.7,70.4,0,0,,0,0,,142
2024-02-17 23:47:50,0,69.6,70.1,0,0,,0,0,,142
2024-02-17 23:48:00,0,68.8,68.8,0,0,,0,0,,141
2024-02-17 23:48:10,0.300,71.1,69.8,0,0,,0,0,,138
2024-02-17 23:48:20,0,74.4,75.2,0.100,0,,0,0,,137
2024-02-17 23:48:30,0,97.2,96.7,1.10,0,,0,0,,142
2024-02-17 23:48:40,0.500,74.5,74.5,0,0,,0,0,,146
2024-02-17 23:48:50,0,73.7,72.9,0,0,,0,0,,148
2024-02-17 23:49:00,0,73.8,74.2,0,0,,0,0,,148
2024-02-17 23:49:10,0.500,72.5,72,0,0,,0,0,,149
2024-02-17 23:49:20,0,72,72.7,0,0,,0,0,,149
2024-02-17 23:49:30,0,71.2,69.9,0,0,,0,0,,149
2024-02-17 23:49:40,0.500,71.7,72,0,0,,0,0,,149
2024-02-17 23:49:50,0,71.3,71.6,0,0,,0,0,,150
2024-02-17 23:50:00,0,70.9,70.3,0,0,,0,0,,150
2024-02-17 23:50:10,0,69.4,69.2,0,0,,0,0,,149
2024-02-17 23:50:20,0,68.5,69.5,0,0,,0,0,,144
2024-02-17 23:50:30,0,58.3,57.6,1.20,0,,0,0,,141
2024-02-17 23:50:40,0.100,72.2,71.3,0,0,,0,0,,140
2024-02-17 23:50:50,0,75,75.6,0,0,,0,0,,141
2024-02-17 23:51:00,0,73.6,73.8,0,0,,0,0,,141
2024-02-17 23:51:10,0.800,73.7,72.9,0,0,,0,0,,141
2024-02-17 23:51:20,0,73.6,73.6,0,0,,0,0,,142
2024-02-17 23:51:30,0,72,72.3,0,0,,0,0,,142
2024-02-17 23:51:40,0.200,73.4,73.3,0,0,,0,0,,142
2024-02-17 23:51:50,0,71.7,71.8,0,0,,0,0,,142
2024-02-17 23:52:00,0,72.5,71.5,0,0,,0,0,,143
2024-02-17 23:52:10,0.500,71.7,71.6,0,0,,0,0,,143
2024-02-17 23:52:20,0,70.7,71.1,0,0,,0,0,,146
2024-02-17 23:52:30,0,55.9,54.9,1.20,0,,0,0,,143
2024-02-17 23:52:40,0.100,69,69.9,0,0,,0,0,,142
2024-02-17 23:52:50,0,69.6,69.8,0,0,,0,0,,141
2024-02-17 23:53:00,0,69.6,69.7,0,0,,0,0,,140
2024-02-17 23:53:10,0.100,62.6,61.9,0,0,,0,0,,138
2024-02-17 23:53:20,0,22,22.6,0,0,,0,0,,129
2024-02-17 23:53:30,0,5.60,5.60,0,0,,0,0,,117
2024-02-17 23:53:40,0,45.7,45.2,0,0,,0,0,,112
