sep=,
"Time","restworkerjava-5b45897d78-698vk / worker / PKG","restworkerjava-5cbf76776f-2pph5 / worker / PKG","restworkerjava-644f69b555-lm96x / worker / PKG","restworkerjava-d65564b97-5jrgr / worker / PKG","restworkerjava-5b45897d78-698vk / worker / DRAM","restworkerjava-5cbf76776f-2pph5 / worker / DRAM","restworkerjava-644f69b555-lm96x / worker / DRAM","restworkerjava-d65564b97-5jrgr / worker / DRAM","restworkerjava-5b45897d78-698vk / worker / OTHER","restworkerjava-5cbf76776f-2pph5 / worker / OTHER","restworkerjava-644f69b555-lm96x / worker / OTHER","restworkerjava-d65564b97-5jrgr / worker / OTHER"
2024-02-14 19:33:50,0.179,,,,0.0195,,,,0,,,
2024-02-14 19:34:00,0.231,,,,0.0234,,,,0,,,
2024-02-14 19:34:10,0.174,,,,0.0174,,,,0,,,
2024-02-14 19:34:20,0.176,,,,0.0177,,,,0,,,
2024-02-14 19:34:30,0.233,,,,0.0228,,,,0,,,
2024-02-14 19:34:40,0.173,,,,0.0168,,,,0,,,
2024-02-14 19:34:50,0.176,,,,0.0174,,,,0,,,
2024-02-14 19:35:00,0.233,,,,0.0228,,,,0,,,
2024-02-14 19:35:10,0.172,,,,0.0165,,,,0,,,
2024-02-14 19:35:20,0.172,,,,0.0174,,,,0,,,
2024-02-14 19:35:30,0.233,,,,0.0231,,,,0,,,
2024-02-14 19:35:40,0.172,,,,0.0195,,,,0,,,
2024-02-14 19:35:50,0.176,,,,0.0180,,,,0,,,
2024-02-14 19:36:00,0.230,,,,0.0231,,,,0,,,
2024-02-14 19:36:10,0.173,,,,0.0174,,,,0,,,
2024-02-14 19:36:20,0.174,,,,0.0174,,,,0,,,
2024-02-14 19:36:30,0.233,,,,0.0228,,,,0,,,
2024-02-14 19:36:40,0.173,,,,0.0177,,,,0,,,
2024-02-14 19:36:50,0.177,,,,0.0219,,,,0,,,
2024-02-14 19:37:00,0.234,,,,0.0231,,,,0,,,
2024-02-14 19:37:10,0.173,,,,0.0165,,,,0,,,
2024-02-14 19:37:20,0.176,,,,0.0177,,,,0,,,
2024-02-14 19:37:30,0.232,,,,0.0240,,,,0,,,
2024-02-14 19:37:40,0.403,,,,0.0192,,,,0,,,
2024-02-14 19:37:50,0.408,,,,0.0231,,,,0,,,
2024-02-14 19:38:00,0.732,,,,0.0303,,,,0,,,
2024-02-14 19:38:10,0.334,,,,0.0228,,,,0,,,
2024-02-14 19:38:20,0.350,,,,0.0243,,,,0,,,
2024-02-14 19:38:30,0.425,,,,0.0321,,,,0,,,
2024-02-14 19:38:40,0.333,,,,0.0234,,,,0,,,
2024-02-14 19:38:50,0.437,,,,0.0291,,,,0,,,
2024-02-14 19:39:00,0.624,,,,0.0387,,,,0,,,
2024-02-14 19:39:10,0.419,,,,0.0270,,,,0,,,
2024-02-14 19:39:20,0.740,,,,0.0336,,,,0,,,
2024-02-14 19:39:30,0.605,,,,0.0405,,,,0,,,
2024-02-14 19:39:40,0.476,,,,0.0291,,,,0,,,
2024-02-14 19:39:50,0.344,,,,0.0240,,,,0,,,
2024-02-14 19:40:00,0.479,,,,0.0306,,,,0,,,
2024-02-14 19:40:10,0.346,,,,0.0228,,,,0,,,
2024-02-14 19:40:20,0.359,,,,0.0243,,,,0,,,
2024-02-14 19:40:30,0.499,,,,0.0315,,,,0,,,
2024-02-14 19:40:40,0.349,,,,0.0237,,,,0,,,
2024-02-14 19:40:50,0.319,,,,0.0270,,,,0,,,
2024-02-14 19:41:00,0.464,,,,0.0321,,,,0,,,
2024-02-14 19:41:10,0.361,,,,0.0234,,,,0,,,
2024-02-14 19:41:20,0.337,,,,0.0234,,,,0,,,
2024-02-14 19:41:30,0.446,,,,0.0333,,,,0,,,
2024-02-14 19:41:40,0.316,,,,0.0255,,,,0,,,
2024-02-14 19:41:50,0.322,,,,0.0246,,,,0,,,
2024-02-14 19:42:00,0.485,,,,0.0333,,,,0,,,
2024-02-14 19:42:10,0.309,,,,0.0363,,,,0,,,
2024-02-14 19:42:20,0.326,,,,0.0327,,,,0,,,
2024-02-14 19:42:30,0.455,,,,0.0426,,,,0,,,
2024-02-14 19:42:40,0.331,,,,0.0285,,,,0,,,
2024-02-14 19:42:50,0.226,,,,0.0258,,,,0,,,
2024-02-14 19:43:00,0.640,,,,0.0516,,,,0,,,
2024-02-14 19:43:10,0.334,,,,0.0291,,,,0,,,
2024-02-14 19:43:20,0.349,,,,0.0354,,,,0,,,
2024-02-14 19:43:30,0.486,,,,0.0408,,,,0,,,
2024-02-14 19:43:40,0.350,,,,0.0327,,,,0,,,
2024-02-14 19:43:50,0.349,,,,0.0309,,,,0,,,
2024-02-14 19:44:00,0.455,,,,0.0432,,,,0,,,
2024-02-14 19:44:10,0.291,,,,0.0318,,,,0,,,
2024-02-14 19:44:20,0.324,,,,0.0315,,,,0,,,
2024-02-14 19:44:30,0.457,,,,0.0444,,,,0,,,
2024-02-14 19:44:40,0.332,,,,0.0300,,,,0,,,
2024-02-14 19:44:50,0.346,,,,0.0282,,,,0,,,
2024-02-14 19:45:00,0.380,,,,0.0375,,,,0,,,
2024-02-14 19:45:10,0.335,,,,0.0303,,,,0,,,
2024-02-14 19:45:20,0.348,,,,0.0306,,,,0,,,
2024-02-14 19:45:30,0.400,,,,0.0399,,,,0,,,
2024-02-14 19:45:40,0.325,,,,0.0312,,,,0,,,
2024-02-14 19:45:50,0.343,,,,0.0315,,,,0,,,
2024-02-14 19:46:00,0.475,,,,0.0411,,,,0,,,
2024-02-14 19:46:10,0.325,,,,0.0315,,,,0,,,
2024-02-14 19:46:20,0.325,,,,0.0312,,,,0,,,
2024-02-14 19:46:30,0.460,,,,0.0429,,,,0,,,
2024-02-14 19:46:40,0.321,,,,0.0309,,,,0,,,
2024-02-14 19:46:50,0.333,,,,0.0300,,,,0,,,
2024-02-14 19:47:00,0.345,,,,0.0339,,,,0,,,
2024-02-14 19:47:10,0.297,,,,0.0330,,,,0,,,
2024-02-14 19:47:20,0.355,,,,0.0306,,,,0,,,
2024-02-14 19:47:30,0.475,,,,0.0399,,,,0,,,
2024-02-14 19:47:40,0.321,,,,0.0309,,,,0,,,
2024-02-14 19:47:50,0.326,,,,0.0303,,,,0,,,
2024-02-14 19:48:00,0.421,,,,0.0405,,,,0,,,
2024-02-14 19:48:10,0.340,,,,0.0309,,,,0,,,
2024-02-14 19:48:20,0.323,,,,0.0297,,,,0,,,
2024-02-14 19:48:30,0.425,,,,0.0417,,,,0,,,
2024-02-14 19:48:40,0.350,,,,0.0327,,,,0,,,
2024-02-14 19:48:50,0.321,,,,0.0306,,,,0,,,
2024-02-14 19:49:00,0.312,,,,0.0303,,,,0,,,
2024-02-14 19:49:10,1.44,,,,0.0390,,,,0,,,
2024-02-14 19:49:20,0.331,,,,0.0303,,,,0,,,
2024-02-14 19:49:30,0.425,,,,0.0408,,,,0,,,
2024-02-14 19:49:40,0.321,,,,0.0294,,,,0,,,
2024-02-14 19:49:50,0.325,,,,0.0303,,,,0,,,
2024-02-14 19:50:00,0.452,,,,0.0390,,,,0,,,
2024-02-14 19:50:10,0.359,,,,0.0303,,,,0,,,
2024-02-14 19:50:20,0.351,,,,0.0306,,,,0,,,
2024-02-14 19:50:30,0.486,,,,0.0408,,,,0,,,
2024-02-14 19:50:40,0.333,,,,0.0330,,,,0,,,
2024-02-14 19:50:50,0.342,,,,0.0321,,,,0,,,
2024-02-14 19:51:00,0.388,,,,0.0348,,,,0,,,
2024-02-14 19:51:10,0.253,,,,0.0300,,,,0,,,
2024-02-14 19:51:20,0.344,,,,0.0315,,,,0,,,
2024-02-14 19:51:30,0.465,,,,0.0408,,,,0,,,
2024-02-14 19:51:40,0.306,,,,0.0300,,,,0,,,
2024-02-14 19:51:50,0.442,,,,0.0312,,,,0,,,
2024-02-14 19:52:00,0.456,,,,0.0411,,,,0,,,
2024-02-14 19:52:10,0.323,,,,0.0291,,,,0,,,
2024-02-14 19:52:20,0.352,,,,0.0303,,,,0,,,
2024-02-14 19:52:30,0.442,,,,0.0399,,,,0,,,
2024-02-14 19:52:40,0.365,,,,0.0309,,,,0,,,
2024-02-14 19:52:50,0.373,,,,0.0324,,,,0,,,
2024-02-14 19:53:00,0.430,,,,0.0387,,,,0,,,
2024-02-14 19:53:10,0.213,,,,0.0243,,,,0,,,
2024-02-14 19:53:20,0.367,,,,0.0321,,,,0,,,
2024-02-14 19:53:30,0.420,,,,0.0405,,,,0,,,
2024-02-14 19:53:40,0.353,,,,0.0300,,,,0,,,
2024-02-14 19:53:50,0.334,,,,0.0309,,,,0,,,
2024-02-14 19:54:00,0.442,,,,0.0405,,,,0,,,
2024-02-14 19:54:10,0.301,,,,0.0303,,,,0,,,
2024-02-14 19:54:20,0.329,,,,0.0312,,,,0,,,
2024-02-14 19:54:30,0.456,,,,0.0396,,,,0,,,
2024-02-14 19:54:40,0.456,,,,0.0309,,,,0,,,
2024-02-14 19:54:50,0.333,,,,0.0318,,,,0,,,
2024-02-14 19:55:00,0.440,,,,0.0384,,,,0,,,
2024-02-14 19:55:10,0.232,,,,0.0210,,,,0,,,
2024-02-14 19:55:20,0.317,,,,0.0336,,,,0,,,
2024-02-14 19:55:30,0.438,,,,0.0411,,,,0,,,
2024-02-14 19:55:40,0.355,,,,0.0327,,,,0,,,
2024-02-14 19:55:50,0.341,,,,0.0291,,,,0,,,
2024-02-14 19:56:00,0.465,,,,0.0402,,,,0,,,
2024-02-14 19:56:10,0.299,,,,0.0285,,,,0,,,
2024-02-14 19:56:20,0.341,,,,0.0294,,,,0,,,
2024-02-14 19:56:30,0.534,,,,0.0411,,,,0,,,
2024-02-14 19:56:40,0.342,,,,0.0294,,,,0,,,
2024-02-14 19:56:50,0.347,,,,0.0375,,,,0,,,
2024-02-14 19:57:00,0.431,,,,0.0393,,,,0,,,
2024-02-14 19:57:10,0.297,,,,0.0303,,,,0,,,
2024-02-14 19:57:20,0.313,,,,0.0285,,,,0,,,
2024-02-14 19:57:30,0.532,,,,0.0420,,,,0,,,
2024-02-14 19:57:40,0.330,,,,0.0291,,,,0,,,
2024-02-14 19:57:50,0.344,,,,0.0309,,,,0,,,
2024-02-14 19:58:00,0.438,,,,0.0417,,,,0,,,
2024-02-14 19:58:10,0.316,,,,0.0309,,,,0,,,
2024-02-14 19:58:20,0.341,,,,0.0330,,,,0,,,
2024-02-14 19:58:30,0.430,,,,0.0369,,,,0,,,
2024-02-14 19:58:40,0.357,,,,0.0318,,,,0,,,
2024-02-14 19:58:50,0.320,,,,0.0291,,,,0,,,
2024-02-14 19:59:00,0.419,,,,0.0315,,,,0,,,
2024-02-14 19:59:10,0.348,,,,0.0234,,,,0,,,
2024-02-14 19:59:20,0.206,,,,0.0216,,,,0,,,
2024-02-14 19:59:30,0.444,,,,0.0339,,,,0,,,
2024-02-14 19:59:40,0.307,,,,0.0264,,,,0,,,
2024-02-14 19:59:50,0.328,,,,0.0255,,,,0,,,
2024-02-14 20:00:00,0.490,,,,0.0312,,,,0,,,
2024-02-14 20:00:10,0.339,,,,0.0285,,,,0,,,
2024-02-14 20:00:20,0.308,,,,0.0309,,,,0,,,
2024-02-14 20:00:30,0.482,,,,0.0294,,,,0,,,
2024-02-14 20:00:40,0.352,,,,0.0225,,,,0,,,
2024-02-14 20:00:50,0.332,,,,0.0243,,,,0,,,
2024-02-14 20:01:00,0.498,,,,0.0438,,,,0,,,
2024-02-14 20:01:10,0.362,,,,0.0333,,,,0,,,
2024-02-14 20:01:20,0.262,,,,0.0219,,,,0,,,
2024-02-14 20:01:30,0.402,,,,0.0345,,,,0,,,
2024-02-14 20:01:40,0.307,,,,0.0237,,,,0,,,
2024-02-14 20:01:50,0.331,,,,0.0240,,,,0,,,
2024-02-14 20:02:00,0.456,,,,0.0321,,,,0,,,
2024-02-14 20:02:10,0.330,,,,0.0228,,,,0,,,
2024-02-14 20:02:20,0.330,,,,0.0237,,,,0,,,
2024-02-14 20:02:30,0.458,,,,0.0294,,,,0,,,
2024-02-14 20:02:40,0.365,,,,0.0225,,,,0,,,
2024-02-14 20:02:50,0.321,,,,0.0225,,,,0,,,
2024-02-14 20:03:00,0.449,,,,0.0300,,,,0,,,
2024-02-14 20:03:10,0.316,,,,0.0228,,,,0,,,
2024-02-14 20:03:20,0.329,,,,0.0234,,,,0,,,
2024-02-14 20:03:30,0.351,,,,0.0321,,,,0,,,
2024-02-14 20:03:40,0.337,,,,0.0237,,,,0,,,
2024-02-14 20:03:50,0.350,,,,0.0237,,,,0,,,
2024-02-14 20:04:00,0.434,,,,0.0324,,,,0,,,
2024-02-14 20:04:10,0.301,,,,0.0240,,,,0,,,
2024-02-14 20:04:20,0.352,,,,0.0258,,,,0,,,
2024-02-14 20:04:30,0.439,,,,0.0324,,,,0,,,
2024-02-14 20:04:40,0.322,,,,0.0246,,,,0,,,
2024-02-14 20:04:50,0.334,,,,0.0240,,,,0,,,
2024-02-14 20:05:00,0.448,,,,0.0306,,,,0,,,
2024-02-14 20:05:10,0.326,,,,0.0225,,,,0,,,
2024-02-14 20:05:20,0.345,,,,0.0225,,,,0,,,
2024-02-14 20:05:30,0.368,,,,0.0309,,,,0,,,
2024-02-14 20:05:40,0.355,,,,0.0231,,,,0,,,
2024-02-14 20:05:50,0.334,,,,0.0294,,,,0,,,
2024-02-14 20:06:00,0.441,,,,0.0411,,,,0,,,
2024-02-14 20:06:10,0.313,,,,0.0366,,,,0,,,
2024-02-14 20:06:20,0.384,,,,0.0264,,,,0,,,
2024-02-14 20:06:30,0.418,,,,0.0384,,,,0,,,
2024-02-14 20:06:40,0.330,,,,0.0330,,,,0,,,
2024-02-14 20:06:50,0.339,,,,0.0309,,,,0,,,
2024-02-14 20:07:00,0.427,,,,0.0426,,,,0,,,
2024-02-14 20:07:10,0.315,,,,0.0327,,,,0,,,
2024-02-14 20:07:20,0.376,,,,0.0291,,,,0,,,
2024-02-14 20:07:30,0.336,,,,0.0312,,,,0,,,
2024-02-14 20:07:40,0.360,,,,0.0309,,,,0,,,
2024-02-14 20:07:50,0.328,,,,0.0279,,,,0,,,
2024-02-14 20:08:00,0.435,,,,0.0399,,,,0,,,
2024-02-14 20:08:10,0.292,,,,0.0312,,,,0,,,
2024-02-14 20:08:20,0.342,,,,0.0312,,,,0,,,
2024-02-14 20:08:30,0.456,,,,0.0423,,,,0,,,
2024-02-14 20:08:40,0.336,,,,0.0291,,,,0,,,
2024-02-14 20:08:50,0.330,,,,0.0303,,,,0,,,
2024-02-14 20:09:00,0.464,,,,0.0393,,,,0,,,
2024-02-14 20:09:10,0.322,,,,0.0312,,,,0,,,
2024-02-14 20:09:20,0.392,,,,0.0300,,,,0,,,
2024-02-14 20:09:30,0.383,,,,0.0330,,,,0,,,
2024-02-14 20:09:40,0.293,,,,0.0324,,,,0,,,
2024-02-14 20:09:50,0.326,,,,0.0318,,,,0,,,
2024-02-14 20:10:00,0.440,,,,0.0402,,,,0,,,
2024-02-14 20:10:10,0.334,,,,0.0294,,,,0,,,
2024-02-14 20:10:20,0.349,,,,0.0303,,,,0,,,
2024-02-14 20:10:30,0.472,,,,0.0405,,,,0,,,
2024-02-14 20:10:40,0.310,,,,0.0291,,,,0,,,
2024-02-14 20:10:50,0.319,,,,0.0285,,,,0,,,
2024-02-14 20:11:00,0.413,,,,0.0366,,,,0,,,
2024-02-14 20:11:10,0.319,,,,0.0306,,,,0,,,
2024-02-14 20:11:20,0.342,,,,0.0321,,,,0,,,
2024-02-14 20:11:30,0.447,,,,0.0399,,,,0,,,
2024-02-14 20:11:40,0.269,,,,0.0282,,,,0,,,
2024-02-14 20:11:50,0.305,,,,0.0318,,,,0,,,
2024-02-14 20:12:00,0.419,,,,0.0402,,,,0,,,
2024-02-14 20:12:10,0.325,,,,0.0300,,,,0,,,
2024-02-14 20:12:20,0.355,,,,0.0318,,,,0,,,
2024-02-14 20:12:30,0.443,,,,0.0396,,,,0,,,
2024-02-14 20:12:40,0.349,,,,0.0309,,,,0,,,
2024-02-14 20:12:50,0.338,,,,0.0309,,,,0,,,
2024-02-14 20:13:00,0.454,,,,0.0408,,,,0,,,
2024-02-14 20:13:10,0.342,,,,0.0306,,,,0,,,
2024-02-14 20:13:20,0.352,,,,0.0324,,,,0,,,
2024-02-14 20:13:30,0.417,,,,0.0414,,,,0,,,
2024-02-14 20:13:40,0.203,,,,0.0234,,,,0,,,
2024-02-14 20:13:50,0.321,,,,0.0318,,,,0,,,
2024-02-14 20:14:00,0.453,,,,0.0399,,,,0,,,
2024-02-14 20:14:10,0.330,,,,0.0309,,,,0,,,
2024-02-14 20:14:20,0.311,,,,0.0306,,,,0,,,
2024-02-14 20:14:30,0.439,,,,0.0414,,,,0,,,
2024-02-14 20:14:40,0.326,,,,0.0303,,,,0,,,
2024-02-14 20:14:50,0.357,,,,0.0309,,,,0,,,
2024-02-14 20:15:00,0.425,,,,0.0396,,,,0,,,
2024-02-14 20:15:10,0.321,,,,0.0297,,,,0,,,
2024-02-14 20:15:20,0.378,,,,0.0324,,,,0,,,
2024-02-14 20:15:30,0.494,,,,0.0402,,,,0,,,
2024-02-14 20:15:40,0.236,,,,0.0228,,,,0,,,
2024-02-14 20:15:50,0.304,,,,0.0327,,,,0,,,
2024-02-14 20:16:00,0.462,,,,0.0405,,,,0,,,
2024-02-14 20:16:10,0.299,,,,0.0297,,,,0,,,
2024-02-14 20:16:20,0.338,,,,0.0309,,,,0,,,
2024-02-14 20:16:30,0.421,,,,0.0402,,,,0,,,
2024-02-14 20:16:40,0.331,,,,0.0294,,,,0,,,
2024-02-14 20:16:50,0.357,,,,0.0315,,,,0,,,
2024-02-14 20:17:00,1.26,,,,0.0429,,,,0,,,
2024-02-14 20:17:10,0.321,,,,0.0297,,,,0,,,
2024-02-14 20:17:20,0.351,,,,0.0309,,,,0,,,
2024-02-14 20:17:30,0.437,,,,0.0405,,,,0,,,
2024-02-14 20:17:40,0.294,,,,0.0267,,,,0,,,
2024-02-14 20:17:50,0.430,,,,0.0282,,,,0,,,
2024-02-14 20:18:00,0.451,,,,0.0429,,,,0,,,
2024-02-14 20:18:10,0.323,,,,0.0300,,,,0,,,
2024-02-14 20:18:20,0.315,,,,0.0315,,,,0,,,
2024-02-14 20:18:30,0.436,,,,0.0396,,,,0,,,
2024-02-14 20:18:40,0.316,,,,0.0300,,,,0,,,
2024-02-14 20:18:50,0.314,,,,0.0294,,,,0,,,
2024-02-14 20:19:00,0.445,,,,0.0396,,,,0,,,
2024-02-14 20:19:10,0.323,,,,0.0288,,,,0,,,
2024-02-14 20:19:20,0.225,,,,0.0207,,,,0,,,
2024-02-14 20:19:30,0.232,,,,0.0225,,,,0,,,
2024-02-14 20:19:40,0.173,,,,0.0165,,,,0,,,
2024-02-14 20:19:50,0.173,,,,0.0165,,,,0,,,
2024-02-14 20:20:00,0.232,,,,0.0225,,,,0,,,
2024-02-14 20:20:10,0.172,,,,0.0165,,,,0,,,
2024-02-14 20:20:20,0.353,,,,0.0309,,,,0,,,
2024-02-14 20:20:30,0.585,,,,0.0534,,,,0,,,
2024-02-14 20:20:40,0.422,,,,0.0366,,,,0,,,
2024-02-14 20:20:50,0.374,,,,0.0348,,,,0,,,
2024-02-14 20:21:00,0.469,,,,0.0405,,,,0,,,
2024-02-14 20:21:10,0.323,,,,0.0315,,,,0,,,
2024-02-14 20:21:20,0.337,,,,0.0285,,,,0,,,
2024-02-14 20:21:30,0.413,,,,0.0432,,,,0,,,
2024-02-14 20:21:40,0.320,,,,0.0297,,,,0,,,
2024-02-14 20:21:50,0.315,,,,0.0564,,,,0,,,
2024-02-14 20:22:00,0.574,,,,0.0621,,,,0,,,
2024-02-14 20:22:10,0.421,,,,0.0390,,,,0,,,
2024-02-14 20:22:20,0.364,,,,0.0315,,,,0,,,
2024-02-14 20:22:30,0.464,,,,0.0372,,,,0,,,
2024-02-14 20:22:40,0.340,,,,0.0339,,,,0,,,
2024-02-14 20:22:50,0.333,,,,0.0306,,,,0,,,
2024-02-14 20:23:00,0.425,,,,0.0384,,,,0,,,
2024-02-14 20:23:10,0.330,,,,0.0252,,,,0,,,
2024-02-14 20:23:20,0.327,,,,0.0237,,,,0,,,
2024-02-14 20:23:30,0.447,,,,0.0327,,,,0,,,
2024-02-14 20:23:40,0.344,,,,0.0237,,,,0,,,
2024-02-14 20:23:50,0.330,,,,0.0243,,,,0,,,
2024-02-14 20:24:00,0.339,,,,0.0309,,,,0,,,
2024-02-14 20:24:10,0.288,,,,0.0258,,,,0,,,
2024-02-14 20:24:20,0.310,,,,0.0249,,,,0,,,
2024-02-14 20:24:30,0.437,,,,0.0339,,,,0,,,
2024-02-14 20:24:40,0.361,,,,0.0243,,,,0,,,
2024-02-14 20:24:50,0.368,,,,0.0225,,,,0,,,
2024-02-14 20:25:00,0.467,,,,0.0303,,,,0,,,
2024-02-14 20:25:10,0.333,,,,0.0222,,,,0,,,
2024-02-14 20:25:20,0.385,,,,0.0228,,,,0,,,
2024-02-14 20:25:30,0.437,,,,0.0315,,,,0,,,
2024-02-14 20:25:40,0.306,,,,0.0228,,,,0,,,
2024-02-14 20:25:50,0.318,,,,0.0246,,,,0,,,
2024-02-14 20:26:00,0.317,,,,0.0303,,,,0,,,
2024-02-14 20:26:10,0.326,,,,0.0234,,,,0,,,
2024-02-14 20:26:20,0.292,,,,0.0240,,,,0,,,
2024-02-14 20:26:30,0.386,,,,0.0330,,,,0,,,
2024-02-14 20:26:40,0.329,,,,0.0237,,,,0,,,
2024-02-14 20:26:50,0.308,,,,0.0243,,,,0,,,
2024-02-14 20:27:00,0.424,,,,0.0312,,,,0,,,
2024-02-14 20:27:10,0.313,,,,0.0231,,,,0,,,
2024-02-14 20:27:20,0.356,,,,0.0219,,,,0,,,
2024-02-14 20:27:30,0.427,,,,0.0306,,,,0,,,
2024-02-14 20:27:40,0.496,,,,0.0231,,,,0,,,
2024-02-14 20:27:50,0.355,,,,0.0237,,,,0,,,
2024-02-14 20:28:00,0.361,,,,0.0294,,,,0,,,
2024-02-14 20:28:10,0.350,,,,0.0252,,,,0,,,
2024-02-14 20:28:20,0.302,,,,0.0240,,,,0,,,
2024-02-14 20:28:30,0.489,,,,0.0324,,,,0,,,
2024-02-14 20:28:40,0.273,,,,0.0237,,,,0,,,
2024-02-14 20:28:50,0.335,,,,0.0237,,,,0,,,
2024-02-14 20:29:00,0.545,,,,0.0318,,,,0,,,
2024-02-14 20:29:10,0.389,,,,0.0234,,,,0,,,
2024-02-14 20:29:20,0.353,,,,0.0237,,,,0,,,
2024-02-14 20:29:30,0.459,,,,0.0333,,,,0,,,
2024-02-14 20:29:40,0.330,,,,0.0243,,,,0,,,
2024-02-14 20:29:50,0.350,,,,0.0237,,,,0,,,
2024-02-14 20:30:00,0.406,,,,0.0330,,,,0,,,
2024-02-14 20:30:10,0.275,,,,0.0276,,,,0,,,
2024-02-14 20:30:20,0.338,,,,0.0312,,,,0,,,
2024-02-14 20:30:30,1.52,,,,0.0414,,,,0,,,
2024-02-14 20:30:40,0.346,,,,0.0303,,,,0,,,
2024-02-14 20:30:50,0.343,,,,0.0294,,,,0,,,
2024-02-14 20:31:00,0.458,,,,0.0387,,,,0,,,
2024-02-14 20:31:10,0.368,,,,0.0318,,,,0,,,
2024-02-14 20:31:20,0.326,,,,0.0291,,,,0,,,
2024-02-14 20:31:30,0.437,,,,0.0402,,,,0,,,
2024-02-14 20:31:40,0.320,,,,0.0318,,,,0,,,
2024-02-14 20:31:50,0.336,,,,0.0306,,,,0,,,
2024-02-14 20:32:00,0.408,,,,0.0384,,,,0,,,
2024-02-14 20:32:10,0.227,,,,0.0234,,,,0,,,
2024-02-14 20:32:20,0.329,,,,0.0282,,,,0,,,
2024-02-14 20:32:30,0.548,,,,0.0384,,,,0,,,
2024-02-14 20:32:40,0.322,,,,0.0312,,,,0,,,
2024-02-14 20:32:50,0.338,,,,0.0282,,,,0,,,
2024-02-14 20:33:00,0.468,,,,0.0390,,,,0,,,
2024-02-14 20:33:10,0.320,,,,0.0288,,,,0,,,
2024-02-14 20:33:20,0.346,,,,0.0297,,,,0,,,
2024-02-14 20:33:30,0.436,,,,0.0426,,,,0,,,
2024-02-14 20:33:40,0.339,,,,0.0318,,,,0,,,
2024-02-14 20:33:50,0.320,,,,0.0321,,,,0,,,
2024-02-14 20:34:00,0.454,,,,0.0405,,,,0,,,
2024-02-14 20:34:10,0.224,,,,0.0201,,,,0,,,
2024-02-14 20:34:20,0.300,,,,0.0348,,,,0,,,
2024-02-14 20:34:30,0.454,,,,0.0390,,,,0,,,
2024-02-14 20:34:40,0.324,,,,0.0300,,,,0,,,
2024-02-14 20:34:50,0.322,,,,0.0303,,,,0,,,
2024-02-14 20:35:00,0.447,,,,0.0378,,,,0,,,
2024-02-14 20:35:10,0.342,,,,0.0285,,,,0,,,
2024-02-14 20:35:20,0.352,,,,0.0306,,,,0,,,
2024-02-14 20:35:30,0.442,,,,0.0402,,,,0,,,
2024-02-14 20:35:40,0.342,,,,0.0297,,,,0,,,
2024-02-14 20:35:50,0.345,,,,0.0318,,,,0,,,
2024-02-14 20:36:00,0.409,,,,0.0414,,,,0,,,
2024-02-14 20:36:10,0.284,,,,0.0270,,,,0,,,
2024-02-14 20:36:20,0.293,,,,0.0297,,,,0,,,
2024-02-14 20:36:30,0.456,,,,0.0423,,,,0,,,
2024-02-14 20:36:40,0.313,,,,0.0288,,,,0,,,
2024-02-14 20:36:50,0.354,,,,0.0318,,,,0,,,
2024-02-14 20:37:00,0.409,,,,0.0396,,,,0,,,
2024-02-14 20:37:10,0.329,,,,0.0297,,,,0,,,
2024-02-14 20:37:20,0.360,,,,0.0306,,,,0,,,
2024-02-14 20:37:30,0.464,,,,0.0390,,,,0,,,
2024-02-14 20:37:40,0.311,,,,0.0300,,,,0,,,
2024-02-14 20:37:50,0.343,,,,0.0315,,,,0,,,
2024-02-14 20:38:00,0.437,,,,0.0417,,,,0,,,
2024-02-14 20:38:10,0.396,,,,0.0312,,,,0,,,
2024-02-14 20:38:20,0.188,,,,0.0183,,,,0,,,
2024-02-14 20:38:30,0.232,,,,0.0222,,,,0,,,
2024-02-14 20:38:40,0.172,,,,0.0165,,,,0,,,
2024-02-14 20:38:50,0.176,,,,0.0171,,,,0,,,
2024-02-14 20:39:00,0.234,,,,0.0225,,,,0,,,
2024-02-14 20:39:10,0.172,,,,0.0165,,,,0,,,
2024-02-14 20:39:20,0.177,,,,0.0171,,,,0,,,
2024-02-14 20:39:30,0.233,,,,0.0225,,,,0,,,
2024-02-14 20:39:40,0.174,,,,0.0168,,,,0,,,
2024-02-14 20:39:50,0.176,,,,0.0171,,,,0,,,
2024-02-14 20:40:00,0.231,,,,0.0225,,,,0,,,
2024-02-14 20:40:10,0.175,,,,0.0168,,,,0,,,
2024-02-14 20:40:20,0.176,,,,0.0168,,,,0,,,
2024-02-14 20:40:30,0.233,,,,0.0225,,,,0,,,
2024-02-14 20:40:40,0.173,,,,0.0165,,,,0,,,
2024-02-14 20:40:50,0.176,,,,0.0171,,,,0,,,
2024-02-14 20:41:00,0.233,,,,0.0225,,,,0,,,
2024-02-14 20:41:10,0.174,,,,0.0168,,,,0,,,
2024-02-14 20:41:20,0.173,,,,0.0165,,,,0,,,
2024-02-14 20:41:30,0.233,,,,0.0225,,,,0,,,
2024-02-14 20:41:40,0.174,,,,0.0168,,,,0,,,
2024-02-14 20:41:50,0.176,,,,0.0171,,,,0,,,
2024-02-14 20:42:00,0.231,,,,0.0225,,,,0,,,
2024-02-14 20:42:10,0.172,,,,0.0165,,,,0,,,
2024-02-14 20:42:20,0.176,,,,0.0171,,,,0,,,
2024-02-14 20:42:30,0.233,,,,0.0225,,,,0,,,
2024-02-14 20:42:40,0.172,,,,0.0165,,,,0,,,
