sep=,
"Time","Job creation camunda8"
2024-02-17 22:50:00,0
2024-02-17 22:50:10,0
2024-02-17 22:50:20,0
2024-02-17 22:50:30,0
2024-02-17 22:50:40,0
2024-02-17 22:50:50,0
2024-02-17 22:51:00,0
2024-02-17 22:51:10,0
2024-02-17 22:51:20,0
2024-02-17 22:51:30,0
2024-02-17 22:51:40,0
2024-02-17 22:51:50,0
2024-02-17 22:52:00,0
2024-02-17 22:52:10,0.800
2024-02-17 22:52:20,12.8
2024-02-17 22:52:30,11.2
2024-02-17 22:52:40,12.1
2024-02-17 22:52:50,11.9
2024-02-17 22:53:00,12.8
2024-02-17 22:53:10,11.2
2024-02-17 22:53:20,12.8
2024-02-17 22:53:30,12.8
2024-02-17 22:53:40,11.2
2024-02-17 22:53:50,12.8
2024-02-17 22:54:00,11.3
2024-02-17 22:54:10,11.9
2024-02-17 22:54:20,11.2
2024-02-17 22:54:30,12
2024-02-17 22:54:40,12.1
2024-02-17 22:54:50,12.6
2024-02-17 22:55:00,12.1
2024-02-17 22:55:10,12
2024-02-17 22:55:20,12
2024-02-17 22:55:30,12.8
2024-02-17 22:55:40,12.1
2024-02-17 22:55:50,11.9
2024-02-17 22:56:00,12.8
2024-02-17 22:56:10,11.2
2024-02-17 22:56:20,10.4
2024-02-17 22:56:30,12
2024-02-17 22:56:40,12.8
2024-02-17 22:56:50,11.3
2024-02-17 22:57:00,12.7
2024-02-17 22:57:10,11.3
2024-02-17 22:57:20,12.7
2024-02-17 22:57:30,12.1
2024-02-17 22:57:40,11.9
2024-02-17 22:57:50,12.1
2024-02-17 22:58:00,11.9
2024-02-17 22:58:10,12.8
2024-02-17 22:58:20,12
2024-02-17 22:58:30,11.3
2024-02-17 22:58:40,12.7
2024-02-17 22:58:50,12.8
2024-02-17 22:59:00,11.2
2024-02-17 22:59:10,12
2024-02-17 22:59:20,12.1
2024-02-17 22:59:30,12.7
2024-02-17 22:59:40,12
2024-02-17 22:59:50,12
2024-02-17 23:00:00,12
2024-02-17 23:00:10,12
2024-02-17 23:00:20,11.2
2024-02-17 23:00:30,12
2024-02-17 23:00:40,12.1
2024-02-17 23:00:50,12.7
2024-02-17 23:01:00,12
2024-02-17 23:01:10,12
2024-02-17 23:01:20,12
2024-02-17 23:01:30,12
2024-02-17 23:01:40,12.1
2024-02-17 23:01:50,11.9
2024-02-17 23:02:00,12
2024-02-17 23:02:10,12.8
2024-02-17 23:02:20,11.2
2024-02-17 23:02:30,12
2024-02-17 23:02:40,12
2024-02-17 23:02:50,11.3
2024-02-17 23:03:00,12.7
2024-02-17 23:03:10,11.2
2024-02-17 23:03:20,12.8
2024-02-17 23:03:30,12.8
2024-02-17 23:03:40,11.2
2024-02-17 23:03:50,12.8
2024-02-17 23:04:00,11.2
2024-02-17 23:04:10,12.1
2024-02-17 23:04:20,11.9
2024-02-17 23:04:30,12.1
2024-02-17 23:04:40,12
2024-02-17 23:04:50,12.7
2024-02-17 23:05:00,12.8
2024-02-17 23:05:10,11.2
2024-02-17 23:05:20,12.8
2024-02-17 23:05:30,11.3
2024-02-17 23:05:40,12.7
2024-02-17 23:05:50,12.8
2024-02-17 23:06:00,11.2
