sep=,
"Time","restworkerjava-5c575459f9-sx582 / worker / PKG","restworkerjava-69696875f9-hsbkr / worker / PKG","restworkerjava-698c49cff-vqd6b / worker / PKG","restworkerjava-865c45bdb4-r7jm4 / worker / PKG","restworkerjava-5c575459f9-sx582 / worker / DRAM","restworkerjava-69696875f9-hsbkr / worker / DRAM","restworkerjava-698c49cff-vqd6b / worker / DRAM","restworkerjava-865c45bdb4-r7jm4 / worker / DRAM","restworkerjava-5c575459f9-sx582 / worker / OTHER","restworkerjava-69696875f9-hsbkr / worker / OTHER","restworkerjava-698c49cff-vqd6b / worker / OTHER","restworkerjava-865c45bdb4-r7jm4 / worker / OTHER"
2024-02-17 23:52:00,,,0.568,,,,0.0630,,,,0,
2024-02-17 23:52:10,,,0.441,,,,0.0450,,,,0,
2024-02-17 23:52:20,,,0.451,,,,0.0462,,,,0,
2024-02-17 23:52:30,,,0.538,,,,0.0600,,,,0,
2024-02-17 23:52:40,,,0.376,,,,0.0450,,,,0,
2024-02-17 23:52:50,,,0.409,,,,0.0459,,,,0,
2024-02-17 23:53:00,,,0.523,,,,0.0564,,,,0,
2024-02-17 23:53:10,,,0.445,,,,0.0420,,,,0,
2024-02-17 23:53:20,,,0.374,,,,0.0384,,,,0,
2024-02-17 23:53:30,,,0.259,,,,0.0240,,,,0,
2024-02-17 23:53:40,,,0.250,,,,0.0240,,,,0,
2024-02-17 23:53:50,,,0.433,,,,0.0390,,,,0,
2024-02-17 23:54:00,,,0.572,,,,0.0540,,,,0,
2024-02-17 23:54:10,,,0.474,,,,0.0465,,,,0,
2024-02-17 23:54:20,,,0.467,,,,0.0468,,,,0,
2024-02-17 23:54:30,,,0.642,,,,0.0600,,,,0,
2024-02-17 23:54:40,,,0.461,,,,0.0597,,,,0,
2024-02-17 23:54:50,,,0.510,,,,0.0609,,,,0,
2024-02-17 23:55:00,,,0.599,,,,0.0801,,,,0,
2024-02-17 23:55:10,,,0.437,,,,0.0534,,,,0,
2024-02-17 23:55:20,,,0.429,,,,0.0450,,,,0,
2024-02-17 23:55:30,,,0.559,,,,0.0600,,,,0,
2024-02-17 23:55:40,,,0.407,,,,0.0477,,,,0,
2024-02-17 23:55:50,,,0.392,,,,0.0471,,,,0,
2024-02-17 23:56:00,,,0.558,,,,0.0567,,,,0,
2024-02-17 23:56:10,,,0.475,,,,0.0444,,,,0,
2024-02-17 23:56:20,,,0.445,,,,0.0462,,,,0,
2024-02-17 23:56:30,,,0.633,,,,0.0582,,,,0,
2024-02-17 23:56:40,,,0.432,,,,0.0516,,,,0,
2024-02-17 23:56:50,,,0.556,,,,0.0636,,,,0,
2024-02-17 23:57:00,,,0.560,,,,0.0711,,,,0,
2024-02-17 23:57:10,,,0.450,,,,0.0453,,,,0,
2024-02-17 23:57:20,,,0.442,,,,0.0453,,,,0,
2024-02-17 23:57:30,,,0.605,,,,0.0582,,,,0,
2024-02-17 23:57:40,,,0.434,,,,0.0492,,,,0,
2024-02-17 23:57:50,,,0.461,,,,0.0417,,,,0,
2024-02-17 23:58:00,,,0.500,,,,0.0564,,,,0,
2024-02-17 23:58:10,,,0.463,,,,0.0459,,,,0,
2024-02-17 23:58:20,,,0.512,,,,0.0471,,,,0,
2024-02-17 23:58:30,,,0.630,,,,0.0552,,,,0,
2024-02-17 23:58:40,,,0.471,,,,0.0495,,,,0,
2024-02-17 23:58:50,,,0.531,,,,0.0666,,,,0,
2024-02-17 23:59:00,,,0.553,,,,0.0579,,,,0,
2024-02-17 23:59:10,,,0.426,,,,0.0447,,,,0,
2024-02-17 23:59:20,,,0.470,,,,0.0417,,,,0,
2024-02-17 23:59:30,,,0.593,,,,0.0582,,,,0,
2024-02-17 23:59:40,,,0.450,,,,0.0441,,,,0,
2024-02-17 23:59:50,,,0.436,,,,0.0435,,,,0,
2024-02-18 00:00:00,,,0.523,,,,0.0570,,,,0,
2024-02-18 00:00:10,,,0.382,,,,0.0426,,,,0,
2024-02-18 00:00:20,,,0.406,,,,0.0570,,,,0,
2024-02-18 00:00:30,,,0.534,,,,0.0675,,,,0,
2024-02-18 00:00:40,,,0.473,,,,0.0501,,,,0,
2024-02-18 00:00:50,,,0.532,,,,0.0621,,,,0,
2024-02-18 00:01:00,,,0.596,,,,0.0609,,,,0,
2024-02-18 00:01:10,,,0.405,,,,0.0408,,,,0,
2024-02-18 00:01:20,,,0.480,,,,0.0435,,,,0,
2024-02-18 00:01:30,,,0.610,,,,0.0612,,,,0,
2024-02-18 00:01:40,,,0.481,,,,0.0453,,,,0,
2024-02-18 00:01:50,,,0.427,,,,0.0453,,,,0,
2024-02-18 00:02:00,,,0.608,,,,0.0600,,,,0,
2024-02-18 00:02:10,,,0.433,,,,0.0465,,,,0,
2024-02-18 00:02:20,,,0.419,,,,0.0468,,,,0,
2024-02-18 00:02:30,,,0.569,,,,0.0696,,,,0,
2024-02-18 00:02:40,,,0.422,,,,0.0444,,,,0,
2024-02-18 00:02:50,,,0.354,,,,0.0450,,,,0,
2024-02-18 00:03:00,,,0.544,,,,0.0654,,,,0,
2024-02-18 00:03:10,,,0.455,,,,0.0453,,,,0,
2024-02-18 00:03:20,,,0.441,,,,0.0405,,,,0,
2024-02-18 00:03:30,,,0.617,,,,0.0576,,,,0,
2024-02-18 00:03:40,,,0.438,,,,0.0417,,,,0,
2024-02-18 00:03:50,,,0.449,,,,0.0456,,,,0,
2024-02-18 00:04:00,,,0.592,,,,0.0582,,,,0,
2024-02-18 00:04:10,,,0.417,,,,0.0450,,,,0,
2024-02-18 00:04:20,,,0.449,,,,0.0447,,,,0,
2024-02-18 00:04:30,,,0.516,,,,0.0615,,,,0,
2024-02-18 00:04:40,,,0.404,,,,0.0462,,,,0,
2024-02-18 00:04:50,,,0.436,,,,0.0486,,,,0,
2024-02-18 00:05:00,,,0.455,,,,0.0621,,,,0,
2024-02-18 00:05:10,,,0.388,,,,0.0444,,,,0,
2024-02-18 00:05:20,,,0.431,,,,0.0441,,,,0,
2024-02-18 00:05:30,,,0.540,,,,0.0597,,,,0,
2024-02-18 00:05:40,,,0.400,,,,0.0465,,,,0,
2024-02-18 00:05:50,,,0.502,,,,0.0414,,,,0,
2024-02-18 00:06:00,,,0.466,,,,0.0444,,,,0,
2024-02-18 00:06:10,,,0.429,,,,0.0381,,,,0,
2024-02-18 00:06:20,,,0.423,,,,0.0366,,,,0,
2024-02-18 00:06:30,,,0.584,,,,0.0588,,,,0,
2024-02-18 00:06:40,,,0.469,,,,0.0504,,,,0,
2024-02-18 00:06:50,,,0.470,,,,0.0447,,,,0,
2024-02-18 00:07:00,,,0.624,,,,0.0768,,,,0,
2024-02-18 00:07:10,,,0.438,,,,0.0549,,,,0,
2024-02-18 00:07:20,,,0.384,,,,0.0477,,,,0,
2024-02-18 00:07:30,,,0.591,,,,0.0627,,,,0,
2024-02-18 00:07:40,,,0.372,,,,0.0408,,,,0,
2024-02-18 00:07:50,,,0.452,,,,0.0492,,,,0,
2024-02-18 00:08:00,,,0.564,,,,0.0633,,,,0,
2024-02-18 00:08:10,,,0.428,,,,0.0441,,,,0,
2024-02-18 00:08:20,,,0.477,,,,0.0429,,,,0,
2024-02-18 00:08:30,,,0.572,,,,0.0558,,,,0,
2024-02-18 00:08:40,,,0.435,,,,0.0456,,,,0,
2024-02-18 00:08:50,,,0.484,,,,0.0516,,,,0,
2024-02-18 00:09:00,,,0.474,,,,0.0573,,,,0,
2024-02-18 00:09:10,,,0.447,,,,0.0489,,,,0,
2024-02-18 00:09:20,,,0.413,,,,0.0450,,,,0,
2024-02-18 00:09:30,,,0.520,,,,0.0561,,,,0,
2024-02-18 00:09:40,,,0.442,,,,0.0432,,,,0,
2024-02-18 00:09:50,,,0.434,,,,0.0507,,,,0,
2024-02-18 00:10:00,,,0.562,,,,0.0660,,,,0,
2024-02-18 00:10:10,,,0.390,,,,0.0441,,,,0,
2024-02-18 00:10:20,,,0.370,,,,0.0405,,,,0,
2024-02-18 00:10:30,,,0.536,,,,0.0603,,,,0,
2024-02-18 00:10:40,,,0.379,,,,0.0564,,,,0,
2024-02-18 00:10:50,,,0.408,,,,0.0453,,,,0,
2024-02-18 00:11:00,,,0.596,,,,0.0573,,,,0,
2024-02-18 00:11:10,,,0.413,,,,0.0492,,,,0,
2024-02-18 00:11:20,,,0.389,,,,0.0345,,,,0,
2024-02-18 00:11:30,,,0.590,,,,0.0501,,,,0,
2024-02-18 00:11:40,,,0.389,,,,0.0381,,,,0,
2024-02-18 00:11:50,,,0.697,,,,0.0465,,,,0,
2024-02-18 00:12:00,,,0.560,,,,0.0573,,,,0,
2024-02-18 00:12:10,,,0.469,,,,0.0429,,,,0,
2024-02-18 00:12:20,,,0.415,,,,0.0426,,,,0,
2024-02-18 00:12:30,,,0.575,,,,0.0636,,,,0,
2024-02-18 00:12:40,,,0.453,,,,0.0519,,,,0,
2024-02-18 00:12:50,,,0.380,,,,0.0483,,,,0,
2024-02-18 00:13:00,,,0.576,,,,0.0633,,,,0,
2024-02-18 00:13:10,,,0.389,,,,0.0549,,,,0,
2024-02-18 00:13:20,,,0.579,,,,0.0594,,,,0,
2024-02-18 00:13:30,,,0.583,,,,0.0486,,,,0,
2024-02-18 00:13:40,,,0.455,,,,0.0438,,,,0,
2024-02-18 00:13:50,,,0.486,,,,0.0492,,,,0,
2024-02-18 00:14:00,,,0.813,,,,0.0627,,,,0,
2024-02-18 00:14:10,,,0.441,,,,0.0444,,,,0,
2024-02-18 00:14:20,,,0.415,,,,0.0441,,,,0,
2024-02-18 00:14:30,,,0.591,,,,0.0642,,,,0,
2024-02-18 00:14:40,,,0.426,,,,0.0465,,,,0,
2024-02-18 00:14:50,,,0.386,,,,0.0483,,,,0,
2024-02-18 00:15:00,,,0.552,,,,0.0588,,,,0,
2024-02-18 00:15:10,,,0.419,,,,0.0504,,,,0,
2024-02-18 00:15:20,,,0.392,,,,0.0450,,,,0,
2024-02-18 00:15:30,,,0.700,,,,0.0669,,,,0,
2024-02-18 00:15:40,,,0.422,,,,0.0456,,,,0,
2024-02-18 00:15:50,,,0.457,,,,0.0417,,,,0,
2024-02-18 00:16:00,,,0.637,,,,0.0582,,,,0,
2024-02-18 00:16:10,,,0.476,,,,0.0441,,,,0,
2024-02-18 00:16:20,,,0.458,,,,0.0438,,,,0,
2024-02-18 00:16:30,,,0.633,,,,0.0570,,,,0,
2024-02-18 00:16:40,,,0.417,,,,0.0441,,,,0,
2024-02-18 00:16:50,,,0.414,,,,0.0510,,,,0,
2024-02-18 00:17:00,,,0.592,,,,0.0606,,,,0,
2024-02-18 00:17:10,,,0.424,,,,0.0450,,,,0,
2024-02-18 00:17:20,,,0.376,,,,0.0534,,,,0,
2024-02-18 00:17:30,,,0.558,,,,0.0612,,,,0,
2024-02-18 00:17:40,,,0.445,,,,0.0450,,,,0,
2024-02-18 00:17:50,,,0.423,,,,0.0456,,,,0,
2024-02-18 00:18:00,,,0.538,,,,0.0633,,,,0,
2024-02-18 00:18:10,,,0.419,,,,0.0411,,,,0,
2024-02-18 00:18:20,,,0.344,,,,0.0315,,,,0,
2024-02-18 00:18:30,,,0.559,,,,0.0480,,,,0,
2024-02-18 00:18:40,,,0.455,,,,0.0435,,,,0,
2024-02-18 00:18:50,,,0.525,,,,0.0474,,,,0,
2024-02-18 00:19:00,,,0.595,,,,0.0627,,,,0,
2024-02-18 00:19:10,,,0.392,,,,0.0453,,,,0,
2024-02-18 00:19:20,,,0.433,,,,0.0453,,,,0,
2024-02-18 00:19:30,,,0.246,,,,0.0234,,,,0,
2024-02-18 00:19:40,,,0.182,,,,0.0171,,,,0,
2024-02-18 00:19:50,,,0.182,,,,0.0171,,,,0,
2024-02-18 00:20:00,,,0.264,,,,0.0228,,,,0,
2024-02-18 00:20:10,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:20:20,,,0.182,,,,0.0171,,,,0,
2024-02-18 00:20:30,,,0.242,,,,0.0228,,,,0,
2024-02-18 00:20:40,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:20:50,,,0.182,,,,0.0171,,,,0,
2024-02-18 00:21:00,,,0.242,,,,0.0228,,,,0,
2024-02-18 00:21:10,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:21:20,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:21:30,,,0.243,,,,0.0228,,,,0,
2024-02-18 00:21:40,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:21:50,,,0.179,,,,0.0168,,,,0,
2024-02-18 00:22:00,,,0.243,,,,0.0228,,,,0,
2024-02-18 00:22:10,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:22:20,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:22:30,,,0.242,,,,0.0228,,,,0,
2024-02-18 00:22:40,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:22:50,,,0.180,,,,0.0171,,,,0,
2024-02-18 00:23:00,,,0.243,,,,0.0228,,,,0,
2024-02-18 00:23:10,,,0.179,,,,0.0168,,,,0.000300,
2024-02-18 00:23:20,,,0.186,,,,0.0171,,,,0,
2024-02-18 00:23:30,,,0.242,,,,0.0228,,,,0,
2024-02-18 00:23:40,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:23:50,,,0.181,,,,0.0171,,,,0,
2024-02-18 00:24:00,,,0.242,,,,0.0228,,,,0,
2024-02-18 00:24:10,,,0.181,,,,0.0168,,,,0,
2024-02-18 00:24:20,,,0.352,,,,0.0507,,,,0,
2024-02-18 00:24:30,,,0.785,,,,0.0855,,,,0,
2024-02-18 00:24:40,,,0.573,,,,0.0576,,,,0,
2024-02-18 00:24:50,,,0.479,,,,0.0591,,,,0,
2024-02-18 00:25:00,,,0.664,,,,0.0768,,,,0,
2024-02-18 00:25:10,,,0.482,,,,0.0531,,,,0,
2024-02-18 00:25:20,,,0.435,,,,0.0558,,,,0,
2024-02-18 00:25:30,,,0.528,,,,0.0708,,,,0,
2024-02-18 00:25:40,,,0.418,,,,0.0546,,,,0,
2024-02-18 00:25:50,,,0.445,,,,0.0540,,,,0,
2024-02-18 00:26:00,,,0.533,,,,0.0630,,,,0,
2024-02-18 00:26:10,,,0.420,,,,0.0453,,,,0,
2024-02-18 00:26:20,,,0.509,,,,0.0540,,,,0,
2024-02-18 00:26:30,,,0.866,,,,0.118,,,,0,
2024-02-18 00:26:40,,,0.582,,,,0.0618,,,,0,
2024-02-18 00:26:50,,,0.560,,,,0.0600,,,,0,
2024-02-18 00:27:00,,,0.662,,,,0.0783,,,,0,
2024-02-18 00:27:10,,,0.483,,,,0.0576,,,,0,
2024-02-18 00:27:20,,,0.432,,,,0.0585,,,,0,
2024-02-18 00:27:30,,,0.564,,,,0.0735,,,,0,
2024-02-18 00:27:40,,,0.430,,,,0.0447,,,,0,
2024-02-18 00:27:50,,,0.437,,,,0.0537,,,,0,
2024-02-18 00:28:00,,,0.570,,,,0.0720,,,,0,
2024-02-18 00:28:10,,,0.433,,,,0.0459,,,,0,
2024-02-18 00:28:20,,,0.713,,,,0.0696,,,,0,
2024-02-18 00:28:30,,,0.717,,,,0.0864,,,,0,
2024-02-18 00:28:40,,,0.610,,,,0.0627,,,,0,
2024-02-18 00:28:50,,,0.422,,,,0.0492,,,,0,
2024-02-18 00:29:00,,,0.328,,,,0.0300,,,,0,
2024-02-18 00:29:10,,,0.200,,,,0.0201,,,,0,
2024-02-18 00:29:20,,,0.377,,,,0.0366,,,,0,
2024-02-18 00:29:30,,,0.633,,,,0.0705,,,,0,
2024-02-18 00:29:40,,,0.492,,,,0.0525,,,,0,
2024-02-18 00:29:50,,,0.475,,,,0.0543,,,,0,
2024-02-18 00:30:00,,,0.729,,,,0.0696,,,,0,
2024-02-18 00:30:10,,,0.399,,,,0.0534,,,,0,
2024-02-18 00:30:20,,,0.393,,,,0.0453,,,,0,
2024-02-18 00:30:30,,,0.517,,,,0.0708,,,,0,
2024-02-18 00:30:40,,,0.602,,,,0.0891,,,,0,
2024-02-18 00:30:50,,,0.601,,,,0.0702,,,,0,
2024-02-18 00:31:00,,,0.678,,,,0.0813,,,,0,
2024-02-18 00:31:10,,,0.496,,,,0.0606,,,,0,
2024-02-18 00:31:20,,,0.489,,,,0.0510,,,,0,
2024-02-18 00:31:30,,,0.578,,,,0.0705,,,,0,
2024-02-18 00:31:40,,,0.436,,,,0.0489,,,,0,
2024-02-18 00:31:50,,,0.411,,,,0.0501,,,,0,
2024-02-18 00:32:00,,,0.521,,,,0.0633,,,,0,
2024-02-18 00:32:10,,,0.357,,,,0.0495,,,,0,
2024-02-18 00:32:20,,,0.392,,,,0.0507,,,,0,
2024-02-18 00:32:30,,,0.536,,,,0.0645,,,,0,
2024-02-18 00:32:40,,,0.651,,,,0.0786,,,,0,
2024-02-18 00:32:50,,,0.599,,,,0.0762,,,,0,
2024-02-18 00:33:00,,,0.729,,,,0.0831,,,,0,
2024-02-18 00:33:10,,,0.473,,,,0.0573,,,,0,
2024-02-18 00:33:20,,,0.688,,,,0.0627,,,,0,
2024-02-18 00:33:30,,,0.720,,,,0.0834,,,,0,
2024-02-18 00:33:40,,,0.522,,,,0.0555,,,,0,
2024-02-18 00:33:50,,,0.452,,,,0.0570,,,,0,
2024-02-18 00:34:00,,,0.566,,,,0.0648,,,,0,
2024-02-18 00:34:10,,,0.407,,,,0.0465,,,,0,
2024-02-18 00:34:20,,,0.432,,,,0.0540,,,,0,
2024-02-18 00:34:30,,,0.581,,,,0.0660,,,,0,
2024-02-18 00:34:40,,,0.373,,,,0.0453,,,,0,
2024-02-18 00:34:50,,,0.363,,,,0.0546,,,,0,
2024-02-18 00:35:00,,,0.496,,,,0.0627,,,,0,
2024-02-18 00:35:10,,,0.392,,,,0.0447,,,,0,
2024-02-18 00:35:20,,,0.348,,,,0.0450,,,,0,
2024-02-18 00:35:30,,,0.791,,,,0.0729,,,,0,
2024-02-18 00:35:40,,,0.666,,,,0.0678,,,,0,
2024-02-18 00:35:50,,,0.590,,,,0.0621,,,,0,
2024-02-18 00:36:00,,,0.688,,,,0.0738,,,,0,
2024-02-18 00:36:10,,,0.470,,,,0.0525,,,,0,
2024-02-18 00:36:20,,,0.537,,,,0.0528,,,,0,
2024-02-18 00:36:30,,,0.608,,,,0.0720,,,,0,
2024-02-18 00:36:40,,,0.472,,,,0.0501,,,,0,
2024-02-18 00:36:50,,,0.335,,,,0.0369,,,,0,
2024-02-18 00:37:00,,,0.490,,,,0.0753,,,,0,
2024-02-18 00:37:10,,,0.325,,,,0.0408,,,,0,
2024-02-18 00:37:20,,,0.382,,,,0.0447,,,,0,
2024-02-18 00:37:30,,,0.516,,,,0.0600,,,,0,
2024-02-18 00:37:40,,,0.687,,,,0.0624,,,,0,
2024-02-18 00:37:50,,,0.594,,,,0.0669,,,,0,
2024-02-18 00:38:00,,,0.693,,,,0.0792,,,,0,
2024-02-18 00:38:10,,,0.487,,,,0.0597,,,,0,
2024-02-18 00:38:20,,,0.608,,,,0.0654,,,,0,
2024-02-18 00:38:30,,,0.685,,,,0.0855,,,,0,
2024-02-18 00:38:40,,,0.564,,,,0.0606,,,,0,
2024-02-18 00:38:50,,,0.660,,,,0.0603,,,,0,
2024-02-18 00:39:00,,,0.531,,,,0.0735,,,,0,
2024-02-18 00:39:10,,,0.388,,,,0.0495,,,,0,
2024-02-18 00:39:20,,,0.411,,,,0.0516,,,,0,
2024-02-18 00:39:30,,,0.531,,,,0.0636,,,,0,
2024-02-18 00:39:40,,,0.394,,,,0.0435,,,,0,
2024-02-18 00:39:50,,,0.386,,,,0.0441,,,,0,
2024-02-18 00:40:00,,,0.478,,,,0.0570,,,,0,
2024-02-18 00:40:10,,,0.343,,,,0.0429,,,,0,
2024-02-18 00:40:20,,,0.357,,,,0.0399,,,,0,
2024-02-18 00:40:30,,,0.683,,,,0.0651,,,,0,
2024-02-18 00:40:40,,,0.696,,,,0.0732,,,,0,
2024-02-18 00:40:50,,,0.604,,,,0.0642,,,,0,
2024-02-18 00:41:00,,,0.559,,,,0.0843,,,,0,
2024-02-18 00:41:10,,,0.409,,,,0.0792,,,,0,
2024-02-18 00:41:20,,,0.416,,,,0.0522,,,,0,
2024-02-18 00:41:30,,,0.568,,,,0.0756,,,,0,
2024-02-18 00:41:40,,,0.389,,,,0.0438,,,,0,
2024-02-18 00:41:50,,,0.442,,,,0.0459,,,,0,
2024-02-18 00:42:00,,,1.08,,,,0.0630,,,,0,
2024-02-18 00:42:10,,,0.373,,,,0.0486,,,,0,
2024-02-18 00:42:20,,,0.363,,,,0.0450,,,,0,
2024-02-18 00:42:30,,,0.380,,,,0.0411,,,,0,
2024-02-18 00:42:40,,,0.202,,,,0.0189,,,,0,
2024-02-18 00:42:50,,,0.207,,,,0.0255,,,,0,
2024-02-18 00:43:00,,,0.767,,,,0.0792,,,,0,
2024-02-18 00:43:10,,,0.837,,,,0.0876,,,,0,
2024-02-18 00:43:20,,,0.551,,,,0.0684,,,,0,
2024-02-18 00:43:30,,,0.716,,,,0.0831,,,,0,
2024-02-18 00:43:40,,,0.514,,,,0.0636,,,,0,
2024-02-18 00:43:50,,,0.515,,,,0.0582,,,,0,
2024-02-18 00:44:00,,,0.611,,,,0.0720,,,,0,
2024-02-18 00:44:10,,,0.469,,,,0.0537,,,,0,
2024-02-18 00:44:20,,,0.466,,,,0.0429,,,,0,
2024-02-18 00:44:30,,,0.468,,,,0.0612,,,,0,
2024-02-18 00:44:40,,,0.340,,,,0.0459,,,,0,
2024-02-18 00:44:50,,,0.318,,,,0.0462,,,,0,
2024-02-18 00:45:00,,,0.445,,,,0.0507,,,,0,
2024-02-18 00:45:10,,,0.315,,,,0.0414,,,,0,
2024-02-18 00:45:20,,,0.352,,,,0.0531,,,,0,
2024-02-18 00:45:30,,,0.511,,,,0.0615,,,,0,
2024-02-18 00:45:40,,,0.750,,,,0.0699,,,,0,
2024-02-18 00:45:50,,,0.578,,,,0.0630,,,,0,
2024-02-18 00:46:00,,,0.671,,,,0.0828,,,,0,
2024-02-18 00:46:10,,,0.497,,,,0.0546,,,,0,
2024-02-18 00:46:20,,,0.502,,,,0.0528,,,,0,
2024-02-18 00:46:30,,,0.537,,,,0.0702,,,,0,
2024-02-18 00:46:40,,,0.382,,,,0.0489,,,,0,
2024-02-18 00:46:50,,,0.349,,,,0.0444,,,,0,
2024-02-18 00:47:00,,,0.488,,,,0.0633,,,,0,
2024-02-18 00:47:10,,,0.385,,,,0.0453,,,,0,
2024-02-18 00:47:20,,,0.416,,,,0.0492,,,,0,
2024-02-18 00:47:30,,,0.427,,,,0.0657,,,,0,
2024-02-18 00:47:40,,,0.501,,,,0.0570,,,,0,
2024-02-18 00:47:50,,,0.657,,,,0.0663,,,,0,
2024-02-18 00:48:00,,,0.731,,,,0.0804,,,,0,
2024-02-18 00:48:10,,,0.516,,,,0.0474,,,,0,
2024-02-18 00:48:20,,,0.625,,,,0.0660,,,,0,
2024-02-18 00:48:30,,,0.718,,,,0.0819,,,,0,
2024-02-18 00:48:40,,,0.549,,,,0.0582,,,,0,
2024-02-18 00:48:50,,,0.416,,,,0.0540,,,,0,
2024-02-18 00:49:00,,,0.601,,,,0.0765,,,,0,
2024-02-18 00:49:10,,,0.455,,,,0.0531,,,,0,
2024-02-18 00:49:20,,,0.409,,,,0.0561,,,,0,
2024-02-18 00:49:30,,,0.479,,,,0.0747,,,,0,
2024-02-18 00:49:40,,,0.342,,,,0.0426,,,,0,
2024-02-18 00:49:50,,,0.336,,,,0.0402,,,,0,
2024-02-18 00:50:00,,,0.501,,,,0.0552,,,,0,
2024-02-18 00:50:10,,,0.352,,,,0.0414,,,,0,
2024-02-18 00:50:20,,,0.315,,,,0.0429,,,,0,
2024-02-18 00:50:30,,,0.417,,,,0.0549,,,,0,
2024-02-18 00:50:40,,,0.677,,,,0.0696,,,,0,
2024-02-18 00:50:50,,,0.604,,,,0.0612,,,,0,
2024-02-18 00:51:00,,,0.605,,,,0.0822,,,,0,
2024-02-18 00:51:10,,,0.523,,,,0.0636,,,,0,
2024-02-18 00:51:20,,,0.443,,,,0.0570,,,,0,
2024-02-18 00:51:30,,,0.482,,,,0.0792,,,,0,
2024-02-18 00:51:40,,,0.461,,,,0.0606,,,,0,
2024-02-18 00:51:50,,,0.346,,,,0.0480,,,,0,
2024-02-18 00:52:00,,,0.515,,,,0.0585,,,,0,
2024-02-18 00:52:10,,,0.358,,,,0.0414,,,,0,
2024-02-18 00:52:20,,,0.338,,,,0.0390,,,,0,
2024-02-18 00:52:30,,,0.520,,,,0.0489,,,,0,
2024-02-18 00:52:40,,,0.399,,,,0.0459,,,,0,
2024-02-18 00:52:50,,,0.686,,,,0.0696,,,,0,
2024-02-18 00:53:00,,,0.747,,,,0.0933,,,,0,
2024-02-18 00:53:10,,,0.485,,,,0.0612,,,,0,
2024-02-18 00:53:20,,,0.418,,,,0.0450,,,,0,
2024-02-18 00:53:30,,,0.769,,,,0.0843,,,,0,
2024-02-18 00:53:40,,,0.498,,,,0.0726,,,,0,
2024-02-18 00:53:50,,,0.465,,,,0.0606,,,,0,
2024-02-18 00:54:00,,,0.580,,,,0.0675,,,,0,
2024-02-18 00:54:10,,,0.454,,,,0.0507,,,,0,
2024-02-18 00:54:20,,,0.422,,,,0.0480,,,,0,
2024-02-18 00:54:30,,,0.560,,,,0.0738,,,,0,
2024-02-18 00:54:40,,,0.426,,,,0.0447,,,,0,
2024-02-18 00:54:50,,,0.356,,,,0.0510,,,,0,
2024-02-18 00:55:00,,,0.472,,,,0.0606,,,,0,
2024-02-18 00:55:10,,,0.373,,,,0.0465,,,,0,
2024-02-18 00:55:20,,,0.367,,,,0.0372,,,,0,
2024-02-18 00:55:30,,,0.443,,,,0.0501,,,,0,
2024-02-18 00:55:40,,,0.663,,,,0.0639,,,,0,
2024-02-18 00:55:50,,,0.477,,,,0.0852,,,,0,
2024-02-18 00:56:00,,,0.650,,,,0.0912,,,,0,
2024-02-18 00:56:10,,,0.424,,,,0.0600,,,,0,
2024-02-18 00:56:20,,,0.529,,,,0.0585,,,,0,
2024-02-18 00:56:30,,,0.588,,,,0.0723,,,,0,
2024-02-18 00:56:40,,,0.452,,,,0.0507,,,,0,
2024-02-18 00:56:50,,,0.440,,,,0.0522,,,,0,
2024-02-18 00:57:00,,,0.505,,,,0.0651,,,,0,
2024-02-18 00:57:10,,,0.346,,,,0.0474,,,,0,
2024-02-18 00:57:20,,,0.367,,,,0.0510,,,,0,
2024-02-18 00:57:30,,,0.481,,,,0.0540,,,,0,
2024-02-18 00:57:40,,,0.334,,,,0.0513,,,,0,
2024-02-18 00:57:50,,,0.618,,,,0.0762,,,,0,
2024-02-18 00:58:00,,,0.692,,,,0.0948,,,,0,
2024-02-18 00:58:10,,,0.515,,,,0.0582,,,,0,
2024-02-18 00:58:20,,,0.504,,,,0.0462,,,,0,
2024-02-18 00:58:30,,,0.769,,,,0.0783,,,,0,
2024-02-18 00:58:40,,,0.478,,,,0.0576,,,,0,
2024-02-18 00:58:50,,,0.476,,,,0.0561,,,,0,
2024-02-18 00:59:00,,,0.579,,,,0.0729,,,,0,
2024-02-18 00:59:10,,,0.461,,,,0.0531,,,,0,
2024-02-18 00:59:20,,,0.421,,,,0.0525,,,,0,
2024-02-18 00:59:30,,,0.556,,,,0.0702,,,,0,
2024-02-18 00:59:40,,,0.351,,,,0.0519,,,,0,
2024-02-18 00:59:50,,,0.453,,,,0.0483,,,,0,
2024-02-18 01:00:00,,,0.447,,,,0.0720,,,,0,
2024-02-18 01:00:10,,,0.358,,,,0.0411,,,,0,
2024-02-18 01:00:20,,,0.364,,,,0.0462,,,,0,
2024-02-18 01:00:30,,,0.478,,,,0.0603,,,,0,
2024-02-18 01:00:40,,,0.751,,,,0.0696,,,,0,
