sep=,
"Time","restworkerjava-586c6d968c-rnl6d / worker / PKG","restworkerjava-6645c55fc5-nrl9d / worker / PKG","restworkerjava-6c74555757-v7cqd / worker / PKG","restworkerjava-84544b4f5-dcldx / worker / PKG","restworkerjava-586c6d968c-rnl6d / worker / DRAM","restworkerjava-6645c55fc5-nrl9d / worker / DRAM","restworkerjava-6c74555757-v7cqd / worker / DRAM","restworkerjava-84544b4f5-dcldx / worker / DRAM","restworkerjava-586c6d968c-rnl6d / worker / OTHER","restworkerjava-6645c55fc5-nrl9d / worker / OTHER","restworkerjava-6c74555757-v7cqd / worker / OTHER","restworkerjava-84544b4f5-dcldx / worker / OTHER"
2024-02-16 12:22:00,,0.355,,,,0.0231,,,,0,,
2024-02-16 12:22:10,,0.319,,,,0.0234,,,,0,,
2024-02-16 12:22:20,,0.418,,,,0.0333,,,,0,,
2024-02-16 12:22:30,,0.327,,,,0.0249,,,,0,,
2024-02-16 12:22:40,,0.336,,,,0.0282,,,,0,,
2024-02-16 12:22:50,,0.442,,,,0.0342,,,,0,,
2024-02-16 12:23:00,,0.362,,,,0.0297,,,,0,,
2024-02-16 12:23:10,,0.345,,,,0.0297,,,,0,,
2024-02-16 12:23:20,,0.467,,,,0.0366,,,,0,,
2024-02-16 12:23:30,,0.351,,,,0.0342,,,,0,,
2024-02-16 12:23:40,,0.334,,,,0.0252,,,,0,,
2024-02-16 12:23:50,,0.483,,,,0.0438,,,,0,,
2024-02-16 12:24:00,,0.338,,,,0.0288,,,,0,,
2024-02-16 12:24:10,,0.359,,,,0.0357,,,,0,,
2024-02-16 12:24:20,,0.389,,,,0.0387,,,,0,,
2024-02-16 12:24:30,,0.333,,,,0.0309,,,,0,,
2024-02-16 12:24:40,,0.353,,,,0.0267,,,,0,,
2024-02-16 12:24:50,,0.475,,,,0.0477,,,,0,,
2024-02-16 12:25:00,,0.357,,,,0.0282,,,,0,,
2024-02-16 12:25:10,,0.339,,,,0.0291,,,,0,,
2024-02-16 12:25:20,,0.458,,,,0.0396,,,,0,,
2024-02-16 12:25:30,,0.364,,,,0.0258,,,,0,,
2024-02-16 12:25:40,,0.314,,,,0.0327,,,,0,,
2024-02-16 12:25:50,,0.515,,,,0.0387,,,,0,,
2024-02-16 12:26:00,,0.361,,,,0.0570,,,,0,,
2024-02-16 12:26:10,,0.396,,,,0.0327,,,,0,,
2024-02-16 12:26:20,,0.302,,,,0.0264,,,,0,,
2024-02-16 12:26:30,,0.368,,,,0.0399,,,,0,,
2024-02-16 12:26:40,,0.337,,,,0.0312,,,,0,,
2024-02-16 12:26:50,,0.491,,,,0.0375,,,,0,,
2024-02-16 12:27:00,,0.334,,,,0.0303,,,,0,,
2024-02-16 12:27:10,,0.344,,,,0.0315,,,,0,,
2024-02-16 12:27:20,,0.458,,,,0.0381,,,,0,,
2024-02-16 12:27:30,,0.344,,,,0.0276,,,,0,,
2024-02-16 12:27:40,,0.339,,,,0.0291,,,,0,,
2024-02-16 12:27:50,,0.451,,,,0.0396,,,,0,,
2024-02-16 12:28:00,,0.339,,,,0.0294,,,,0,,
2024-02-16 12:28:10,,0.350,,,,0.0297,,,,0,,
2024-02-16 12:28:20,,0.388,,,,0.0336,,,,0,,
2024-02-16 12:28:30,,0.327,,,,0.0303,,,,0,,
2024-02-16 12:28:40,,0.354,,,,0.0291,,,,0,,
2024-02-16 12:28:50,,0.468,,,,0.0387,,,,0,,
2024-02-16 12:29:00,,0.335,,,,0.0294,,,,0,,
2024-02-16 12:29:10,,0.339,,,,0.0285,,,,0,,
2024-02-16 12:29:20,,0.453,,,,0.0360,,,,0,,
2024-02-16 12:29:30,,0.331,,,,0.0264,,,,0,,
2024-02-16 12:29:40,,0.306,,,,0.0258,,,,0,,
2024-02-16 12:29:50,,0.432,,,,0.0366,,,,0,,
2024-02-16 12:30:00,,0.356,,,,0.0300,,,,0,,
2024-02-16 12:30:10,,0.342,,,,0.0297,,,,0,,
2024-02-16 12:30:20,,0.456,,,,0.0387,,,,0,,
2024-02-16 12:30:30,,0.334,,,,0.0327,,,,0,,
2024-02-16 12:30:40,,0.351,,,,0.0306,,,,0,,
2024-02-16 12:30:50,,0.418,,,,0.0393,,,,0,,
2024-02-16 12:31:00,,0.325,,,,0.0285,,,,0,,
2024-02-16 12:31:10,,0.336,,,,0.0291,,,,0,,
2024-02-16 12:31:20,,0.527,,,,0.0393,,,,0,,
2024-02-16 12:31:30,,0.335,,,,0.0297,,,,0,,
2024-02-16 12:31:40,,0.338,,,,0.0285,,,,0,,
2024-02-16 12:31:50,,0.440,,,,0.0396,,,,0,,
2024-02-16 12:32:00,,0.346,,,,0.0300,,,,0,,
2024-02-16 12:32:10,,0.344,,,,0.0312,,,,0,,
2024-02-16 12:32:20,,0.444,,,,0.0393,,,,0,,
2024-02-16 12:32:30,,0.260,,,,0.0225,,,,0,,
2024-02-16 12:32:40,,0.321,,,,0.0324,,,,0,,
2024-02-16 12:32:50,,0.448,,,,0.0393,,,,0,,
2024-02-16 12:33:00,,0.327,,,,0.0282,,,,0,,
2024-02-16 12:33:10,,0.361,,,,0.0285,,,,0,,
2024-02-16 12:33:20,,0.446,,,,0.0384,,,,0,,
2024-02-16 12:33:30,,0.356,,,,0.0285,,,,0,,
2024-02-16 12:33:40,,0.347,,,,0.0285,,,,0,,
2024-02-16 12:33:50,,0.457,,,,0.0381,,,,0,,
2024-02-16 12:34:00,,0.345,,,,0.0288,,,,0,,
2024-02-16 12:34:10,,0.341,,,,0.0315,,,,0,,
2024-02-16 12:34:20,,0.449,,,,0.0396,,,,0,,
2024-02-16 12:34:30,,0.275,,,,0.0228,,,,0,,
2024-02-16 12:34:40,,0.313,,,,0.0288,,,,0,,
2024-02-16 12:34:50,,0.443,,,,0.0417,,,,0,,
2024-02-16 12:35:00,,0.612,,,,0.0312,,,,0,,
2024-02-16 12:35:10,,0.332,,,,0.0291,,,,0,,
2024-02-16 12:35:20,,0.440,,,,0.0384,,,,0,,
2024-02-16 12:35:30,,0.354,,,,0.0285,,,,0,,
2024-02-16 12:35:40,,0.353,,,,0.0282,,,,0,,
2024-02-16 12:35:50,,0.473,,,,0.0381,,,,0,,
2024-02-16 12:36:00,,0.356,,,,0.0288,,,,0,,
2024-02-16 12:36:10,,0.337,,,,0.0306,,,,0,,
2024-02-16 12:36:20,,0.452,,,,0.0393,,,,0,,
2024-02-16 12:36:30,,0.329,,,,0.0279,,,,0,,
2024-02-16 12:36:40,,0.212,,,,0.0186,,,,0,,
2024-02-16 12:36:50,,0.411,,,,0.0432,,,,0,,
2024-02-16 12:37:00,,0.337,,,,0.0294,,,,0,,
2024-02-16 12:37:10,,0.343,,,,0.0288,,,,0,,
2024-02-16 12:37:20,,0.458,,,,0.0399,,,,0,,
2024-02-16 12:37:30,,0.338,,,,0.0291,,,,0,,
2024-02-16 12:37:40,,0.351,,,,0.0288,,,,0,,
2024-02-16 12:37:50,,0.477,,,,0.0393,,,,0,,
2024-02-16 12:38:00,,0.327,,,,0.0291,,,,0,,
2024-02-16 12:38:10,,0.350,,,,0.0279,,,,0,,
2024-02-16 12:38:20,,0.447,,,,0.0399,,,,0,,
2024-02-16 12:38:30,,0.362,,,,0.0282,,,,0,,
2024-02-16 12:38:40,,0.295,,,,0.0258,,,,0,,
2024-02-16 12:38:50,,0.407,,,,0.0384,,,,0,,
2024-02-16 12:39:00,,0.352,,,,0.0291,,,,0,,
2024-02-16 12:39:10,,0.352,,,,0.0282,,,,0,,
2024-02-16 12:39:20,,0.472,,,,0.0396,,,,0,,
2024-02-16 12:39:30,,0.355,,,,0.0282,,,,0,,
2024-02-16 12:39:40,,0.364,,,,0.0297,,,,0,,
2024-02-16 12:39:50,,0.469,,,,0.0390,,,,0,,
2024-02-16 12:40:00,,0.360,,,,0.0285,,,,0,,
2024-02-16 12:40:10,,0.353,,,,0.0288,,,,0,,
2024-02-16 12:40:20,,0.462,,,,0.0399,,,,0,,
2024-02-16 12:40:30,,0.332,,,,0.0327,,,,0,,
2024-02-16 12:40:40,,0.317,,,,0.0309,,,,0,,
2024-02-16 12:40:50,,0.355,,,,0.0369,,,,0,,
2024-02-16 12:41:00,,0.335,,,,0.0312,,,,0,,
2024-02-16 12:41:10,,0.316,,,,0.0291,,,,0,,
2024-02-16 12:41:20,,0.446,,,,0.0399,,,,0,,
2024-02-16 12:41:30,,0.341,,,,0.0297,,,,0,,
2024-02-16 12:41:40,,0.353,,,,0.0279,,,,0,,
2024-02-16 12:41:50,,0.466,,,,0.0387,,,,0,,
2024-02-16 12:42:00,,0.340,,,,0.0288,,,,0,,
2024-02-16 12:42:10,,0.320,,,,0.0297,,,,0,,
2024-02-16 12:42:20,,0.455,,,,0.0438,,,,0,,
2024-02-16 12:42:30,,0.340,,,,0.0297,,,,0,,
2024-02-16 12:42:40,,0.338,,,,0.0309,,,,0,,
2024-02-16 12:42:50,,0.366,,,,0.0315,,,,0,,
2024-02-16 12:43:00,,0.344,,,,0.0249,,,,0,,
2024-02-16 12:43:10,,0.334,,,,0.0225,,,,0,,
2024-02-16 12:43:20,,0.437,,,,0.0297,,,,0,,
2024-02-16 12:43:30,,0.348,,,,0.0225,,,,0,,
2024-02-16 12:43:40,,0.385,,,,0.0213,,,,0,,
2024-02-16 12:43:50,,0.477,,,,0.0303,,,,0,,
2024-02-16 12:44:00,,0.332,,,,0.0225,,,,0,,
2024-02-16 12:44:10,,0.343,,,,0.0225,,,,0,,
2024-02-16 12:44:20,,0.446,,,,0.0306,,,,0,,
2024-02-16 12:44:30,,0.331,,,,0.0240,,,,0,,
2024-02-16 12:44:40,,0.328,,,,0.0255,,,,0,,
2024-02-16 12:44:50,,0.357,,,,0.0285,,,,0,,
2024-02-16 12:45:00,,0.696,,,,0.0264,,,,0,,
2024-02-16 12:45:10,,0.353,,,,0.0243,,,,0,,
2024-02-16 12:45:20,,0.461,,,,0.0300,,,,0,,
2024-02-16 12:45:30,,0.349,,,,0.0216,,,,0,,
2024-02-16 12:45:40,,0.362,,,,0.0222,,,,0,,
2024-02-16 12:45:50,,0.492,,,,0.0291,,,,0,,
2024-02-16 12:46:00,,0.358,,,,0.0219,,,,0,,
2024-02-16 12:46:10,,0.360,,,,0.0216,,,,0,,
2024-02-16 12:46:20,,0.474,,,,0.0306,,,,0,,
2024-02-16 12:46:30,,0.343,,,,0.0231,,,,0,,
2024-02-16 12:46:40,,0.348,,,,0.0252,,,,0,,
2024-02-16 12:46:50,,0.439,,,,0.0300,,,,0,,
2024-02-16 12:47:00,,0.252,,,,0.0246,,,,0,,
2024-02-16 12:47:10,,0.333,,,,0.0252,,,,0,,
2024-02-16 12:47:20,,0.460,,,,0.0309,,,,0,,
2024-02-16 12:47:30,,0.341,,,,0.0231,,,,0,,
2024-02-16 12:47:40,,0.339,,,,0.0240,,,,0,,
2024-02-16 12:47:50,,0.442,,,,0.0315,,,,0,,
2024-02-16 12:48:00,,0.378,,,,0.0270,,,,0,,
2024-02-16 12:48:10,,0.324,,,,0.0300,,,,0,,
2024-02-16 12:48:20,,0.495,,,,0.0369,,,,0,,
2024-02-16 12:48:30,,0.348,,,,0.0318,,,,0,,
2024-02-16 12:48:40,,0.413,,,,0.0402,,,,0,,
2024-02-16 12:48:50,,0.417,,,,0.0330,,,,0,,
2024-02-16 12:49:00,,0.255,,,,0.0219,,,,0,,
2024-02-16 12:49:10,,0.358,,,,0.0306,,,,0,,
2024-02-16 12:49:20,,0.466,,,,0.0420,,,,0,,
2024-02-16 12:49:30,,0.348,,,,0.0258,,,,0,,
2024-02-16 12:49:40,,0.340,,,,0.0306,,,,0,,
2024-02-16 12:49:50,,0.498,,,,0.0396,,,,0,,
2024-02-16 12:50:00,,0.349,,,,0.0318,,,,0,,
2024-02-16 12:50:10,,0.347,,,,0.0279,,,,0,,
2024-02-16 12:50:20,,0.488,,,,0.0354,,,,0,,
2024-02-16 12:50:30,,0.347,,,,0.0309,,,,0,,
2024-02-16 12:50:40,,0.352,,,,0.0351,,,,0,,
2024-02-16 12:50:50,,0.472,,,,0.0405,,,,0,,
2024-02-16 12:51:00,,0.262,,,,0.0213,,,,0,,
2024-02-16 12:51:10,,0.200,,,,0.0171,,,,0,,
2024-02-16 12:51:20,,0.265,,,,0.0225,,,,0,,
2024-02-16 12:51:30,,0.199,,,,0.0168,,,,0,,
2024-02-16 12:51:40,,0.199,,,,0.0168,,,,0,,
2024-02-16 12:51:50,,0.266,,,,0.0225,,,,0.000300,,
2024-02-16 12:52:00,,0.199,,,,0.0168,,,,0,,
2024-02-16 12:52:10,,0.199,,,,0.0171,,,,0,,
2024-02-16 12:52:20,,0.266,,,,0.0225,,,,0.000300,,
2024-02-16 12:52:30,,0.199,,,,0.0168,,,,0,,
2024-02-16 12:52:40,,0.200,,,,0.0168,,,,0,,
2024-02-16 12:52:50,,0.268,,,,0.0225,,,,0.000300,,
2024-02-16 12:53:00,,0.199,,,,0.0168,,,,0,,
2024-02-16 12:53:10,,0.199,,,,0.0171,,,,0,,
2024-02-16 12:53:20,,0.266,,,,0.0222,,,,0.000300,,
2024-02-16 12:53:30,,0.199,,,,0.0165,,,,0.000300,,
2024-02-16 12:53:40,,0.199,,,,0.0168,,,,0,,
2024-02-16 12:53:50,,0.266,,,,0.0228,,,,0,,
2024-02-16 12:54:00,,0.199,,,,0.0168,,,,0.000300,,
2024-02-16 12:54:10,,0.199,,,,0.0171,,,,0,,
2024-02-16 12:54:20,,0.264,,,,0.0225,,,,0.000300,,
2024-02-16 12:54:30,,0.199,,,,0.0165,,,,0,,
2024-02-16 12:54:40,,0.199,,,,0.0171,,,,0,,
2024-02-16 12:54:50,,0.266,,,,0.0225,,,,0.000300,,
2024-02-16 12:55:00,,0.199,,,,0.0168,,,,0,,
2024-02-16 12:55:10,,0.199,,,,0.0171,,,,0,,
2024-02-16 12:55:20,,0.265,,,,0.0225,,,,0,,
2024-02-16 12:55:30,,0.199,,,,0.0165,,,,0,,
2024-02-16 12:55:40,,0.199,,,,0.0171,,,,0,,
2024-02-16 12:55:50,,0.268,,,,0.0225,,,,0.000300,,
2024-02-16 12:56:00,,0.199,,,,0.0168,,,,0,,
2024-02-16 12:56:10,,0.422,,,,0.0414,,,,0,,
2024-02-16 12:56:20,,0.643,,,,0.0504,,,,0,,
2024-02-16 12:56:30,,0.461,,,,0.0378,,,,0,,
2024-02-16 12:56:40,,0.453,,,,0.0405,,,,0,,
2024-02-16 12:56:50,,0.616,,,,0.0522,,,,0,,
2024-02-16 12:57:00,,0.568,,,,0.0429,,,,0,,
2024-02-16 12:57:10,,0.461,,,,0.0399,,,,0,,
2024-02-16 12:57:20,,0.603,,,,0.0513,,,,0,,
2024-02-16 12:57:30,,0.410,,,,0.0312,,,,0,,
2024-02-16 12:57:40,,0.443,,,,0.0321,,,,0,,
2024-02-16 12:57:50,,0.629,,,,0.0516,,,,0,,
2024-02-16 12:58:00,,0.426,,,,0.0396,,,,0,,
2024-02-16 12:58:10,,0.457,,,,0.0435,,,,0,,
2024-02-16 12:58:20,,0.685,,,,0.0606,,,,0,,
2024-02-16 12:58:30,,0.458,,,,0.0372,,,,0,,
2024-02-16 12:58:40,,0.455,,,,0.0414,,,,0,,
2024-02-16 12:58:50,,0.610,,,,0.0531,,,,0,,
2024-02-16 12:59:00,,0.442,,,,0.0387,,,,0,,
2024-02-16 12:59:10,,0.519,,,,0.0381,,,,0,,
2024-02-16 12:59:20,,0.618,,,,0.0531,,,,0,,
2024-02-16 12:59:30,,0.505,,,,0.0378,,,,0,,
2024-02-16 12:59:40,,0.475,,,,0.0399,,,,0,,
2024-02-16 12:59:50,,0.595,,,,0.0543,,,,0,,
2024-02-16 13:00:00,,0.472,,,,0.0396,,,,0,,
2024-02-16 13:00:10,,0.550,,,,0.0393,,,,0,,
2024-02-16 13:00:20,,0.626,,,,0.0573,,,,0,,
2024-02-16 13:00:30,,0.489,,,,0.0381,,,,0,,
2024-02-16 13:00:40,,0.505,,,,0.0414,,,,0,,
2024-02-16 13:00:50,,0.608,,,,0.0540,,,,0,,
2024-02-16 13:01:00,,0.493,,,,0.0387,,,,0,,
2024-02-16 13:01:10,,0.457,,,,0.0399,,,,0,,
2024-02-16 13:01:20,,0.606,,,,0.0516,,,,0,,
2024-02-16 13:01:30,,0.407,,,,0.0390,,,,0,,
2024-02-16 13:01:40,,0.494,,,,0.0387,,,,0,,
2024-02-16 13:01:50,,0.652,,,,0.0507,,,,0,,
2024-02-16 13:02:00,,0.506,,,,0.0399,,,,0,,
2024-02-16 13:02:10,,0.341,,,,0.0252,,,,0,,
2024-02-16 13:02:20,,0.562,,,,0.0504,,,,0,,
2024-02-16 13:02:30,,0.618,,,,0.0501,,,,0,,
2024-02-16 13:02:40,,0.452,,,,0.0363,,,,0,,
2024-02-16 13:02:50,,0.620,,,,0.0516,,,,0,,
2024-02-16 13:03:00,,0.453,,,,0.0387,,,,0,,
2024-02-16 13:03:10,,0.527,,,,0.0378,,,,0,,
2024-02-16 13:03:20,,0.616,,,,0.0501,,,,0,,
2024-02-16 13:03:30,,0.488,,,,0.0393,,,,0,,
2024-02-16 13:03:40,,0.590,,,,0.0465,,,,0,,
2024-02-16 13:03:50,,0.562,,,,0.0522,,,,0,,
2024-02-16 13:04:00,,0.471,,,,0.0414,,,,0,,
2024-02-16 13:04:10,,0.455,,,,0.0402,,,,0,,
2024-02-16 13:04:20,,0.665,,,,0.0522,,,,0,,
2024-02-16 13:04:30,,0.388,,,,0.0483,,,,0,,
2024-02-16 13:04:40,,0.479,,,,0.0477,,,,0,,
2024-02-16 13:04:50,,0.615,,,,0.0531,,,,0,,
2024-02-16 13:05:00,,0.491,,,,0.0405,,,,0,,
2024-02-16 13:05:10,,0.490,,,,0.0387,,,,0,,
2024-02-16 13:05:20,,0.656,,,,0.0498,,,,0,,
2024-02-16 13:05:30,,0.466,,,,0.0267,,,,0,,
2024-02-16 13:05:40,,0.468,,,,0.0261,,,,0,,
2024-02-16 13:05:50,,0.627,,,,0.0366,,,,0,,
2024-02-16 13:06:00,,0.444,,,,0.0279,,,,0,,
2024-02-16 13:06:10,,0.465,,,,0.0297,,,,0,,
2024-02-16 13:06:20,,0.634,,,,0.0372,,,,0,,
2024-02-16 13:06:30,,0.433,,,,0.0273,,,,0,,
2024-02-16 13:06:40,,0.400,,,,0.0366,,,,0,,
2024-02-16 13:06:50,,0.652,,,,0.0336,,,,0,,
2024-02-16 13:07:00,,0.451,,,,0.0267,,,,0,,
2024-02-16 13:07:10,,0.379,,,,0.0234,,,,0,,
2024-02-16 13:07:20,,0.613,,,,0.0366,,,,0,,
2024-02-16 13:07:30,,0.473,,,,0.0288,,,,0,,
2024-02-16 13:07:40,,0.480,,,,0.0276,,,,0,,
2024-02-16 13:07:50,,0.629,,,,0.0378,,,,0,,
2024-02-16 13:08:00,,0.479,,,,0.0273,,,,0,,
2024-02-16 13:08:10,,0.486,,,,0.0282,,,,0,,
2024-02-16 13:08:20,,0.638,,,,0.0357,,,,0,,
2024-02-16 13:08:30,,0.468,,,,0.0267,,,,0,,
2024-02-16 13:08:40,,0.446,,,,0.0444,,,,0,,
2024-02-16 13:08:50,,0.685,,,,0.0513,,,,0,,
2024-02-16 13:09:00,,0.446,,,,0.0387,,,,0,,
2024-02-16 13:09:10,,0.477,,,,0.0405,,,,0,,
2024-02-16 13:09:20,,0.594,,,,0.0534,,,,0,,
2024-02-16 13:09:30,,0.503,,,,0.0321,,,,0,,
2024-02-16 13:09:40,,0.496,,,,0.0402,,,,0,,
2024-02-16 13:09:50,,0.710,,,,0.0495,,,,0,,
2024-02-16 13:10:00,,0.476,,,,0.0384,,,,0,,
2024-02-16 13:10:10,,0.626,,,,0.0393,,,,0,,
2024-02-16 13:10:20,,0.612,,,,0.0564,,,,0,,
2024-02-16 13:10:30,,0.468,,,,0.0360,,,,0,,
2024-02-16 13:10:40,,0.477,,,,0.0372,,,,0,,
2024-02-16 13:10:50,,0.608,,,,0.0555,,,,0,,
2024-02-16 13:11:00,,0.475,,,,0.0414,,,,0,,
2024-02-16 13:11:10,,0.470,,,,0.0390,,,,0,,
2024-02-16 13:11:20,,0.605,,,,0.0510,,,,0,,
2024-02-16 13:11:30,,0.452,,,,0.0387,,,,0,,
2024-02-16 13:11:40,,0.440,,,,0.0372,,,,0,,
2024-02-16 13:11:50,,0.670,,,,0.0480,,,,0,,
2024-02-16 13:12:00,,0.448,,,,0.0345,,,,0,,
2024-02-16 13:12:10,,0.412,,,,0.0324,,,,0,,
2024-02-16 13:12:20,,0.649,,,,0.0525,,,,0,,
2024-02-16 13:12:30,,0.414,,,,0.0417,,,,0,,
2024-02-16 13:12:40,,0.419,,,,0.0396,,,,0,,
2024-02-16 13:12:50,,0.599,,,,0.0609,,,,0,,
2024-02-16 13:13:00,,0.539,,,,0.0438,,,,0,,
2024-02-16 13:13:10,,0.484,,,,0.0372,,,,0,,
2024-02-16 13:13:20,,0.685,,,,0.0504,,,,0,,
2024-02-16 13:13:30,,0.445,,,,0.0384,,,,0,,
2024-02-16 13:13:40,,0.456,,,,0.0414,,,,0,,
2024-02-16 13:13:50,,0.613,,,,0.0573,,,,0,,
2024-02-16 13:14:00,,0.407,,,,0.0399,,,,0,,
2024-02-16 13:14:10,,0.482,,,,0.0384,,,,0,,
2024-02-16 13:14:20,,0.578,,,,0.0537,,,,0,,
2024-02-16 13:14:30,,0.446,,,,0.0402,,,,0,,
2024-02-16 13:14:40,,0.457,,,,0.0387,,,,0,,
2024-02-16 13:14:50,,0.599,,,,0.0510,,,,0,,
2024-02-16 13:15:00,,0.393,,,,0.0435,,,,0,,
2024-02-16 13:15:10,,0.460,,,,0.0396,,,,0,,
2024-02-16 13:15:20,,0.640,,,,0.0528,,,,0,,
2024-02-16 13:15:30,,0.459,,,,0.0384,,,,0,,
2024-02-16 13:15:40,,0.446,,,,0.0384,,,,0,,
2024-02-16 13:15:50,,0.643,,,,0.0516,,,,0,,
2024-02-16 13:16:00,,0.501,,,,0.0375,,,,0,,
2024-02-16 13:16:10,,0.445,,,,0.0399,,,,0,,
2024-02-16 13:16:20,,0.560,,,,0.0546,,,,0,,
2024-02-16 13:16:30,,0.394,,,,0.0393,,,,0,,
2024-02-16 13:16:40,,0.437,,,,0.0414,,,,0,,
2024-02-16 13:16:50,,0.463,,,,0.0357,,,,0,,
2024-02-16 13:17:00,,0.279,,,,0.0285,,,,0,,
2024-02-16 13:17:10,,0.291,,,,0.0258,,,,0,,
2024-02-16 13:17:20,,0.391,,,,0.0282,,,,0,,
2024-02-16 13:17:30,,0.255,,,,0.0198,,,,0,,
2024-02-16 13:17:40,,0.320,,,,0.0228,,,,0,,
2024-02-16 13:17:50,,0.366,,,,0.0294,,,,0,,
2024-02-16 13:18:00,,0.216,,,,0.0183,,,,0,,
2024-02-16 13:18:10,,0.394,,,,0.0351,,,,0,,
2024-02-16 13:18:20,,0.523,,,,0.0465,,,,0,,
2024-02-16 13:18:30,,0.414,,,,0.0342,,,,0,,
2024-02-16 13:18:40,,0.392,,,,0.0360,,,,0,,
2024-02-16 13:18:50,,0.543,,,,0.0492,,,,0,,
2024-02-16 13:19:00,,0.386,,,,0.0354,,,,0,,
2024-02-16 13:19:10,,0.456,,,,0.0495,,,,0,,
2024-02-16 13:19:20,,0.879,,,,0.0687,,,,0,,
2024-02-16 13:19:30,,0.522,,,,0.0441,,,,0,,
2024-02-16 13:19:40,,0.535,,,,0.0420,,,,0,,
2024-02-16 13:19:50,,0.690,,,,0.0588,,,,0,,
2024-02-16 13:20:00,,0.492,,,,0.0408,,,,0,,
2024-02-16 13:20:10,,0.474,,,,0.0441,,,,0,,
2024-02-16 13:20:20,,0.709,,,,0.0555,,,,0,,
2024-02-16 13:20:30,,0.492,,,,0.0396,,,,0,,
2024-02-16 13:20:40,,0.467,,,,0.0378,,,,0,,
2024-02-16 13:20:50,,0.681,,,,0.0426,,,,0,,
2024-02-16 13:21:00,,0.406,,,,0.0309,,,,0,,
2024-02-16 13:21:10,,0.455,,,,0.0279,,,,0,,
2024-02-16 13:21:20,,0.661,,,,0.0468,,,,0,,
2024-02-16 13:21:30,,0.491,,,,0.0294,,,,0,,
2024-02-16 13:21:40,,0.595,,,,0.0291,,,,0,,
2024-02-16 13:21:50,,0.642,,,,0.0363,,,,0,,
2024-02-16 13:22:00,,0.440,,,,0.0261,,,,0,,
2024-02-16 13:22:10,,0.438,,,,0.0285,,,,0,,
2024-02-16 13:22:20,,0.644,,,,0.0366,,,,0,,
2024-02-16 13:22:30,,0.465,,,,0.0279,,,,0,,
2024-02-16 13:22:40,,0.450,,,,0.0288,,,,0,,
2024-02-16 13:22:50,,0.600,,,,0.0459,,,,0,,
2024-02-16 13:23:00,,0.455,,,,0.0303,,,,0,,
2024-02-16 13:23:10,,0.490,,,,0.0399,,,,0,,
2024-02-16 13:23:20,,0.703,,,,0.0747,,,,0,,
2024-02-16 13:23:30,,0.546,,,,0.0480,,,,0,,
2024-02-16 13:23:40,,0.452,,,,0.0345,,,,0,,
2024-02-16 13:23:50,,0.600,,,,0.0663,,,,0,,
2024-02-16 13:24:00,,0.503,,,,0.0426,,,,0,,
2024-02-16 13:24:10,,0.472,,,,0.0375,,,,0,,
2024-02-16 13:24:20,,0.653,,,,0.0483,,,,0,,
2024-02-16 13:24:30,,0.493,,,,0.0366,,,,0,,
2024-02-16 13:24:40,,0.472,,,,0.0429,,,,0,,
2024-02-16 13:24:50,,0.635,,,,0.0513,,,,0,,
2024-02-16 13:25:00,,0.481,,,,0.0372,,,,0,,
2024-02-16 13:25:10,,0.435,,,,0.0372,,,,0,,
2024-02-16 13:25:20,,0.676,,,,0.0504,,,,0,,
2024-02-16 13:25:30,,0.497,,,,0.0486,,,,0,,
2024-02-16 13:25:40,,0.474,,,,0.0360,,,,0,,
2024-02-16 13:25:50,,0.598,,,,0.0510,,,,0,,
2024-02-16 13:26:00,,0.489,,,,0.0408,,,,0,,
2024-02-16 13:26:10,,0.449,,,,0.0402,,,,0,,
2024-02-16 13:26:20,,0.585,,,,0.0531,,,,0,,
2024-02-16 13:26:30,,0.397,,,,0.0387,,,,0,,
2024-02-16 13:26:40,,0.438,,,,0.0381,,,,0,,
2024-02-16 13:26:50,,0.656,,,,0.0489,,,,0,,
2024-02-16 13:27:00,,0.464,,,,0.0387,,,,0,,
2024-02-16 13:27:10,,0.417,,,,0.0348,,,,0,,
2024-02-16 13:27:20,,0.624,,,,0.0525,,,,0,,
2024-02-16 13:27:30,,0.459,,,,0.0456,,,,0,,
2024-02-16 13:27:40,,0.493,,,,0.0438,,,,0,,
2024-02-16 13:27:50,,0.663,,,,0.0525,,,,0,,
2024-02-16 13:28:00,,0.436,,,,0.0378,,,,0,,
2024-02-16 13:28:10,,0.476,,,,0.0393,,,,0,,
2024-02-16 13:28:20,,0.597,,,,0.0522,,,,0,,
2024-02-16 13:28:30,,0.461,,,,0.0393,,,,0,,
2024-02-16 13:28:40,,0.485,,,,0.0390,,,,0,,
2024-02-16 13:28:50,,0.584,,,,0.0531,,,,0,,
2024-02-16 13:29:00,,0.432,,,,0.0399,,,,0,,
2024-02-16 13:29:10,,0.488,,,,0.0414,,,,0,,
2024-02-16 13:29:20,,0.580,,,,0.0534,,,,0,,
2024-02-16 13:29:30,,0.527,,,,0.0369,,,,0,,
2024-02-16 13:29:40,,0.442,,,,0.0468,,,,0,,
2024-02-16 13:29:50,,0.674,,,,0.0522,,,,0,,
2024-02-16 13:30:00,,0.472,,,,0.0384,,,,0,,
2024-02-16 13:30:10,,0.468,,,,0.0390,,,,0,,
2024-02-16 13:30:20,,0.615,,,,0.0513,,,,0,,
2024-02-16 13:30:30,,0.472,,,,0.0378,,,,0,,
2024-02-16 13:30:40,,0.430,,,,0.0402,,,,0,,
