sep=,
"Time","CompleteJob (NOT_FOUND)","ActivateJobs (OK)","CompleteJob (OK)","CreateProcessInstance (OK)","DeployResource (OK)","FailJob (OK)","Topology (OK)","ActivateJobs (RESOURCE_EXHAUSTED)","CreateProcessInstance (RESOURCE_EXHAUSTED)","Total requests completed"
2024-02-18 21:27:50,0,8.60,33.5,1.20,0,0,0,0,0,87.6
2024-02-18 21:28:00,0,17.6,73.7,0,0,0,0,0,0,87.5
2024-02-18 21:28:10,0,18.1,74.4,0,0,0,0,0,0,87.5
2024-02-18 21:28:20,0,17.7,75.2,0,0,0,0,0,0,87.6
2024-02-18 21:28:30,0,17.7,73.7,0,0,0,0,0,0,87.5
2024-02-18 21:28:40,0.700,19.4,76.8,0,0,0,0,0,0,87.9
2024-02-18 21:28:50,0,17.9,74.3,0,0,0,0,0,0,87.8
2024-02-18 21:29:00,0,18.1,75.2,0,0,0,0,0,0,88.0
2024-02-18 21:29:10,0.100,17.5,73.6,0,0,0,0,0,0,88.0
2024-02-18 21:29:20,0,18.1,76,0,0,0,0,0,0,88.2
2024-02-18 21:29:30,0,17.6,73.6,0,0,0,0,0,0,88.2
2024-02-18 21:29:40,0.700,18.7,74.4,0,0,0,0,0,0,92.8
2024-02-18 21:29:50,0,7.20,29.5,0.800,0,0,0,0,0,87.9
2024-02-18 21:30:00,0,17.5,74.5,0.400,0,0,0,0,0,87.9
2024-02-18 21:30:10,0.200,14.6,64.9,0,0,0,0,0,0,86.7
2024-02-18 21:30:20,0,16.6,74.3,0,0,0,0,0,0,86.7
2024-02-18 21:30:30,0,17.3,73.6,0,0,0,0,0,0,86.1
2024-02-18 21:30:40,0,18,73,0,0,0,0,0,0,86
2024-02-18 21:30:50,0,17.7,75,0,0,0,0,0,0,85.9
2024-02-18 21:31:00,0,17.7,75.5,0,0,0,0,0,0,86.1
2024-02-18 21:31:10,0,18.2,74.9,0,0,0,0,0,0,86.0
2024-02-18 21:31:20,0.700,17.7,75.2,0,0,0,0,0,0,86.3
2024-02-18 21:31:30,0,18.5,73.6,0,0,0,0,0,0,86.1
2024-02-18 21:31:40,0,18.2,75.1,0,0,0,0,0,0,91.2
2024-02-18 21:31:50,0,14,57.6,0,0,0,0,0,0,89.3
2024-02-18 21:32:00,0,14.1,56.1,1.20,0,0,0,0,0,88.5
2024-02-18 21:32:10,0,17.6,74.4,0,0,0,0,0,0,88.6
2024-02-18 21:32:20,0,17.9,74.4,0,0,0,0,0,0,88.8
2024-02-18 21:32:30,0,17.8,74.4,0,0,0,0,0,0,88.9
2024-02-18 21:32:40,0,18,73.6,0,0,0,0,0,0,88.8
2024-02-18 21:32:50,0,18.2,73.6,0,0,0,0,0,0,88.6
2024-02-18 21:33:00,0,17.9,72.9,0,0,0,0,0,0,88.4
2024-02-18 21:33:10,0,17.7,73.5,0,0,0,0,0,0,88.2
2024-02-18 21:33:20,0.700,17.1,75.2,0,0,0,0,0,0,88.3
2024-02-18 21:33:30,0,18.3,75.5,0,0,0,0,0,0,88.3
2024-02-18 21:33:40,0,18,75.2,0,0,0,0,0,0,90.3
2024-02-18 21:33:50,0,17.5,71.7,0,0,0,0,0,0,91.9
2024-02-18 21:34:00,0,8.40,36,1.20,0,0,0,0,0,87.7
2024-02-18 21:34:10,0,17.8,75.2,0,0,0,0,0,0,87.8
2024-02-18 21:34:20,0,17.9,74.4,0,0,0,0,0,0,87.8
2024-02-18 21:34:30,0,17.7,74.3,0,0,0,0,0,0,87.8
2024-02-18 21:34:40,0,17.6,74.5,0,0,0,0,0,0,87.8
2024-02-18 21:34:50,0.400,17.9,75.1,0,0,0,0,0,0,88.1
2024-02-18 21:35:00,0,12.9,61.8,0,0,0,0,0,0,86.6
2024-02-18 21:35:10,0,12.9,63.8,0,0,0,0,0,0,85.1
2024-02-18 21:35:20,0,16.4,70.5,0,0,0,0,0,0,84.5
2024-02-18 21:35:30,0,17.8,74.4,0,0,0,0,0,0,84.4
2024-02-18 21:35:40,0,17.7,72.9,0,0,0,0,0,0,84.5
2024-02-18 21:35:50,0.600,17.6,73.5,0,0,0,0,0,0,88.7
2024-02-18 21:36:00,0,15.7,65.1,1.20,0,0,0,0,0,87.7
2024-02-18 21:36:10,0,17.7,74.9,0,0,0,0,0,0,87.7
2024-02-18 21:36:20,0,17.7,72.9,0,0,0,0,0,0,87.6
2024-02-18 21:36:30,0,18.1,75.9,0,0,0,0,0,0,87.8
2024-02-18 21:36:40,0,17.8,74.4,0,0,0,0,0,0,87.7
2024-02-18 21:36:50,0,18.4,74.4,0,0,0,0,0,0,89.3
2024-02-18 21:37:00,0,18.1,74.3,0,0,0,0,0,0,90.7
2024-02-18 21:37:10,0,17.4,73.9,0,0,0,0,0,0,91.1
2024-02-18 21:37:20,0.800,18,74.2,0,0,0,0,0,0,91.2
2024-02-18 21:37:30,0,18,74.4,0,0,0,0,0,0,91.4
2024-02-18 21:37:40,0,17.6,73.4,0,0,0,0,0,0,91.3
2024-02-18 21:37:50,0.900,17.9,72.9,0,0,0,0,0,0,92.2
2024-02-18 21:38:00,0,10.2,43.3,0.100,0,0,0,0,0,88.6
2024-02-18 21:38:10,0,15.5,64,1.10,0,0,0,0,0,87.7
2024-02-18 21:38:20,0,18.2,76,0,0,0,0,0,0,87.7
2024-02-18 21:38:30,0,17.9,74.4,0,0,0,0,0,0,87.8
2024-02-18 21:38:40,0,18.6,75.3,0,0,0,0,0,0,87.9
2024-02-18 21:38:50,0.900,18.3,75.1,0,0,0,0,0,0,88.0
2024-02-18 21:39:00,0,18.1,75.2,0,0,0,0,0,0,88.2
2024-02-18 21:39:10,0,18.1,75.2,0,0,0,0,0,0,88.2
2024-02-18 21:39:20,0.700,17.8,73.8,0,0,0,0,0,0,88.2
2024-02-18 21:39:30,0,17.6,75,0,0,0,0,0,0,88.4
2024-02-18 21:39:40,0,18.1,75.1,0,0,0,0,0,0,88.5
2024-02-18 21:39:50,0.800,18,72.9,0,0,0,0,0,0,92.0
2024-02-18 21:40:00,0,14.5,61.5,0,0,0,0,0,0,91.6
2024-02-18 21:40:10,0,11.1,45.5,1.20,0,0,0,0,0,88.2
2024-02-18 21:40:20,1.20,17.8,73.7,0,0,0,0,0,0,88.3
2024-02-18 21:40:30,0,18,74.5,0,0,0,0,0,0,88.2
2024-02-18 21:40:40,0,17.6,73.3,0,0,0,0,0,0,87.8
2024-02-18 21:40:50,0,18.1,74.7,0,0,0,0,0,0,87.8
2024-02-18 21:41:00,0,18.6,75.2,0,0,0,0,0,0,87.8
2024-02-18 21:41:10,0,17.8,73.8,0,0,0,0,0,0,87.8
2024-02-18 21:41:20,0,17.8,75,0,0,0,0,0,0,87.8
2024-02-18 21:41:30,0,18.8,76,0,0,0,0,0,0,87.9
2024-02-18 21:41:40,0,17.5,73.6,0,0,0,0,0,0,87.9
2024-02-18 21:41:50,0,17.8,74.4,0,0,0,0,0,0,89.4
2024-02-18 21:42:00,0,17.7,74.3,0,0,0,0,0,0,92.5
2024-02-18 21:42:10,0,7.50,28.4,1.20,0,0,0,0,0,87.4
2024-02-18 21:42:20,0,16,74.9,0,0,0,0,0,0,87.3
2024-02-18 21:42:30,0,18.1,74.3,0,0,0,0,0,0,87.4
2024-02-18 21:42:40,0,17.9,74.4,0,0,0,0,0,0,87.4
2024-02-18 21:42:50,0.700,17.8,73.6,0,0,0,0,0,0,87.2
2024-02-18 21:43:00,0,17.8,72.2,0,0,0,0,0,0,87.1
2024-02-18 21:43:10,0,17.6,74.8,0,0,0,0,0,0,87.0
2024-02-18 21:43:20,0.200,17.8,73.9,0,0,0,0,0,0,86.8
2024-02-18 21:43:30,0,18,75.2,0,0,0,0,0,0,87.0
2024-02-18 21:43:40,0,18.2,74.4,0,0,0,0,0,0,87.0
2024-02-18 21:43:50,0,17.8,75.1,0,0,0,0,0,0,87.1
2024-02-18 21:44:00,0,18.2,75.3,0,0,0,0,0,0,92.2
2024-02-18 21:44:10,0,8.90,37.5,0.100,0,0,0,0,0,88.2
2024-02-18 21:44:20,0,17.5,69.7,1.10,0,0,0,0,0,87.8
2024-02-18 21:44:30,0,17.9,74.3,0,0,0,0,0,0,87.8
2024-02-18 21:44:40,0,18.3,74.5,0,0,0,0,0,0,87.8
2024-02-18 21:44:50,0,18.3,74.5,0,0,0,0,0,0,88.1
2024-02-18 21:45:00,0,18.4,74.3,0,0,0,0,0,0,88.1
2024-02-18 21:45:10,0,18.1,74.4,0,0,0,0,0,0,88.2
2024-02-18 21:45:20,0,15.6,67.2,0,0,0,0,0,0,87.2
2024-02-18 21:45:30,0,16.6,74.2,0,0,0,0,0,0,87.1
2024-02-18 21:45:40,0,18.4,73.8,0,0,0,0,0,0,87.0
2024-02-18 21:45:50,0.800,18.5,75.2,0,0,0,0,0,0,87.1
2024-02-18 21:46:00,0,17.9,74.4,0,0,0,0,0,0,91.3
2024-02-18 21:46:10,0,16.2,66.3,0,0,0,0,0,0,90.7
2024-02-18 21:46:20,0,11.9,46.3,1.20,0,0,0,0,0,87.8
2024-02-18 21:46:30,0,17.8,73.7,0,0,0,0,0,0,87.6
2024-02-18 21:46:40,0,18.6,75.3,0,0,0,0,0,0,87.7
2024-02-18 21:46:50,0.800,18.5,73.7,0,0,0,0,0,0,87.8
2024-02-18 21:47:00,0,17.8,74.7,0,0,0,0,0,0,87.8
2024-02-18 21:47:10,0,18,74,0,0,0,0,0,0,88.6
2024-02-18 21:47:20,0,18.6,74.5,0,0,0,0,0,0,88.8
2024-02-18 21:47:30,0,17.8,75.1,0,0,0,0,0,0,88.9
2024-02-18 21:47:40,0,17.4,73.7,0,0,0,0,0,0,88.6
2024-02-18 21:47:50,0.100,17.5,72.8,0,0,0,0,0,0,88.4
2024-02-18 21:48:00,0,17.1,72.9,0,0,0,0,0,0,89.1
2024-02-18 21:48:10,0,17.8,74.9,0,0,0,0,0,0,92.1
2024-02-18 21:48:20,0,8.70,33.6,1.20,0,0,0,0,0,87.7
2024-02-18 21:48:30,0,15.6,64.4,0,0,0,0,0,0,86.5
2024-02-18 21:48:40,0,13.8,66.1,0,0,0,0,0,0,85.3
2024-02-18 21:48:50,0.700,16.9,72.7,0,0,0,0,0,0,85.1
2024-02-18 21:49:00,0,18.7,76.1,0,0,0,0,0,0,85.3
2024-02-18 21:49:10,0,18.2,74.4,0,0,0,0,0,0,85.3
2024-02-18 21:49:20,0.700,18.1,75.2,0,0,0,0,0,0,85.4
2024-02-18 21:49:30,0,17.7,73.2,0,0,0,0,0,0,85.4
2024-02-18 21:49:40,0,17.8,74.8,0,0,0,0,0,0,85.6
2024-02-18 21:49:50,0.100,18.3,74.4,0,0,0,0,0,0,85.8
2024-02-18 21:50:00,0,18.6,74.4,0,0,0,0,0,0,85.9
2024-02-18 21:50:10,0,17.6,73.6,0,0,0,0,0,0,90.2
2024-02-18 21:50:20,0,13.6,55.2,0.400,0,0,0,0,0,89.2
2024-02-18 21:50:30,0,18.1,72,0.800,0,0,0,0,0,90.2
2024-02-18 21:50:40,0,18,74.4,0,0,0,0,0,0,90.4
2024-02-18 21:50:50,0.900,18.6,74.4,0,0,0,0,0,0,90.3
2024-02-18 21:51:00,0,17.9,75.9,0,0,0,0,0,0,90.4
2024-02-18 21:51:10,0,18,74.5,0,0,0,0,0,0,90.3
2024-02-18 21:51:20,0,18.3,74.5,0,0,0,0,0,0,90.5
2024-02-18 21:51:30,0,17.9,74.3,0,0,0,0,0,0,90.4
2024-02-18 21:51:40,0,18.2,74.4,0,0,0,0,0,0,90.4
2024-02-18 21:51:50,0,18.9,75.2,0,0,0,0,0,0,90.5
2024-02-18 21:52:00,0,17,73.6,0,0,0,0,0,0,90.5
2024-02-18 21:52:10,0,18.2,74.5,0,0,0,0,0,0,92.6
2024-02-18 21:52:20,0.700,12.8,53.4,0,0,0,0,0,0,90.4
2024-02-18 21:52:30,0,12.7,52.3,1.20,0,0,0,0,0,88.0
2024-02-18 21:52:40,0,13.2,63.8,0,0,0,0,0,0,86.5
2024-02-18 21:52:50,0.100,17.9,72.8,0,0,0,0,0,0,86.2
2024-02-18 21:53:00,0,17.9,73.7,0,0,0,0,0,0,86.1
2024-02-18 21:53:10,0,17.4,74,0,0,0,0,0,0,86.0
2024-02-18 21:53:20,0,18.4,74.4,0,0,0,0,0,0,86.1
2024-02-18 21:53:30,0,19,75.5,0,0,0,0,0,0,86.2
2024-02-18 21:53:40,0,18.4,75.9,0,0,0,0,0,0,86.3
2024-02-18 21:53:50,0.900,18.1,74.4,0,0,0,0,0,0,86.5
2024-02-18 21:54:00,0,18.4,74.6,0,0,0,0,0,0,86.5
2024-02-18 21:54:10,0,17.7,75.8,0,0,0,0,0,0,89.0
2024-02-18 21:54:20,0,18.4,74.5,0,0,0,0,0,0,91.4
2024-02-18 21:54:30,0,10.2,40.8,1.20,0,0,0,0,0,89.1
2024-02-18 21:54:40,0,18,75.2,0,0,0,0,0,0,89.3
2024-02-18 21:54:50,0.600,18.3,73.7,0,0,0,0,0,0,89.4
2024-02-18 21:55:00,0,17.9,75.1,0,0,0,0,0,0,89.6
2024-02-18 21:55:10,0,18.3,74.4,0,0,0,0,0,0,89.6
2024-02-18 21:55:20,1.60,18.2,74.4,0,0,0,0,0,0,89.5
2024-02-18 21:55:30,0,17.8,72.8,0,0,0,0,0,0,89.2
2024-02-18 21:55:40,0,17.6,74.4,0,0,0,0,0,0,89.1
2024-02-18 21:55:50,0.800,18.4,74.4,0,0,0,0,0,0,89.1
2024-02-18 21:56:00,0,17.8,75.2,0,0,0,0,0,0,89.1
2024-02-18 21:56:10,0,18.1,74.4,0,0,0,0,0,0,89.1
2024-02-18 21:56:20,0,17.9,75.2,0,0,0,0,0,0,92.8
2024-02-18 21:56:30,0,7.50,29.8,0.600,0,0,0,0,0,87.7
2024-02-18 21:56:40,0,18.1,75.1,0.600,0,0,0,0,0,87.9
2024-02-18 21:56:50,0,17.7,73.1,0,0,0,0,0,0,87.7
2024-02-18 21:57:00,0,18.2,75.5,0,0,0,0,0,0,87.7
2024-02-18 21:57:10,0,18.5,73,0,0,0,0,0,0,87.5
2024-02-18 21:57:20,0,18.3,75.1,0,0,0,0,0,0,87.8
2024-02-18 21:57:30,0,17.8,74.3,0,0,0,0,0,0,87.8
2024-02-18 21:57:40,0,18.1,73.7,0,0,0,0,0,0,87.6
2024-02-18 21:57:50,0,18,73.6,0,0,0,0,0,0,87.5
2024-02-18 21:58:00,0,17.6,72.9,0,0,0,0,0,0,87.3
2024-02-18 21:58:10,0,17.6,72.7,0,0,0,0,0,0,87.0
2024-02-18 21:58:20,0.700,18.4,75.9,0,0,0,0,0,0,92.2
2024-02-18 21:58:30,0,13.4,54.4,0,0,0,0,0,0,89.9
2024-02-18 21:58:40,0,0,0,0,0,0,0,0,0,81.6
2024-02-18 21:58:50,0,0,0,0,0,0,0,0,0,73.1
2024-02-18 21:59:00,0,0,0,0,0,0,0,0,0,64.8
2024-02-18 21:59:10,0,0,0,0,0,0,0,0,0,56.3
2024-02-18 21:59:20,0,0,0,0,0,0,0,0,0,47.9
2024-02-18 21:59:30,0,0.100,0,0,0,0,0,0,0,39.6
2024-02-18 21:59:40,0,0,0,0,0,0,0,0,0,31.2
2024-02-18 21:59:50,0,0,0,0,0,0,0,0,0,23.0
2024-02-18 22:00:00,0,0,0,0,0,0,0,0,0,14.8
2024-02-18 22:00:10,0,0,0,0,0,0,0,0,0,6.17
2024-02-18 22:00:20,0,0,0,0,0,0,0,0,0,0.00909
2024-02-18 22:00:30,0,0,0,0,0,0,0,0,0,0.00909
2024-02-18 22:00:40,0,0.100,0,0,0,0,0,0,0,0.0182
2024-02-18 22:00:50,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:01:00,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:01:10,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:01:20,0,0,0,0,0,0,0,0,0,0.00909
2024-02-18 22:01:30,0,0,0,0,0,0,0,0,0,0.00909
2024-02-18 22:01:40,0,0.100,0,0,0,0,0,0,0,0.0182
2024-02-18 22:01:50,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:02:00,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:02:10,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:02:20,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:02:30,0,0,0,0,0,0,0,0,0,0.00909
2024-02-18 22:02:40,0,0.100,0,0,0,0,0,0,0,0.0182
2024-02-18 22:02:50,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:03:00,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:03:10,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:03:20,0,0,0,0,0,0,0,0,0,0.0182
2024-02-18 22:03:30,0,0,0,0,0,0,0,0,0,0.00909
2024-02-18 22:03:40,0,18,78.7,2.40,0,0,0,0,0,9.02
2024-02-18 22:03:50,0.800,29.7,145,0,0,0,0,0,0,25.0
2024-02-18 22:04:00,0,29.1,144,0,0,0,0,0,0,40.7
2024-02-18 22:04:10,0,27.6,139,0,0,0,0,0,0,55.9
2024-02-18 22:04:20,0,27.4,141,0,0,0,0,0,0,71.2
2024-02-18 22:04:30,0,27.6,138,0,0,0,0,0,0,86.3
2024-02-18 22:04:40,0,26,136,0,0,0,0,0,0,101
2024-02-18 22:04:50,0.900,25.7,132,0,0,0,0,0,0,115
2024-02-18 22:05:00,0,12.1,63.3,0,0,0,0,0,0,122
2024-02-18 22:05:10,0,19.3,102,0,0,0,0,0,0,133
2024-02-18 22:05:20,1.60,28.7,143,0,0,0,0,0,0,149
2024-02-18 22:05:30,0,28.2,140,0,0,0,0,0,0,155
2024-02-18 22:05:40,0,27.4,146,0.800,0,0,0,0,0,155
2024-02-18 22:05:50,0.600,29.6,173,1.60,0,0,0,0,0,158
2024-02-18 22:06:00,0,27,144,0,0,0,0,0,0,158
2024-02-18 22:06:10,0,27.1,138,0,0,0,0,0,0,158
2024-02-18 22:06:20,0.700,28.3,141,0,0,0,0,0,0,158
2024-02-18 22:06:30,0,26.9,139,0,0,0,0,0,0,159
2024-02-18 22:06:40,0,28.1,141,0,0,0,0,0,0,160
2024-02-18 22:06:50,0,26.7,137,0,0,0,0,0,0,168
2024-02-18 22:07:00,0,25.8,134,0,0,0,0,0,0,171
2024-02-18 22:07:10,0,27.2,136,0,0,0,0,0,0,170
2024-02-18 22:07:20,1.30,26,134,0,0,0,0,0,0,170
2024-02-18 22:07:30,0,25.5,130,0,0,0,0,0,0,168
2024-02-18 22:07:40,0,26.1,139,0,0,0,0,0,0,164
2024-02-18 22:07:50,0,32.1,168,2.30,0,0,0,0,0,167
2024-02-18 22:08:00,0,31.2,164,0.100,0,0,0,0,0,170
2024-02-18 22:08:10,0,27.4,141,0,0,0,0,0,0,170
2024-02-18 22:08:20,1.80,28.5,144,0,0,0,0,0,0,171
2024-02-18 22:08:30,0,27.6,140,0,0,0,0,0,0,170
2024-02-18 22:08:40,0,28,139,0,0,0,0,0,0,171
2024-02-18 22:08:50,0.600,27.2,140,0,0,0,0,0,0,171
2024-02-18 22:09:00,0,26.2,135,0,0,0,0,0,0,171
2024-02-18 22:09:10,0,17,85.4,0,0,0,0,0,0,166
2024-02-18 22:09:20,0.600,25.2,135,0,0,0,0,0,0,167
2024-02-18 22:09:30,0,24.5,130,0,0,0,0,0,0,166
2024-02-18 22:09:40,0,26.1,136,0,0,0,0,0,0,162
2024-02-18 22:09:50,1.40,29.9,146,0,0,0,0,0,0,160
2024-02-18 22:10:00,0,33.5,185,2.40,0,0,0,0,0,165
2024-02-18 22:10:10,0,28,144,0,0,0,0,0,0,165
2024-02-18 22:10:20,0.600,27.5,139,0,0,0,0,0,0,165
2024-02-18 22:10:30,0,27.4,140,0,0,0,0,0,0,165
2024-02-18 22:10:40,0,27.2,137,0,0,0,0,0,0,165
2024-02-18 22:10:50,1.20,26.7,134,0,0,0,0,0,0,165
2024-02-18 22:11:00,0,29.2,143,0,0,0,0,0,0,171
2024-02-18 22:11:10,0,27.8,139,0,0,0,0,0,0,171
2024-02-18 22:11:20,0,26.6,139,0,0,0,0,0,0,173
2024-02-18 22:11:30,0,27.8,138,0,0,0,0,0,0,173
2024-02-18 22:11:40,0,27.4,136,0,0,0,0,0,0,172
2024-02-18 22:11:50,0,25.7,133,0,0,0,0,0,0,166
2024-02-18 22:12:00,0,24.7,132,0.900,0,0,0,0,0,165
2024-02-18 22:12:10,0,26.6,141,1.50,0,0,0,0,0,165
2024-02-18 22:12:20,1.80,29,148,0,0,0,0,0,0,166
2024-02-18 22:12:30,0,28.8,142,0,0,0,0,0,0,166
2024-02-18 22:12:40,0,28.4,140,0,0,0,0,0,0,167
2024-02-18 22:12:50,1.80,28.7,140,0,0,0,0,0,0,167
2024-02-18 22:13:00,0,28.1,141,0,0,0,0,0,0,167
2024-02-18 22:13:10,0,26.6,137,0,0,0,0,0,0,167
2024-02-18 22:13:20,0.800,28.3,141,0,0,0,0,0,0,167
2024-02-18 22:13:30,0,27.6,139,0,0,0,0,0,0,168
2024-02-18 22:13:40,0,19.5,97.7,0,0,0,0,0,0,164
2024-02-18 22:13:50,0.600,27.5,140,0,0,0,0,0,0,165
2024-02-18 22:14:00,0,27.2,138,0,0,0,0,0,0,164
2024-02-18 22:14:10,0,27,144,2.40,0,0,0,0,0,164
2024-02-18 22:14:20,0.300,27.1,144,0,0,0,0,0,0,164
2024-02-18 22:14:30,0,26.6,136,0,0,0,0,0,0,163
2024-02-18 22:14:40,0,27.6,140,0,0,0,0,0,0,163
2024-02-18 22:14:50,1.80,29.3,146,0,0,0,0,0,0,164
2024-02-18 22:15:00,0,28.7,141,0,0,0,0,0,0,164
2024-02-18 22:15:10,0,27.1,141,0,0,0,0,0,0,164
2024-02-18 22:15:20,0.700,27.9,140,0,0,0,0,0,0,164
2024-02-18 22:15:30,0,27,138,0,0,0,0,0,0,169
2024-02-18 22:15:40,0,26.5,135,0,0,0,0,0,0,168
2024-02-18 22:15:50,1.40,27,134,0,0,0,0,0,0,168
2024-02-18 22:16:00,0,27.9,141,0,0,0,0,0,0,167
2024-02-18 22:16:10,0,28.6,143,0.100,0,0,0,0,0,167
2024-02-18 22:16:20,0.300,29.4,146,2.30,0,0,0,0,0,169
2024-02-18 22:16:30,0,27.2,140,0,0,0,0,0,0,169
2024-02-18 22:16:40,0,27.7,138,0,0,0,0,0,0,168
2024-02-18 22:16:50,0.600,26.4,137,0,0,0,0,0,0,167
2024-02-18 22:17:00,0,25.3,132,0,0,0,0,0,0,166
2024-02-18 22:17:10,0,24.8,133,0,0,0,0,0,0,165
2024-02-18 22:17:20,2.10,29.1,142,0,0,0,0,0,0,166
2024-02-18 22:17:30,0,28.9,145,0,0,0,0,0,0,167
2024-02-18 22:17:40,0,29.5,143,0,0,0,0,0,0,168
2024-02-18 22:17:50,0,28.2,140,0,0,0,0,0,0,168
2024-02-18 22:18:00,0,18.7,97.8,0,0,0,0,0,0,163
2024-02-18 22:18:10,0,23.9,127,0,0,0,0,0,0,161
2024-02-18 22:18:20,0,28.5,152,1.60,0,0,0,0,0,162
2024-02-18 22:18:30,0,30.6,161,0.800,0,0,0,0,0,164
2024-02-18 22:18:40,0,27.7,140,0,0,0,0,0,0,165
2024-02-18 22:18:50,0,27.8,138,0,0,0,0,0,0,166
2024-02-18 22:19:00,0,26.5,136,0,0,0,0,0,0,166
2024-02-18 22:19:10,0,26.3,134,0,0,0,0,0,0,165
2024-02-18 22:19:20,0.700,26.3,134,0,0,0,0,0,0,164
2024-02-18 22:19:30,0,25.4,128,0,0,0,0,0,0,162
2024-02-18 22:19:40,0,28.7,144,0,0,0,0,0,0,162
2024-02-18 22:19:50,0.700,29.3,146,0,0,0,0,0,0,168
2024-02-18 22:20:00,0,28.4,141,0,0,0,0,0,0,169
2024-02-18 22:20:10,0,26.7,138,0,0,0,0,0,0,168
2024-02-18 22:20:20,0.400,28,139,0,0,0,0,0,0,166
2024-02-18 22:20:30,0,28.9,150,2.40,0,0,0,0,0,167
2024-02-18 22:20:40,0,26.6,139,0,0,0,0,0,0,167
2024-02-18 22:20:50,1,27.9,140,0,0,0,0,0,0,167
2024-02-18 22:21:00,0,28.5,142,0,0,0,0,0,0,168
2024-02-18 22:21:10,0,28.6,142,0,0,0,0,0,0,169
2024-02-18 22:21:20,0.600,27.4,137,0,0,0,0,0,0,170
2024-02-18 22:21:30,0,25.9,135,0,0,0,0,0,0,169
2024-02-18 22:21:40,0,26.3,134,0,0,0,0,0,0,168
2024-02-18 22:21:50,0,25.1,131,0,0,0,0,0,0,166
2024-02-18 22:22:00,0,24.8,131,0,0,0,0,0,0,166
2024-02-18 22:22:10,0,26.9,134,0,0,0,0,0,0,165
2024-02-18 22:22:20,0,17.2,89.2,0,0,0,0,0,0,158
2024-02-18 22:22:30,0,16.6,84.3,0.600,0,0,0,0,0,152
2024-02-18 22:22:40,0,9.50,58,1.70,0,0,0,0.300,0.100,143
2024-02-18 22:22:50,0,6.60,39.9,0,0,0,0,0.300,0,132
2024-02-18 22:23:00,0,4.40,26.8,0,0,0,0,0.200,0,119
2024-02-18 22:23:10,0,5.90,36,0,0,0,0,0.300,0,108
2024-02-18 22:23:20,0,9.40,56.4,0,0,0,0,0.300,0,99.7
2024-02-18 22:23:30,0,8.10,46,0,0,0,0,0.200,0,90.0
2024-02-18 22:23:40,0,11.7,65.2,0,0,0,0,0.200,0,82.9
2024-02-18 22:23:50,0.300,26.9,136,0,0,0,0,0,0,83.6
2024-02-18 22:24:00,0,26.7,136,0,0,0,0,0,0,83.7
2024-02-18 22:24:10,0,26.2,131,0,0,0,0,0,0,88.3
2024-02-18 22:24:20,1.50,26.6,133,0,0,0,0,0,0,93.7
2024-02-18 22:24:30,0,26.3,133,0,0,0,0,0,0,102
2024-02-18 22:24:40,0,24.5,136,2.40,0,0,0,0,0,112
2024-02-18 22:24:50,0.600,26.5,157,0,0,0,0,0,0,126
2024-02-18 22:25:00,0,36.5,212,0,0,0,0,0,0,145
2024-02-18 22:25:10,0,30.3,176,0,0,0,0,0,0,158
2024-02-18 22:25:20,1.20,28,167,0,0,0,0,0,0,171
2024-02-18 22:25:30,0,26.2,159,0,0,0,0,0,0,181
2024-02-18 22:25:40,0,24.4,144,0,0,0,0,0,0,181
2024-02-18 22:25:50,0.600,24.5,147,0,0,0,0,0,0,182
2024-02-18 22:26:00,0,29.1,174,0,0,0,0,0,0,186
2024-02-18 22:26:10,0,29.1,169,0,0,0,0,0,0,189
2024-02-18 22:26:20,0.700,28.1,140,0,0,0,0,0,0,190
2024-02-18 22:26:30,0,25.9,136,0,0,0,0,0,0,190
2024-02-18 22:26:40,0,26.6,135,0,0,0,0,0,0,188
2024-02-18 22:26:50,0.600,25.7,147,2.40,0,0,0,0,0,182
2024-02-18 22:27:00,0,24.2,146,0,0,0,0,0,0,178
2024-02-18 22:27:10,0,26.2,153,0,0,0,0,0,0,177
2024-02-18 22:27:20,1.20,33.8,200,0,0,0,0,0,0,181
2024-02-18 22:27:30,0,28.9,171,0,0,0,0,0,0,184
2024-02-18 22:27:40,0,18.4,112,0,0,0,0,0,0,180
2024-02-18 22:27:50,0.600,6.60,40.2,0,0,0,0,0,0,166
2024-02-18 22:28:00,0,1.10,6.60,0,0,0,0,0,0,149
2024-02-18 22:28:10,0,5.20,31.8,0,0,0,0,0.200,0,137
2024-02-18 22:28:20,0,5.10,30,0,0,0,0,0.200,0,125
2024-02-18 22:28:30,0,11.1,60.9,0,0,0,0,0.200,0,117
2024-02-18 22:28:40,0,27.7,141,0,0,0,0,0,0,117
2024-02-18 22:28:50,0,28.2,145,1,0,0,0,0,0,117
2024-02-18 22:29:00,0,29.2,172,1.40,0,0,0,0,0,119
