sep=,
"Time","0.001","0.005","0.01","0.05","0.075","0.1","0.25","0.5","1.0","2.0","5.0","10.0","+Inf"
2024-02-17 22:50:00,0,0,0,0,0,0,0,0,0,0,0,0,2.18
2024-02-17 22:50:30,0,0,0,0,0,0,0,0,0,0,0,0,1.09
2024-02-17 22:51:00,0,0,0,0,0,0,0,0,0,0,0,0,1.09
2024-02-17 22:51:30,0,0,0,0,0,0,0,0,0,0,0,0,1.09
2024-02-17 22:52:00,0,0,0,0,0,0,0,0,0,0,0,0,1.09
2024-02-17 22:52:30,50.2,196,1.09,6.55,2.18,1.09,36,7.64,10.9,8.73,0,0,2.18
2024-02-17 22:53:00,91.6,444,2.18,26.2,13.1,3.27,64.4,17.5,22.9,20.7,0,0,2.18
2024-02-17 22:53:30,142,704,5.45,46.9,31.6,10.9,80.7,17.5,22.9,45.8,0,0,1.09
2024-02-17 22:54:00,165,941,5.45,50.2,32.7,10.9,122,36,44.7,48,0,0,0
2024-02-17 22:54:30,115,981,4.36,42.5,30.5,9.82,129,36,60,40.4,0,0,0
2024-02-17 22:55:00,76.4,1003,3.27,20.7,14.2,6.55,156,54.5,86.2,19.6,0,0,0
2024-02-17 22:55:30,31.6,1051,0,10.9,4.36,2.18,178,62.2,103,5.45,0,0,0
2024-02-17 22:56:00,17.5,1076,6.55,33.8,18.5,8.73,140,44.7,75.3,29.5,0,0,0
2024-02-17 22:56:30,7.64,1080,7.64,41.5,21.8,10.9,130,40.4,64.4,36,0,0,0
2024-02-17 22:57:00,3.27,1081,9.82,39.3,21.8,10.9,129,44.7,58.9,36,0,0,0
2024-02-17 22:57:30,3.27,1072,16.4,45.8,29.5,7.64,122,41.5,51.3,41.5,0,0,0
2024-02-17 22:58:00,1.09,1081,29.5,44.7,29.5,7.64,121,41.5,50.2,42.5,0,0,0
2024-02-17 22:58:30,20.7,1072,33.8,56.7,36,15.3,104,19.6,31.6,58.9,0,0,0
2024-02-17 22:59:00,38.2,1075,32.7,72,44.7,19.6,77.5,4.36,16.4,77.5,0,0,0
2024-02-17 22:59:30,40.4,1057,27.3,45.8,26.2,15.3,115,27.3,42.5,52.4,0,0,0
2024-02-17 23:00:00,39.3,1056,22.9,24,14.2,9.82,147,46.9,72,28.4,0,0,0
2024-02-17 23:00:30,9.82,1055,24,7.64,3.27,1.09,169,63.3,94.9,12,0,0,0
2024-02-17 23:01:00,3.27,1048,28.4,0,0,0,180,67.6,111,1.09,0,0,0
2024-02-17 23:01:30,0,1041,39.3,1.09,1.09,0,181,67.6,111,1.09,0,0,0
2024-02-17 23:02:00,0,1047,49.1,7.64,4.36,4.36,175,68.7,94.9,7.64,0,0,0
2024-02-17 23:02:30,0,1031,68.7,26.2,15.3,9.82,144,46.9,70.9,28.4,0,0,0
2024-02-17 23:03:00,0,1016,87.3,44.7,26.2,14.2,118,34.9,43.6,48,0,0,0
2024-02-17 23:03:30,132,907,70.9,76.4,43.6,19.6,80.7,10.9,19.6,70.9,0,0,0
2024-02-17 23:04:00,230,856,52.4,80.7,45.8,17.5,69.8,3.27,10.9,81.8,0,0,0
2024-02-17 23:04:30,261,835,24,57.8,32.7,10.9,104,21.8,30.5,63.3,0,0,0
2024-02-17 23:05:00,261,857,6.55,63.3,41.5,7.64,97.1,21.8,29.5,63.3,0,0,0
2024-02-17 23:05:30,147,970,9.82,61.1,42.5,8.73,94.9,21.8,29.5,63.3,0,0,0
2024-02-17 23:06:00,80.7,1028,16.4,74.2,53.5,13.1,82.9,17.5,22.9,68.7,0,0,0
2024-02-17 23:06:30,48,1066,21.8,92.7,62.2,20.7,45.8,0,2.18,89.5,0,0,0
2024-02-17 23:07:00,18.5,1090,20.7,82.9,61.1,20.7,61.1,0,8.73,82.9,0,0,0
2024-02-17 23:07:30,10.9,1081,34.9,85.1,52.4,22.9,70.9,0,9.82,81.8,0,0,0
2024-02-17 23:08:00,4.36,1072,43.6,82.9,51.3,19.6,74.2,0,10.9,79.6,0,0,0
2024-02-17 23:08:30,33.8,1048,46.9,73.1,39.3,18.5,99.3,0,17.5,73.1,0,0,0
2024-02-17 23:09:00,58.9,1036,41.5,75.3,43.6,19.6,90.5,0,15.3,76.4,0,0,0
2024-02-17 23:09:30,67.6,1032,24,69.8,44.7,18.5,93.8,0,17.5,74.2,0,0,0
2024-02-17 23:10:00,63.3,1040,17.5,77.5,56.7,16.4,78.5,0,13.1,77.5,0,0,0
2024-02-17 23:10:30,26.2,1073,24,80.7,60,14.2,70.9,0,12,77.5,1.09,0,0
2024-02-17 23:11:00,15.3,1083,33.8,88.4,60.0,16.4,68.7,0,10.9,78.5,1.09,0,0
2024-02-17 23:11:30,5.45,1064,41.5,98.2,57.8,18.5,64.4,0,12,77.5,1.09,0,0
2024-02-17 23:12:00,3.27,1061,55.6,91.6,52.4,22.9,62.2,0,12,77.5,1.09,0,0
2024-02-17 23:12:30,0,1049,68.7,89.5,48,19.6,62.2,12,13.1,77.5,0,0,0
2024-02-17 23:13:00,0,1027,77.5,57.8,29.5,13.1,100,32.7,40.4,53.5,0,0,0
2024-02-17 23:13:30,2.18,1027,58.9,28.4,15.3,4.36,136,50.2,70.9,29.5,0,0,0
2024-02-17 23:14:00,5.45,1023,44.7,5.45,1.09,0,175,69.8,101,4.36,0,0,0
2024-02-17 23:14:30,5.45,1035,31.6,1.09,0,0,179,72,107,1.09,0,0,0
2024-02-17 23:15:00,5.45,1048,26.2,0,0,0,180,70.9,108,1.09,0,0,0
2024-02-17 23:15:30,2.18,1034,42.5,1.09,0,0,184,70.9,104,1.09,0,0,0
2024-02-17 23:16:00,0,1030,44.7,5.45,0,0,185,70.9,103,1.09,0,0,0
2024-02-17 23:16:30,0,943,58.9,5.45,0,0,173,63.3,91.6,7.64,1.09,0,0
2024-02-17 23:17:00,0,873,75.3,12,5.45,2.18,158,51.3,72,22.9,1.09,0,0
2024-02-17 23:17:30,0,841,100,13.1,6.55,2.18,152,52.4,75.3,22.9,1.09,0,0
2024-02-17 23:18:00,0,832,119,9.82,6.55,2.18,152,58.9,70.9,22.9,1.09,0,0
2024-02-17 23:18:30,56.7,876,105,9.82,6.55,2.18,166,58.9,93.8,14.2,0,0,0
2024-02-17 23:19:00,73.1,696,66.5,2.18,1.09,0,141,44.7,75.3,16.4,0,0,1.09
2024-02-17 23:19:30,166,675,38.2,7.64,4.36,6.55,113,22.9,48,40.4,0,0,1.09
2024-02-17 23:20:00,205,692,3.27,34.9,22.9,9.82,76.4,4.36,18.5,64.4,0,0,1.09
