sep=,
"Time","restworkerjava-58d6f48b94-rbd6b / worker / PKG","restworkerjava-7885b99b5f-9mrn5 / worker / PKG","restworkerjava-85d7c5b9df-wpdkg / worker / PKG","restworkerjava-58d6f48b94-rbd6b / worker / DRAM","restworkerjava-7885b99b5f-9mrn5 / worker / DRAM","restworkerjava-85d7c5b9df-wpdkg / worker / DRAM","restworkerjava-58d6f48b94-rbd6b / worker / OTHER","restworkerjava-7885b99b5f-9mrn5 / worker / OTHER","restworkerjava-85d7c5b9df-wpdkg / worker / OTHER"
2024-02-10 14:39:00,0.353,,,0.0300,,,0,,
2024-02-10 14:39:10,0.391,,,0.0285,,,0,,
2024-02-10 14:39:20,0.286,,,0.0348,,,0,,
2024-02-10 14:39:30,0.587,,,0.0405,,,0,,
2024-02-10 14:39:40,0.235,,,0.0291,,,0,,
2024-02-10 14:39:50,0.255,,,0.0240,,,0,,
2024-02-10 14:40:00,0.481,,,0.0384,,,0,,
2024-02-10 14:40:10,0.251,,,0.0255,,,0,,
2024-02-10 14:40:20,0.277,,,0.0240,,,0,,
2024-02-10 14:40:30,0.508,,,0.0345,,,0,,
2024-02-10 14:40:40,0.352,,,0.0246,,,0,,
2024-02-10 14:40:50,0.223,,,0.0240,,,0,,
2024-02-10 14:41:00,0.546,,,0.0351,,,0,,
2024-02-10 14:41:10,0.284,,,0.0246,,,0,,
2024-02-10 14:41:20,0.348,,,0.0246,,,0,,
2024-02-10 14:41:30,0.225,,,0.0351,,,0,,
2024-02-10 14:41:40,0.457,,,0.0357,,,0,,
2024-02-10 14:41:50,0.209,,,0.0237,,,0,,
2024-02-10 14:42:00,0.334,,,0.0384,,,0,,
2024-02-10 14:42:10,0.231,,,0.0237,,,0,,
2024-02-10 14:42:20,0.329,,,0.0246,,,0,,
2024-02-10 14:42:30,0.534,,,0.0360,,,0,,
2024-02-10 14:42:40,0.345,,,0.0222,,,0,,
2024-02-10 14:42:50,0.413,,,0.0423,,,0,,
2024-02-10 14:43:00,0.292,,,0.0354,,,0,,
2024-02-10 14:43:10,0.374,,,0.0264,,,0,,
2024-02-10 14:43:20,0.278,,,0.0243,,,0,,
2024-02-10 14:43:30,0.324,,,0.0321,,,0,,
2024-02-10 14:43:40,0.286,,,0.0234,,,0,,
2024-02-10 14:43:50,0.265,,,0.0246,,,0,,
2024-02-10 14:44:00,0.671,,,0.0357,,,0,,
2024-02-10 14:44:10,0.214,,,0.0234,,,0,,
2024-02-10 14:44:20,0.512,,,0.0264,,,0,,
2024-02-10 14:44:30,0.422,,,0.0303,,,0,,
2024-02-10 14:44:40,0.310,,,0.0243,,,0,,
2024-02-10 14:44:50,0.251,,,0.0240,,,0,,
2024-02-10 14:45:00,0.485,,,0.0450,,,0,,
2024-02-10 14:45:10,0.335,,,0.0285,,,0,,
2024-02-10 14:45:20,0.279,,,0.0252,,,0,,
2024-02-10 14:45:30,0.368,,,0.0327,,,0,,
2024-02-10 14:45:40,0.373,,,0.0234,,,0,,
2024-02-10 14:45:50,0.333,,,0.0246,,,0,,
2024-02-10 14:46:00,0.390,,,0.0351,,,0,,
2024-02-10 14:46:10,0.329,,,0.0297,,,0,,
2024-02-10 14:46:20,0.492,,,0.0327,,,0,,
2024-02-10 14:46:30,0.328,,,0.0309,,,0,,
2024-02-10 14:46:40,0.363,,,0.0246,,,0,,
2024-02-10 14:46:50,0.498,,,0.0258,,,0,,
2024-02-10 14:47:00,0.486,,,0.0309,,,0,,
2024-02-10 14:47:10,0.292,,,0.0237,,,0,,
2024-02-10 14:47:20,0.285,,,0.0234,,,0,,
2024-02-10 14:47:30,0.567,,,0.0351,,,0,,
2024-02-10 14:47:40,0.203,,,0.0258,,,0,,
2024-02-10 14:47:50,0.464,,,0.0216,,,0,,
2024-02-10 14:48:00,0.347,,,0.0309,,,0,,
2024-02-10 14:48:10,0.356,,,0.0243,,,0,,
2024-02-10 14:48:20,0.248,,,0.0276,,,0,,
2024-02-10 14:48:30,0.367,,,0.0465,,,0,,
2024-02-10 14:48:40,0.298,,,0.0255,,,0,,
2024-02-10 14:48:50,0.300,,,0.0249,,,0,,
2024-02-10 14:49:00,0.442,,,0.0327,,,0,,
2024-02-10 14:49:10,0.235,,,0.0225,,,0,,
2024-02-10 14:49:20,0.305,,,0.0249,,,0,,
2024-02-10 14:49:30,0.732,,,0.0336,,,0,,
2024-02-10 14:49:40,0.391,,,0.0426,,,0,,
2024-02-10 14:49:50,0.241,,,0.0261,,,0,,
2024-02-10 14:50:00,0.458,,,0.0315,,,0,,
2024-02-10 14:50:10,0.220,,,0.0243,,,0,,
2024-02-10 14:50:20,0.350,,,0.0231,,,0,,
2024-02-10 14:50:30,0.388,,,0.0327,,,0,,
2024-02-10 14:50:40,0.443,,,0.0243,,,0,,
2024-02-10 14:50:50,0.222,,,0.0255,,,0,,
2024-02-10 14:51:00,0.349,,,0.0321,,,0,,
2024-02-10 14:51:10,0.347,,,0.0237,,,0,,
2024-02-10 14:51:20,0.205,,,0.0228,,,0,,
2024-02-10 14:51:30,0.443,,,0.0363,,,0,,
2024-02-10 14:51:40,0.387,,,0.0231,,,0,,
2024-02-10 14:51:50,0.334,,,0.0333,,,0,,
2024-02-10 14:52:00,0.355,,,0.0354,,,0,,
2024-02-10 14:52:10,0.330,,,0.0252,,,0,,
2024-02-10 14:52:20,0.445,,,0.0240,,,0,,
2024-02-10 14:52:30,0.301,,,0.0396,,,0,,
2024-02-10 14:52:40,0.228,,,0.0228,,,0,,
2024-02-10 14:52:50,0.421,,,0.0255,,,0,,
2024-02-10 14:53:00,0.374,,,0.0411,,,0,,
2024-02-10 14:53:10,0.324,,,0.0309,,,0,,
2024-02-10 14:53:20,0.261,,,0.0255,,,0,,
2024-02-10 14:53:30,0.448,,,0.0333,,,0,,
2024-02-10 14:53:40,0.239,,,0.0231,,,0,,
2024-02-10 14:53:50,0.477,,,0.0222,,,0,,
2024-02-10 14:54:00,0.331,,,0.0303,,,0,,
2024-02-10 14:54:10,0.382,,,0.0249,,,0,,
2024-02-10 14:54:20,0.319,,,0.0243,,,0,,
2024-02-10 14:54:30,0.429,,,0.0423,,,0,,
2024-02-10 14:54:40,0.198,,,0.0213,,,0,,
2024-02-10 14:54:50,0.412,,,0.0243,,,0,,
2024-02-10 14:55:00,0.335,,,0.0297,,,0,,
2024-02-10 14:55:10,0.324,,,0.0252,,,0,,
2024-02-10 14:55:20,0.244,,,0.0309,,,0,,
2024-02-10 14:55:30,0.352,,,0.0345,,,0,,
2024-02-10 14:55:40,0.267,,,0.0243,,,0,,
2024-02-10 14:55:50,0.287,,,0.0243,,,0,,
2024-02-10 14:56:00,0.505,,,0.0297,,,0,,
2024-02-10 14:56:10,0.258,,,0.0243,,,0,,
2024-02-10 14:56:20,0.356,,,0.0273,,,0,,
2024-02-10 14:56:30,0.525,,,0.0477,,,0,,
2024-02-10 14:56:40,0.301,,,0.0240,,,0,,
2024-02-10 14:56:50,0.227,,,0.0252,,,0,,
2024-02-10 14:57:00,0.429,,,0.0351,,,0,,
2024-02-10 14:57:10,0.236,,,0.0240,,,0,,
2024-02-10 14:57:20,0.253,,,0.0255,,,0,,
2024-02-10 14:57:30,0.473,,,0.0336,,,0,,
2024-02-10 14:57:40,0.249,,,0.0258,,,0,,
2024-02-10 14:57:50,0.331,,,0.0231,,,0,,
2024-02-10 14:58:00,0.444,,,0.0345,,,0,,
2024-02-10 14:58:10,0.353,,,0.0252,,,0,,
2024-02-10 14:58:20,0.218,,,0.0249,,,0,,
2024-02-10 14:58:30,0.546,,,0.0330,,,0,,
2024-02-10 14:58:40,0.264,,,0.0321,,,0,,
2024-02-10 14:58:50,0.361,,,0.0264,,,0,,
2024-02-10 14:59:00,0.282,,,0.0309,,,0,,
2024-02-10 14:59:10,0.271,,,0.0228,,,0,,
2024-02-10 14:59:20,0.415,,,0.0288,,,0,,
2024-02-10 14:59:30,0.485,,,0.0306,,,0,,
2024-02-10 14:59:40,0.413,,,0.0276,,,0,,
2024-02-10 14:59:50,0.302,,,0.0267,,,0,,
2024-02-10 15:00:00,0.537,,,0.0450,,,0,,
2024-02-10 15:00:10,0.249,,,0.0246,,,0,,
2024-02-10 15:00:20,0.263,,,0.0228,,,0,,
2024-02-10 15:00:30,0.532,,,0.0339,,,0,,
2024-02-10 15:00:40,0.228,,,0.0225,,,0,,
2024-02-10 15:00:50,0.478,,,0.0249,,,0,,
2024-02-10 15:01:00,0.389,,,0.0303,,,0,,
2024-02-10 15:01:10,0.473,,,0.0249,,,0,,
2024-02-10 15:01:20,0.277,,,0.0234,,,0,,
2024-02-10 15:01:30,0.479,,,0.0327,,,0,,
2024-02-10 15:01:40,0.301,,,0.0246,,,0,,
2024-02-10 15:01:50,0.328,,,0.0222,,,0,,
2024-02-10 15:02:00,0.466,,,0.0363,,,0,,
2024-02-10 15:02:10,0.340,,,0.0330,,,0,,
2024-02-10 15:02:20,0.304,,,0.0249,,,0,,
2024-02-10 15:02:30,0.490,,,0.0333,,,0,,
2024-02-10 15:02:40,0.330,,,0.0276,,,0,,
2024-02-10 15:02:50,0.211,,,0.0225,,,0,,
2024-02-10 15:03:00,0.389,,,0.0342,,,0,,
2024-02-10 15:03:10,0.395,,,0.0234,,,0,,
2024-02-10 15:03:20,0.423,,,0.0396,,,0,,
2024-02-10 15:03:30,0.437,,,0.0375,,,0,,
2024-02-10 15:03:40,0.303,,,0.0231,,,0,,
2024-02-10 15:03:50,0.285,,,0.0228,,,0,,
2024-02-10 15:04:00,0.499,,,0.0342,,,0,,
2024-02-10 15:04:10,0.362,,,0.0222,,,0,,
2024-02-10 15:04:20,0.372,,,0.0234,,,0,,
2024-02-10 15:04:30,0.523,,,0.0372,,,0,,
2024-02-10 15:04:40,0.293,,,0.0258,,,0,,
2024-02-10 15:04:50,0.305,,,0.0237,,,0,,
2024-02-10 15:05:00,0.658,,,0.0330,,,0,,
2024-02-10 15:05:10,0.293,,,0.0219,,,0,,
2024-02-10 15:05:20,0.241,,,0.0234,,,0,,
2024-02-10 15:05:30,0.402,,,0.0375,,,0,,
2024-02-10 15:05:40,0.295,,,0.0336,,,0,,
2024-02-10 15:05:50,0.325,,,0.0225,,,0,,
2024-02-10 15:06:00,0.477,,,0.0342,,,0,,
2024-02-10 15:06:10,0.239,,,0.0225,,,0,,
2024-02-10 15:06:20,0.419,,,0.0243,,,0,,
2024-02-10 15:06:30,0.431,,,0.0330,,,0,,
2024-02-10 15:06:40,0.308,,,0.0246,,,0,,
2024-02-10 15:06:50,0.381,,,0.0360,,,0,,
2024-02-10 15:07:00,0.341,,,0.0315,,,0,,
2024-02-10 15:07:10,0.320,,,0.0240,,,0,,
2024-02-10 15:07:20,0.321,,,0.0279,,,0,,
2024-02-10 15:07:30,0.374,,,0.0327,,,0,,
2024-02-10 15:07:40,0.352,,,0.0246,,,0,,
2024-02-10 15:07:50,0.398,,,0.0258,,,0,,
2024-02-10 15:08:00,0.489,,,0.0315,,,0,,
2024-02-10 15:08:10,0.310,,,0.0219,,,0,,
2024-02-10 15:08:20,0.346,,,0.0234,,,0,,
2024-02-10 15:08:30,0.496,,,0.0450,,,0,,
2024-02-10 15:08:40,0.380,,,0.0222,,,0,,
2024-02-10 15:08:50,0.268,,,0.0255,,,0,,
2024-02-10 15:09:00,0.335,,,0.0471,,,0,,
2024-02-10 15:09:10,0.480,,,0.0240,,,0,,
2024-02-10 15:09:20,0.257,,,0.0237,,,0,,
2024-02-10 15:09:30,0.386,,,0.0318,,,0,,
2024-02-10 15:09:40,0.320,,,0.0243,,,0,,
2024-02-10 15:09:50,0.289,,,0.0219,,,0,,
2024-02-10 15:10:00,0.321,,,0.0375,,,0,,
2024-02-10 15:10:10,0.240,,,0.0369,,,0,,
2024-02-10 15:10:20,0.311,,,0.0264,,,0,,
2024-02-10 15:10:30,0.452,,,0.0378,,,0,,
2024-02-10 15:10:40,0.165,,,0.0237,,,0,,
2024-02-10 15:10:50,0.206,,,0.0243,,,0,,
2024-02-10 15:11:00,0.365,,,0.0360,,,0,,
2024-02-10 15:11:10,0.490,,,0.0231,,,0,,
2024-02-10 15:11:20,0.280,,,0.0267,,,0,,
2024-02-10 15:11:30,0.505,,,0.0315,,,0,,
2024-02-10 15:11:40,0.258,,,0.0231,,,0,,
2024-02-10 15:11:50,0.286,,,0.0231,,,0,,
2024-02-10 15:12:00,0.370,,,0.0336,,,0,,
2024-02-10 15:12:10,0.383,,,0.0255,,,0,,
2024-02-10 15:12:20,0.283,,,0.0321,,,0,,
2024-02-10 15:12:30,0.365,,,0.0399,,,0,,
2024-02-10 15:12:40,0.507,,,0.0243,,,0,,
2024-02-10 15:12:50,0.242,,,0.0237,,,0,,
2024-02-10 15:13:00,0.349,,,0.0318,,,0,,
2024-02-10 15:13:10,0.369,,,0.0237,,,0,,
2024-02-10 15:13:20,0.334,,,0.0252,,,0,,
2024-02-10 15:13:30,0.582,,,0.0408,,,0,,
2024-02-10 15:13:40,0.355,,,0.0285,,,0,,
2024-02-10 15:13:50,0.292,,,0.0231,,,0,,
2024-02-10 15:14:00,0.460,,,0.0333,,,0,,
2024-02-10 15:14:10,0.378,,,0.0243,,,0,,
2024-02-10 15:14:20,0.334,,,0.0231,,,0,,
2024-02-10 15:14:30,0.471,,,0.0369,,,0,,
2024-02-10 15:14:40,0.353,,,0.0240,,,0,,
2024-02-10 15:14:50,0.341,,,0.0234,,,0,,
2024-02-10 15:15:00,0.490,,,0.0288,,,0,,
2024-02-10 15:15:10,0.326,,,0.0219,,,0,,
2024-02-10 15:15:20,0.293,,,0.0249,,,0,,
2024-02-10 15:15:30,0.414,,,0.0300,,,0,,
2024-02-10 15:15:40,0.287,,,0.0285,,,0,,
2024-02-10 15:15:50,0.389,,,0.0300,,,0,,
2024-02-10 15:16:00,0.606,,,0.0357,,,0,,
2024-02-10 15:16:10,0.283,,,0.0216,,,0,,
2024-02-10 15:16:20,0.306,,,0.0222,,,0,,
2024-02-10 15:16:30,0.506,,,0.0336,,,0,,
2024-02-10 15:16:40,0.257,,,0.0249,,,0,,
2024-02-10 15:16:50,0.382,,,0.0270,,,0,,
2024-02-10 15:17:00,0.356,,,0.0417,,,0,,
2024-02-10 15:17:10,0.293,,,0.0237,,,0,,
2024-02-10 15:17:20,0.291,,,0.0246,,,0,,
2024-02-10 15:17:30,0.382,,,0.0369,,,0,,
2024-02-10 15:17:40,0.233,,,0.0216,,,0,,
2024-02-10 15:17:50,0.389,,,0.0252,,,0,,
2024-02-10 15:18:00,0.345,,,0.0333,,,0,,
2024-02-10 15:18:10,0.230,,,0.0225,,,0,,
2024-02-10 15:18:20,0.434,,,0.0273,,,0,,
2024-02-10 15:18:30,0.341,,,0.0294,,,0,,
2024-02-10 15:18:40,0.463,,,0.0255,,,0,,
2024-02-10 15:18:50,0.247,,,0.0231,,,0,,
2024-02-10 15:19:00,0.360,,,0.0312,,,0,,
2024-02-10 15:19:10,0.357,,,0.0354,,,0,,
2024-02-10 15:19:20,0.335,,,0.0273,,,0,,
2024-02-10 15:19:30,0.418,,,0.0300,,,0,,
2024-02-10 15:19:40,0.385,,,0.0258,,,0,,
2024-02-10 15:19:50,0.315,,,0.0231,,,0,,
2024-02-10 15:20:00,0.457,,,0.0345,,,0,,
2024-02-10 15:20:10,0.310,,,0.0243,,,0,,
2024-02-10 15:20:20,0.275,,,0.0342,,,0,,
2024-02-10 15:20:30,0.654,,,0.0324,,,0,,
2024-02-10 15:20:40,0.363,,,0.0246,,,0,,
2024-02-10 15:20:50,0.316,,,0.0255,,,0,,
2024-02-10 15:21:00,0.532,,,0.0327,,,0,,
2024-02-10 15:21:10,0.342,,,0.0267,,,0,,
2024-02-10 15:21:20,0.274,,,0.0264,,,0,,
2024-02-10 15:21:30,0.335,,,0.0309,,,0,,
2024-02-10 15:21:40,0.456,,,0.0267,,,0,,
2024-02-10 15:21:50,0.323,,,0.0243,,,0,,
2024-02-10 15:22:00,0.375,,,0.0312,,,0,,
2024-02-10 15:22:10,0.187,,,0.0249,,,0,,
2024-02-10 15:22:20,0.249,,,0.0249,,,0,,
2024-02-10 15:22:30,0.529,,,0.0444,,,0,,
2024-02-10 15:22:40,0.406,,,0.0312,,,0,,
2024-02-10 15:22:50,0.285,,,0.0246,,,0,,
2024-02-10 15:23:00,0.471,,,0.0369,,,0,,
2024-02-10 15:23:10,0.227,,,0.0246,,,0,,
2024-02-10 15:23:20,0.298,,,0.0243,,,0,,
2024-02-10 15:23:30,0.552,,,0.0354,,,0,,
2024-02-10 15:23:40,0.340,,,0.0303,,,0,,
2024-02-10 15:23:50,0.310,,,0.0324,,,0,,
2024-02-10 15:24:00,0.569,,,0.0366,,,0,,
2024-02-10 15:24:10,0.290,,,0.0231,,,0,,
2024-02-10 15:24:20,0.351,,,0.0243,,,0,,
2024-02-10 15:24:30,0.515,,,0.0348,,,0,,
2024-02-10 15:24:40,0.330,,,0.0240,,,0,,
2024-02-10 15:24:50,0.390,,,0.0267,,,0,,
2024-02-10 15:25:00,0.358,,,0.0345,,,0,,
2024-02-10 15:25:10,0.239,,,0.0234,,,0,,
2024-02-10 15:25:20,0.335,,,0.0243,,,0,,
2024-02-10 15:25:30,0.466,,,0.0321,,,0,,
2024-02-10 15:25:40,0.281,,,0.0237,,,0,,
2024-02-10 15:25:50,0.645,,,0.0276,,,0,,
2024-02-10 15:26:00,0.322,,,0.0396,,,0,,
2024-02-10 15:26:10,0.365,,,0.0273,,,0,,
2024-02-10 15:26:20,0.288,,,0.0267,,,0,,
2024-02-10 15:26:30,0.389,,,0.0309,,,0,,
2024-02-10 15:26:40,0.462,,,0.0258,,,0,,
2024-02-10 15:26:50,0.338,,,0.0258,,,0,,
2024-02-10 15:27:00,0.279,,,0.0312,,,0,,
2024-02-10 15:27:10,0.290,,,0.0354,,,0,,
2024-02-10 15:27:20,0.255,,,0.0327,,,0,,
2024-02-10 15:27:30,0.514,,,0.0378,,,0,,
2024-02-10 15:27:40,0.190,,,0.0234,,,0,,
2024-02-10 15:27:50,0.530,,,0.0240,,,0,,
2024-02-10 15:28:00,0.655,,,0.0306,,,0,,
2024-02-10 15:28:10,0.298,,,0.0243,,,0,,
2024-02-10 15:28:20,0.329,,,0.0237,,,0,,
2024-02-10 15:28:30,0.367,,,0.0321,,,0,,
2024-02-10 15:28:40,0.293,,,0.0258,,,0,,
2024-02-10 15:28:50,0.207,,,0.0237,,,0,,
2024-02-10 15:29:00,0.304,,,0.0288,,,0,,
2024-02-10 15:29:10,0.462,,,0.0231,,,0,,
2024-02-10 15:29:20,0.356,,,0.0276,,,0,,
2024-02-10 15:29:30,0.517,,,0.0438,,,0,,
2024-02-10 15:29:40,0.284,,,0.0297,,,0,,
2024-02-10 15:29:50,0.335,,,0.0258,,,0,,
2024-02-10 15:30:00,0.402,,,0.0330,,,0,,
2024-02-10 15:30:10,0.209,,,0.0243,,,0,,
2024-02-10 15:30:20,0.286,,,0.0237,,,0,,
2024-02-10 15:30:30,0.556,,,0.0384,,,0,,
2024-02-10 15:30:40,0.322,,,0.0390,,,0,,
2024-02-10 15:30:50,0.355,,,0.0255,,,0,,
2024-02-10 15:31:00,0.524,,,0.0357,,,0,,
2024-02-10 15:31:10,0.259,,,0.0234,,,0,,
2024-02-10 15:31:20,0.331,,,0.0249,,,0,,
2024-02-10 15:31:30,0.534,,,0.0321,,,0,,
2024-02-10 15:31:40,0.255,,,0.0237,,,0,,
2024-02-10 15:31:50,0.424,,,0.0258,,,0,,
2024-02-10 15:32:00,0.343,,,0.0339,,,0,,
2024-02-10 15:32:10,0.224,,,0.0234,,,0,,
2024-02-10 15:32:20,0.203,,,0.0240,,,0,,
2024-02-10 15:32:30,0.568,,,0.0321,,,0,,
2024-02-10 15:32:40,0.272,,,0.0255,,,0,,
2024-02-10 15:32:50,0.346,,,0.0336,,,0,,
2024-02-10 15:33:00,0.551,,,0.0387,,,0,,
2024-02-10 15:33:10,0.514,,,0.0267,,,0,,
2024-02-10 15:33:20,0.257,,,0.0249,,,0,,
2024-02-10 15:33:30,0.445,,,0.0372,,,0,,
2024-02-10 15:33:40,0.281,,,0.0267,,,0,,
2024-02-10 15:33:50,0.291,,,0.0246,,,0,,
2024-02-10 15:34:00,0.353,,,0.0453,,,0,,
2024-02-10 15:34:10,0.614,,,0.0225,,,0,,
2024-02-10 15:34:20,0.309,,,0.0246,,,0,,
2024-02-10 15:34:30,0.388,,,0.0372,,,0,,
2024-02-10 15:34:40,0.297,,,0.0219,,,0,,
2024-02-10 15:34:50,0.355,,,0.0222,,,0,,
2024-02-10 15:35:00,0.547,,,0.0327,,,0,,
2024-02-10 15:35:10,0.263,,,0.0228,,,0,,
2024-02-10 15:35:20,0.463,,,0.0234,,,0,,
2024-02-10 15:35:30,0.427,,,0.0312,,,0,,
2024-02-10 15:35:40,0.370,,,0.0225,,,0,,
2024-02-10 15:35:50,0.279,,,0.0204,,,0,,
2024-02-10 15:36:00,0.399,,,0.0303,,,0,,
2024-02-10 15:36:10,0.330,,,0.0282,,,0,,
2024-02-10 15:36:20,0.450,,,0.0306,,,0,,
2024-02-10 15:36:30,0.303,,,0.0300,,,0,,
2024-02-10 15:36:40,0.319,,,0.0267,,,0,,
2024-02-10 15:36:50,0.274,,,0.0285,,,0,,
2024-02-10 15:37:00,0.366,,,0.0300,,,0,,
2024-02-10 15:37:10,0.360,,,0.0240,,,0,,
2024-02-10 15:37:20,0.274,,,0.0318,,,0,,
2024-02-10 15:37:30,0.313,,,0.0393,,,0,,
2024-02-10 15:37:40,0.335,,,0.0258,,,0,,
2024-02-10 15:37:50,0.257,,,0.0246,,,0,,
2024-02-10 15:38:00,0.411,,,0.0333,,,0,,
2024-02-10 15:38:10,0.181,,,0.0225,,,0,,
2024-02-10 15:38:20,0.309,,,0.0252,,,0,,
2024-02-10 15:38:30,0.444,,,0.0330,,,0,,
2024-02-10 15:38:40,0.205,,,0.0216,,,0,,
2024-02-10 15:38:50,0.243,,,0.0234,,,0,,
2024-02-10 15:39:00,0.444,,,0.0324,,,0,,
2024-02-10 15:39:10,0.219,,,0.0216,,,0,,
2024-02-10 15:39:20,0.494,,,0.0252,,,0,,
2024-02-10 15:39:30,0.540,,,0.0345,,,0,,
2024-02-10 15:39:40,0.390,,,0.0345,,,0,,
2024-02-10 15:39:50,0.260,,,0.0222,,,0,,
2024-02-10 15:40:00,0.467,,,0.0345,,,0,,
2024-02-10 15:40:10,0.244,,,0.0249,,,0,,
2024-02-10 15:40:20,0.291,,,0.0237,,,0,,
2024-02-10 15:40:30,0.508,,,0.0333,,,0,,
2024-02-10 15:40:40,0.365,,,0.0300,,,0,,
2024-02-10 15:40:50,0.280,,,0.0285,,,0,,
2024-02-10 15:41:00,0.418,,,0.0378,,,0,,
2024-02-10 15:41:10,0.372,,,0.0252,,,0,,
2024-02-10 15:41:20,0.269,,,0.0234,,,0,,
2024-02-10 15:41:30,0.463,,,0.0342,,,0,,
2024-02-10 15:41:40,0.267,,,0.0246,,,0,,
2024-02-10 15:41:50,0.366,,,0.0261,,,0,,
2024-02-10 15:42:00,0.338,,,0.0315,,,0,,
2024-02-10 15:42:10,0.368,,,0.0267,,,0,,
2024-02-10 15:42:20,0.323,,,0.0261,,,0,,
2024-02-10 15:42:30,0.559,,,0.0321,,,0,,
2024-02-10 15:42:40,0.261,,,0.0237,,,0,,
2024-02-10 15:42:50,0.266,,,0.0234,,,0,,
2024-02-10 15:43:00,0.662,,,0.0462,,,0,,
2024-02-10 15:43:10,0.350,,,0.0351,,,0,,
2024-02-10 15:43:20,0.240,,,0.0237,,,0,,
2024-02-10 15:43:30,0.602,,,0.0330,,,0,,
2024-02-10 15:43:40,0.337,,,0.0249,,,0,,
2024-02-10 15:43:50,0.225,,,0.0234,,,0,,
2024-02-10 15:44:00,0.379,,,0.0351,,,0,,
2024-02-10 15:44:10,0.319,,,0.0366,,,0,,
2024-02-10 15:44:20,0.365,,,0.0276,,,0,,
2024-02-10 15:44:30,0.549,,,0.0369,,,0,,
2024-02-10 15:44:40,0.347,,,0.0255,,,0,,
2024-02-10 15:44:50,0.527,,,0.0291,,,0,,
2024-02-10 15:45:00,0.355,,,0.0303,,,0,,
2024-02-10 15:45:10,0.428,,,0.0279,,,0,,
2024-02-10 15:45:20,0.328,,,0.0270,,,0,,
2024-02-10 15:45:30,0.301,,,0.0312,,,0,,
2024-02-10 15:45:40,0.435,,,0.0261,,,0,,
2024-02-10 15:45:50,0.416,,,0.0255,,,0,,
2024-02-10 15:46:00,0.434,,,0.0327,,,0,,
2024-02-10 15:46:10,0.225,,,0.0237,,,0,,
2024-02-10 15:46:20,0.425,,,0.0255,,,0,,
2024-02-10 15:46:30,0.563,,,0.0348,,,0,,
2024-02-10 15:46:40,0.239,,,0.0225,,,0,,
2024-02-10 15:46:50,0.509,,,0.0258,,,0,,
2024-02-10 15:47:00,0.349,,,0.0312,,,0,,
2024-02-10 15:47:10,0.294,,,0.0243,,,0,,
2024-02-10 15:47:20,0.438,,,0.0231,,,0,,
2024-02-10 15:47:30,0.378,,,0.0309,,,0,,
2024-02-10 15:47:40,0.431,,,0.0255,,,0,,
2024-02-10 15:47:50,0.311,,,0.0258,,,0,,
2024-02-10 15:48:00,0.554,,,0.0357,,,0,,
2024-02-10 15:48:10,0.293,,,0.0201,,,0,,
2024-02-10 15:48:20,0.348,,,0.0246,,,0,,
2024-02-10 15:48:30,0.563,,,0.0345,,,0,,
2024-02-10 15:48:40,0.183,,,0.0204,,,0,,
2024-02-10 15:48:50,0.350,,,0.0252,,,0,,
2024-02-10 15:49:00,0.258,,,0.0321,,,0,,
2024-02-10 15:49:10,0.289,,,0.0234,,,0,,
2024-02-10 15:49:20,0.231,,,0.0231,,,0,,
2024-02-10 15:49:30,0.403,,,0.0300,,,0,,
2024-02-10 15:49:40,0.234,,,0.0222,,,0,,
2024-02-10 15:49:50,0.300,,,0.0225,,,0,,
2024-02-10 15:50:00,0.417,,,0.0375,,,0,,
2024-02-10 15:50:10,0.370,,,0.0225,,,0,,
2024-02-10 15:50:20,0.294,,,0.0258,,,0,,
2024-02-10 15:50:30,0.300,,,0.0303,,,0,,
2024-02-10 15:50:40,0.221,,,0.0228,,,0,,
2024-02-10 15:50:50,0.289,,,0.0231,,,0,,
2024-02-10 15:51:00,0.226,,,0.0336,,,0,,
2024-02-10 15:51:10,0.357,,,0.0234,,,0,,
2024-02-10 15:51:20,0.298,,,0.0231,,,0,,
2024-02-10 15:51:30,0.406,,,0.0303,,,0,,
2024-02-10 15:51:40,0.282,,,0.0219,,,0,,
2024-02-10 15:51:50,0.222,,,0.0222,,,0,,
2024-02-10 15:52:00,0.375,,,0.0306,,,0,,
2024-02-10 15:52:10,0.307,,,0.0219,,,0,,
2024-02-10 15:52:20,0.287,,,0.0225,,,0,,
2024-02-10 15:52:30,0.335,,,0.0288,,,0,,
2024-02-10 15:52:40,0.224,,,0.0216,,,0,,
2024-02-10 15:52:50,0.255,,,0.0234,,,0,,
2024-02-10 15:53:00,0.341,,,0.0333,,,0,,
2024-02-10 15:53:10,0.368,,,0.0231,,,0,,
2024-02-10 15:53:20,0.285,,,0.0216,,,0,,
2024-02-10 15:53:30,0.379,,,0.0297,,,0,,
2024-02-10 15:53:40,0.194,,,0.0210,,,0,,
2024-02-10 15:53:50,0.269,,,0.0255,,,0,,
2024-02-10 15:54:00,0.253,,,0.0288,,,0,,
2024-02-10 15:54:10,0.215,,,0.0201,,,0,,
2024-02-10 15:54:20,0.309,,,0.0204,,,0,,
2024-02-10 15:54:30,0.339,,,0.0282,,,0,,
2024-02-10 15:54:40,0.367,,,0.0228,,,0,,
2024-02-10 15:54:50,0.166,,,0.0300,,,0,,
2024-02-10 15:55:00,0.319,,,0.0279,,,0,,
